index,userid,negation,participial_form,verb_stem,variant,latitude,longitude
396,4335172,affirmative,sat,sit,past participle,51.457876669614194,-2.585389575449031
397,6332506,affirmative,sitting,sit,present participle,52.586214,-1.982919
398,5377824,affirmative,sat,sit,past participle,53.99150279999999,-1.5412015
399,5377824,affirmative,sat,sit,past participle,54.011022,-1.47102
400,2294252,affirmative,sitting,sit,present participle,51.660598683279154,-0.002168093631014
401,4851024,affirmative,sat,sit,past participle,50.840331688135606,-0.130355597369922
402,6060127,affirmative,sat,sit,past participle,52.19173,-1.708298
403,6060127,affirmative,sat,sit,past participle,52.19173,-1.708298
404,6060127,affirmative,stood,stand,past participle,52.19173,-1.708298
405,4670419,affirmative,stood,stand,past participle,52.63687779999999,-1.1397592
406,3841842,affirmative,stood,stand,past participle,54.691745,-1.212926
407,4227104,affirmative,sat,sit,past participle,53.3900441,-2.5969501
408,4227104,affirmative,sat,sit,past participle,53.361024,-2.733637
409,4997618,affirmative,sat,sit,past participle,53.9732897316418,-1.596017919284734
410,3153090,affirmative,sat,sit,past participle,51.46468568422318,-0.070603094239376
411,210535,affirmative,sitting,sit,present participle,56.128106,-3.779283
412,3586723,affirmative,sitting,sit,present participle,52.402852,1.298286
413,4567615,affirmative,sat,sit,past participle,54.85795771244121,-1.579399654135036
414,3725057,affirmative,sitting,sit,present participle,51.481581,-3.17909
415,5920800,affirmative,sitting,sit,present participle,51.656991,-3.805476
416,6138821,affirmative,sat,sit,past participle,51.544821184222144,0.024996405492847
417,6138821,affirmative,stood,stand,past participle,51.544821184222144,0.024996405492847
418,6138821,negative,sitting,sit,present participle,51.544821184222144,0.024996405492847
419,1836626,affirmative,stood,stand,past participle,53.19734915571409,-2.894882063619811
420,3306506,affirmative,sat,sit,past participle,53.8007554,-1.5490774
421,4421709,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
422,5088511,affirmative,standing,stand,present participle,51.39442811341098,-0.093192528588667
423,5248356,affirmative,sat,sit,past participle,51.80287468337451,0.184577405768033
424,5248356,affirmative,sat,sit,past participle,51.80287468337451,0.184577405768033
425,4222663,affirmative,sitting,sit,present participle,55.3649698,-4.6679959
426,3113103,affirmative,standing,stand,present participle,53.4842985,-2.2443385
427,205549,affirmative,sat,sit,past participle,53.34980529999999,-6.260309700000001
428,308324,affirmative,sat,sit,past participle,53.423567153225406,-3.04667356129869
429,308324,affirmative,sat,sit,past participle,53.423567153225406,-3.04667356129869
430,4331006,affirmative,stood,stand,past participle,53.456952157913115,-2.233479566883483
431,4410596,affirmative,standing,stand,present participle,52.77131800000001,-1.554997
432,1950405,affirmative,sitting,sit,present participle,51.336036,-0.267382
433,1812968,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
434,1812968,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
435,1812968,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
436,1812968,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
437,153184,affirmative,standing,stand,present participle,52.570385,-1.824042
438,5804877,affirmative,sitting,sit,present participle,51.41604,-0.75398
439,73404,affirmative,sat,sit,past participle,53.432603500000006,-1.3635008999999998
440,3946487,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
441,6469043,affirmative,sitting,sit,present participle,52.205337,0.121817
442,2316358,affirmative,sat,sit,past participle,51.504286,-3.576945
443,6124265,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
444,5020692,affirmative,stood,stand,past participle,53.10142816893104,-0.784749079441655
445,2018863,affirmative,sat,sit,past participle,50.720939669156465,-3.514876072663513
446,1531259,negative,sitting,sit,present participle,51.5073509,-0.12775830000000002
447,1060575,affirmative,sat,sit,past participle,53.02276699353678,-1.140302713150126
448,793671,affirmative,sat,sit,past participle,51.376165,-0.098234
449,2434314,affirmative,sitting,sit,present participle,51.895927,0.891874
450,3359451,affirmative,sitting,sit,present participle,51.39431968525401,0.026299404614119
451,3354753,affirmative,sat,sit,past participle,53.100405,-2.4438209
452,6603771,affirmative,sat,sit,past participle,53.99150279999999,-1.5412015
453,3805735,affirmative,sitting,sit,present participle,53.381129,-1.470085
454,3070213,affirmative,sitting,sit,present participle,50.840331688135606,-0.130355597369922
455,6160487,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
456,6134159,affirmative,sat,sit,past participle,52.411811,-1.77761
457,70725,affirmative,sat,sit,past participle,51.454513,-2.58791
458,2973512,affirmative,sat,sit,past participle,53.193392,-2.893075
459,5841735,affirmative,sat,sit,past participle,52.30897,-1.940936
460,6574787,affirmative,sat,sit,past participle,53.795984,-1.759398
461,6574787,affirmative,sat,sit,past participle,53.795984,-1.759398
462,4760757,affirmative,standing,stand,present participle,54.3244806,-2.7472737
463,6491763,affirmative,sitting,sit,present participle,52.6541454,-7.2447879
464,6561571,affirmative,standing,stand,present participle,52.5694985,-0.2405299
465,2229376,affirmative,sitting,sit,present participle,52.0629009,-1.339775
466,2339346,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
467,253492,affirmative,sat,sit,past participle,53.383164163093134,-1.449611572954178
468,5965864,affirmative,sat,sit,past participle,53.8007554,-1.5490774
469,5965864,affirmative,sat,sit,past participle,51.5180626,-0.1168289
470,642737,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
471,813473,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
472,1363592,affirmative,sat,sit,past participle,52.406822,-1.519693
473,3593674,affirmative,sitting,sit,present participle,56.90511935437125,-4.307327261234359
474,980885,affirmative,standing,stand,present participle,50.794995,-1.1175469999999998
475,4755671,affirmative,standing,stand,present participle,51.481581,-3.17909
476,4755671,affirmative,stood,stand,past participle,51.481581,-3.17909
477,1148015,affirmative,sat,sit,past participle,54.120757647385346,-3.2125330562953662
478,3737666,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
479,5503131,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
480,2552121,affirmative,sat,sit,past participle,52.193636,-2.221575
481,2552121,affirmative,sat,sit,past participle,52.193636,-2.221575
482,1052967,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
483,1713956,affirmative,sat,sit,past participle,52.193636,-2.221575
484,1713956,affirmative,sat,sit,past participle,52.193636,-2.221575
485,2499672,affirmative,standing,stand,present participle,51.685034,0.002723
486,5363404,affirmative,sat,sit,past participle,52.486243,-1.890401
487,6470725,affirmative,sat,sit,past participle,53.36325831286194,-2.017022779700134
488,2774733,affirmative,sat,sit,past participle,55.848334,-4.493342
489,6160242,affirmative,sat,sit,past participle,53.41987815404958,-2.915426562244173
490,6160242,affirmative,sat,sit,past participle,53.41987815404958,-2.915426562244173
491,5254388,affirmative,sitting,sit,present participle,52.056736,1.14822
492,2232293,affirmative,sat,sit,past participle,50.2660471,-5.0527125
493,5601561,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
494,3551919,affirmative,sitting,sit,present participle,50.7155591,-3.530875
495,5411770,affirmative,sat,sit,past participle,52.422681,-0.8032189999999999
496,1313832,affirmative,stood,stand,past participle,53.456952157913115,-2.233479566883483
497,1313832,affirmative,stood,stand,past participle,53.456952157913115,-2.233479566883483
498,2319295,affirmative,sitting,sit,present participle,57.23846228743572,-3.1250417618829034
499,2525827,affirmative,sat,sit,past participle,51.0729874,-3.8918711
500,4127664,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
501,4047076,affirmative,stood,stand,past participle,53.146561,-2.367382
502,6234499,affirmative,sitting,sit,present participle,56.03544513293048,-3.41290204435125
503,2245747,affirmative,standing,stand,present participle,51.716154,-3.4518160000000004
504,3670869,affirmative,sat,sit,past participle,51.454513,-2.58791
505,94640,affirmative,sitting,sit,present participle,52.4750743,-1.8298330000000005
506,94640,affirmative,sitting,sit,present participle,52.4750743,-1.8298330000000005
507,2970718,affirmative,sat,sit,past participle,54.3244806,-2.7472737
508,3227413,affirmative,sitting,sit,present participle,52.486243,-1.890401
509,2800265,affirmative,sat,sit,past participle,51.45252367906998,-0.9820300873965708
510,2472789,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
511,3908781,affirmative,stood,stand,past participle,53.41987815404958,-2.915426562244173
512,6098591,affirmative,sat,sit,past participle,53.4807593,-2.2426305
513,6098591,affirmative,sat,sit,past participle,53.4875235,-2.2901264
514,6098591,affirmative,stood,stand,past participle,53.4807593,-2.2426305
515,6098591,affirmative,stood,stand,past participle,53.4875235,-2.2901264
516,6252566,affirmative,standing,stand,present participle,53.748575,-2.487529
517,571777,affirmative,sat,sit,past participle,53.4807593,-2.2426305
518,806758,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
519,1047132,affirmative,sat,sit,past participle,52.486243,-1.890401
520,2551394,affirmative,sitting,sit,present participle,52.96971866756354,-1.172265577340935
521,5962001,affirmative,standing,stand,present participle,53.362692653691035,-3.039427061685427
522,467732,affirmative,sat,sit,past participle,53.55263000000001,-1.479726
523,2546040,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
524,2546040,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
525,2546040,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
526,491916,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
527,645183,affirmative,standing,stand,present participle,52.68161800000001,0.937827
528,3873322,affirmative,stood,stand,past participle,53.5768647,-2.4282192000000005
529,3873322,affirmative,stood,stand,past participle,53.653511,-2.632596
530,6538847,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
531,6538847,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
532,6538847,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
533,3757710,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
534,3098888,affirmative,sat,sit,past participle,50.2660471,-5.0527125
535,3100307,affirmative,sat,sit,past participle,51.481581,-3.17909
536,1560422,affirmative,sat,sit,past participle,51.38544518372361,-0.252753593305613
537,3574903,affirmative,sitting,sit,present participle,52.486243,-1.890401
538,5143784,affirmative,sitting,sit,present participle,55.94319513486961,-3.203008046263737
539,2126960,affirmative,sat,sit,past participle,51.3147593,-0.5599501
540,4521367,affirmative,sat,sit,past participle,53.37891,-2.343509
541,4516051,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
542,4516051,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
543,3488061,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
544,3648370,affirmative,standing,stand,present participle,51.26654,-1.0923964
545,1606130,affirmative,standing,stand,present participle,52.6308859,1.297355
546,1606130,affirmative,standing,stand,present participle,52.6308859,1.297355
547,5366085,affirmative,sat,sit,past participle,50.8197675,-1.0879769
548,5897138,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
549,1133471,affirmative,sitting,sit,present participle,53.4807593,-2.2426305
550,1133471,affirmative,sitting,sit,present participle,53.361024,-2.733637
551,1133471,affirmative,sitting,sit,present participle,53.4807593,-2.2426305
552,1133471,affirmative,sitting,sit,present participle,53.361024,-2.733637
553,3406943,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
554,700790,affirmative,stood,stand,past participle,53.683298,-1.505924
555,432118,affirmative,standing,stand,present participle,52.95478320000001,-1.1581086
556,1608259,affirmative,sitting,sit,present participle,55.458564,-4.629179
557,1967316,affirmative,sat,sit,past participle,53.4875235,-2.2901264
558,342654,affirmative,sat,sit,past participle,52.8140281,-1.6371359
559,4080551,affirmative,standing,stand,present participle,52.486243,-1.890401
560,2769466,affirmative,stood,stand,past participle,51.0576948,-1.3080629
561,1873529,affirmative,sat,sit,past participle,53.7676236,-0.3274198
562,6515186,affirmative,sat,sit,past participle,55.864237,-4.251806
563,5496471,affirmative,sittin,sit,present participle,56.13443812963958,-3.830071541050296
564,3990909,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
