,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
1123,6383541,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
442,6323331,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
1125,5555271,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,52.49396616659272,-1.890640074770749
1126,522943,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
441,5885412,it+pronominal_object,offered,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
440,5743887,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.13616997077129,-0.4593809900128821
1129,5747342,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,50.719164,-1.880769
1130,3899022,it+pronominal_object,lend,it,to,you,pronominal,pronominal,prepositional_dative,53.3478525,-6.3181152
1131,2022138,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.18139,-9.53839
1132,1824360,it+pronominal_object,credit,it,to,her,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1133,1824360,it+pronominal_object,credit,it,to,her,pronominal,pronominal,prepositional_dative,53.54592099999999,-2.201948
1134,1363764,it+pronominal_object,say,it,to,her,pronominal,pronominal,prepositional_dative,55.639263640207254,-2.676177051525191
1135,5455083,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
3319,2414473,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.3727181,-3.073754
1137,350335,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.645275182830105,-0.099163092980345
1138,350335,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.645275182830105,-0.099163092980345
439,4751127,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.41191266935471,-1.5186510779627418
1140,629895,it+pronominal_object,mention,it,to,him,pronominal,pronominal,prepositional_dative,57.160555633167256,-2.1270400466003827
3318,61949,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,53.48093460000001,-2.2473039
1142,5421365,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5116571,-0.12404360000000003
1143,5421365,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.195043,0.27568000000000004
1144,5116498,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,54.77525,-1.584852
1145,6511425,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,51.6631126,-0.2091694
1146,790287,it+pronominal_object,show,it,to,them,pronominal,pronominal,prepositional_dative,54.597285,-5.93012
438,1198105,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,51.4542645,-0.9781303
437,712914,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3317,61949,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,53.48093460000001,-2.2473039
1150,1609205,it+pronominal_object,put,it,to,use,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1151,2701931,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.763201,-2.70309
3316,322592,it+pronominal_object,say,it,to,them,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1153,4300504,it+pronominal_object,hand,it,to,him,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1154,318862,it+pronominal_object,hand,it,to,you,pronominal,pronominal,prepositional_dative,51.316774,-0.5600349
1155,318862,it+pronominal_object,hand,it,to,you,pronominal,pronominal,prepositional_dative,51.316774,-0.5600349
1156,4130706,it+pronominal_object,stick,it,to,them,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
3315,5037726,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,55.12224499999999,-3.349008
3314,4788863,it+pronominal_object,giving,it,to,you,pronominal,pronominal,prepositional_dative,52.71330180291413,-0.792926492611787
1159,3701361,it+pronominal_object,lend,it,to,you,pronominal,pronominal,prepositional_dative,53.95996510000001,-1.0872979
1160,3716915,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3313,358876,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4543908,-2.6023648
1162,965578,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.586973,-2.12882
435,2970744,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,53.7892877,-2.2405035
1164,3403152,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.62173418530939,0.308439903769526
1165,5514317,it+pronominal_object,uploaded,it,to,her,pronominal,pronominal,prepositional_dative,52.22045018239496,0.5115784057048179
1166,2031490,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1167,775108,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1168,5852950,it+pronominal_object,sent,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1169,4962636,it+pronominal_object,sing,it,to,us,pronominal,pronominal,prepositional_dative,51.512318837842884,-0.32128100364744
434,3644958,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
433,311472,it+pronominal_object,sell,it,to,me,pronominal,pronominal,prepositional_dative,51.617843179350785,-0.737763588297068
1172,3925829,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.361024,-2.733637
1173,864624,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.54741629131785,-0.06752330233605801
1174,1497693,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.2810955,-6.4345836
3312,358876,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4543908,-2.6023648
1176,2188294,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5556461,-0.1761749
432,5465644,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,53.281496165213326,-1.20856307529243
3310,4838326,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.50009168353514,-0.14893559343778198
1179,2773816,it+pronominal_object,mention,it,to,him,pronominal,pronominal,prepositional_dative,50.8197675,-1.0879769
3309,2862056,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
3308,677840,it+pronominal_object,fed,it,to,them,pronominal,pronominal,prepositional_dative,54.19035664772005,-3.0794500568336622
1182,936729,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.639295,-2.15818
430,3560360,it+pronominal_object,mention,it,to,him,pronominal,pronominal,prepositional_dative,51.8097823,-0.2376744
3307,6083413,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
429,3114766,it+pronominal_object,lend,it,to,you,pronominal,pronominal,prepositional_dative,52.0406224,-0.7594171
428,4760744,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
426,6197405,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,56.85015546169782,-3.695255823877921
1188,3215092,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.5255162,0.0352163
1189,1106640,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,50.87677767783067,-1.873716583937505
1190,809434,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
1191,809434,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
1192,3021147,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.75141266650786,-0.439286078228054
3306,4784133,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.524835183228426,-0.17311459311106198
1194,2161122,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1195,2705895,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1196,5610446,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
1197,4217550,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
