,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
1666,1858322,it+pronominal_object,pitch,it,to,them,pronominal,pronominal,prepositional_dative,51.4089104,-0.21603520000000004
3186,6452460,it+pronominal_object,gift,it,to,me,pronominal,pronominal,prepositional_dative,53.9628495,-2.0162787
1668,5260016,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,53.27066800000001,-9.0567905
1669,3043644,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.361897184290534,-0.181587093983755
345,799259,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.44685260000001,-2.7258878
344,2362512,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,53.13649712675585,-7.530807032722637
342,4315880,it+pronominal_object,gave,it,to,me,pronominal,pronominal,prepositional_dative,55.777633,-4.053679
3184,3513614,it+pronominal_object,explain,it,to,her,pronominal,pronominal,prepositional_dative,52.282316,-1.584927
1674,2858401,it+pronominal_object,sticking,it,to,him,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1675,2858401,it+pronominal_object,sticking,it,to,him,pronominal,pronominal,prepositional_dative,52.3130373,-0.7294934000000001
1676,3344077,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.00266800000001,-2.179404
1677,1591122,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
339,4715885,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,54.663822,-1.6787880000000002
1679,3494228,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1680,1389644,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,55.858302128951905,-4.241751039861819
1681,5389924,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1682,5389924,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1683,4355315,it+pronominal_object,bring,it,to,you,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1684,3865608,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
1685,3584069,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,54.97825200000001,-1.61778
1686,2400293,it+pronominal_object,putting,it,to,you,pronominal,pronominal,prepositional_dative,50.99750666473128,-3.927118568193401
1687,732956,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.46033918399733,-0.115405593922422
1688,2307819,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.40443565445794,-4.001616560131069
1689,3241405,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.2735021332017,-6.39952053933045
338,4715885,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,54.663822,-1.6787880000000002
1691,2641600,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,52.52605616450897,-2.203868072308913
1692,3456714,it+pronominal_object,stick,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1693,3297249,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
1694,3297249,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,55.458564,-4.629179
1695,3904661,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1696,87149,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.309302,-1.122745
1697,4674122,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,52.69073963468559,-6.805949039605178
1698,5341047,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,52.2729944,-0.8755514999999999
1699,5341047,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,52.2729944,-0.8755514999999999
1700,5341047,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,52.2729944,-0.8755514999999999
1701,5341047,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,52.2729944,-0.8755514999999999
3183,2504598,it+pronominal_object,giving,it,to,you,pronominal,pronominal,prepositional_dative,50.718412,-3.533899
1703,5419310,it+pronominal_object,gave,it,to,me,pronominal,pronominal,prepositional_dative,50.71505,-1.987248
1704,5438924,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1705,5438924,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.9225301,-1.4746186
1706,5438924,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
337,1086398,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1708,710043,it+pronominal_object,giving,it,to,them,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
3182,4752103,it+pronominal_object,send,it,to,ya,pronominal,pronominal,prepositional_dative,51.2868939,-0.7526149999999999
336,1086398,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3181,6559728,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1712,152662,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
335,5395466,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.623728,-2.814449
3179,1237595,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.61961518590482,0.411020902970514
3178,2790218,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.50378618328007,-0.189189593109732
1716,3000191,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,52.91840958499309,-1.436946647051276
53,6574787,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.795984,-1.759398
1718,2697959,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1719,1594014,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1720,1594014,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,53.4876815,-2.0961077
1721,896597,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,54.97825200000001,-1.61778
1722,1858815,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
1723,1814753,it+pronominal_object,stick,it,to,them,pronominal,pronominal,prepositional_dative,50.8197675,-1.0879769
1724,1281448,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.8097823,-0.2376744
1725,3869516,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.53329967899165,-0.899999587555586
332,4822995,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.6118841824191,-0.21089409232239895
1727,614436,it+pronominal_object,sell,it,to,me,pronominal,pronominal,prepositional_dative,50.759711180522785,-1.5505730870166867
1728,4908552,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
1729,2056208,it+pronominal_object,feed,it,to,me,pronominal,pronominal,prepositional_dative,52.62626317016146,-1.130669579608375
1730,394797,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.5768647,-2.4282192000000005
55,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1732,394797,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.6020698,-0.6861199
1733,394797,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.5768647,-2.4282192000000005
1734,394797,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.4875235,-2.2901264
1735,394797,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.6020698,-0.6861199
1736,5948595,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,52.0627394,-0.5292091
1737,264544,it+pronominal_object,offered,it,to,him,pronominal,pronominal,prepositional_dative,53.00266800000001,-2.179404
1738,264544,it+pronominal_object,offered,it,to,him,pronominal,pronominal,prepositional_dative,53.00266800000001,-2.179404
331,4822995,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.6118841824191,-0.21089409232239895
1740,4091026,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1741,2023358,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.85897361811697,-9.110049024189893
3175,4511871,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,55.131418149377225,-1.7396190608954751
1743,5168122,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.50009168353514,-0.14893559343778198
3174,4511871,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,55.131418149377225,-1.7396190608954751
1745,375746,it+pronominal_object,show,it,to,you,pronominal,pronominal,prepositional_dative,51.51604718453137,0.044914405174449
1746,353480,it+pronominal_object,put,it,to,them,pronominal,pronominal,prepositional_dative,51.621172659773734,-4.02603256415407
1747,3649575,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
329,5999442,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
1749,6241495,it+pronominal_object,put,it,to,them,pronominal,pronominal,prepositional_dative,53.44720665498678,-2.729829563404965
1750,5212805,it+pronominal_object,lend,it,to,ya,pronominal,pronominal,prepositional_dative,52.63687779999999,-1.1397592
3173,3254375,it+pronominal_object,post,it,to,me,pronominal,pronominal,prepositional_dative,51.38544518372361,-0.252753593305613
1752,469055,it+pronominal_object,post,it,to,you,pronominal,pronominal,prepositional_dative,52.51841412293697,-8.76131852793751
327,3804914,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,50.99750666473128,-3.927118568193401
326,2397973,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,52.057113187167595,1.1616633997559742
1755,5052957,it+pronominal_object,deliver,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3172,142481,it+pronominal_object,lend,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
325,2397973,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,52.057113187167595,1.1616633997559742
3171,2589017,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
56,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1760,3383536,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,51.070724185522785,-0.313504094646304
1761,1999881,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1762,2118702,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.63687779999999,-1.1397592
1763,4801643,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,54.19342161172482,-8.645068020750418
1764,4901572,it+pronominal_object,giving,it,to,you,pronominal,pronominal,prepositional_dative,51.53706068160327,-0.442360590993892
1765,2692701,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,52.984696,-1.487313
1766,1634660,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
3166,2882358,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
57,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5175788,-0.0778826
1769,4291809,it+pronominal_object,sing,it,to,me,pronominal,pronominal,prepositional_dative,51.34919960000001,-1.9927105
1770,4291809,it+pronominal_object,sing,it,to,me,pronominal,pronominal,prepositional_dative,51.8642112,-2.2380335
58,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1772,156656,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,50.9085955,0.2494166
1773,606593,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.50822769449415,0.02902168525076
1774,1339213,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.584151,-2.997664
1775,1339213,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.584151,-2.997664
1776,3842162,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,50.8409176843784,-0.787455592339399
1777,2519963,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.4750743,-1.8298330000000005
1778,2519963,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.056398,-2.715974
1779,2519963,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.056398,-2.715974
1780,462115,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,52.056398,-2.715974
1781,462115,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,52.056398,-2.715974
1782,3494734,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3163,4996881,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,52.002175,-0.7501369999999999
3162,4996881,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,52.002175,-0.7501369999999999
1785,1259408,it+pronominal_object,show,it,to,ya,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
1786,1259408,it+pronominal_object,show,it,to,ya,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
1787,287433,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
3161,4823364,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.584151,-2.997664
1789,4384562,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.73974816211032,-3.507549567221288
1790,3101261,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.52126898629727,-0.154171790662297
1791,4926706,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,55.770242,-2.005395
59,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3159,399170,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,53.22739,-4.129263
3158,4597034,it+pronominal_object,reported,it,to,you,pronominal,pronominal,prepositional_dative,51.7159269,-1.9711737
321,5066928,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4542645,-0.9781303
1796,5531703,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,54.66720162065664,-6.8135095296532775
1797,4713065,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1798,3943604,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,54.597285,-5.93012
1799,2838332,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,53.73433565336821,-2.669628562233599
320,6321535,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,50.82253,-0.137163
3157,3350128,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,55.777633,-4.053679
1802,1906841,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.3810641,-2.3590167
3156,1682408,it+pronominal_object,giving,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
3155,3939486,it+pronominal_object,read,it,to,you,pronominal,pronominal,prepositional_dative,51.08562360000001,-1.1655575
1805,5155500,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,52.9451889,-0.1601246
1806,3125877,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.5409298,-2.1113659
3154,3939486,it+pronominal_object,read,it,to,you,pronominal,pronominal,prepositional_dative,51.934731,1.260297
1808,3130191,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
1809,5196628,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.25510116430335,-1.393535074092275
3153,5829204,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3152,4037260,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,50.82253,-0.137163
1812,1665142,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,54.597285,-5.93012
1813,3779143,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,53.147195,-1.198674
1814,3292099,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.8985143,-8.4756035
319,3343773,it+pronominal_object,announce,it,to,me,pronominal,pronominal,prepositional_dative,52.45617716586978,-2.056256573773811
1816,4115661,it+pronominal_object,suggest,it,to,him,pronominal,pronominal,prepositional_dative,54.691745,-1.212926
1817,2875570,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.8993855,-2.0782533
1818,1938842,it+pronominal_object,gave,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1819,1938842,it+pronominal_object,gave,it,to,you,pronominal,pronominal,prepositional_dative,51.4097742,-0.2108084
60,5118319,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5175788,-0.0778826
1821,3237326,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.480784,-2.148716
318,1269299,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3149,1776398,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,54.2766103,-8.476088800000001
1824,297083,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.46468568422318,-0.070603094239376
1825,5609932,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.3810641,-2.3590167
1826,6455776,it+pronominal_object,leave,it,to,him,pronominal,pronominal,prepositional_dative,50.783565,-1.085559
1827,4948522,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,52.44722566752533,-1.7874950757883938
317,1269299,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1829,1747609,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
3148,4357771,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,50.51732166910288,-3.75865407197824
1831,1204422,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1832,4362969,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.44722566752533,-1.7874950757883938
1833,5837149,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3147,4357771,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,50.51732166910288,-3.75865407197824
3146,4082580,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.2787075,0.5217254
3144,2794505,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1837,4037836,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.7676236,-0.3274198
316,5498233,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,53.7430895,-0.3309115
3139,4247795,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.761877,-0.739779
61,6560058,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3137,4398588,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.3900441,-2.5969501
1842,356671,it+pronominal_object,gave,it,to,him,pronominal,pronominal,prepositional_dative,51.49838668316304,-0.216107592935755
1843,3004879,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,52.205337,0.121817
1844,3417964,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.6622909,-0.1180651
1845,3417964,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.6622909,-0.1180651
1846,3417964,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.6622909,-0.1180651
1847,3417964,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.6622909,-0.1180651
1848,3417964,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.6622909,-0.1180651
1849,6541945,it+pronominal_object,sell,it,to,me,pronominal,pronominal,prepositional_dative,50.393625090562715,-4.051117338014497
1850,1545678,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1851,1076881,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1852,5101526,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1853,4191521,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
1854,4760514,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.49396616659272,-1.890640074770749
1855,959364,it+pronominal_object,said,it,to,her,pronominal,pronominal,prepositional_dative,53.10031899999999,-0.9936306
1856,6172177,it+pronominal_object,explain,it,to,ya,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
1857,6172177,it+pronominal_object,explain,it,to,ya,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
1858,5375865,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,52.8830636710565,-0.676187581503513
1859,2382368,it+pronominal_object,say,it,to,me,pronominal,pronominal,prepositional_dative,52.469852852353036,-1.187220923889475
1860,2558309,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.193636,-2.221575
1861,2558309,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.26657700000001,-3.92065
1862,2350945,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.966206161251534,-1.085324072260675
62,103297,it+pronominal_object,sold,it,to,us,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1864,5336048,it+pronominal_object,post,it,to,me,pronominal,pronominal,prepositional_dative,50.82253,-0.137163
3135,2006410,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.49838668316304,-0.216107592935755
3134,3083848,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.53589133647893,-0.068198573300124
1867,1161236,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.579176663709156,-3.4281200686613817
1868,149758,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.612669674178754,-0.45639908470092
3133,3083848,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.53589133647893,-0.068198573300124
315,1916208,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1871,4136721,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
1872,174507,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
313,1328443,it+pronominal_object,giving,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1874,2340814,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,55.847258,-4.440114
1875,5043369,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.2326344,-2.6103158
305,2151056,it+pronominal_object,send,it,to,ya,pronominal,pronominal,prepositional_dative,50.81846710000001,-0.1203367
3132,1864402,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1878,3431153,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1879,3431153,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.6049673,-0.2076295
303,6262348,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,52.63728967060656,-1.041675580203859
302,362169,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.46033918399733,-0.115405593922422
3131,2227677,it+pronominal_object,explain,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
3129,4878695,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.76581666702312,-0.333942078920855
3127,1675256,it+pronominal_object,owe,it,to,you,pronominal,pronominal,prepositional_dative,50.90774918536764,-0.535260593882568
3126,6408070,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.895927,0.891874
1886,4754476,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,55.979788,-4.056933
1887,4414224,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.63548446344014,1.286624064883595
1888,846330,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
301,6602191,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1890,5281767,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.48492212057754,-0.07309493931962599
63,103297,it+pronominal_object,sold,it,to,us,pronominal,pronominal,prepositional_dative,52.1386394,-0.4667782
3124,5914371,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,54.06800465042361,-2.775131059633978
1893,3162857,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.837293135474326,-3.2229730467190336
1894,3973872,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.73558679999999,0.4685497
3123,375211,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
1896,19296,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1897,489445,it+pronominal_object,stick,it,to,me,pronominal,pronominal,prepositional_dative,56.46201800000001,-2.970721
1898,6342827,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
300,2314795,it+pronominal_object,say,it,to,him,pronominal,pronominal,prepositional_dative,54.92103111183631,-7.866290521939138
3121,5062365,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,50.2660471,-5.0527125
1901,3705416,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.1872472,0.9707801
1902,1929964,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1903,320085,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,50.69999766943901,-3.4921775729417366
1904,4403004,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.12976666587719,-1.272441575691988
1905,2766228,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.4914925,-0.1726065
1906,2766228,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.6055748,-0.06816649999999999
1907,4368412,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,54.06800465042361,-2.775131059633978
1908,3154609,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4543908,-2.6023648
1909,6400275,it+pronominal_object,deliver,it,to,me,pronominal,pronominal,prepositional_dative,55.858302128951905,-4.241751039861819
1910,6429654,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,50.742267678880474,-1.8526065848436408
