,placename,at,at_the,down_,down_the,in_,in_the,up_,up_the,longitude,latitude
458,York,0.8520758162209834,0.6350490742584701,0.14818911706337914,0.0749078035751022,0.7635772783378255,0.2252427177902227,0.14214607878182772,0.07090671622033462,-1.0872979,53.95997
459,Wakefield,0.8561004453086611,0.640347318150053,0.29531980269243185,0.03491365209698033,0.7176255608298847,0.2542336385003266,0.25180166800539033,0.06280310474951804,-1.505924,53.6833
460,Worksop,0.8617200883124901,0.718817295289035,0.3100140152672654,0.10265497880367512,0.7136394643454795,0.15371106974310333,0.2954282607538048,0.12216069632542248,-1.122745,53.3093
461,Retford,0.8702237414128335,0.7231301504778321,0.3060837048356464,0.10539361030014352,0.7039214191664482,0.15168218192315694,0.29168286099869783,0.13784224129832792,-0.945503,53.32136
462,Doncaster,0.8878582041537711,0.6625001235696443,0.2892396556248615,0.037530872663542166,0.775311729952744,0.20074225789320824,0.32368545522347675,0.069198854097659,-1.128462,53.52282
463,Barnsley,0.8940526657286155,0.6499863841037979,0.2991427039779264,0.0323678166605024,0.7603181192480016,0.2193957213521004,0.34008163871414243,0.06361608805673645,-1.479726,53.55263000000001
464,Grimsby,0.9188087703833028,0.6164283328591919,0.30651811069322,0.1105906726053099,0.8275995993724248,0.17672011793375236,0.06533745014958964,0.10999893137575224,-0.08078400000000001,53.56746999999999
465,Hull,0.9214189392883644,0.6123202019427936,0.2644388508931725,0.08891917292176525,0.8845938683912292,0.16635663196509026,0.06764138929940239,0.07591849137186032,-0.3274198,53.76762
466,Sheffield,0.92772611412647,0.6297519287637264,0.3615120229262794,0.01,0.9032895454737384,0.16986577632678002,0.4045647900124917,0.04324479350388374,-1.470085,53.38113000000001
467,Rotherham,0.9434212929984956,0.6227984853276572,0.3652150162810375,0.02267236698477076,0.9188418869357,0.1592595810187776,0.4087087862210402,0.043687754080235064,-1.3635008999999998,53.4326
468,Scunthorpe,0.9472906791144394,0.5982394304018163,0.2872573282850181,0.06734533596540235,0.9684212424941936,0.13925803281714205,0.12246363340503068,0.10308689015060343,-0.654413,53.58865
469,Louth_Lincs,0.9727070431894502,0.6033577061959129,0.3533684800131186,0.19560481191985524,0.8103822609860738,0.13052590516555093,0.22597225324176146,0.2536238751466364,-0.007711,53.36596
470,Gainsborough,1.0,0.5834225217484686,0.3562028992027292,0.05368520113181963,1.0,0.12855515941575316,0.2530942231371949,0.11362587984445616,-0.774465,53.40057
