,placename,at,at_the,down_,down_the,in_,in_the,up_,up_the,longitude,latitude
151,Basingstoke,0.25484299903375,0.9329187082413812,0.19483200473141127,0.6308911702777049,0.1206311798576076,0.05833813061751271,0.789077996775822,0.4488600388321021,-1.0923964,51.26654
152,Cirencester,0.2561981192387536,1.0,0.4132171467756215,0.4895198057200286,0.06974183045448204,0.0922738315725637,0.5677976740247566,0.493481606302949,-1.968243,51.71849
153,Cookstown,0.257623804430909,0.2311619238876894,0.3307344236500687,0.2757915318124741,0.3067752513994702,0.7273343111567532,0.8459928401275093,0.01,-6.7443895000000005,54.64182
154,Derry,0.2582696511569456,0.11666119298908505,0.5631148513500724,0.3173517999732446,0.30387468895766273,0.8161720139906048,0.01,0.01,-7.308574799999999,54.99661
155,Dorking,0.2589677813618797,0.8064314683597072,0.16881816919813045,0.5986291666151421,0.1899487619362616,0.15946781075837885,0.6858376241375083,0.2565872527239164,-0.332378,51.2322
156,Maldon,0.259482306374375,0.6751202807907881,0.6257078875791336,0.9178570043426892,0.13333596400958458,0.11067883909215903,0.5617181286810883,0.4452522079130445,0.6714479999999999,51.7318
157,Guildford,0.2619096601968926,0.9004166388194903,0.16014966819472834,0.6620637075750303,0.1846342891234368,0.06161470669860894,0.5735104886629393,0.2298890853366847,-0.570409,51.23622
158,Wigan,0.26378099461485616,0.5334991180295839,0.2513659627505885,0.10814271067887818,0.22098081331710054,0.6198407786169691,0.31315240576289305,0.07483815090338355,-2.6325074,53.54506
159,Hereford,0.2640379710468315,0.8110791233542741,0.3480807083799472,0.4699900004609121,0.11656664683523775,0.22198980417953565,0.3116271500426027,0.7106237714143661,-2.715974,52.0564
160,Coleraine,0.26417313432917144,0.26987154079982384,0.3359021503044267,0.2451914807749165,0.2900652281013997,0.7302978665578643,0.4296057407704928,0.01,-6.6646103000000005,55.13258
161,Blackpool,0.2645639390302163,0.4820101608466984,0.2396469086037888,0.09280242563299496,0.3211492480078329,0.6155426598847769,0.3141615228373356,0.12900169703336198,-3.0356748,53.81751
162,Gloucester,0.2648059033741915,0.962841277178668,0.4413604444640901,0.4778944281376575,0.062032520825246365,0.1317854246619052,0.4631653629813094,0.4999866181524198,-2.238156,51.86424
163,Warrington,0.2668694252127609,0.5463803979762122,0.23638362029891066,0.11133803838159227,0.2029778656236289,0.6162599707734686,0.2706867218256103,0.09995478588029633,-2.5969501,53.39004
164,Carlisle,0.2668886603019227,0.6289552953331401,0.29818104675895823,0.14838474280555927,0.2282396829864653,0.5117144440113838,0.2773541300398989,0.17510243736560882,-2.932931,54.89247
165,Lockerbie,0.2673959653446902,0.5729360426333437,0.2004316338318052,0.04090606841056228,0.23053887560151665,0.6095567309418235,0.3015814583928041,0.1805254300045347,-3.349008,55.12224000000001
166,Aberystwyth,0.2674257988045092,0.4663034240155681,0.3807772456921724,0.5789082515589501,0.06751361081254934,0.4770026140269097,0.3066291471147166,0.5938283915713439,-4.08292,52.4153
167,Huntingdon,0.26780428868926354,0.8583250157936791,0.42268213465572907,0.6000283432691691,0.07020809593610967,0.13270589476082487,0.8334156736314535,0.6235990285399442,-0.182552,52.33146
168,Marlborough,0.2686542562198335,0.936976566379374,0.4575607423115892,0.6049253912973095,0.0643248718391889,0.09310066589572047,0.8005126354000694,0.32289814148564056,-1.727062,51.42007
169,Isle of Man,0.2690862011257431,0.4590571310837771,0.3145477026987197,0.12121953906565296,0.2768301853099491,0.6372800193085755,0.3474359308288211,0.13340420247895646,-4.5126331,54.27697
170,Longford,0.2694102824084348,0.11106131242706747,0.01,0.15571281987002286,0.22383507401403027,0.9332593261401676,0.4107302688766841,0.15366341476841158,-7.7932573,53.72763000000001
171,Biggleswade,0.2694258938901483,0.8166250557330779,0.5363625368227625,0.5892648568194159,0.12205291985368373,0.14656128529130688,0.8066696073832529,0.5679415506078831,-0.26421999999999995,52.08694000000001
172,Enniskillen,0.2719132415743293,0.029272444746625638,0.01,0.33990598803203004,0.2632338506942878,0.9065839471772528,0.01,0.09935736791849764,-7.631533599999999,54.34382
173,Fermanagh,0.2719132415743293,0.029272444746625638,0.01,0.33990598803203004,0.2632338506942878,0.9065839471772528,0.01,0.09935736791849764,-7.6318728,54.34383
174,Sligo,0.2727174099761727,0.248108919734313,0.0647216395496337,0.2570915786905831,0.08550273708963957,0.8454888007217726,0.01,0.2322639720128516,-8.476088800000001,54.27661
175,Stafford,0.2727715188813787,0.7308345171375675,0.21576569646800245,0.3420530925499781,0.13958227671484558,0.3800963468188004,0.15330883608678753,0.2552354325583211,-2.12066,52.80669
176,Thetford,0.2728646701134529,0.8468400094597315,1.0,0.7289711772700752,0.08035571073627584,0.03914414872741536,0.7624575005047162,0.8281523287405048,0.751657,52.41286
177,Bromsgrove,0.27348381657408066,0.7853389538581231,0.3513045633848361,0.3901826897242511,0.11947225409402445,0.30940809682412457,0.24369075426248785,0.33334097510712296,-2.061906,52.33559
178,Chelmsford,0.27398016905899675,0.6737289499638839,0.5154605580111628,0.9072459139039124,0.15922029796624074,0.10673531938081372,0.6015692204031324,0.4275122803479669,0.4685497,51.73559
179,Great Yarmouth,0.27437901108483304,0.8277858237693243,0.9374140445882446,0.7407922316115839,0.09836923181327928,0.04672763245828385,0.7003568601527539,0.7904986775009881,1.728047,52.59823000000001
180,Kettering,0.2749909375757329,0.8559957808042647,0.5576613977284848,0.5238220469882782,0.07038625399326633,0.19976229358297448,0.5586946102283255,0.2801760094608307,-0.7302489999999999,52.39632
181,Bicester,0.2751671048370936,0.8592745798610967,0.2538044865922303,0.5154418121255794,0.08554295741130953,0.19976432179472392,0.4219878405120133,0.398735891484434,-1.1535898999999998,51.8996
182,St Neots,0.2756590980950041,0.8664078224105229,0.4411279561064612,0.581359445489303,0.07826611990064887,0.1419460894556312,0.6360914289189153,0.5380328851931382,-0.26510300000000003,52.23008
183,Banbury,0.27591313204875084,0.8966479547724115,0.23555734830682856,0.5181891559804439,0.049125114709117575,0.1954127934864655,0.4467086965014903,0.27983511989960563,-1.339775,52.0629
184,Newbury,0.2764016924153945,0.964832374925763,0.2734808261791649,0.6623049134328829,0.08465202891136236,0.043503451847379686,0.8452806342337855,0.24935584393546384,-1.3231138999999998,51.40141
185,Peterborough,0.27728598885863315,0.8569064785219904,0.4459264935147662,0.5648375819664299,0.10544552057224534,0.13783287602792285,0.709734773328605,0.5879542238864152,-0.2405299,52.5695
186,Corby,0.2773868504734733,0.8783401297341854,0.4243302931014329,0.5535287299854644,0.06811276921268443,0.16341268261088973,0.5992333337084307,0.3933841098599585,-0.6842333,52.4923
187,Stoke-on-Trent,0.2779754823450625,0.6614390299770239,0.14536797326414952,0.2673877595299149,0.20769546057002145,0.4443389398740005,0.15493329980126502,0.20094195878702206,-2.179404,53.00267
188,Milton Keynes,0.27822496635562216,0.8602338605159372,0.3644249523908686,0.5188590941845288,0.11591545080242653,0.1641343879583717,0.6680555785852872,0.4863068419441261,-0.7594171,52.04062
189,Telford,0.2783756321390004,0.7164210580924345,0.2950423168828923,0.3393505751842804,0.15232721208141062,0.3824490724480616,0.15722817117681515,0.26176051499330005,-2.4672611,52.67759
190,Bath,0.27954014514318754,0.9199678490795984,0.5754265927467104,0.4861716604406093,0.043735384284095874,0.15460348291282286,0.4741679385213318,0.6208890492087563,-2.3590167,51.38106
191,Colchester,0.28059374306525303,0.7332234457705848,0.5821923365237089,0.9099430211760898,0.11272878504152332,0.0774830973903337,0.526184910076133,0.4531438781977501,0.891874,51.89593
192,Bedford,0.2809964811502256,0.8371605140531002,0.4312479957860823,0.5368274199840142,0.11536874467745895,0.1673257791459945,0.7732505707293346,0.4996834172249709,-0.4667782,52.13864
193,Rugby,0.28100920464404794,0.8339407327033548,0.3731636402827129,0.4884444618067071,0.04067069252275883,0.26525865953457234,0.3597819158222857,0.22250616133312826,-1.265032,52.37088
194,Kelso,0.2828474906722758,0.6364328007995653,0.09186211991337613,0.06836671946543217,0.1825035795740751,0.5805996137608754,0.2349761324145575,0.08302596615278272,-2.432207,55.60003
195,Worcester,0.28704297421340125,0.7691567379337515,0.3798374796193521,0.3736017367383853,0.13437561094979594,0.3192239656204587,0.2930206030932258,0.3288767584036254,-2.221575,52.19364
196,Towcester,0.2875594881232178,0.8903234280188019,0.16540463051829335,0.4818218047285061,0.07863985099960286,0.20680999137671927,0.4548240506493152,0.2493040258892804,-0.989688,52.13511
197,Ludlow,0.2880736317033501,0.7404279573764571,0.3907732217779042,0.3433952173087019,0.12258891438095572,0.3604619049438,0.16659456267042025,0.3957749751878425,-2.7139129,52.36775
198,Mayo,0.2884819550479235,0.2930949451692971,0.051740664983947735,0.0766899024328277,0.07694907713366217,0.8834538823522252,0.3308714326210445,0.30946608028206224,-9.4289369,54.01526
199,Tregaron,0.28975980795425416,0.5045047366673845,0.5188758234967686,0.692651673728361,0.03852111674003647,0.3632121600759362,0.4239806708706317,1.0,-3.934385,52.22
200,Birmingham,0.2907592424807761,0.7897627893737034,0.3575583412292821,0.3910334796260094,0.12225367592662405,0.30275590032150523,0.1917723012705833,0.3394152890664438,-1.890401,52.48624
201,Wolverhampton,0.2913720408170771,0.7651194113674441,0.28815070815208194,0.35523271271363543,0.1415713167462976,0.33899159340033397,0.15355562911826376,0.2728808871648208,-2.12882,52.58697
202,Lowestoft,0.2917957304368449,0.8223596588920165,0.9058509679641714,0.7617223377000049,0.10903183258781764,0.03155829874950606,0.676775587345505,0.8411288213153237,1.7534490000000005,52.48114
203,Northampton,0.2938204824002339,0.8640387494126744,0.34494330330195777,0.5205396659625582,0.040029378802660366,0.22043112345015006,0.34432703974878714,0.2938717118601518,-0.902656,52.24048
204,Kidderminster,0.2939975759973332,0.7609382793072764,0.3741058823574557,0.37317433935029415,0.1383022062366792,0.32342946268276285,0.2551823001813987,0.3430932599275385,-2.2496839,52.3886
205,Berwick,0.2967973167867973,0.6288163058869592,0.11822983185425262,0.07160785731068044,0.14116019871603191,0.6045683441442652,0.22681700522241866,0.061285854170894126,-2.005395,55.77024
206,Stevenage,0.29762197355556663,0.7463234756723266,0.4438547377364858,0.6692411451523875,0.15439323740210725,0.15782428317081132,0.6960750945388501,0.4879664314888925,-0.196612,51.90376
207,Royston,0.2976315093646412,0.816124651480795,0.5756206345505036,0.6703320869976763,0.08795527831944291,0.10387858313183608,1.0,0.7000450777219107,-0.024066,52.04814
208,Ipswich,0.2976736576407509,0.7832360308635993,0.9404679508412568,0.8950033640945162,0.11072958626903097,0.0220808032800238,0.5968199853183853,0.5324458742080797,1.14822,52.05674000000001
209,Mildenhall,0.2991376495402173,0.8477672676221084,0.8098285435365469,0.7383019023294037,0.07541116813290011,0.045432281221023885,0.6979980936874257,0.7834102678090227,0.5156095,52.34757000000001
210,Spalding,0.3013387322359796,0.8409772318388742,0.5192470501908979,0.4952390474413209,0.17007315053726954,0.1448957854097882,0.5934481170994607,0.6554943103234453,-0.1537024,52.7901
211,Chatteris,0.3026605315995597,0.8414982099088743,0.587019453024314,0.6951338527397839,0.1144927433072037,0.06000532067548867,0.8044017523660727,0.7423303958145043,0.054012,52.4561
212,Dudley,0.3027237676363085,0.7832862191499403,0.30447851553031546,0.3888045210957112,0.13211967936801852,0.3075495787911247,0.1910343293430336,0.3023740595459604,-2.081112,52.51225
213,Turriff,0.3034288181141139,0.6573677376007682,0.10168866802992348,0.04952940617689345,0.14556840125672607,0.5887371373346121,0.2312103769084641,0.07568836818506787,-2.4623,57.53893000000001
214,Macclesfield,0.3044027239174847,0.6171950983449609,0.2335563732919904,0.10723669566664157,0.18509744478637866,0.566158408070119,0.3629320208711651,0.060347118218905024,-2.119287,53.25866
215,Aberaeron,0.3044783837511992,0.4798866217884248,0.5682712212871259,0.6617937649866616,0.030152525549406468,0.3972600887477855,0.4643423507323706,0.9970068859551472,-4.2581619,52.24279
216,Penrith,0.30509886522509755,0.6567894316649725,0.3632633328911857,0.16340007093545994,0.2183245444098349,0.4771871812961018,0.35738431918443875,0.1805024216204072,-2.752708,54.6641
217,Abingdon,0.3051697843994436,0.9123878547388768,0.359784933924828,0.6784016279182185,0.1127099879152446,0.057337884189784735,0.7541361699948729,0.2821392720792529,-1.2879528999999998,51.67078
218,Andover,0.30549302108190285,0.9483140495686214,0.452084072745777,0.6474431757501903,0.12172929138911248,0.01,0.8363219537089891,0.7120428374406207,-1.4919233,51.2112
219,Sevenoaks,0.3057206272219285,0.7390448645258461,0.2061725960456221,0.5479353958951865,0.161861294208405,0.23290597784989955,0.79106010005097,0.3650091239631407,0.190898,51.27241
220,Southend,0.30590603059550714,0.6733284998239607,0.5090443690590686,0.9118474443561344,0.16056104446232167,0.10166952250148822,0.4417824879100336,0.4716783928548819,0.7077123000000001,51.54593
221,Wisbech,0.3066740446583735,0.8540452814941847,0.662222803590316,0.6443646920153203,0.13472273582221567,0.0632447128745133,0.819635916944376,0.7103923935427466,0.158797,52.66631999999999
222,Manchester,0.30699649123093803,0.5990128707606845,0.30439013779380114,0.08615377200151537,0.2476092923317331,0.5584596543048286,0.3649716624458865,0.044979231337581804,-2.2426305,53.48076
223,Aylesbury,0.3081321243562136,0.8195351314202245,0.4367413669441975,0.4744652719773457,0.17727224258078464,0.1904487452298995,0.37820193070909375,0.4810790380444222,-0.8084,51.81561
224,Claremorris,0.3084431824482263,0.3370226652497911,0.05403570862562871,0.08059725465155622,0.07100828683751273,0.845283275264504,0.3455478355999906,0.3231930099068865,-9.0017356,53.72388
225,Shetland Islands,0.310274793410102,0.6578861386627998,0.09172080507303007,0.04770311317859434,0.14965580872320727,0.5865361895512614,0.23461464839804624,0.07680278187146028,-1.2659409,60.52965
226,Cheltenham,0.31028958753675195,0.9207162797873604,0.4872820481034729,0.5036768260260067,0.09315406587715512,0.14617085452955472,0.5010157601539119,0.2834477334848678,-2.0782533,51.89939
227,March,0.3121002742090012,0.8485091924409004,0.6050687761155389,0.6621569438620594,0.12201719149233772,0.062261030176072076,0.8291350181187801,0.7651551238110746,0.088622,52.55172
228,Barrow-in-Furness,0.31245269046722873,0.5035977988465311,0.21573880763531747,0.1079230046731966,0.3203391747937171,0.5880242209047108,0.3083828733535402,0.10930069271193016,-3.218894,54.10896999999999
229,Walsall,0.3126524247995878,0.7817398031385592,0.3109901447631527,0.39898779258066797,0.13629381622229314,0.3036625109734707,0.1500921717051766,0.2751489726203464,-1.982919,52.58621
230,Welwyn Garden City,0.3140044935456876,0.8021626757825717,0.2802015999138681,0.5461474653782119,0.1466785374204828,0.1896503058712335,0.5721296278995597,0.4116279573227394,-0.208661,51.80317
231,Cambridge,0.3149683731269457,0.8323172176830738,0.7466932354768645,0.7328605426843732,0.07096398919801024,0.06434772203087563,0.7830930320570009,0.7336226601570645,0.121817,52.20534
232,Oxford,0.3154452453161808,0.8809175179171759,0.17076755018029038,0.6293435322261706,0.12087084321766167,0.11111456658298012,0.6430814909771965,0.28144634068853186,-1.2577263,51.75202
233,Newry,0.31565546903852204,0.2236782082545198,0.01,0.1841286686054943,0.3399874930003165,0.7624936998672535,0.7796681360550819,0.07292283735528457,-6.34023,54.1751
234,Felixstowe,0.3168203362299033,0.7415051889534059,0.9133025734102136,1.0,0.11387209260459548,0.01,0.5590802360252833,0.5117059296457386,1.351255,51.96173
235,Aberdeen,0.31940394109540016,0.6688515610458123,0.1022195922797785,0.047576643459941705,0.1579417478438763,0.5723681163760858,0.23241753604244544,0.07608354144488909,-2.094278,57.14972
236,Peterhead,0.3197230092670354,0.6630780070451172,0.1022874036682215,0.04951914807749161,0.1478964806320147,0.580916352829068,0.2325717349460136,0.07613401737176283,-1.784066,57.50812
237,Ballymena,0.320458247391854,0.2987366493032657,0.3402807632686156,0.2254212425284501,0.3485794382796705,0.6681936847570761,0.8704116317295022,0.01,-6.2802213,54.86529
238,Jedburgh,0.3205733582299685,0.6249379088940656,0.1761809857634275,0.06999853014082541,0.17189495143050626,0.587731820377511,0.18556473204183688,0.08430048986393028,-2.5549369,55.47772
239,Fraserburgh,0.321525685859662,0.6618436624741423,0.10267055354503997,0.05062456367947064,0.1459348761120798,0.5820467428440461,0.23344289565068296,0.0764192024240476,-2.007631,57.69335
240,Leamington Spa,0.321564237773492,0.8060025443940315,0.4261620594240096,0.4202865578989614,0.05615316672491242,0.3060916325786241,0.2484762370737329,0.26088924785990114,-1.5200789,52.28519
241,Ely,0.32205219874642244,0.8490904978449876,0.6702939120265736,0.7329466826149665,0.08503004464939455,0.0345333473505299,0.8572797534911545,0.8535492611821183,0.262363,52.39954
242,Downham Market,0.32238815892270417,0.8645394071411509,0.8233703279693873,0.6386420777681973,0.08545463856063219,0.07095732608675788,0.8326509190510561,0.7421348748242479,0.385472,52.60661
243,Bristol,0.323454616564436,0.8303522279839238,0.5455155575971862,0.4193561623354067,0.04463688616757487,0.25823462421123666,0.2600098499866455,0.6420184531874731,-2.58791,51.45451
244,Antrim,0.3245314273703058,0.2686756401182179,0.34315636997359955,0.2557907673732857,0.30172504406785844,0.6997300112126302,0.8777672209098294,0.01,-6.2072498,54.719530000000006
245,Dalkeith,0.3252660933465799,0.5836492139576497,0.05590604027704104,0.01,0.16400803660076912,0.6517063514465036,0.3432079174850303,0.10165141267194254,-3.066606,55.89312
246,Leicester,0.325339791528142,0.9316612973367848,0.3975278372510598,0.5099215494283007,0.12279789419664296,0.1312459203365749,0.36315899567435617,0.20719554840971013,-1.1397592,52.63688000000001
247,Craigavon,0.3254459387057264,0.2376393812781301,0.3438020126003464,0.28317286668068137,0.25075366455850906,0.7361374262195718,0.8794187126679531,0.01,-6.4175653,54.44293
248,Selkirk,0.32654315614301577,0.6125496823901048,0.14984230060523535,0.015586830736301072,0.20758647870185387,0.5980148539467813,0.324318002589948,0.14339549382960864,-2.838524,55.55066
249,King's Lynn,0.32721442261152833,0.8743129422156235,0.7316071750405996,0.6227959841086583,0.10662531667456446,0.06382004894074933,0.8263298390501619,0.7365009464957623,0.4022963,52.75168000000001
250,Galashiels,0.3274479137080116,0.6150013886270809,0.1501200696474672,0.02139916822271261,0.2095989460340724,0.5921117436502602,0.32491921004588803,0.14366130777224698,-2.814449,55.62373
251,Trowbridge,0.3309551025501341,0.943852699576382,0.5728106190551171,0.4807366242815114,0.04048417250869141,0.1354291070696362,0.5133564517172979,0.5801757287961411,-2.208853,51.31966
252,Hawick,0.33156934488038065,0.6059570200696536,0.16794316290990782,0.03720359713605105,0.2100766141842148,0.594597317149105,0.1982702262401499,0.1359917953929582,-2.780914,55.42706
253,Ramsgate,0.3325599792173851,0.6981149651415313,0.4779565843021734,0.9079041185285444,0.16591124563649245,0.07280299877867802,0.5501590418662526,0.5107555124468581,1.419895,51.33555
254,Aviemore,0.33326388539810153,0.6406587981460075,0.10516542241935868,0.026372098082044552,0.15555195584444467,0.603673226692213,0.239115512939042,0.0838673263213676,-3.823812,57.19449
255,Ballycastle,0.3332888147275394,0.2919970552825664,0.060340376989291664,0.22306223097080405,0.06280251193185599,0.8205472047692723,0.3858649244480878,0.21654109675996489,-9.3724643,54.27967
256,Blackburn,0.3335189001779245,0.6110629177762938,0.298035547383998,0.08161301727520147,0.26239198822249465,0.5416745119023916,0.3386479605027384,0.042428360906322064,-2.487529,53.74858
257,Coventry,0.33351985375883203,0.7823577780986599,0.44672726542800906,0.4619780735233115,0.06043704562525564,0.3000546603066454,0.3165569810696541,0.2426392668681577,-1.519693,52.40682
258,Perth,0.3345751681265309,0.6228481244155788,0.1054441325250518,0.01,0.1619433243146288,0.6246462883217934,0.2996865039068961,0.07287764247116707,-3.4308381000000003,56.39499
259,Braemar,0.3345757402750753,0.6679596205664162,0.09982055655735672,0.0424017133555395,0.1450158210297964,0.5803964545506476,0.226962837468291,0.07429790634983488,-3.3979439,57.00646999999999
260,Cupar,0.3348934461882715,0.6189970606055665,0.10551177945580256,0.01,0.1675280058177106,0.624868039473057,0.23990301875202866,0.07292439806080109,-3.010137,56.32023
261,Banff,0.3355009044714907,0.6643171254177392,0.10000670439192123,0.049774897952989235,0.14575215698751726,0.5792589657945466,0.22738607816905185,0.07443645940287562,-2.524038,57.66651
262,Evesham,0.3355206027285219,0.8401635310112492,0.3918440971776118,0.3949223532136237,0.1085623190733404,0.2627825510238919,0.2698517854768868,0.2797968061092781,-1.94677,52.09215
263,Grantown-on-Spey,0.3360640348650976,0.6483025839954624,0.10576057653458076,0.02971855709854855,0.1614014556853947,0.5930751442312076,0.2404687029685895,0.07871914900507603,-3.609628,57.33041
264,Bury St Edmunds,0.33685460792771743,0.8014909216233864,0.8747945489438061,0.7539277981565774,0.0904081650846558,0.04930447548584959,0.7301825458643291,0.9164670624860674,0.7104931999999999,52.24292
265,Peebles,0.3373616132736282,0.5850813122056983,0.13941818632731273,0.025457230189502227,0.1973964321533967,0.617125679155155,0.3291884607290764,0.16934059238890525,-3.193642,55.65306999999999
266,Orkney Islands,0.3374760157373543,0.6472529390775882,0.10606068441334496,0.03774973553776608,0.15543751451680635,0.5927452217866448,0.2411510646671243,0.07894252224980255,-2.9605206,58.98094
267,Kirkwall,0.3374760157373543,0.6472529390775882,0.10606068441334496,0.03774973553776608,0.15543751451680635,0.5927452217866448,0.2411510646671243,0.07894252224980255,-2.9622491,58.98467
268,Edinburgh,0.3378696539359528,0.5784669776706906,0.05582406725398651,0.010829110181543049,0.16846806945289372,0.6481860519201922,0.3427046326429053,0.14424018525198515,-3.188267,55.95325
269,John o' Groats,0.3380774528382722,0.6503767374420076,0.10618851372292544,0.03809127403908308,0.15592596337172626,0.5897471867857945,0.24144171253984725,0.07903767282562157,-3.0688997,58.63734
270,Thurso,0.33954416925461706,0.6439247544090282,0.10650025241514803,0.035284138111677806,0.14995670095783106,0.5989481693867802,0.2421505180182225,0.07926970208413729,-3.5220800000000003,58.59356999999999
271,Wick,0.33980389744863976,0.6530870316425317,0.10655545538051754,0.03542971881003799,0.15374604958004662,0.5896525369041575,0.2422760412542129,0.07931079191929112,-3.093716,58.43894
272,St Andrews,0.33995551681292546,0.6241193920187613,0.10658768908820107,0.013656832568706766,0.16282595996474708,0.6197173957355495,0.2423493196207085,0.06800123775751116,-2.7967214,56.33978000000001
273,Gillingham,0.3412256593364901,0.6826404125037777,0.5082128892400649,0.811941425409284,0.17911083649492476,0.127447755800601,0.5648674391311922,0.4438886409246959,0.551438,51.38632
274,Montrose,0.3416202511159961,0.6668634627670085,0.10123796258773887,0.03438079301572382,0.13871090551907814,0.5887800678166399,0.2301856015640321,0.053823500311511584,-2.4661150000000003,56.70692
275,Bridgwater,0.3436557376758862,0.8296735454754456,0.4409801908699631,0.3904281815003469,0.027803921370791462,0.2824095561224781,0.2434517085690736,0.6466733164088154,-3.003632,51.12789
276,Kirkcaldy,0.3442733039167245,0.6010622680323175,0.10314706970837136,0.01,0.17551160145503578,0.6363994373740604,0.29315795182864113,0.07129003336429914,-3.158137,56.11682
277,Wellingborough,0.34463432964828805,0.8504349778221004,0.3647320771311693,0.546342580049711,0.04691030184107485,0.2096964747313548,0.4904000373648389,0.2237434947870512,-0.693964,52.30242
278,Margate,0.3460161228735316,0.6960756646716117,0.4772076713812241,0.9177176066083521,0.16525984228243554,0.07024271948039905,0.5492969839916743,0.4871213815851369,1.3868339,51.38965
279,Dundee,0.3463634715303652,0.63417563754121,0.10794964546667528,0.016969636587858217,0.16265547279368212,0.609601689635601,0.2454460229577582,0.06313097094454212,-2.970721,56.46202
280,Langholm,0.34817374952508257,0.6106968559066416,0.16881740172889986,0.07733124442830626,0.19708240957321047,0.5736658338603866,0.2968774453266088,0.12621422452014033,-2.998913,55.15306
281,Workington,0.3486705924230368,0.6225221540305546,0.4463327862435014,0.1290959326214306,0.3369433260423058,0.4533479184293796,0.434927402476117,0.16780098481305006,-3.542752,54.64357
282,Blairgowrie,0.3491120186476833,0.6427932789266398,0.10853382659920807,0.010971529136936916,0.15941483440180945,0.606749685880705,0.2467742766080836,0.0634726124423186,-3.3378318,56.58941
283,Medway,0.3511773386673925,0.6872121936243807,0.5038091233854982,0.8064674646812233,0.182652505335585,0.12405827593212408,0.5599727457294085,0.44004225376298783,0.5417860999999999,51.40474
284,Lampeter,0.35134222642887625,0.5198761244943255,0.4813718771973946,0.5572261424712296,0.055479787318808975,0.4157864509370505,0.3719587330734832,0.834948685401568,-4.078509,52.1129
285,Elgin,0.35150052085951417,0.6603468855506824,0.10054474600523584,0.04792759692920282,0.1445004204129328,0.5818652178924784,0.2286094330957238,0.07483693119234963,-3.318485,57.64945
286,Dover,0.3526396958567317,0.6675731961092078,0.432063294795475,0.8960847504499514,0.166842118029782,0.10261838756489863,0.552592091631822,0.4977004425024196,1.3134027,51.12788
287,Pitlochry,0.3528152092340415,0.6364597537681559,0.10632581762288797,0.01,0.1493019113567607,0.6176858036332705,0.2417539080617199,0.062181327540833824,-3.729711,56.70436
288,Canterbury,0.3531580351928569,0.6628261784467333,0.4805542940533871,0.9061664948552118,0.16968539070068844,0.09826212676255826,0.5531491637998888,0.4982021809097789,1.0789089,51.28023
289,Northallerton,0.3532881853641404,0.6676241025780979,0.08156349599118844,0.11453371738908046,0.3053527512254932,0.4578279001484313,0.15647478637007425,0.2048925547369589,-1.429959,54.33796
290,Arbroath,0.3553558484683651,0.6454981656350326,0.10130031946272183,0.03109096432879426,0.15086919086733327,0.5997979901097634,0.2303273907043699,0.053856655467358634,-2.591543,56.55911
291,Clacton,0.3557288620741937,0.7120222744739925,0.5886692012277095,0.9516198522608852,0.11141920583938254,0.057946347714593886,0.5621540829622587,0.5370530069453057,1.153035,51.78953
292,Dunbar,0.35573706286999784,0.6255223827505733,0.10407836621004014,0.01,0.1583592237256775,0.6204282839537012,0.26622433689884994,0.07746705661047007,-2.516737,56.00209
293,Ashford,0.3570339873944777,0.6852928718861189,0.49803970999092,0.8516868531073891,0.14853482274759114,0.11833669058717035,0.7006706799280061,0.4090920207011281,0.8750190000000001,51.14647
294,New Romney,0.3571886854628361,0.7382007043089515,0.4841927834466243,0.7818066424144586,0.15275277349179495,0.11629597153201998,0.6055022506367628,0.33808183014221954,0.939473,50.98512
295,Bodmin,0.35790575106007544,0.8143694133318845,0.8299580737041269,0.4789233295598517,0.03848421355829805,0.2330476146370635,0.3325130503208537,0.5829284504742062,-4.7188629,50.4715
296,Crawley,0.3581299787991718,0.7933665026647528,0.2850320055683182,0.5640235385440356,0.2007280845721411,0.1669985609837635,0.6644867316669499,0.2347883279372268,-0.1872275,51.10914
297,Hunstanton,0.3581407951311793,0.8487963387222653,0.7361023976451414,0.5561040750229612,0.1171004990429706,0.11093980233724338,0.7486199017008867,0.7171630532093386,0.491032,52.93891
298,Forfar,0.35978722068082675,0.6448318612140106,0.10216878398940776,0.031717129958034496,0.13884877414748295,0.6052349497392225,0.2323020270880826,0.05431837948370148,-2.889062,56.64356
299,Ullapool,0.35996998127303315,0.5894152481645999,0.1345257161671103,0.06992581005260015,0.17583184367259358,0.6060063462745636,0.2580797228196417,0.12069177078539735,-5.161313,57.89542
300,Brecon,0.3600896148091659,0.5364671552730103,0.4575657034519725,0.5637057482454434,0.05552221906709998,0.3990138158404012,0.4267146632371783,0.8164626444216554,-3.391463,51.94895
301,Banchory,0.3601060981362805,0.6644867009912863,0.09964314325355897,0.046998325540925034,0.14933860721725334,0.5757102713037444,0.2265594617369197,0.07416585842230841,-2.4909599,57.05386
302,Newport,0.3609099940864361,0.7671119032336042,0.26926023878416355,0.4457156837065408,0.02904930009384048,0.29678281671963114,0.2754986717872481,0.7987943431848212,-2.997664,51.58415
303,Achnasheen,0.36147805585559295,0.5696731703306791,0.13491474083815788,0.060463134920144185,0.20002333055085186,0.6142726612943841,0.258826026349059,0.12104078301006707,-5.078765799999998,57.57859000000001
304,Faversham,0.3626720208872361,0.6650109742518036,0.5667980732356052,0.8977770558074332,0.17111507801118386,0.09864106432439704,0.5673229129416197,0.4520101371189526,0.889358,51.31599
