index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen
159,Falkirk,-3.7839131,56.00188000000001,0.01,0.01,0.01,0.5892955507087111,0.01,0.01,0.01,0.01,0.18744395768274352,0.01,0.3497073320580635,0.1147909850475471,0.2449962632584587,0.01,0.3888653674931258,0.07724964105317518,0.01,0.01,0.18387858061819148,0.5437053476283747,0.19297803497539937,0.19564852206213196,0.01,0.2512391457780741,0.3032279433581192,0.01,0.01,0.01
160,Kingsbridge,-3.777493,50.28395,0.01,0.01,0.01,0.01,0.514690896507513,0.01,0.01,0.01,0.11269640005762177,0.01,0.01,0.1995627715425872,0.20395164907097363,0.01,0.01,0.09220615812555136,0.01,0.01,0.20268013223803086,0.01,0.21251323449969894,0.01,0.01,0.01,0.19846832463548575,0.01,0.01,0.01
161,Pitlochry,-3.729711,56.70436,0.28544056644683713,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18829778185947443,0.14838570335356133,0.190508462864535,0.01,0.06497436834092045,0.03027547983010618,0.01,0.01,0.1929194227147053,0.25026132355028613,0.136739264270378,0.03646229564542068,0.01,0.01776026649115236,0.060589094804858225,0.01,0.01,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.12573027450410276,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10286952792325174,0.1201507155117537,0.01,0.01,0.08449764805800973,0.01,0.01,0.3147861827742452,0.01,0.2371107028511551,0.01453783004690138,0.01,0.01,0.30859321646017973,0.01,0.01,0.01
163,Totnes,-3.685797,50.43374,0.01,0.01,0.01,0.01,0.5312557354427941,0.01,0.01,0.01,0.11632342693571085,0.01,0.01,0.1287409448052809,0.21051563969208292,0.01,0.01,0.15862287599475447,0.01,0.01,0.20920320029438508,0.01,0.22932331137764475,0.01,0.01,0.01,0.19478094247455108,0.01,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.2604859342283348,0.01,0.01,0.01,0.01,0.10923027416691708,0.01,0.344871814667821,0.01,0.01,0.03717602695747293,0.06959130833774156,0.1422435872828546,0.01,0.07623512427087832,0.021436020127657926,0.01,0.01,0.10280493253605989,0.19031852922269343,0.10779255676453257,0.01,0.01,0.1944908917599162,0.10665093543470021,0.01,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.01,0.01,0.01,0.46911125165920664,0.01,0.01,0.01,0.01,0.01,0.01,0.3652066101407474,0.07470814301869157,0.21217584890953245,0.01,0.29347701513174673,0.07493077183210113,0.01,0.01,0.0731886687343594,0.2489381186083324,0.15997532499258427,0.17426220383258256,0.01,1.0,0.2154975215058682,0.01,0.01,0.01
166,Whitehaven,-3.589233,54.5497,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19925432934247342,0.2832984864632373,0.06837583508517774,0.01,0.025652111132434766,0.04636887793245718,0.05645154819128225,0.01,0.12323577722831172,0.0771906651986054,0.1910152134321367,0.08686905366764097,0.01,0.8466767008335453,0.19988523874651384,0.01,0.47828984445585926,0.01
167,Dartmouth,-3.578807,50.35252,0.01,0.01,0.01,0.01,0.4568790618159856,0.01,0.01,0.01,0.10003795652448193,0.01,0.01,0.1107170015414807,0.18104310512515423,0.01,0.01,0.13641541339150512,0.01,0.01,0.17991440939406575,0.01,0.1800683248309551,0.01,0.01,0.01,0.18484008143093655,0.01,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18048208277596892,0.01,0.01,0.02396982493894341,0.01,0.01,0.01,0.019688958164696138,0.01,0.01,0.3009835219382984,0.01,0.5723860746987691,0.08299343230897367,0.01,0.01,0.24072845978536947,0.01,0.01,0.01
169,Paignton,-3.564235,50.43508,0.01,0.01,0.01,0.01,0.5350391532931679,0.01,0.01,0.01,0.15620245568792027,0.01,0.01,0.13830164323001432,0.28268647809688796,0.01,0.01,0.21300337697543,0.01,0.01,0.2809240965864525,0.01,0.29901611673401784,0.01,0.01,0.01,0.2886151979923898,0.01,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1971405476720659,0.23685286197389027,0.0676504727435975,0.01,0.025379981726273662,0.0458769755252451,0.055852684175495854,0.01,0.15401486409762488,0.10607193502623367,0.18338167318754706,0.08594750674831306,0.01,0.8983972812889146,0.1977647640986521,0.01,0.47321592556190556,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0677407277919755,0.01,0.01,0.01,0.06723485698946528,0.01,0.01,0.225160045314837,0.01,0.16394704656818324,0.025129970176645186,0.01,0.01,0.19069540348654396,0.01,0.01,0.01
172,Exeter,-3.533899,50.71841,0.01,0.01,0.01,0.01,0.8025953760291904,0.01,0.01,0.01,0.23431438220528855,0.01,0.01,0.20746193744970115,0.42404907900678757,0.01,0.01,0.319519654565186,0.01,0.01,0.3064766418789959,0.01,0.46862878583361217,0.01,0.01,0.01,0.4329425649220039,0.01,0.01,0.01
173,Torquay,-3.525315,50.46192,0.01,0.01,0.01,0.01,0.5459741104601835,0.01,0.01,0.01,0.1593948709566289,0.01,0.01,0.14112820748337734,0.28846393290679834,0.01,0.01,0.21735667110226145,0.01,0.01,0.2866655324130606,0.01,0.3051273114168904,0.01,0.01,0.01,0.2945138220619955,0.01,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.2483872979058317,0.01,0.976309672543549,0.01,0.01,0.1458196981994705,0.01,0.4603952916525462,0.01,0.01,0.04962907099281049,0.05806416672925328,0.18989164978840697,0.01,0.10177199405717065,0.0476942552777193,0.01,0.01,0.13724202699443142,0.34934693794241817,0.12291490560304612,0.01,0.01,0.25964050127383576,0.16055203140621044,0.01,0.01,0.01
175,Livingston,-3.518068,55.90071,0.01,0.01,0.01,0.581417874064329,0.01,0.01,0.01,0.01,0.18493821521482218,0.01,0.46749468305721054,0.07641400030559437,0.24172116413593694,0.01,0.3687189705186364,0.04259183698984946,0.01,0.01,0.2630597257466242,0.5700227489235798,0.18617110109213506,0.1525366469494284,0.01,0.33368540924775697,0.2858263402279246,0.01,0.01,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.12423305849867454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10164454130578823,0.11871994177776347,0.01,0.01,0.011927349019153256,0.01,0.01,0.31103765909531317,0.01,0.25677876400537647,0.014364711266112383,0.01,0.01,0.3049184396041435,0.01,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.01,0.01,0.01,0.01,0.41610884016402416,0.01,0.01,0.01,0.2429625271967446,0.01,0.01,0.1075594860731378,0.21984997136554588,0.01,0.01,0.16565626571201883,0.01,0.01,0.03972351567130005,0.01,0.2950258728018935,0.03990164922087577,0.01,0.01,0.16133123329522767,0.01,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.01,0.01,0.01,0.01,0.41610884016402416,0.01,0.01,0.01,0.2429625271967446,0.01,0.01,0.1075594860731378,0.21984997136554588,0.01,0.01,0.16565626571201883,0.01,0.01,0.03972351567130005,0.01,0.2950258728018935,0.03990164922087577,0.01,0.01,0.16133123329522767,0.01,0.01,0.01
179,Minehead,-3.481152,51.20428,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10074667881141218,0.01,0.01,0.022300275575408732,0.18232571112746548,0.01,0.01,0.02747637125985917,0.01,0.01,0.14824556136222947,0.01,0.256184393198657,0.0330911872499565,0.01,0.01,0.1890581450915118,0.01,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.16776477313145732,0.01,0.01,0.5570085122226406,0.01,0.01,0.01,0.01,0.17717405106558728,0.01,0.42924572315088866,0.20719898585837043,0.23157311120639215,0.01,0.21958114679562668,0.062279370535568014,0.01,0.01,0.3389178388765109,0.54162294609239,0.17498043682843217,0.13320067536719116,0.01,0.20093949406306336,0.23205355876735476,0.01,0.01,0.01
181,Perth,-3.4308381000000003,56.39499,0.2984565503946968,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.245821164176595,0.2172128658320267,0.050704337426891635,0.01,0.0849214743314238,0.04431844571082293,0.01,0.01,0.2824030869245841,0.299561256999951,0.21097108247956398,0.06717881978414707,0.01,0.08449408142510574,0.12145198718123136,0.01,0.01,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.10977090923303903,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08981195385953256,0.10489958236983753,0.01,0.01,0.010538869141551546,0.01,0.01,0.2748293172301866,0.01,0.22688677826366851,0.012692494538948012,0.01,0.01,0.26942244489314765,0.01,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04966127885228025,0.01,0.01,0.01,0.011654878666057276,0.01,0.01,0.17816719398405986,0.01,0.329666512016519,0.04912796175143145,0.01,0.01,0.16100558034778492,0.01,0.01,0.01
184,Braemar,-3.3979439,57.00646999999999,0.1191215336786268,0.01,0.01,0.01,0.01,0.049951556199938116,0.01,0.15771162311493916,0.01,0.01,0.01,0.05449938286058473,0.065048711068715,0.01,0.03486270746338019,0.01,0.01,0.01,0.08051013139525548,0.04460473313498176,0.05206687246521773,0.01,0.01,0.08894166735566049,0.04410235068640165,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12148124537618368,0.01,0.01,0.01613392387900605,0.01,0.01,0.01,0.013252501972596578,0.01,0.01,0.20258993314123505,0.01,0.3748564207297669,0.05586230699394695,0.01,0.01,0.17255422455878272,0.01,0.01,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20155155906454622,0.01,0.01,0.026768062029432382,0.01,0.01,0.01,0.0219874469166948,0.01,0.01,0.33612033486284343,0.01,0.6219305357751304,0.09268208465188865,0.01,0.01,0.28628759011565735,0.01,0.01,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04482530591868821,0.01,0.01,0.01,0.023669856014742637,0.01,0.01,0.25541590840082956,0.01,0.24383707547975245,0.02850680790980739,0.01,0.01,0.18291156191833682,0.01,0.01,0.01
188,Corwen,-3.369242,52.98005,0.07613069271972045,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06228832674895835,0.01,0.01,0.01,0.062127720722328084,0.01,0.01,0.13145211490791056,0.01,0.15046392940100364,0.022006931043251906,0.01,0.01,0.1868556752172962,0.01,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15840122714047428,0.19030982936502072,0.05435674205919566,0.01,0.020392660453251905,0.03686186990197771,0.0448772909325822,0.01,0.12375000353310879,0.08522815256285728,0.1473460554461919,0.06905829723697204,0.01,0.7218567336667409,0.15890278123038667,0.01,0.3802261087156472,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.01,0.01,0.01,0.42650977423836406,0.01,0.01,0.01,0.01,0.01,0.01,0.2037061616922141,0.022879547531531652,0.19290748856942685,0.01,0.2668254385825787,0.043459735636484684,0.01,0.01,0.0665421740968498,0.22633126021052064,0.15707589679929043,0.12872998271074845,0.01,0.9091868351693446,0.23509431479286938,0.01,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.3464199887633205,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2038041550289869,0.18008573318169893,0.04203769305302223,0.01,0.0704062621211013,0.03674331057110937,0.01,0.01,0.2341333086637554,0.24835871665808765,0.1749108273257133,0.021362953188837446,0.01,0.0700519213936489,0.09163947835966872,0.01,0.01,0.01
192,Elgin,-3.318485,57.64945,0.38729966621434864,0.01,0.01,0.01,0.01,0.22737040467159103,0.01,0.7178746428945408,0.01,0.01,0.07738448299127954,0.1448591433012271,0.29608990958879183,0.01,0.15868870775853566,0.0446205652063641,0.01,0.01,0.21399560965341924,0.3961612413399214,0.22437769601021734,0.01,0.01,0.40484630384443593,0.25034190032227494,0.01,0.01,0.01
193,Newtown,-3.313106,52.51211,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05896303494556567,0.16069274182032645,0.01,0.01,0.06054073987609742,0.01,0.01,0.17420827587281149,0.01,0.17885463531833054,0.043747369501969606,0.01,0.01,0.1961064280176747,0.01,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.10754352980915999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08798956485462409,0.01,0.01,0.01,0.07227515702619382,0.01,0.01,0.1856915251004157,0.01,0.18821037285000752,0.012434949061997177,0.01,0.01,0.29838457597482043,0.01,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.10754352980915999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08798956485462409,0.01,0.01,0.01,0.07227515702619382,0.01,0.01,0.1856915251004157,0.01,0.18821037285000752,0.012434949061997177,0.01,0.01,0.29838457597482043,0.01,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.01,0.01,0.01,0.38927511442778895,0.01,0.01,0.01,0.11364725074334713,0.01,0.01,0.10062326777871443,0.20567244552298802,0.01,0.01,0.15497354433832009,0.01,0.01,0.03716185434158033,0.01,0.24677687857061728,0.01,0.01,0.01,0.2099859674428824,0.01,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21372828351295559,0.37076993802444047,0.14099500001510262,0.01,0.10579233139905087,0.04249572015580739,0.06651795911324472,0.01,0.14521111738486722,0.03537149114199362,0.28803996255378395,0.10235949845858698,0.01,0.4193045468792481,0.23167281675158746,0.01,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.01,0.01,0.01,0.3485010372100166,0.01,0.01,0.01,0.01,0.11085170012335023,0.01,0.26856426150316187,0.03762343381973546,0.10030660107339474,0.01,0.20906315359974617,0.01881119950028538,0.01,0.01,0.07612023033282518,0.3668347863102439,0.09522686957619685,0.08333907382727065,0.01,0.3828773512333647,0.19319278505430829,0.01,0.01,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.01,0.01,0.01,0.9287746035123456,0.01,0.01,0.01,0.01,0.2954259323156324,0.01,0.7467902317233374,0.26919923172253496,0.3861327427234512,0.01,0.39797492908207815,0.12175130909158792,0.01,0.01,0.34776795577805153,0.9999895244001218,0.3100565946214095,0.24366668124806085,0.01,0.5330392261687683,0.4182070329670855,0.01,0.01,0.01
200,Cardiff,-3.17909,51.48158,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2788985139459316,0.01,0.01,0.03704051090386448,0.01,0.01,0.01,0.03042529811722964,0.01,0.01,0.4651090883908019,0.01,0.8127900166728699,0.12824954467628188,0.01,0.01,0.4444640468936051,0.01,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07290378583497092,0.01,0.01,0.01,0.0727158086010271,0.01,0.01,0.15385478038965886,0.01,0.176106674516223,0.02575745202031841,0.01,0.01,0.2350011559821537,0.01,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.4585514774734968,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19370793163550118,0.01,0.3573217548072321,0.27655824878884583,0.17528088610002102,0.01,0.21919658978584172,0.056351406713376025,0.01,0.01,0.18052224067567882,0.5042215742069178,0.27063769090303774,0.13149203154568004,0.01,0.17974732410829153,0.23320337554848763,0.01,0.01,0.01
203,Welshpool,-3.146407,52.66035,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07508140781397724,0.01,0.01,0.01,0.0770904005228623,0.01,0.01,0.20334467152595756,0.01,0.20513387153252025,0.0557063267418047,0.01,0.01,0.28562157856427867,0.01,0.01,0.01
204,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11773352006027461,0.01,0.01,0.01,0.09670702047068601,0.01,0.01,0.2484626095327697,0.01,0.29091045343691135,0.01663845397187687,0.01,0.01,0.38608824622715815,0.01,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11773352006027461,0.01,0.01,0.01,0.09670702047068601,0.01,0.01,0.2484626095327697,0.01,0.29091045343691135,0.01663845397187687,0.01,0.01,0.38608824622715815,0.01,0.01,0.01
206,Taunton,-3.106849,51.01534,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.331141284286354,0.01,0.01,0.09162263469057,0.2996404536463863,0.01,0.01,0.1204150096872731,0.01,0.01,0.08121064928503019,0.01,0.44467536089816084,0.054383215060340544,0.01,0.01,0.24856383417277747,0.01,0.01,0.01
207,Wick,-3.093716,58.43894,0.23821433926507152,0.01,0.01,0.01,0.01,0.13984750166889856,0.01,0.44153932639236737,0.01,0.01,0.04759646106933277,0.0556860887372344,0.18211444090610918,0.01,0.0976038167990735,0.02744453296891138,0.01,0.01,0.131621137858153,0.3350390728425217,0.13800679232011379,0.01,0.01,0.2490066560523046,0.145260841975884,0.01,0.01,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.08508680393592377,0.33444169806119756,0.33444169806119756,0.01,0.01,0.049951556199938116,0.01,0.15771162311493916,0.01,0.01,0.017000784938238842,0.01,0.065048711068715,0.01,0.03486270746338019,0.0163380002999337,0.01,0.01,0.04701321501178816,0.11967123385508667,0.04210535950116883,0.01,0.01,0.08894166735566049,0.051885125047052595,0.01,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.164568652402601,0.01,0.39870618628216403,0.13781649966796145,0.148913567833108,0.01,0.20395861134200116,0.05784838140731209,0.01,0.01,0.23408566216145724,0.5944077359780178,0.17663702013888263,0.1237238495843856,0.01,0.5684135620638945,0.2369238082174793,0.01,0.01,0.01
210,Oswestry,-3.056412,52.85715,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09071453974090413,0.01,0.01,0.01,0.09314183638111727,0.01,0.01,0.1786794426078377,0.01,0.27126446768153656,0.06730526155768873,0.01,0.01,0.3332607243788066,0.01,0.01,0.01
211,Blackpool,-3.0356748,53.81751,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1890717134873392,0.4307712763088394,0.19037620422524443,0.01,0.040812680855895477,0.057379154567284284,0.08981479178292207,0.01,0.4712534309910048,0.04775978028070715,0.3829101833167279,0.01,0.01,0.17570456211361232,0.3978488725207255,0.01,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02282302751450373,0.1865996715335965,0.01,0.01,0.018746971872735784,0.01,0.01,0.5563090381927053,0.01,0.39770353813815323,0.02257792889546024,0.01,0.01,0.5447485656749549,0.01,0.01,0.01
213,Cupar,-3.010137,56.32023,0.2537725311637682,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10720225434336433,0.01,0.1977497633568342,0.17678266967749906,0.01,0.01,0.06065411923708126,0.031186115013922138,0.01,0.01,0.13495938698535762,0.20604079316140242,0.20490947376372481,0.04929621213569034,0.01,0.049738069674648305,0.10120525456674664,0.01,0.01,0.01
214,Southport,-3.010113,53.64571,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35397027532935815,0.1607799704126787,0.01,0.01,0.04845888597882428,0.01,0.01,0.5374337907224667,0.040334957258433966,0.29952204511262587,0.01,0.01,0.08243844597354441,0.3949906788019743,0.01,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06285302273517265,0.34258834408146593,0.01,0.01,0.13767426350248443,0.01,0.01,0.09285068662048034,0.01,0.5138199843776442,0.18653411107214057,0.01,0.01,0.32244730917463477,0.01,0.01,0.01
216,Langholm,-2.998913,55.153059999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07828178745239601,0.01,0.09285915352030649,0.01320203542106253,0.20575881199256624,0.01,0.16661915272288497,0.010844231184676922,0.01,0.01,0.11518918203787594,0.13059844431254727,0.07050687284402908,0.07428021857328647,0.01,0.5730487803155548,0.1401749652940564,0.01,0.01,0.01
217,Newport,-2.997664,51.58415,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02714455069515558,0.01,0.01,0.01,0.02229669696786489,0.01,0.01,0.34084781555441557,0.01,0.5606025364115519,0.22825085403620754,0.01,0.01,0.36112256178758634,0.01,0.01,0.01
218,Axminster,-2.9949369999999997,50.78273,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11983976832959739,0.01,0.01,0.0663163277012342,0.2168793179072966,0.01,0.01,0.18520693917614675,0.01,0.01,0.03918676418359319,0.01,0.29788740869625513,0.01,0.01,0.01,0.20758858989252132,0.01,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1364690665174161,0.01,0.01,0.01,0.11209651085399126,0.01,0.01,0.2592015773326026,0.01,0.34727034247698557,0.07714486329179636,0.01,0.01,0.42718629131719454,0.01,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13458183588696218,0.275083231344965,0.01,0.01,0.027636584557207203,0.01,0.01,0.8201048083029784,0.01,0.5862902838426026,0.03328414024845606,0.01,0.01,0.7767326699866899,0.01,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05716192561655886,0.01,0.01,0.01,0.01,0.01,0.01,0.2533302475328241,0.01,0.4869711630883791,0.1696441717207945,0.01,0.01,0.2982212627270234,0.01,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.6947035907682316,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20961906763645816,0.01,0.3866721019449872,0.34567387242985803,0.01,0.01,0.1186006768296522,0.06098010151431439,0.01,0.01,0.26389427201826116,0.40288405521056936,0.40067191779990774,0.0963918724395005,0.01,0.097255863275438,0.1615821043455051,0.01,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.14917271676586752,0.977228986482362,0.9772289864823618,0.01,0.01,0.14595700512664558,0.01,0.4608288096447191,0.01,0.01,0.04967580278090715,0.023247536054656594,0.19007045580193324,0.01,0.10186782472990565,0.047739165202214745,0.01,0.01,0.1373712570040842,0.34967589044444075,0.14103510974780875,0.01,0.01,0.25988498428841,0.15160683747624032,0.01,0.01,0.01
224,Ambleside,-2.961333,54.428740000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2132778641504929,0.30323705542224855,0.07318813154322008,0.01,0.09610127412878162,0.12683816206372261,0.10070768618075286,0.01,0.09719619169571694,0.05049204790666944,0.25501035420685025,0.09298290425180591,0.01,0.3808943490534391,0.19147791701298927,0.01,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.15264868196637343,1.0,1.0,0.01,0.01,0.14935803905288678,0.01,0.4715668651044835,0.01,0.01,0.05083332920743623,0.02378924118730712,0.19449940436796884,0.01,0.10424150955303685,0.04885156484567335,0.01,0.01,0.1405722291338967,0.3578239033853629,0.14432145556332646,0.01,0.01,0.26594072411205605,0.1551395216201732,0.01,0.01,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.01,0.01,0.3783287426612336,0.01,0.01,0.01,0.11045150302977379,0.01,0.01,0.06112109671199451,0.1998889598405277,0.01,0.01,0.1706977999764465,0.01,0.01,0.03611686724099089,0.01,0.2840181555168757,0.01,0.01,0.01,0.16262715564596755,0.01,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3789867071787893,0.10402046127589358,0.4467089032849439,0.01,0.6464140575507158,0.12428077386768217,0.08510904911823718,0.01,0.1857961411741803,0.4288683434490925,0.28147371704268614,0.1933336158286612,0.01,0.9901828840256148,0.20350820128640873,0.01,0.01,0.01
228,Chester,-2.893075,53.19339,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16348030819856763,0.01,0.01,0.01,0.1342837069971155,0.01,0.01,0.3105051923432109,0.01,0.41600535612306355,0.023103527201748124,0.01,0.01,0.5300153406995324,0.01,0.01,0.01
229,Forfar,-2.889062,56.64356,0.417523967461647,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23239389036736247,0.1910217057610413,0.22799736609292223,0.01,0.19347488945687197,0.02290604014966512,0.01,0.01,0.28219003267447756,0.2802693199119181,0.19329421313437303,0.01,0.01,0.37019455411964697,0.10002227310186927,0.01,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.187047310916595,0.32448452182502224,0.12339375571652675,0.01,0.09258564556145991,0.074381451172463,0.0970235433668764,0.01,0.12708355008328595,0.030955857561168386,0.28325162671334847,0.01,0.01,0.11388422152841432,0.19881483394934768,0.01,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12898075379483034,0.01,0.3095811056577226,0.056012161460578705,0.18340312286810187,0.01,0.2015533423299724,0.055389144629964936,0.01,0.01,0.15183288999158318,0.2483634265073133,0.13607032698121033,0.09696862159843543,0.01,0.6848644917471431,0.21308508523295558,0.01,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12324723530538664,0.01,0.29581944788283904,0.05352228018822405,0.17525039337127576,0.01,0.1925937899870213,0.05292695802067018,0.01,0.01,0.1450835366465316,0.34923436443440337,0.13002165915552508,0.09265812279552965,0.01,0.6544205447964075,0.1822637666059174,0.01,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24413088566349703,0.42351153464356395,0.161051376364632,0.01,0.12084116868552355,0.09708137188760027,0.12663343544632996,0.01,0.1658672315739847,0.040403045014910245,0.369695079583317,0.01,0.01,0.14863969831262092,0.25948965134675517,0.01,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.32973458181313003,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13929123984866024,0.01,0.2569424485191115,0.22969924834103272,0.01,0.01,0.07880979296760915,0.04052109401019342,0.01,0.01,0.17535694988460113,0.2677152426937705,0.2662452840391453,0.06405210926096451,0.01,0.0646262285723066,0.13149915059294653,0.01,0.01,0.01
