index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19498641707460213,0.01,0.01,0.01,0.1361385620624024,0.01,0.01,0.14882426478120434,0.01,0.3657817376536632,0.0192892448453685,0.01,0.2724699569162806,0.24244932580125275,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.930753287129599,0.01,0.01,0.01,0.01538141021771492,0.14531507463924412,0.05885263020009518,0.7282583511979164,0.01,0.1537302549161787,0.7282583511979163,0.5145559890148462,0.2837886172594206,0.11073291120495837,0.3817598901390669,0.01,0.01,0.22632103114363575,0.2514966155865624,0.0952346541076734,0.3087561241839547,0.1820645877994791
314,Peterhead,-1.784066,57.50812,0.4241011811883003,0.01,0.01,0.01,0.01,0.17783949998276863,0.01,0.561491139214325,0.01,0.01,0.06052686488143338,0.1557911948054012,0.23158898603039307,0.01,0.12411958575458255,0.034900316145849736,0.01,0.01,0.23014516689285172,0.3098605430825772,0.16453003883469025,0.01,0.01,0.3166536311071725,0.1625566093089922,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.1877834590303606,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2194856745951226,0.29908360225556935,0.01,0.01,0.04507171282916312,0.01,0.01,0.01,0.01,0.42212874212422147,0.021712861311804166,0.01,0.01,0.4780732820802831,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.016525765130683007,0.45774493638585906,0.06323118168252084,0.7824397305582792,0.01,0.123875674447207,0.7824397305582792,0.5528382183872953,0.11924741743316188,0.015862840402436292,0.42962849396432423,0.01,0.01,0.032421204840368645,0.1980850115172112,0.35568374024759497,0.33172713806485127,0.7824397305582792
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.17388534476040618,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6326897511689975,0.01,0.4003852288662639,0.01,0.01,0.01,0.07512460652083205,0.1620149543809388,0.1015081326725777,0.18014491994413914,0.01,0.2922465669311004,0.01,0.01,0.01,0.38013053131343855,0.08194819976935505,0.01,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.12609366286252074,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.044214362325466765,0.12049797770810834,0.01,0.01,0.042370931404349416,0.01,0.01,0.043544273063247305,0.01,0.32910972288081114,0.08747907771307352,0.01,0.01,0.2748842967432476,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.1552985617081934,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3993364523549843,0.01,0.01,0.01,0.029819759786062015,0.01,0.01,0.18770388763185258,0.01,0.3561330733240202,0.01,0.01,0.01,0.31724359518013023,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12052987021083887,0.01,0.17102649320788757,0.03811326446066674,0.4258693906177851,0.01,0.3479325091789585,0.054786312580324806,0.01,0.01,0.23647453951456104,0.21628196830256952,0.12692533193593455,0.07729312372792992,0.01,0.4420470621729743,0.19138537729652624,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2613520414290372,0.036102198191804366,0.44673835715402443,0.01,0.07072751182305928,0.48364128700498776,0.3156460846870332,0.0680849824956364,0.01,0.24159399710891413,0.01,0.01,0.01851106893179625,0.12058479772274038,0.20307962847340866,0.18940147195332088,0.4467383571540244
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20368964963264527,0.047661863980781184,0.01,0.01,0.4176967656078196,0.15659896295166137,0.01,0.01,0.14081857867395425,0.01,0.20917142123663732,0.01,0.01,0.01,0.3356885971432269,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.33316746527043695,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6061224117859392,0.01,0.34073709265485164,0.01,0.01,0.01,0.15993342697769072,0.12517078328756492,0.01,0.15819873722795563,0.01,0.26891657918239903,0.02889238907619071,0.01,0.10883175266374483,0.3402968690198189,0.01,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2830207403166329,0.01,0.5800798851696436,0.08949519571100882,1.0,0.01,1.0,0.12864580969496148,0.01,0.01,0.41645609582755144,0.5078598581335495,0.34655595904298103,0.18149490296967588,0.01,0.5127407708929616,0.40854473009340647,0.01,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4136059360246822,0.06381145965945487,0.7130154770040399,0.01,0.71301547700404,0.256834068098966,0.01,0.01,0.29693964181772176,0.3621119389982968,0.19520880402948934,0.06312618244845634,0.01,0.3655921053376641,0.34373248021924246,0.01,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13555839718205254,0.01,0.32058549970001887,0.04286549908853263,0.47896983461492926,0.01,0.522797143403962,0.061617462193499374,0.01,0.01,0.26595987778700136,0.24324955225778766,0.14275129085377547,0.0869305836588383,0.01,0.49716465405946164,0.1682853119172494,0.01,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24211944048764977,0.07081768418892595,0.23160044647373212,0.01,0.26893908695446056,0.22104627470509366,0.01,0.01,0.18830991347080583,0.019367244217677097,0.2522918822572579,0.02802286591940774,0.01,0.01,0.3953277305894997,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02112081542547909,0.5850226138941756,0.08081284629731764,1.0,0.01,0.15831976522820534,1.0,0.7065569356924644,0.15240460418347818,0.020273562017508982,0.5739670083670126,0.01,0.01,0.04143604110854106,0.25316328374055774,0.45458292358672886,0.423965099303125,1.0
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.063381830929391,0.44710731771946033,0.05706182299921443,0.7060984189231365,0.01,0.01,0.7644258492951223,0.5555422573440344,0.10761265005056038,0.014315130086503248,0.3818546955911157,0.01,0.01,0.02925792311317493,0.19059195086943787,0.4353020233888784,0.29936108629652713,0.7060984189231365
330,Leamington Spa,-1.5200789,52.28519,0.19039802370564893,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4895916001133359,0.01,0.01,0.01,0.06397896150222493,0.01,0.01,0.3780663897242368,0.01,0.3504480033896696,0.033022759896043585,0.01,0.01,0.43248333085177953,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.21426569873145107,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3506142234332083,0.01,0.01,0.01,0.11314153409449693,0.01,0.01,0.42545955879445035,0.01,0.4331703607781659,0.037162385330771645,0.01,0.01,0.4866980301114993,0.01,0.01,0.01
332,Blyth,-1.510277,55.12696,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14160375176935067,0.01,0.3348823124502464,0.04477712645311167,0.5003299461761345,0.01,0.5461117751405633,0.06436535104046531,0.01,0.01,0.2778206094025989,0.25409749548497806,0.14911741931903488,0.09080733503406067,0.01,0.25653956230318514,0.20031898718372193,0.01,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6715309620683674,0.014183118406301102,0.3928562811649423,0.054267704380503025,0.6715232400161644,0.01,0.1063154017046429,0.6715232400161644,0.47446940271209637,0.10234323359467035,0.013614168052666279,0.33531207267602253,0.01,0.01,0.027825264578650467,0.1868864259182403,0.3052629977029806,0.28470241713780936,0.6715232400161644
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.051036005278104146,0.01,0.01,0.01,0.05868979325737855,0.01,0.01,0.15581384790128358,0.01,0.3917443327859479,0.15482963167622713,0.01,0.01,0.28933757353458545,0.01,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3829725945172875,0.3586351626798476,0.01,0.01,0.05820348621264838,0.01,0.01,0.17446119078730873,0.01,0.24128709739885304,0.09012524268558636,0.01,0.01,0.35823501633676164,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6602756685377086,0.01,0.23331303391303337,0.01,0.01,0.01,0.15680023171712562,0.7908532627895418,0.6356039309765691,0.06266647396032449,0.01,0.2847292865079377,0.01,0.01,0.01,0.27664203240506113,0.01,0.6931615737849278,0.01
337,Derby,-1.4746186000000001,52.92253,0.20992927813730297,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7638372453457084,0.01,0.41712937390177796,0.01,0.01,0.01,0.1209291427542983,0.15774058910381342,0.01,0.362477295377233,0.01,0.3927316936373545,0.04854703300050107,0.01,0.01,0.4224425349385191,0.01,0.01,0.01
338,Sheffield,-1.470085,53.381130000000006,0.2617959934719438,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9525566527474257,0.01,0.06119864816198888,0.01,0.01,0.01,0.22621021944557065,0.7868526816275816,0.9169635984088501,0.40683030667962183,0.01,0.3238755768398548,0.01,0.01,0.01,0.5268143829213892,0.01,1.0,0.01
339,Nuneaton,-1.465382,52.52049,0.1829093573544793,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49171403265608216,0.01,0.01,0.01,0.13170549851968028,0.08246271425480237,0.01,0.3000318250773504,0.01,0.37529792800297895,0.03172392062217292,0.01,0.11949755603705853,0.33182079581429325,0.01,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05134423705154378,0.16791495459336384,0.01,0.19498621553590503,0.12652339606848387,0.08802013863486571,0.01,0.07584913909912454,0.014041639309959972,0.20058978058000448,0.020317138114701178,0.01,0.01,0.3044785006202738,0.01,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18316063841716682,0.01,0.37540641714724765,0.05791800686889207,0.6471633075804041,0.01,0.6471633075804042,0.1332077539359412,0.01,0.01,0.26951510443778,0.3286682655770227,0.2242783007159547,0.11745684171483996,0.01,0.33182701322241515,0.24853141883416502,0.01,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.17801989042030084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6477334839709767,0.01,0.08322951390648653,0.01,0.01,0.01,0.05127391848004822,0.5083028799670428,0.6235303953406075,0.18442830218048215,0.01,0.25783455769242564,0.04116785220081336,0.01,0.01,0.35280320780834407,0.01,0.6799947090839603,0.01
343,Southampton,-1.4043508999999998,50.9097,0.2488983716556612,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3491018460944359,0.01,0.01,0.01,0.028675436594906734,0.01,0.01,0.5243118583860593,0.01,0.4971773963134511,0.0345352824382086,0.01,0.4878276466219285,0.5706772655925579,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.037738084337330426,0.2662115217645182,0.033975097550986225,0.42041703896913646,0.01,0.06656032690753093,0.3509597369543076,0.33077461242727046,0.06407349241608117,0.01,0.23781905205705753,0.01,0.01,0.017420417709456244,0.1029111664957835,0.2591825485313085,0.1782421516752757,0.42041703896913646
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20242376599123285,0.01,0.41488816261463357,0.06400928261892534,0.7152259080545431,0.01,0.7152259080545432,0.14721730304047378,0.01,0.01,0.29786018930311037,0.3632345281980194,0.21316461757749988,0.06332188096873265,0.01,0.36672548345850486,0.32726595076004245,0.01,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.18375825494384967,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.668612784797183,0.01,0.04295618371399903,0.01,0.01,0.01,0.15878010440308024,0.5523028590170859,0.6436295241038555,0.19037323801811337,0.01,0.2439668169982883,0.01,0.01,0.01,0.36977835451607105,0.01,0.701913931175355,0.01
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5735977444186763,0.01211471277753098,0.32174437492112073,0.04635353332266306,0.5735911485177034,0.01,0.09081081597029947,0.6742771240807951,0.38226793581251617,0.0670029686834873,0.011628735722167867,0.2780872821400232,0.01,0.01,0.023767346409474838,0.16563989625693065,0.2143107427107285,0.09264102015978676,0.5735911485177034
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03496670307170383,0.17158027094533237,0.18494532464758154,0.3895427663077465,0.013708227619694658,0.023127119971841727,0.1522279925535536,0.16586162236632299,0.07785399185378278,0.020730721771941334,0.19128018385010945,0.018568774837850542,0.01,0.016141110078262584,0.19817742370849972,0.20861419557687633,0.06291526527191733,0.3895427663077465
349,Banbury,-1.339775,52.0629,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1566034942304572,0.01,0.01,0.4454347269088964,0.36843593012096937,0.01,0.01,0.0597940687655977,0.01,0.01,0.20483297937818165,0.01,0.17181638119767112,0.04115030196145169,0.01,0.01,0.413236784847532,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24521274579192426,0.07172244721702824,0.23455936166082583,0.01,0.2723750386588236,0.22387035034585273,0.01,0.01,0.19071575107316233,0.01961467911653139,0.2555151501453711,0.0283808845882717,0.01,0.01,0.4003784169924433,0.01,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1275132210060547,0.17375672657911131,0.01,0.01,0.16583853136934149,0.01,0.01,0.34534693464192395,0.01,0.45811329292224073,0.21023974107410112,0.01,0.01,0.30767961984210873,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.1691596033594964,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23726121398295436,0.01,0.01,0.01,0.06821072382914686,0.01,0.01,0.35633975992405387,0.01,0.32258563743871765,0.02347132542609655,0.01,0.3315438773722691,0.38785123121444653,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.1691596033594964,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23726121398295436,0.01,0.01,0.01,0.06821072382914686,0.01,0.01,0.35633975992405387,0.01,0.32258563743871765,0.02347132542609655,0.01,0.3315438773722691,0.38785123121444653,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.15224438818679134,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2615817684932494,0.37826935853142496,0.01,0.01,0.06138995192059648,0.01,0.01,0.13143744063707058,0.01,0.3096224500049078,0.09505932849255842,0.01,0.01,0.340712470382705,0.01,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.0696919596085533,0.6848270716785705,0.6848270716785705,0.01,0.01,0.10228442851624202,0.01,0.3229417553301469,0.01,0.01,0.0348120399848013,0.04072879168251516,0.13319845753654225,0.01,0.07138740773455995,0.03345487410017827,0.01,0.01,0.0962676680370955,0.2450474959319938,0.10514388500680465,0.01,0.01,0.18212340733373794,0.09986910739591366,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.17167174166240132,0.01,0.01,0.01,0.3105031399066708,0.01,0.01,0.01,0.1813001463661228,0.01,0.01,0.3611770613741597,0.01,0.01,0.01,0.032963667159047604,0.0773963562230195,0.01,0.17785163091838688,0.01,0.36778026177891016,0.01,0.01,0.01,0.34022232574991934,0.01,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.2374352598005718,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6577220508411797,0.5899362497835358,0.01,0.01,0.095741717359905,0.01,0.01,0.20498543977132072,0.01,0.41839771645720497,0.14825135182918162,0.01,0.01,0.531363782179991,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2926404331292329,0.08559460459893813,0.27992653061022515,0.01,0.3250563058184015,0.2671701100953172,0.01,0.01,0.22760293237764986,0.02340844140794946,0.2872580173298127,0.03387015765302085,0.01,0.01,0.495679755907411,0.01,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1653946141273907,0.01,0.23468755753406276,0.06864392755510855,0.07483048772064023,0.01,0.3408944212104977,0.19170741899199242,0.01,0.01,0.1825297198890909,0.018772764518445128,0.23037104527329522,0.01,0.01,0.01,0.37603064248017276,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.1899861899766116,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47742959158531323,0.01,0.01,0.01,0.0820807399614443,0.1427553783560337,0.01,0.13121691204430078,0.01,0.38121934519162914,0.043935109558189425,0.01,0.01,0.40837753176839514,0.01,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.1650985951352484,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6007187622303644,0.01,0.10613409361903361,0.01,0.01,0.01,0.023776139228694745,0.3225426627413186,0.48189367884695344,0.2850697757178239,0.01,0.26153754054378253,0.07635949608825002,0.01,0.01,0.31964490251876104,0.01,0.6306383567819639,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.2604681678613411,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9477252987519199,0.01,0.5175501232862012,0.01,0.01,0.01,0.15004192142104847,0.3131447075223979,0.15205213168874582,0.44974096922531803,0.01,0.47941962630184626,0.12046872978312456,0.01,0.01,0.4685515176164209,0.01,0.01,0.01
363,Bicester,-1.1535898999999998,51.8996,0.12663101328703588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13373325755952437,0.01,0.01,0.4025852208315899,0.3146298706754384,0.01,0.01,0.0692981527705726,0.01,0.01,0.15305443416404402,0.01,0.16009783207816755,0.03514074802676229,0.01,0.01,0.30848746721012604,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.23122132569588777,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5270008779502187,0.01,0.01,0.01,0.23309013813599505,0.10424364497396583,0.01,0.27946905147814455,0.01,0.4779140668464515,0.01,0.01,0.01,0.4617637673823463,0.01,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.19033543165451872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6925441419923597,0.0633833467133501,0.17797478044038123,0.01,0.01,0.01,0.2010106377739237,0.9153139016797053,1.0,0.16432265449763547,0.01,0.20101056811983023,0.01,0.01,0.01,0.26114565702762954,0.01,0.7270372213504351,0.01
366,Worksop,-1.122745,53.3093,0.13741752443146452,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.03212335917537243,0.01,0.01,0.01,0.03957948142083256,0.4130213994780228,0.5615365261019849,0.21354648276387173,0.01,0.14927116620978526,0.06355676685610477,0.01,0.01,0.26814691285081427,0.01,0.5249030843025154,0.01
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12331237328549761,0.01,0.01,0.01,0.13505270061223018,0.01,0.01,0.18216528068350474,0.01,0.4244513302369476,0.2033135181905439,0.01,0.01,0.3270295517919065,0.01,0.01,0.01
368,Portsmouth,-1.0879769,50.81977,0.22584151807089178,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23757187891573758,0.01,0.01,0.01,0.09106671950235082,0.01,0.01,0.3977513343470694,0.01,0.3897902351796978,0.16190306168636184,0.01,0.442637327722981,0.5384694568412896,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7975212560154044,0.07158743709415821,0.48577690100119014,0.2739091476425738,0.7975120851787343,0.01,0.1578274104560855,0.6410502218895548,0.5954760820329114,0.017467478323080682,0.016168410718583975,0.39326194271228215,0.03801590896042808,0.01,0.033045743546024325,0.22696162118731172,0.42709647438546317,0.12880661312791578,0.7975120851787343
370,Selby,-1.067189,53.783519999999996,0.12825812731940478,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46667304119808245,0.0846007679196695,0.20929893375299816,0.03771274307901461,0.46666767484300803,0.01,0.1723930078982023,0.39438793286988183,0.3484454264597682,0.05451290467767188,0.01,0.17206819485351438,0.01,0.01,0.01933686095882215,0.16213657589787064,0.2499173646885133,0.07537175143789301,0.350000756132256
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01750166217411042,0.09214332615217763,0.10044776894069057,0.01,0.01,0.055503859365193815,0.052654193720467854,0.020453628193590225,0.09377174992937042,0.01,0.11576519205402558,0.01215383823212049,0.01,0.01,0.1650485431735561,0.041280878556273395,0.01,0.19122585392170288
372,Towcester,-0.9896879999999999,52.13511,0.13128458940247748,0.01,0.01,0.01,0.23745478921622243,0.01,0.01,0.01,0.13864783477931286,0.01,0.01,0.4097074418320695,0.20073367565542136,0.01,0.01,0.03403174592326838,0.01,0.01,0.13601061021212443,0.01,0.21747903599633672,0.03643213898582709,0.01,0.01,0.27979602564728495,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.2269261726090469,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07957096800177554,0.21685580882518807,0.01,0.01,0.20697355571527473,0.01,0.01,0.31346013656309757,0.01,0.5922867107220183,0.26238815389180403,0.01,0.01,0.3217274393555256,0.01,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.11342023439535882,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8253695070160134,0.01,0.02651364112627547,0.01,0.01,0.01,0.01,0.34089526887423954,0.46347512572028,0.2154224781907699,0.01,0.140315531009244,0.0524578173275549,0.01,0.01,0.20748772075357927,0.01,0.4332389999219521,0.01
375,Petersfield,-0.93899,51.00759,0.12746870411179104,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17878603632678758,0.01,0.01,0.01,0.088113553977702,0.01,0.01,0.22449748341099246,0.01,0.2430814978178707,0.09138078604141486,0.01,0.01,0.26894297392299793,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.01,0.3804621040475284,0.01,0.01,0.01,0.22214859138401272,0.01,0.01,0.5826951606335316,0.3216256738604378,0.01,0.01,0.1756993633013842,0.01,0.01,0.10896155149639825,0.01,0.38653851755194546,0.058373420469856774,0.01,0.01,0.4483033800803614,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29975750941438356,0.01,0.01,0.01,0.13974797220144236,0.10416455095038847,0.01,0.21542683735033172,0.01,0.2865308453664608,0.06411640798636362,0.01,0.01,0.22190110042759584,0.01,0.01,0.01
378,Aylesbury,-0.8084,51.81561,0.3647682563700635,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5691766544796907,0.3137227379454867,0.01,0.01,0.052530913797345515,0.01,0.01,0.15745801675288626,0.01,0.397333759534458,0.02530625810211158,0.01,0.01,0.31807804113610083,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6483965680394672,0.01,0.1145577094310492,0.01,0.01,0.01,0.025663196376528467,0.18746114912875608,0.312084285204819,0.46154265468505795,0.01,0.3629508812297941,0.08241997472452744,0.01,0.01,0.25264829763311347,0.4199128993945058,0.01,0.01
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02823028254404368,0.19618858939506018,0.20522891823614897,0.01,0.01447262925130471,0.09603917894624539,0.19704112278658448,0.04618855235164724,0.16296439116375033,0.013548919420919976,0.1785444644361475,0.019604211524257766,0.01,0.01,0.2269367554642132,0.09322082137563985,0.08635060741061312,0.3084484109127243
381,Chichester,-0.774936,50.83761,0.15363090070120652,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3232211835269822,0.01,0.01,0.01,0.017699721425073943,0.01,0.01,0.27057423397085706,0.01,0.2929724589472432,0.05684445886587241,0.01,0.01,0.3522467602201776,0.01,0.01,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.11118104816859924,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4045373104756126,0.03702425167383017,0.025990198547024092,0.01,0.01,0.01,0.021348505180491334,0.4344147361556149,0.45432502015498083,0.21116952413305085,0.01,0.11070721601261474,0.12855543922978332,0.01,0.01,0.1762725864591673,0.26198545402936346,0.4246858276710576,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.4113777473073245,0.01,0.01,0.01,0.37202996203574246,0.01,0.01,0.01,0.21722513527540063,0.01,0.01,0.5337188603001176,0.31449751752692606,0.01,0.01,0.08294051636650794,0.01,0.01,0.10654664797179549,0.01,0.3314235350260417,0.05707969642775339,0.01,0.01,0.4477747867294938,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06902769436400016,0.01,0.01,0.01,0.15119936726003072,0.01,0.01,0.3059169728971256,0.01,0.5464775957557825,0.2276213317416003,0.01,0.01,0.2760970166807169,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.1714503378316916,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15029635698291077,0.01,0.01,0.01,0.05761201902303048,0.01,0.01,0.23682967590429882,0.01,0.4526658095383033,0.09912154026747533,0.01,0.01,0.3267149347423793,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.12441587936715585,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13087813705336654,0.01,0.01,0.01,0.08600326941965891,0.01,0.01,0.21912085800916561,0.01,0.2372597926654392,0.089192252575453,0.01,0.01,0.2738820518090918,0.01,0.01,0.01
