,placename,after_perfective,after_perfective_with_modifier,control,longitude,latitude
378,Aylesbury,0.01,0.01,1.0,-0.8084,51.81561
379,Newark-on-Trent,0.01,0.01,1.0,-0.80657,53.07004000000001
380,Malton,0.01,0.01,0.997798894535876,-0.7978970000000001,54.13684
381,Chichester,0.01,0.01,1.0,-0.774936,50.83761
382,Gainsborough,0.01,0.01,1.0,-0.774465,53.40057
383,Milton Keynes,0.01,0.01,1.0,-0.7594171,52.04062
384,Aldershot,0.01,0.01,0.9971338519696432,-0.7557509,51.24837
385,High Wycombe,0.01,0.01,1.0,-0.748229,51.62861
386,Midhurst,0.01,0.01,1.0,-0.737274,50.9869
387,Kettering,0.01,0.01,1.0,-0.7302489999999999,52.39632
388,Wellingborough,0.01,0.01,0.997881085177068,-0.693964,52.30242
389,Corby,0.01,0.01,1.0,-0.6842333,52.4923
390,Bognor Regis,0.01,0.01,1.0,-0.673061,50.783
391,Scunthorpe,0.01,0.013175060725238594,0.99739395527927,-0.654413,53.58865
392,Grantham,0.01,0.01,1.0,-0.643582,52.91252
393,Whitby,0.01,0.01,1.0,-0.613347,54.48634000000001
394,Slough,0.011100158582785884,0.01,0.990082496350284,-0.5950406,51.51054
395,Guildford,0.01,0.01,0.9979707932549546,-0.570409,51.23622
396,Woking,0.01,0.01,1.0,-0.5600349,51.31677
397,Lincoln,0.01,0.01,0.9984749626759272,-0.540579,53.23069
398,Bedford,0.01,0.01,1.0,-0.4667782,52.13864
399,Heathrow,0.013313164877903278,0.01,0.9881054104996536,-0.4542955,51.47002
400,Driffield,0.01,0.01,1.0,-0.443377,54.006
401,Beverley,0.01,0.01,1.0,-0.435093,53.84196
402,Luton,0.01,0.01,1.0,-0.4200255,51.87867
403,Scarborough,0.01,0.01,1.0,-0.399752,54.28311
404,Worthing,0.01,0.01,0.9994687678069284,-0.372882,50.81787
405,Dorking,0.01,0.01,1.0,-0.332378,51.2322
406,Hull,0.01,0.01,1.0,-0.3274198,53.76762
407,Horsham,0.01,0.01,1.0,-0.325858,51.06288
408,Biggleswade,0.01,0.01,1.0,-0.26421999999999995,52.08694000000001
409,Peterborough,0.01,0.01,0.9982033326300356,-0.2405299,52.5695
410,Welwyn Garden City,0.01,0.01,1.0,-0.208661,51.80317
411,Bridlington,0.01,0.01,1.0,-0.198802,54.08535
412,Stevenage,0.01,0.01,1.0,-0.196612,51.90376
413,Crawley,0.01,0.01,1.0,-0.1872275,51.10914
414,Huntingdon,0.01,0.01,1.0,-0.182552,52.33146
415,Hove,0.01,0.01,0.9993880806530752,-0.168749,50.82793
416,Spalding,0.01,0.01,1.0,-0.1537024,52.7901
417,Brighton,0.01,0.01,0.9994051201762488,-0.137163,50.82253
418,London,0.01,0.01,0.9982709895602848,-0.12775830000000002,51.50735
419,Grimsby,0.01,0.01,1.0,-0.08078400000000001,53.56746999999999
420,Boston,0.01,0.011441787161195795,0.9977367503925356,-0.026577,52.97894
421,Royston,0.01,0.01,1.0,-0.024066,52.04814
422,Louth_Lincs,0.01,0.01,0.9976305039539208,-0.007711,53.36596
423,Lewes,0.01,0.01,0.9993996073893396,0.00878,50.87387
424,Chatteris,0.01,0.01,1.0,0.054012,52.4561
425,Uckfield,0.01,0.01,0.991147967711106,0.095913,50.96641
426,Cambridge,0.01,0.01,1.0,0.121817,52.20534
427,Bishop's Stortford,0.01,0.01,1.0,0.1536502,51.87216
428,Wisbech,0.01,0.01,1.0,0.158797,52.66631999999999
429,Sevenoaks,0.01,0.01,0.9971463810308012,0.190898,51.27241
430,Tunbridge Wells,0.012201160372755641,0.01,0.9890987144682089,0.263695,51.13238
431,Eastbourne,0.01,0.01,0.997486670331835,0.29047199999999995,50.76803
432,Brentwood,0.01,0.01,0.995836843558635,0.30717490000000003,51.62047000000001
433,Skegness,0.01,0.010510718157896054,0.9979211781727708,0.337881,53.1464
434,Downham Market,0.01,0.01,1.0,0.385472,52.60661
435,King's Lynn,0.01,0.01,1.0,0.4022963,52.75168000000001
436,Bexhill,0.01,0.01,0.9945719095441876,0.4662071,50.84991
437,Chelmsford,0.01,0.01,1.0,0.4685497,51.73559
438,Mildenhall,0.01,0.01,0.9969990392715898,0.5156095,52.34757000000001
439,Medway,0.01,0.01,1.0,0.5417860999999999,51.40474
440,Braintree,0.01,0.01,1.0,0.5509269,51.88009
441,Gillingham,0.01,0.01,1.0,0.551438,51.38632
442,Hastings,0.01,0.01,0.9938542449210942,0.573453,50.85426
443,Maldon,0.01,0.01,1.0,0.6714479999999999,51.7318
444,Southend,0.01,0.01,0.995952110921282,0.7077123000000001,51.54593
445,Bury St Edmunds,0.01,0.01,0.9954975565824928,0.7104931999999999,52.24292
446,Thetford,0.01,0.01,0.99766307951293,0.751657,52.41286
447,Ashford,0.01,0.01,1.0,0.8750190000000001,51.14647
448,Faversham,0.01,0.01,1.0,0.889358,51.31599
449,Colchester,0.01,0.01,0.9932648778842522,0.891874,51.89593
450,New Romney,0.01,0.01,1.0,0.939473,50.98512
451,Canterbury,0.01,0.01,0.9982203721532096,1.0789089,51.28023
452,Ipswich,0.01,0.01,0.9961250119652532,1.14822,52.05674000000001
453,Clacton,0.01,0.01,0.9976796178736586,1.153035,51.78953
454,Folkestone,0.01,0.01,0.9983090779062038,1.169456,51.0814
455,Sheringham,0.01,0.01,1.0,1.2109589,52.94442
456,Harwich,0.01,0.01,0.9976525551015574,1.260297,51.93473
457,Norwich,0.01,0.01,1.0,1.297355,52.63089
458,Cromer,0.01,0.01,1.0,1.301866,52.93145
459,Dover,0.01,0.01,0.9987100078632384,1.3134027,51.12788
460,Felixstowe,0.01,0.01,0.9977222166815928,1.351255,51.96173
461,Margate,0.01,0.01,0.9986238079224766,1.3868339,51.38965
462,Ramsgate,0.01,0.01,0.9986082718866408,1.419895,51.33555
463,Great Yarmouth,0.01,0.01,1.0,1.728047,52.59823000000001
464,Lowestoft,0.01,0.01,1.0,1.7534490000000005,52.48114
465,Swaffham,0.01,0.01,1.0,0.687481,52.64747
466,Dereham,0.01,0.01,1.0,0.937827,52.68162
467,Ely,0.01,0.01,1.0,0.262363,52.39954
468,March,0.01,0.01,1.0,0.088622,52.55172
469,St Neots,0.01,0.01,1.0,-0.26510300000000003,52.23008
470,Banham,0.01,0.01,1.0,1.0402849,52.45125
471,Holt,0.01,0.01,1.0,1.086747,52.90936
472,Cromer,0.01,0.01,1.0,1.301866,52.93145
473,Hunstanton,0.01,0.01,1.0,0.491032,52.93891
474,Horncastle,0.01,0.01,0.9977101887828821,-0.11245,53.20731
475,Market Weighton,0.01,0.01,1.0,-0.6677465,53.86484
476,Hawes,0.01051083100793296,0.01,0.9906092180813392,-2.1968695,54.30383000000001
477,Reeth,0.01,0.01,1.0,-1.9428115,54.38946
478,Aysgarth,0.01,0.01,1.0,-1.9967434,54.29159
479,Stanhope,0.01,0.01,1.0,-2.011302,54.74946
480,Keswick,0.01,0.01,1.0,-3.134706,54.60128
481,Oxenholme,0.01,0.01,0.993713418273686,-2.7243328,54.30134
