index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emselves,him,himself,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens
163,Totnes,-3.685797,50.43374,0.19660297189050507,0.01,0.01,0.01,0.5312557354427941,0.49644168591323196,0.2963921445890176,,0.01,0.4350681901226865,0.01,0.01,0.01,0.1644026880964724,0.01,0.01,0.01,0.01,0.01,0.20149753857921815,0.1923660549272416,0.01,0.01,0.01,0.11128199454016542,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.12139095455931528,0.01,0.01,0.35676389269349335,0.01,0.01,0.01,,0.02809047641789848,0.0804993758784331,0.01,0.01,0.01,0.14364500075029085,0.1574792460379893,0.01,0.01,0.01,0.2282351160212259,0.06514079845593615,0.01,0.01,0.01,0.35676394503286823,0.07288876974014293,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.36148001166776156,0.01,0.01,0.01,0.01,0.01,0.01,,0.4639561834694969,0.2626306080512142,0.01,0.01,0.01,0.2108899379254435,0.231200447269516,0.01,0.01,0.01,0.3015715180621428,0.10985140198220406,0.01,0.01,0.01,0.07702600945904237,0.09147976639534745,0.01,0.01
166,Whitehaven,-3.589233,54.5497,0.1676245766241116,0.01,0.01,0.01,0.01,0.01,0.01,,0.20558259114548152,0.23274732761841394,0.01,0.01,0.01,0.01,0.30734014887050765,0.03763593879495563,0.01,0.01,0.2672573674318441,0.2519699417769502,0.01,0.01,0.01,0.06826164700196262,0.1605601519891541,0.01,0.01
167,Dartmouth,-3.578807,50.35252,0.15217042547234366,0.01,0.01,0.01,0.4568790618159856,0.426939036276639,0.25489675859516414,,0.01,0.37415793048061285,0.01,0.01,0.01,0.14138604232655955,0.01,0.01,0.01,0.01,0.01,0.17328755294768317,0.16543449197239643,0.01,0.01,0.01,0.10947740961367709,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.3050401349192919,0.01,0.01,0.01,0.01,0.01,0.22993428336438906,,0.01,0.4764930449939961,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37516119199643,0.01,0.01,0.01,0.01,0.25886043533604003,0.01,0.01
169,Paignton,-3.564235,50.43508,0.2640041461451497,0.01,0.01,0.01,0.01,0.6666362270117396,0.39800392793621014,,0.01,0.5154901107884561,0.01,0.01,0.01,0.22076467551593867,0.01,0.01,0.01,0.01,0.01,0.2570478772281038,0.2583146917365091,0.01,0.01,0.01,0.18007401017770291,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.21007205016277644,0.01,0.01,0.01,0.01,0.01,0.01,,0.20340167636008036,0.23027823680076584,0.01,0.01,0.01,0.01,0.3040797430594691,0.03723667942711213,0.01,0.01,0.2644221782220387,0.1983043741094628,0.01,0.01,0.01,0.06753749602014593,0.14818724886802168,0.01,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.1340996228157931,0.01,0.01,0.01,0.01,0.01,0.10830225445187314,,0.01,0.34039288414379393,0.01,0.01,0.01,0.01,0.09220202017705906,0.01,0.01,0.01,0.01,0.17007967326596293,0.028116362473020004,0.01,0.01,0.01,0.10013595154242595,0.01,0.01
172,Exeter,-3.533899,50.71841,0.39602430148234435,0.01,0.01,0.01,0.01,1.0,0.5970331521290114,,0.01,0.7732704733122434,0.01,0.01,0.01,0.33116213396553223,0.01,0.01,0.01,0.01,0.01,0.3855894216555638,0.38748973018527566,0.01,0.01,0.01,0.27825767704502796,0.01,0.01
173,Torquay,-3.525315,50.46192,0.2693997774970668,0.01,0.01,0.01,0.01,0.6802607226089058,0.4061382034887541,,0.01,0.5260255309475174,0.01,0.01,0.01,0.22527659255210022,0.01,0.01,0.01,0.01,0.01,0.2623013386057639,0.2635940438593655,0.01,0.01,0.01,0.18408675254906615,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.15288103041768608,0.976309672543549,0.01,0.47627091992404713,0.01,0.01,0.01,,0.03750008708462907,0.10746466385226829,0.01,0.01,0.01,0.19176250189816138,0.21023087514042704,0.01,0.01,0.01,0.30468820105567646,0.10106318533189536,0.01,0.01,0.01,0.4762709897958103,0.09404476381461406,0.01,0.01
175,Livingston,-3.518068,55.90071,0.4688574862490357,0.01,0.01,0.01,0.01,0.01,0.01,,0.30348735345810923,0.44756958918937056,0.27290714248654885,0.01,0.01,0.06534440138561738,0.2387921032916868,0.01,0.01,0.01,0.643712643615731,0.1842031598062905,0.15291776072371682,0.01,0.01,0.23866565751474453,0.0430851093613148,0.01,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.3215343860050492,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2597886970833166,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20454157213403779,0.01,0.01,0.01,0.01,0.15215672917991324,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.22585249561964857,0.01,0.01,0.01,0.01,0.5184540711195057,0.3095342683145971,,0.01,0.4009052249652396,0.01,0.01,0.01,0.1716923565550533,0.01,0.01,0.01,0.01,0.01,0.1999104054379427,0.01,0.01,0.01,0.01,0.1364307933416687,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.22585249561964857,0.01,0.01,0.01,0.01,0.5184540711195057,0.3095342683145971,,0.01,0.4009052249652396,0.01,0.01,0.01,0.1716923565550533,0.01,0.01,0.01,0.01,0.01,0.1999104054379427,0.01,0.01,0.01,0.01,0.1364307933416687,0.01,0.01
179,Minehead,-3.481152,51.20428,0.17878989566549214,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.46546953086780296,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1832409744168441,0.01,0.01,0.01,0.01,0.12922873006569705,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.38928383313364834,0.01,0.01,0.01,0.01,0.01,0.01,,0.29074620297859066,0.42877950973156154,0.2614498249748441,0.01,0.01,0.06260108163419607,0.09150680618816688,0.01,0.01,0.01,0.49732902416636904,0.31457669582518205,0.146497894531036,0.01,0.01,0.3201042308552757,0.026378429549296988,0.01,0.01
181,Perth,-3.4308381000000003,56.39499,0.27346569433947887,0.01,0.01,0.01,0.01,0.01,0.01,,0.03266795831307576,0.22190731981404324,0.1860495662465691,0.01,0.01,0.13364213823748078,0.06511689805703785,0.01,0.01,0.01,0.29727842966534623,0.17471611965287692,0.1042489500085049,0.01,0.01,0.22778846117049759,0.08151636983375302,0.01,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.2841041050425218,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.22954632069697029,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1807305931323273,0.01,0.01,0.01,0.01,0.13255034689155573,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.15047378209655413,0.01,0.01,0.01,0.01,0.01,0.13610959764158476,,0.01,0.18804003390695656,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29147561959512786,0.01,0.01,0.01,0.01,0.14373769827859206,0.01,0.01
184,Braemar,-3.3979439,57.00646999999999,0.06179716058236561,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.03681277126620421,0.01,0.01,0.01,0.09196541955729634,0.0720160547868789,0.01,0.01,0.01,0.03757430606071601,0.03945058394623449,0.01,0.01,0.01,0.12476173049707542,0.027487947394971294,0.01,0.01
185,Brecon,-3.391463,51.94895,0.21216441891835963,0.01,0.01,0.01,0.01,0.01,0.15476718058744343,,0.01,0.21381611869856446,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25251841135450465,0.01,0.01,0.01,0.01,0.17541732003449012,0.01,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.3520055238041079,0.01,0.01,0.01,0.01,0.01,0.25677680898667243,,0.01,0.3547458864401343,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41895750527908926,0.01,0.01,0.01,0.01,0.30175927331456726,0.01,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.1684177241476003,0.01,0.01,0.01,0.01,0.01,0.12285536123428806,,0.01,0.2588365087677723,0.01,0.01,0.01,0.01,0.029883333139964764,0.01,0.01,0.01,0.01,0.23051868327943223,0.031894496432223716,0.01,0.01,0.01,0.10030361407458054,0.01,0.01
188,Corwen,-3.369242,52.98005,0.14268271208170435,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.33962650556770557,0.01,0.01,0.01,0.01,0.024915160071909043,0.01,0.01,0.01,0.01,0.15041302305258245,0.026591962827568396,0.01,0.01,0.01,0.09597512542336578,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.15102403887547708,0.01,0.01,0.01,0.01,0.01,0.01,,0.10895466946850697,0.18502715815552437,0.01,0.01,0.01,0.01,0.2443262181116739,0.029919444708567108,0.01,0.01,0.2124616067476972,0.18665116431131362,0.01,0.01,0.01,0.05426596595126475,0.12430540979649643,0.01,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.3439390316850112,0.01,0.01,0.01,0.01,0.01,0.01,,0.2812152374766626,0.26862783045804783,0.01,0.01,0.01,0.19173835523149352,0.21020440294270817,0.01,0.01,0.01,0.2741848540841345,0.10575047986638027,0.01,0.01,0.01,0.07003103376579073,0.08169499349105944,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.226723540875571,0.01,0.01,0.01,0.01,0.01,0.01,,0.027084183995384717,0.18397778710769871,0.15424902395772533,0.01,0.01,0.1107993412649784,0.05398678519433535,0.01,0.01,0.01,0.24646608183323598,0.14485274795223765,0.08643018692190106,0.01,0.01,0.18885369373995736,0.06480283452248525,0.01,0.01
192,Elgin,-3.318485,57.64945,0.23838083730724197,0.01,0.01,0.7426288295310347,0.01,0.01,0.01,,0.05847227830624446,0.16756504374712433,0.01,0.01,0.01,0.2990070490872818,0.3278039918156626,0.01,0.01,0.01,0.4750872510922519,0.13559509777411724,0.01,0.01,0.01,0.7426289384790798,0.18289553575937567,0.01,0.01
193,Newtown,-3.313106,52.51211,0.10254976403992042,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.238330782432526,0.19654345908417223,0.01,0.01,0.01,0.09630562592380294,0.01,0.01,0.01,0.01,0.23532771362120966,0.10278704279884847,0.01,0.01,0.01,0.11244064404430315,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.23994771014664426,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3748142632717764,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17706335918827945,0.01,0.01,0.01,0.01,0.14775531806033632,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.23994771014664426,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3748142632717764,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17706335918827945,0.01,0.01,0.01,0.01,0.14775531806033632,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.1920798572730849,0.01,0.01,0.01,0.01,0.4850203801991891,0.2895732464371334,,0.01,0.37505193896271116,0.01,0.01,0.01,0.1606203841235372,0.01,0.01,0.01,0.01,0.01,0.2165479979197359,0.01,0.01,0.01,0.01,0.1265837654476657,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.2106830178730882,0.01,0.01,0.01,0.01,0.01,0.01,,0.24224197263595784,0.47993875022623084,0.01,0.01,0.01,0.01,0.3621448855070385,0.044347159965721666,0.01,0.01,0.3149145631809293,0.337387613012582,0.01,0.01,0.01,0.08043402864512576,0.12958431060723652,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.2810325026976923,0.01,0.01,0.01,0.01,0.01,0.01,,0.18190988302601083,0.41460305817282406,0.1635801485663668,0.01,0.01,0.03916734017749807,0.14313164315534402,0.01,0.01,0.01,0.38584043245368704,0.08160820571744488,0.09165868577021445,0.01,0.01,0.1430558517385663,0.019308798135268927,0.01,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.6491048697438099,0.01,0.01,0.01,0.01,0.01,0.01,,0.4847999329788059,0.7149612804947039,0.43595017347297343,0.01,0.01,0.10438313508394738,0.3814537718048844,0.01,0.01,0.01,0.8292630311737025,0.4477743574294227,0.2442754839877039,0.01,0.01,0.5337524895425622,0.07854352369219166,0.01,0.01
200,Cardiff,-3.17909,51.48158,0.424240028537274,0.01,0.01,0.01,0.01,0.01,0.3553168766073743,,0.01,0.7363235181597323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6884360920073247,0.01,0.01,0.01,0.01,0.3865099596232685,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.16699934685805873,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.39750719465588513,0.01,0.01,0.01,0.01,0.02916131462717212,0.01,0.01,0.01,0.01,0.17604709247707306,0.031123885711779445,0.01,0.01,0.01,0.1151038398946221,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.4747208535200559,0.01,0.01,0.01,0.01,0.01,0.01,,0.05019136129092533,0.46879320904074234,0.28584831987384446,0.01,0.01,0.20532904994201462,0.10004622037297506,0.01,0.01,0.01,0.4567414016002367,0.22649245445465283,0.16016907649787682,0.01,0.01,0.34997635429013485,0.09252401712863492,0.01,0.01
203,Welshpool,-3.146407,52.66035,0.16880260645333967,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.5273618949866722,0.01,0.01,0.01,0.01,0.12263211996195217,0.01,0.01,0.01,0.01,0.21152318530299005,0.03739580899706809,0.01,0.01,0.01,0.15669598492832826,0.01,0.01
204,Mold,-3.1419029999999997,53.1672,0.3210595323734266,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.7021228499425031,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23691778207307929,0.01,0.01,0.01,0.01,0.17881587448709982,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.3210595323734266,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.7021228499425031,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23691778207307929,0.01,0.01,0.01,0.01,0.17881587448709982,0.01,0.01
206,Taunton,-3.106849,51.01534,0.32181331145309894,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4371250951284453,0.01,0.01,0.01,0.2340049229309825,0.12827080561591306,0.01,0.01,0.01,0.01,0.30114462936323605,0.01,0.01,0.01,0.01,0.1962774270310797,0.01,0.01
207,Wick,-3.093716,58.43894,0.16421400774134462,0.01,0.01,0.4567647518911673,0.01,0.01,0.01,,0.035964232239581936,0.1030633374159753,0.01,0.01,0.01,0.18390867033307762,0.20162065225123088,0.01,0.01,0.01,0.2922093807061667,0.08339975332167596,0.01,0.01,0.01,0.4567648189012602,0.08952685488530752,0.01,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.05237046487620028,0.33444169806119756,0.01,0.16314993047399307,0.01,0.01,0.01,,0.0128459167769504,0.03681277126620421,0.01,0.01,0.01,0.0656895845272126,0.0720160547868789,0.01,0.01,0.01,0.10437307158372605,0.03461990008335694,0.01,0.01,0.01,0.16314995440905364,0.02152144135552599,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.38940194213392104,0.01,0.01,0.01,0.01,0.01,0.01,,0.27006048869790317,0.6155130366929433,0.24284845951328507,0.01,0.01,0.05814720373284879,0.08499637328085886,0.01,0.01,0.01,0.4619455660437666,0.2066748722770526,0.13607501176267722,0.01,0.01,0.29732978155318435,0.023344376728915192,0.01,0.01
210,Oswestry,-3.056412,52.85715,0.19625374971690798,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.7123045619228591,0.01,0.01,0.01,0.01,0.20108251399058044,0.01,0.01,0.01,0.01,0.22894422345258592,0.04518220555763568,0.01,0.01,0.01,0.20184304735999042,0.01,0.01
211,Blackpool,-3.0356748,53.81751,0.32003019076497186,0.01,0.01,0.01,0.01,0.01,0.5360743260418181,,0.10902776262012011,0.6480294869952165,0.01,0.01,0.01,0.01,0.32598682215961866,0.059879031040387824,0.01,0.01,0.2834721731867186,0.5102183839992293,0.01,0.01,0.01,0.01,0.1637862286215721,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.5402296030331104,0.01,0.01,0.01,0.01,0.01,0.5254401072029199,,0.01,0.6805439847773141,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2947000576922066,0.01,0.01,0.01,0.01,0.16572950929627175,0.01,0.01
213,Cupar,-3.010137,56.32023,0.25064190536623127,0.01,0.01,0.01,0.01,0.01,0.01,,0.027777009611945864,0.2594405319684761,0.15819478341445023,0.01,0.01,0.11363363828273454,0.05536779145779868,0.01,0.01,0.01,0.2527707951351623,0.13463081759960235,0.01,0.01,0.01,0.19368465622446612,0.058275615722567134,0.01,0.01
214,Southport,-3.010113,53.64571,0.3904011072872926,0.01,0.01,0.01,0.01,0.01,0.4527352282852752,,0.09207810671276641,0.46910197353518224,0.01,0.01,0.01,0.01,0.2753083130060466,0.050570127071253,0.01,0.01,0.01,0.3231741703420271,0.01,0.01,0.01,0.01,0.12629107975792503,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.3199471862517214,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.6247235617151111,0.01,0.01,0.01,0.01,0.14665604178336628,0.01,0.01,0.01,0.01,0.442681869024033,0.01,0.01,0.01,0.01,0.22674163866882419,0.01,0.01
216,Langholm,-2.998913,55.153059999999996,0.18964041119057023,0.01,0.01,0.01,0.01,0.01,0.01,,0.1622677861523634,0.22389547074195487,0.01,0.01,0.01,0.09219794081074383,0.121292869515377,0.01,0.01,0.04941629399735686,0.10547405899966528,0.04068033976261444,0.12945594040307012,0.01,0.01,0.04040954861871353,0.04444672275026466,0.01,0.01
217,Newport,-2.997664,51.58415,0.27635343321882133,0.01,0.01,0.01,0.01,0.01,0.2603883352188575,,0.01,0.26980149948241283,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5222115512234466,0.11266574296386789,0.01,0.01,0.01,0.32263048725721893,0.01,0.01
218,Axminster,-2.9949369999999997,50.78273,0.21267340947618815,0.01,0.01,0.01,0.01,0.511448623860412,0.01,,0.01,0.4745857452352666,0.01,0.01,0.01,0.16937241769134884,0.01,0.01,0.01,0.01,0.01,0.18164003016818736,0.01,0.01,0.01,0.01,0.16321231896789337,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.2977210688710843,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.9301203439266715,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27461973908821513,0.01,0.01,0.01,0.01,0.2663920185758368,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.8991619460923487,0.01,0.01,0.01,0.01,0.01,0.7745981618279549,,0.01,0.6019503816330399,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43444365941943264,0.01,0.01,0.01,0.01,0.2032488579807448,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.2764284072411667,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.22726290636408739,0.01,0.01,0.01,0.01,0.13337690673941943,0.01,0.01,0.01,0.01,0.37277661866865375,0.09490215674396911,0.01,0.01,0.01,0.2691978784264303,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.49009531408932433,0.01,0.01,0.01,0.01,0.01,0.01,,0.054314071026300564,0.5072998021492162,0.3093278514281644,0.01,0.01,0.2221947425906885,0.10826399961048967,0.01,0.01,0.01,0.4942580613300193,0.2632518003769904,0.01,0.01,0.01,0.3787233514998707,0.12949014953109314,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.15302498644536416,0.9772289864823619,0.9772289864823619,0.47671938674523173,0.01,0.01,0.01,,0.037535397963680155,0.10756585486387821,0.01,0.01,0.01,0.19194306954579857,0.21042883300084841,0.01,0.01,0.01,0.30497510194183947,0.07292811100200626,0.01,0.01,0.01,0.4767194566827877,0.09414863517738056,0.01,0.01
224,Ambleside,-2.961333,54.428740000000005,0.15549909668869608,0.01,0.01,0.01,0.01,0.01,0.01,,0.22005150949905106,0.2491281021847741,0.01,0.01,0.01,0.01,0.3289707718527543,0.04028475902117215,0.01,0.01,0.28606696121707287,0.3432591391420034,0.01,0.01,0.01,0.07306590689404972,0.1502926179692002,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.15659071575045438,1.0,1.0,0.48782771831322064,0.01,0.01,0.01,,0.038410033352359665,0.11007231299091196,0.01,0.01,0.01,0.1964156530361607,0.21533216463247684,0.01,0.01,0.01,0.3120815143230956,0.07462745376037057,0.01,0.01,0.01,0.48782778988043457,0.09672148445747085,0.01,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.1960125429023385,0.01,0.01,0.01,0.01,0.4713816624922518,0.28143047981356284,,0.01,0.36450552126609564,0.01,0.01,0.01,0.15610375726315434,0.01,0.01,0.01,0.01,0.01,0.15306087229309745,0.01,0.01,0.01,0.01,0.149151927205164,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.41558203898013535,0.01,0.01,0.01,0.01,0.01,0.01,,0.2066307507150342,0.08772524568897963,0.01,0.01,0.01,0.422655347146116,0.4633606812269115,0.01,0.01,0.12585278102956182,0.6715499411964797,0.25901040550685184,0.32969672151851415,0.01,0.01,0.20582902965231606,0.09570229577302662,0.01,0.01
228,Chester,-2.893075,53.19339,0.44581111034159765,0.01,0.01,0.01,0.01,0.01,0.5376719833719119,,0.01,0.6963865701362077,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.274145890268599,0.01,0.01,0.01,0.01,0.28847795430849194,0.01,0.01
229,Forfar,-2.889062,56.64356,0.20938056932515325,0.01,0.01,0.01,0.01,0.01,0.01,,0.03264331252241992,0.16630492918200634,0.01,0.01,0.01,0.31159639796884964,0.09760166049394212,0.01,0.01,0.01,0.3819267702784648,0.17458430802057662,0.01,0.01,0.01,0.48774988136815056,0.09155043173794726,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.16133438519412424,0.01,0.01,0.01,0.01,0.01,0.01,,0.07066715696857359,0.42002514201189545,0.01,0.01,0.01,0.01,0.21129078848939947,0.03881104027054752,0.01,0.01,0.2756019055751056,0.40156653405128906,0.01,0.01,0.01,0.01,0.11137689559478353,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.348793031727733,0.01,0.01,0.01,0.01,0.01,0.01,,0.16710002190855885,0.5391625729189725,0.19033258709142717,0.01,0.01,0.106336760399993,0.06661594499037589,0.01,0.01,0.01,0.30412203449964037,0.10054025583000775,0.01,0.01,0.01,0.23303234723319552,0.021677442664023546,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.333288305343662,0.01,0.01,0.01,0.01,0.01,0.01,,0.15967200620070235,0.5151954422448544,0.18187182550394068,0.01,0.01,0.10160982429578375,0.06365469890476498,0.01,0.01,0.01,0.2906030461502266,0.09607098891401726,0.01,0.01,0.01,0.22267347405103596,0.019990742306356727,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.2105708237793378,0.01,0.01,0.01,0.01,0.01,0.01,,0.09223353991842188,0.5482094846368765,0.01,0.01,0.01,0.01,0.2757730494690542,0.05065549239034682,0.01,0.01,0.3597107970645977,0.5241176316855796,0.01,0.01,0.01,0.01,0.15033141016720192,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.32566686186160354,0.01,0.01,0.01,0.01,0.01,0.01,,0.03609153680428721,0.3370991924212449,0.20554742672492118,0.01,0.01,0.1476477380244198,0.07194110205123885,0.01,0.01,0.01,0.32843299488027816,0.17493002941172026,0.01,0.01,0.01,0.25166052776050923,0.08058837931743179,0.01,0.01
235,Hawick,-2.780914,55.42706,0.32272800327010714,0.01,0.01,0.01,0.01,0.01,0.01,,0.18432265048001342,0.3212545926025462,0.16574979901095202,0.01,0.01,0.17197630186095997,0.14503007420536973,0.01,0.01,0.01,0.037834647486690104,0.08755477688289183,0.06191626723004648,0.01,0.01,0.0676448607584905,0.03480026263555148,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.26092863344588824,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4528754372124688,0.01,0.01,0.01,0.1616243397190063,0.01,0.01,0.01,0.01,0.01,0.14856922953307136,0.01,0.01,0.01,0.01,0.1213599226208103,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.25547869574583953,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.6518220584633265,0.4461182659466796,0.01,0.01,0.01,0.2966665932965184,0.01,0.01,0.01,0.01,0.4163239951380764,0.23330808111793408,0.01,0.01,0.01,0.30552085090869197,0.01,0.01
238,Penrith,-2.752708,54.6641,0.24988303034274503,0.01,0.01,0.01,0.01,0.01,0.01,,0.22065708027984438,0.20297362617807407,0.01,0.01,0.01,0.6268689789605364,0.5497934744357151,0.01,0.01,0.11199650759176705,0.6454219572652271,0.23203022464973594,0.01,0.01,0.01,0.09158372578278934,0.16973023635532328,0.01,0.01
239,Kendal,-2.74629,54.32801,0.14849672661896646,0.01,0.01,0.01,0.01,0.01,0.01,,0.24835000603772925,0.3866030217294676,0.01,0.01,0.01,0.01,0.37127622238019825,0.13639606429628218,0.01,0.01,0.3228550065718194,0.3666483791177865,0.01,0.01,0.01,0.08246214015799634,0.17171201470193553,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.15549834500864926,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.19176216290985343,0.01,0.01,0.01,0.13687398528020783,0.07502806411013471,0.01,0.01,0.01,0.01,0.22227858305435408,0.05338499200830663,0.01,0.01,0.01,0.11323460626510437,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.19825007025707295,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.22119986125118118,0.01,0.01,0.01,0.15788571683513525,0.08654573519233993,0.01,0.01,0.01,0.01,0.25640090299693763,0.061580202506810955,0.01,0.01,0.01,0.1151887896051124,0.01,0.01
242,Hereford,-2.715974,52.0564,0.21812759801329534,0.01,0.01,0.01,0.01,0.01,0.2242105127101274,,0.09120064899820839,0.30975444158852916,0.01,0.01,0.01,0.06218248273091036,0.0681711890151821,0.01,0.01,0.01,0.01,0.4344139536261904,0.01,0.01,0.01,0.0454233938939381,0.2684848959102278,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.19230319555424433,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.26071622774615644,0.28511398872657967,0.01,0.01,0.01,0.13970488395742583,0.01,0.01,0.01,0.01,0.307907782738479,0.25561216246599316,0.01,0.01,0.06649091041613421,0.13943818852889137,0.01,0.01
244,Preston,-2.70309,53.7632,0.3980487102628045,0.01,0.01,0.01,0.01,0.01,0.01,,0.12204638592656206,0.725408418561961,0.01,0.01,0.01,0.33285497839262,0.3649117669495705,0.06702897643352292,0.01,0.01,0.01,0.5711417743878873,0.01,0.01,0.01,0.01,0.18528568577372556,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.11891224988724425,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4814805935784045,0.01,0.01,0.01,0.01,0.16351947739602687,0.01,0.01,0.01,0.01,0.2535271812478151,0.03674198463985059,0.01,0.01,0.01,0.1700121519405234,0.01,0.01
246,Wells,-2.6445979,51.20935,0.23287871695179857,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.24802637985419032,0.01,0.01,0.01,0.01,0.09704176698013571,0.01,0.01,0.01,0.01,0.3037698991366967,0.0690484822732713,0.01,0.01,0.01,0.13113132147863427,0.01,0.01
