index,placename,longitude,latitude,aint,am_not,amnt,arent,ent,int,m_not
198,Peebles,-3.1936419999999996,55.65306999999999,0.15135737645648348,0.16738130659691586,0.11117828974252428,0.017908158040348416,0.01,0.01,0.16911984991886
199,Edinburgh,-3.1882669999999997,55.95325,0.27077566747039605,0.5644729664451238,0.32019988596032267,0.02119583349142114,0.01098280470607076,0.01,0.5983784470796902
200,Cardiff,-3.17909,51.48158,0.40046778867048316,0.4439199670695223,0.034338239646798614,0.02396795942231548,0.015285175824291881,0.08476693332799808,0.561953203006076
201,Llangollen,-3.1716599999999997,52.96921,0.14088672882783523,0.1153513817342345,0.01,0.01,0.01,0.01,0.1330614508781308
202,Kirkcaldy,-3.158137,56.11682,0.17817824728601445,0.33566451421321236,0.17107711931715622,0.01,0.01,0.01,0.3658707096259513
203,Welshpool,-3.146407,52.66035,0.11694274935690208,0.1551539295445642,0.01,0.01,0.01,0.01,0.18033101989831463
204,Mold,-3.1419029999999997,53.1672,0.17945918827560167,0.1935670280937359,0.01,0.01,0.01,0.01,0.275075078143848
205,Mold,-3.1419029999999997,53.1672,0.17945918827560167,0.1935670280937359,0.01,0.01,0.01,0.01,0.275075078143848
206,Taunton,-3.106849,51.01534,0.2126954489416979,0.29673437153980436,0.01,0.018271766413832494,0.01,0.01,0.2929853623606306
207,Wick,-3.093716,58.43894,0.12081478911354313,0.16886380494094108,0.06454897934151847,0.01,0.01,0.01,0.14412591186593046
208,John o' Groats,-3.0688997000000002,58.63734,0.020075466943064592,0.019907089962309613,0.023045924226419077,0.01,0.01,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.12827890272747808,0.28389031032177964,0.16567167098292226,0.01,0.01,0.01,0.2989126903840619
210,Oswestry,-3.056412,52.85715,0.20013072828759926,0.1984994023709381,0.01,0.01,0.01,0.01,0.23062343511323025
211,Blackpool,-3.0356748,53.81751,0.30123827513083995,0.25852495342616993,0.01,0.01,0.010524742458946816,0.46693614915128456,0.41301183750020853
212,Birkenhead,-3.023009,53.389990000000004,0.23413961796834498,0.25590255086741587,0.015627866517556266,0.017620923636645257,0.014565216304228149,0.01,0.407596558398184
213,Cupar,-3.010137,56.32023,0.10253894678657764,0.1331948463226354,0.12898951893324154,0.01,0.01,0.01,0.1687816575409475
214,Southport,-3.010113,53.64571,0.19488237360051153,0.24819440119787664,0.01,0.010956515603134924,0.01,0.01,0.33497900080822035
215,Bridgwater,-3.003632,51.12789,0.257313376912287,0.34694756489220574,0.01,0.019183351740787422,0.01,0.01,0.3459550852318203
216,Langholm,-2.998913,55.153059999999996,0.08357715042513816,0.07471583239382763,0.02726876732636081,0.041727276223078355,0.013655588889034164,0.01,0.10020711051964455
217,Newport,-2.997664,51.58415,0.47710391961325327,0.313611489856353,0.01,0.01,0.02918474451284073,0.01,0.3737291391797246
218,Axminster,-2.9949369999999997,50.78273,0.14439837992256827,0.1802462382209537,0.01,0.01,0.015237362585404103,0.01,0.19271821941673692
219,Wrexham,-2.9924939999999998,53.043040000000005,0.23587600721245178,0.2515552739511928,0.01,0.01,0.01,0.01,0.3270249316020388
220,Liverpool,-2.9915726,53.40837,0.3497977688023064,0.3993139847228381,0.02597986126726999,0.02929313082612811,0.021322163385996996,0.01,0.6409876696388813
221,Weston-super-Mare,-2.977255,51.347409999999996,0.23389970085343878,0.2533847085481377,0.02183399096524655,0.01465388629110166,0.01,0.01,0.3157282682549316
222,Dundee,-2.9707209999999997,56.462019999999995,0.21449962433504105,0.30687923536178147,0.3187582691158093,0.010622962292137949,0.01100875992203651,0.01,0.40984016659315414
223,Kirkwall,-2.9622491,58.984669999999994,0.12847686246738949,0.1794979352511595,0.06739834795154821,0.01,0.01,0.01,0.153774827271104
224,Ambleside,-2.961333,54.428740000000005,0.1949965695338587,0.19335941340676757,0.03483276220589946,0.011221446234734454,0.01,0.01,0.2451773440597667
225,Orkney Islands,-2.9605206,58.980940000000004,0.13230625435484752,0.18514400790611588,0.06896883830079134,0.01,0.01,0.01,0.15922441378461977
226,Lyme Regis,-2.936639,50.725159999999995,0.16615609010691043,0.15976700706139937,0.01,0.02227592497805751,0.011542463109373763,0.01,0.1681295753076719
227,Carlisle,-2.932931,54.892469999999996,0.24954075333164888,0.3064419113881829,0.01,0.09769644043862605,0.03197195085503564,0.01,0.37820774915322214
228,Chester,-2.893075,53.19339,0.2605554130638271,0.30576167542482063,0.01,0.01,0.01,0.01,0.41137564251400693
229,Forfar,-2.889062,56.64356,0.1225668541034201,0.16140277147937623,0.20403950780624763,0.012324703114743003,0.01,0.01,0.2132226198890492
230,Morecambe,-2.864968,54.074169999999995,0.16288084443084525,0.24592334353962408,0.050615421317822484,0.01,0.01,0.01,0.22586693944066621
231,Selkirk,-2.838524,55.55066,0.1861592887538263,0.1829476066178563,0.11600488997364593,0.01,0.01,0.01,0.21318603864002253
232,Galashiels,-2.814449,55.62373,0.1564394179521455,0.17398589645478726,0.192778661506853,0.01,0.01,0.01,0.20125232204591129
233,Lancaster,-2.8007399,54.046569999999996,0.22222593922570827,0.34028513870914767,0.06868679070411712,0.01,0.01,0.01,0.31931497950465415
234,St Andrews,-2.7967214,56.339780000000005,0.14490062137501153,0.18767975952570545,0.17321368693783792,0.01,0.01,0.01,0.24381867536232055
235,Hawick,-2.780914,55.42706,0.1664504339540774,0.14598914691658765,0.056621696406255875,0.01,0.01,0.01,0.175676278472412
236,Bridport,-2.758301,50.733579999999996,0.12638589815913165,0.1707752408972034,0.01,0.02536787831925866,0.01,0.01,0.18032671172342574
237,Shrewsbury,-2.7553267999999997,52.7073,0.283014979286688,0.31914312536959405,0.01,0.012363148329306583,0.02562428908772413,0.01,0.38124053829241655
238,Penrith,-2.752708,54.6641,0.20702556314901205,0.2506335633806189,0.01,0.10104819207361339,0.010471798854566994,0.01,0.33087352831927824
239,Kendal,-2.74629,54.32801,0.21856617409622592,0.2581956907291159,0.028201816019772098,0.012113697844582843,0.01,0.01,0.28269810634530085
240,Street,-2.7429189999999997,51.12468,0.12636148291258342,0.1424598754464019,0.01,0.013973929967552173,0.01,0.16061915648045266,0.13734882618366406
241,Glastonbury,-2.718454,51.14743,0.14270615589605062,0.16927716607980348,0.01,0.01,0.01,0.2067051456964315,0.1722616702470373
242,Hereford,-2.715974,52.0564,0.21509299472243296,0.3113721817865776,0.01,0.01,0.06489192817861882,0.01,0.3185072683846814
243,Ludlow,-2.7139129,52.36775,0.20414281600946332,0.1362040107824823,0.01,0.01,0.4658692839879118,0.01,0.2142154807989627
244,Preston,-2.70309,53.7632,0.3841690124354218,0.3512699880195877,0.01,0.01,0.020461732624635486,0.01,0.46036082039600246
245,Whitchurch,-2.682045,52.96872,0.14398163774530057,0.1497824085340914,0.01,0.03127754324735381,0.01,0.01,0.17306257339464653
246,Wells,-2.6445979,51.20935,0.16176065956595487,0.2181443319445617,0.01,0.01,0.017625489515127594,0.5864736123613612,0.199897793060793
247,Yeovil,-2.633308,50.94206,0.24926851567048494,0.2495820177799694,0.01,0.044825949700240064,0.02322695377152399,0.01,0.26637097597885445
248,Wigan,-2.6325074,53.54506,0.46111428090350376,0.29261705002218374,0.01,0.01,0.012438718545319218,0.01,0.49569062610353176
249,Warrington,-2.5969501,53.39004,0.41379292002416407,0.40699545091720274,0.01,0.01,0.020033647953111623,0.01,0.5036747534723021
250,Arbroath,-2.591543,56.55911,0.13313917173953846,0.17717709525342934,0.22090216059874349,0.013343266585856295,0.01,0.01,0.23592146257883398
251,Bristol,-2.58791,51.45451,0.4668695728836837,0.47776122662209003,0.029127816325844533,0.0195491375578538,0.03808712642379957,0.01,0.5833853677906874
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.012099049299005371,0.01,0.01,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.18721804403005643,0.23374719713849587,0.04575025204891237,0.01,0.18328562994963574,0.01,0.2427728597385135
254,Jedburgh,-2.5549369,55.47772,0.10727114431365449,0.10281133212508599,0.035431776196834665,0.01,0.017743441461167873,0.01,0.13598742433753785
255,Sedbergh,-2.5281740000000004,54.32363,0.15978077429486384,0.12441490234802867,0.0473468419212248,0.01,0.01,0.01,0.13867233868883766
256,Sedbergh,-2.5281740000000004,54.32363,0.15978077429486384,0.12441490234802867,0.0473468419212248,0.01,0.01,0.01,0.13867233868883766
257,Nantwich,-2.524102,53.067190000000004,0.14708936726813865,0.19776043902024987,0.017927305699900795,0.07507914194603708,0.01,0.01,0.2336721621007988
258,Banff,-2.524038,57.666509999999995,0.12580858729590458,0.16035640126696973,0.10988284336536827,0.01,0.01,0.01,0.14610794643140015
259,Dunbar,-2.516737,56.00209,0.11953509815767376,0.3056421859427861,0.17211981464247483,0.01,0.01,0.01,0.24656474475697868
260,Cinderford,-2.5009579,51.8253,0.1843705596796691,0.20320611637231942,0.049117478570113594,0.010548865016229713,0.2541683324152956,0.01,0.22257314691694846
261,Banchory,-2.4909599,57.05386,0.12487180986442536,0.15747740371263982,0.04557936523053074,0.026919726033431325,0.01,0.01,0.18877769889123172
262,Blackburn,-2.487529,53.748580000000004,0.4154721123077024,0.2726610535685544,0.01,0.026363426784207358,0.01,0.01,0.360761067214228
263,Market Drayton,-2.483485,52.90355,0.12632096459137335,0.13398498181934032,0.01,0.08281043821509743,0.01,0.01,0.1376122640943671
264,Telford,-2.4672611,52.67759,0.2508540410012501,0.2772612677056941,0.01,0.013810045899474967,0.042934768839251555,0.01,0.33210981305764836
265,Montrose,-2.4661150000000003,56.70692,0.11388569944405913,0.1541712296737662,0.19671422646875977,0.01782334539087887,0.01,0.01,0.21099480694295214
266,Turriff,-2.4623,57.53893000000001,0.1322100910825835,0.17758759119079717,0.10550454182250019,0.011329502240274437,0.01,0.01,0.15457459628261147
267,Weymouth,-2.457621,50.61443,0.14198685890607443,0.22795165962774516,0.01,0.02606738005466104,0.01,0.01,0.259727139483941
268,Crewe,-2.4438209,53.10041,0.18606969520328936,0.25735031029272765,0.021921264599889606,0.09886772981497406,0.01,0.01,0.3142238770598946
269,Fortuneswell,-2.4422189999999997,50.55919,0.05660251826801476,0.11785936605996572,0.01,0.011683323954918461,0.01,0.01,0.12679998516309113
270,Dorchester,-2.4411810000000003,50.71116,0.19371434891440334,0.2957180893427309,0.01,0.03378765323067544,0.011671576727890858,0.01,0.3357958305214925
271,Alston,-2.438685,54.812169999999995,0.05755738152062654,0.07023831570573687,0.01,0.03515290781716545,0.01,0.01,0.09694164908420143
272,Kelso,-2.432207,55.600030000000004,0.10650549772997485,0.12557770283929032,0.09627151563018667,0.01,0.016070207643299275,0.01,0.17321299359816597
273,Wincanton,-2.416007,51.055690000000006,0.14001202132960744,0.12843079038086658,0.01,0.012141778070491813,0.01,0.27912006949851226,0.15414072971816592
274,Clitheroe,-2.3930830000000003,53.8711,0.24519561204151177,0.15545087907701285,0.01,0.01601656839277396,0.01,0.01,0.24197074058197357
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.24989512076489803,0.3771939380714681,0.01,0.01,0.02842408381947509,0.2702251173553824,0.4079095357095165
277,Kidderminster,-2.2496839,52.3886,0.2688804331860359,0.22540730648576307,0.01,0.01,0.4846111141530443,0.01,0.260848395454737
278,Manchester,-2.2426305,53.48076,0.623693869551767,0.5061809584411223,0.010570044998790898,0.028579036102350297,0.021172968028360804,0.01,0.7532242950165764
279,Burnley,-2.2405035,53.78929,0.27786993051848713,0.22559417057495723,0.01,0.01891413815316739,0.01,0.01,0.3433331090536936
280,Gloucester,-2.238156,51.86424,0.2697464524860948,0.3379901419752812,0.051497440026541434,0.01,0.34958106349065804,0.01,0.4092494122193886
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.23416358789391006,0.19217170169795442,0.025431552353196864,0.553015845786175,0.01,0.01,0.2681519781203365
282,Worcester,-2.221575,52.19364,0.3042097044287508,0.32860662364580856,0.01,0.01,0.6555079723837391,0.01,0.4107178021203629
283,Trowbridge,-2.208853,51.31966,0.23533636290031168,0.35567323390275457,0.01,0.01410020087564508,0.02337965133796626,0.19448465125800332,0.3934328319645885
284,Shaftesbury,-2.198083,51.0046,0.12637081650670148,0.17897146434388697,0.01,0.01,0.01,0.01,0.17458419562046606
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3318737803203613,0.2777590973363584,0.0345021964986672,0.7613743347155816,0.011518619152384897,0.01,0.3951644581088447
287,Colne,-2.176991,53.85564,0.1762617321719292,0.1492095439528897,0.01,0.05796951415153329,0.01,0.01,0.2331398117999538
288,Blandford Forum,-2.165353,50.85691,0.07037614951679015,0.1584502233789673,0.01,0.01,0.01,0.01,0.14962316672995907
289,Rochdale,-2.1561,53.60971,0.35050780068718057,0.3266977300554795,0.01,0.01619950466085934,0.02238376970613654,0.24826714931128252,0.4066354956082469
290,Jersey,-2.13125,49.21444,0.01,0.010339233455705928,0.01,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.648339791189398,0.2699072454580683,0.01,0.01,0.11911749308607193,0.01,0.3529578461396003
292,Stafford,-2.12066,52.80669,0.37912005347424016,0.28719050066215673,0.01,0.09925308028568741,0.0479336783305591,0.2658255951554182,0.3714352506621367
293,Macclesfield,-2.119287,53.25866,0.2006827665846437,0.3050473614797307,0.01,0.036564239878091445,0.025261436493641248,0.01,0.3545514509058311
294,Hexham,-2.1121439,54.97266,0.1587519851779851,0.2503046305314567,0.01,0.01867798116360992,0.01935631530334823,0.01,0.30608804342444795
295,Aberdeen,-2.094278,57.149719999999995,0.27508129239167856,0.3675678528209736,0.05990596970169408,0.043422371764466075,0.01,0.01,0.4454333841920739
296,Dudley,-2.081112,52.51226,0.609994417818019,0.2686631866978002,0.01,0.01,0.14221235631604845,0.01,0.3375307395935712
297,Cheltenham,-2.0782533,51.899390000000004,0.24365012094491686,0.31331519888265313,0.04803052630847795,0.015473133168520505,0.28595885162829593,0.01,0.3868194207584186
298,Bromsgrove,-2.061906,52.33559,0.32308473917768565,0.23794923737038062,0.01,0.01,0.9581640659548482,0.01,0.2924939682002618
299,Skipton,-2.0162787,53.96285,0.15537059287041946,0.18757148271478316,0.01,0.14951557553684128,0.01,0.01,0.22680219994484008
300,Fraserburgh,-2.007631,57.69335,0.12752970700941083,0.1506716459924194,0.04306616028023274,0.011561543869093412,0.01,0.01,0.17049127087756924
301,Berwick,-2.005395,55.77024,0.11805631899542333,0.15883262422458833,0.10668437629388393,0.01,0.017808383429396106,0.01,0.20269786723503067
302,Poole,-1.987248,50.71505,0.18499639249958844,0.3076889509804157,0.01,0.011566812788882446,0.01,0.01,0.33113312415505863
303,Walsall,-1.9829189999999999,52.586209999999994,0.7855330534725891,0.2581459955835564,0.01,0.014406956665833033,0.28367339207206266,0.01,0.32999297902257535
304,Cirencester,-1.968243,51.71849,0.23436809387649613,0.3032914483049125,0.01,0.03565784303442716,0.2032406187785589,0.01,0.35124964022586896
305,Evesham,-1.9467700000000001,52.09215,0.1798596832891915,0.25379415047480897,0.01,0.06545205001604407,0.1356581840096195,0.01,0.23033407588351376
306,Buxton,-1.91483,53.259080000000004,0.1574031137964617,0.23219718467615946,0.01,0.04282401632647537,0.01,0.01,0.2862726040473262
307,Keighley,-1.9123580000000002,53.8678,0.21897907491236707,0.23596472125939963,0.041265502192873345,0.21048464267118322,0.01,0.01,0.28572329682428954
308,Birmingham,-1.8904009999999998,52.48624,1.0,0.48239646181490553,0.01,0.02553318465901763,1.0,0.09147539263190146,0.6149769939350685
309,Bournemouth,-1.880769,50.719159999999995,0.22501533025832446,0.3848907949251497,0.01,0.013907316713004703,0.01,0.01,0.4110804437971775
310,Halifax,-1.8575400000000002,53.727019999999996,0.30531208299153295,0.23713382821429244,0.05864331613586936,0.2755092884224616,0.01,0.01,0.2712748797595434
311,Salisbury,-1.794472,51.06878,0.12918580124095744,0.3174143087577464,0.01,0.01,0.01,0.01,0.304903121955072
312,Ringwood,-1.7888169999999999,50.84495,0.13990936882986554,0.2501159791151669,0.01,0.01,0.01,0.01,0.25557013053567085
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.4333809931150956,0.29050040450039205,0.01,0.2991389051858726,0.01,0.01,0.39398333705696553
314,Peterhead,-1.784066,57.50812,0.1464481407915218,0.17847675958882234,0.03326032356956328,0.018751043847916656,0.01,0.01,0.21451566413946477
315,Swindon,-1.7797176,51.55577,0.32523791639997096,0.3497748919850662,0.01,0.015330718646037527,0.031774978027029915,0.01,0.36415787551221995
316,Bradford,-1.759398,53.79598000000001,0.3566461296952314,0.3474028015477357,0.06439174549377798,0.29127940945507297,0.01,0.01,0.43430874022856375
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.1588083448943924,0.2864317406424781,0.01,0.01,0.060440052857988015,0.01,0.34778836437122584
318,Marlborough,-1.7270619999999999,51.42007,0.20918818259436053,0.21682964239377375,0.01,0.01275462757263218,0.03172281909003485,0.01,0.21744523701225246
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.19088319489308822,0.2504009465151703,0.01,0.02054413253462891,0.05854815977662538,0.01,0.29708484472977775
320,Alnwick,-1.7062990000000002,55.41274,0.12042551988686863,0.16785744663726487,0.01,0.01,0.01,0.01,0.19854967603797413
321,Otley,-1.691786,53.90583,0.18643853058231782,0.18713655346934865,0.03721910276696618,0.14138457223902018,0.01,0.01,0.21187700623457473
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.16416964875114554,0.17686567461838998,0.01,0.01210606704691527,0.01,0.01,0.25580565575192576
323,Burton upon Trent,-1.6371358999999999,52.81403,0.4613635521653853,0.2284730695762772,0.01,0.03231474604959411,0.01,0.01,0.3104658426066103
324,Newcastle,-1.61778,54.97825,0.32778900596609895,0.37570227254747557,0.01,0.02945183800162588,0.01,0.01,0.5897437855631017
325,Durham,-1.5848520000000001,54.77525,0.19310887098502802,0.29174654194791816,0.01,0.01,0.01,0.01,0.39404888794338744
326,Ashington,-1.5659829,55.18298000000001,0.15338029058919816,0.1977528275544542,0.01,0.01,0.01,0.01,0.2319076488800397
327,Darlington,-1.559458,54.52361,0.22978588577709444,0.2079367711968572,0.01,0.04088597045083441,0.01,0.01,0.3183856563947521
328,Leeds,-1.5490774,53.80076,0.44896695304133266,0.4547854483175925,0.01,0.39416077378549863,0.041063687718095224,0.01,0.5791437575025409
329,Harrogate,-1.5418120000000002,53.99211999999999,0.20062754493562687,0.3633195668821403,0.01,0.06914457868348545,0.01,0.01,0.38966726926878403
330,Leamington Spa,-1.5200789,52.28519,0.34116891325903603,0.3334911724585291,0.01,0.01,0.12323208009326254,0.01,0.37214438399176
331,Coventry,-1.519693,52.40682,0.5931097445410202,0.3812009664755494,0.01,0.01,0.1817446470788682,0.01,0.4116332018539499
332,Blyth,-1.510277,55.12696,0.15530457917727258,0.18681528650955873,0.01,0.021243287031465063,0.01,0.01,0.2495568853326088
333,Wakefield,-1.505924,53.6833,0.2677215529940975,0.24677809095432937,0.01,0.3723806858767519,0.01,0.17974670295275524,0.3681817169395429
334,Andover,-1.4919233,51.2112,0.09593497546590658,0.27657778293430746,0.01,0.033671566789031084,0.01,0.01,0.2664415913328175
335,Witney,-1.4850543999999999,51.785940000000004,0.12107596921080722,0.3093162150319147,0.01,0.01,0.15803970244955576,0.01,0.26187811672291145
336,Barnsley,-1.479726,53.55263000000001,0.3046123718014555,0.19972730979818407,0.01,0.09780250567621578,0.18545704047096734,0.19134666495172897,0.3673091009167622
337,Derby,-1.4746186000000001,52.92253,0.5027301767991563,0.30310001669857106,0.01,0.01,0.025706784283461636,0.01,0.4201354536867128
338,Sheffield,-1.470085,53.381130000000006,0.3991015977400603,0.39786298711652307,0.029424962905648486,0.031281731641560326,0.010805932895087291,0.01,0.562481875105519
339,Nuneaton,-1.465382,52.52049,0.6254575024971195,0.32078316031070186,0.01,0.011087060203854414,0.2017082834429785,0.01,0.3279408005077572
340,Northallerton,-1.429959,54.337959999999995,0.13865588856056732,0.14654372754747658,0.01,0.054836597226944325,0.01,0.01,0.20777188151604137
341,South Shields,-1.427406,54.99941999999999,0.1882547210605543,0.22714179306572616,0.01,0.02396763664758737,0.01,0.01,0.3533338103801474
342,Chesterfield,-1.421629,53.23505,0.31943033006481275,0.25492259947684043,0.01,0.01,0.01,0.01,0.35179400817958684
343,Southampton,-1.4043508999999998,50.9097,0.3528646199511598,0.4517334861233215,0.01,0.010838200331955334,0.05335111883317337,0.01,0.5212606201827007
344,Wetherby,-1.384816,53.92706,0.09839016588482886,0.1758838600143436,0.01,0.07425279389397793,0.01,0.01,0.20175068929412387
345,Sunderland,-1.383801,54.90687,0.20118846088223055,0.24799007049392183,0.01,0.01,0.01,0.01,0.401672002795551
346,Rotherham,-1.3635008999999998,53.4326,0.2772056270901707,0.2529130959705404,0.01837395356501757,0.0175603149215614,0.01,0.01,0.37156426250740837
347,Castleford,-1.345968,53.72346999999999,0.18454352031858484,0.2062983527797977,0.06996164499054797,0.41695834338224297,0.01,0.01,0.3030947095092406
348,Thirsk,-1.341377,54.23385,0.06386821632490171,0.1650801446501422,0.01,0.08751317605826393,0.01727455596500641,0.01,0.18151492616840828
349,Banbury,-1.339775,52.0629,0.19490555697751052,0.32700355108924956,0.01,0.014190209944893945,0.1274481872123923,0.01,0.2644004924820318
350,Stockton,-1.3289821000000002,54.57046,0.206976217442295,0.20207191905267224,0.01,0.11008760885489857,0.013651279425978031,0.01,0.3255768218548796
351,Newbury,-1.3231138999999998,51.40141,0.20995447373352039,0.31513477045522975,0.01,0.01,0.014497962715151925,0.01,0.3536618385424375
352,Isle of Wight,-1.304734,50.69385,0.3003214887511527,0.29097597933375857,0.03728320357591127,0.01524455421351995,0.01,0.12743561018604735,0.321935933149753
353,Isle of Wight,-1.304734,50.69385,0.3003214887511527,0.29097597933375857,0.03728320357591127,0.01524455421351995,0.01,0.12743561018604735,0.321935933149753
354,Abingdon,-1.2879528999999998,51.67078,0.13382539042022137,0.33720771523088194,0.01,0.01,0.20299053242137421,0.01,0.27873752097356713
355,Shetland Islands,-1.2659409,60.52965,0.08436715483608706,0.10844049028277171,0.07677589449154595,0.01,0.01,0.01,0.08305463158048693
356,Rugby,-1.265032,52.37088,0.27708934008747754,0.3255311310795457,0.14831652062932738,0.02986279625248494,0.14854719599101943,0.01,0.32372338661639816
357,Oxford,-1.2577263,51.75202,0.23398665458423304,0.563320499352627,0.01,0.01,0.32675043459992953,0.01,0.47864004135899646
358,Middlesbrough,-1.234956,54.57423000000001,0.226013049117191,0.250180608950804,0.01,0.19191519237103957,0.01933604483989801,0.01,0.40554371993396576
359,Hartlepool,-1.212926,54.69174,0.17604140453940997,0.18441821671481978,0.01,0.1473589464045,0.014846866214434158,0.01,0.3099340645868274
360,Loughborough,-1.206166,52.7721,0.3679221933050966,0.30377608130199385,0.01,0.01,0.031464678647781526,0.01,0.37425562537270335
361,Mansfield,-1.198674,53.1472,0.303816101354083,0.21634461310898234,0.01,0.01,0.01,0.01,0.32196587580140146
362,Nottingham,-1.1581086,52.95478000000001,0.44627222231897706,0.4163520398960592,0.05225335426281903,0.013092742634571325,0.05233462343865361,0.01,0.5518038506056407
363,Bicester,-1.1535898999999998,51.8996,0.12854443351752842,0.26612252097819583,0.01,0.01,0.057060313100629034,0.01,0.2181981455621055
364,Leicester,-1.1397591999999999,52.636880000000005,0.7259033808834778,0.3800613762705283,0.01,0.01,0.040647968446280575,0.01,0.4506875568611343
365,Doncaster,-1.128462,53.522819999999996,0.3623836288898309,0.2410172426685985,0.01,0.04742626058579099,0.012036405151353059,0.01,0.384499509068338
366,Worksop,-1.122745,53.3093,0.29365382845829274,0.15755916084450508,0.01,0.025185010309089362,0.01,0.01,0.2519511775873143
367,Basingstoke,-1.0923964,51.26654,0.28648481163037354,0.2769021139931622,0.01,0.01,0.01635428234776621,0.01,0.31946333243368263
368,Portsmouth,-1.0879769,50.81977,0.43178700658895397,0.4043157481347863,0.040996698524756764,0.029716135175609986,0.01,0.18216704515068435,0.4449114322407121
369,York,-1.0872979,53.95997,0.25989797483065996,0.355867004487909,0.017364603249600534,0.220964690224217,0.01,0.01,0.45459261152789776
370,Selby,-1.067189,53.783519999999996,0.16735109051568736,0.18175005880060852,0.01,0.4756130631969411,0.01,0.01,0.2230865938362348
371,Helmsley,-1.0562636,54.24651,0.04951570778643083,0.08408730581008406,0.01,0.10066912282861569,0.01,0.01,0.08900789969184908
372,Towcester,-0.9896879999999999,52.13511,0.20958741460989264,0.20020449315802877,0.01,0.01,0.16565767815623172,0.01,0.23373222849216255
373,Reading,-0.9781303,51.45426,0.27996659359912396,0.4117101313637885,0.01,0.017130703592902443,0.11309219554293207,0.01,0.4372548714736992
374,Retford,-0.9455030000000001,53.32136,0.19975039709105827,0.13893988807786184,0.01,0.016701585575355362,0.01,0.01,0.1940521414379305
375,Petersfield,-0.93899,51.00759,0.1525526957881771,0.19271666214993138,0.01,0.03843769924230714,0.01,0.01,0.21739892900658786
376,Northampton,-0.9026559999999999,52.24048,0.3700161478501694,0.36355110175190947,0.01,0.01,0.2363845947938684,0.01,0.4212234132547178
377,Melton Mowbray,-0.887126,52.7664,0.18857834885880076,0.22382758219721755,0.01,0.03137903294198121,0.01,0.01,0.2273876292354299
378,Aylesbury,-0.8084,51.81561,0.1274735561989696,0.34293602422951996,0.04820721962600346,0.01,0.01,0.01,0.36654824458541146
379,Newark-on-Trent,-0.80657,53.070040000000006,0.2570504423795014,0.23423389046334442,0.01,0.01,0.01,0.01,0.32644346824703285
380,Malton,-0.7978970000000001,54.13684,0.1260146850322532,0.14805314389954197,0.04134041364445598,0.1714679594552487,0.01,0.01,0.19430512467025526
381,Chichester,-0.774936,50.83761,0.29761391823336625,0.2481181242035221,0.01,0.01710770367072665,0.01,0.21258311694195983,0.2769261143713469
382,Gainsborough,-0.774465,53.400580000000005,0.19276644209143148,0.1476913136272909,0.01,0.07149816220753626,0.043022777218053206,0.01,0.18529557636256772
383,Milton Keynes,-0.7594171,52.040620000000004,0.3385931987844722,0.4055523242496532,0.01,0.01,0.025976739770564895,0.01,0.4062093665111957
384,Aldershot,-0.7557509,51.24837,0.2010476442210119,0.3073728914790154,0.01,0.013769227347061404,0.01,0.01,0.3697449289366412
385,High Wycombe,-0.748229,51.628609999999995,0.231876371864435,0.39735578252210535,0.01,0.010604590198208872,0.01,0.01,0.3183087754522138
386,Midhurst,-0.737274,50.9869,0.118928954336757,0.18199130029967378,0.01,0.01,0.01,0.01,0.2140824415398287
387,Kettering,-0.7302489999999999,52.39632,0.5141743984081287,0.23759228902592877,0.01,0.026538826688909563,0.29502837648362884,0.01,0.2749909241206116
388,Wellingborough,-0.693964,52.30242,0.3300050708202587,0.23295758411161452,0.01,0.010276031722373378,0.24138253427486223,0.01,0.250867410005814
389,Corby,-0.6842333,52.4923,0.4878287144405241,0.19703675523108702,0.01,0.030267695403706277,0.2680447302802173,0.01,0.2667684502142903
390,Bognor Regis,-0.673061,50.783,0.17447420275347592,0.26826795953555266,0.01,0.018530975169614165,0.01,0.0973708563882663,0.26443712874368797
391,Scunthorpe,-0.654413,53.58865,0.26882391158292124,0.1982998581228418,0.01,0.2872687567345262,0.05008064012662363,0.01,0.2931522799191343
392,Grantham,-0.643582,52.912519999999994,0.19469754855260374,0.2571325895001954,0.01,0.010459784062917298,0.01,0.01,0.25881151155981313
393,Whitby,-0.613347,54.48633,0.14021280159174154,0.1297552874364067,0.035206896753289904,0.2925284319491869,0.025466750025564387,0.01,0.2114582795370739
394,Slough,-0.5950406,51.51054,0.2956824483118009,0.4251702925622145,0.01,0.02951998543795305,0.01,0.01,0.3588117515104567
