,placename,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not,longitude,latitude
401,Beverley,0.08140055264987613,0.6491434835211265,0.01,0.22977765705033426,0.1304197857052996,0.01,0.17049414910378066,0.3197348989798716,0.01,0.01,0.01,0.5930370053508611,0.01,-0.435093,53.84196
402,Luton,0.236939504053316,0.3406231115025526,0.01,0.01,0.18981196941983045,0.01,0.2455382255167357,0.3435678966824553,0.01,0.01,0.01,0.5073884664301239,0.01,-0.4200255,51.87867
403,Scarborough,0.01,0.2922242204805593,0.01,0.01,0.01,0.01,0.1485712905250796,0.4784680110805418,0.01,0.01,0.01,0.4842403571824138,0.01,-0.399752,54.28311
404,Worthing,0.05049184044050277,0.4067827809162094,0.01,0.01,0.08089791525667944,0.01,0.11067720931489823,0.2821605165877225,0.01,0.01,0.01,0.7071509049868804,0.01,-0.372882,50.81787
405,Dorking,0.01,0.3746894749861784,0.01,0.01,0.3202635865049556,0.01,0.1555866522106472,0.3406162369647635,0.01,0.01,0.01,0.6019768778620999,0.01,-0.332378,51.2322
406,Hull,0.07190427696239103,0.6185416371497897,0.01,0.20297154938716105,0.1152048737686773,0.01,0.16503441600113505,0.2682508438040672,0.01,0.01,0.01,0.6532355333865489,0.01,-0.3274198,53.767619999999994
407,Horsham,0.01,0.4192960464168558,0.01,0.01,0.2491760072545155,0.01,0.14129990142114845,0.4158330733376824,0.01,0.01,0.01,0.5396865105584983,0.01,-0.325858,51.06288
408,Biggleswade,0.16504728762427054,0.20853797359318785,0.01,0.01,0.13221919421543885,0.01,0.2676692404159776,0.3218791540214237,0.01,0.01,0.01,0.5207526343730782,0.01,-0.26421999999999995,52.08694000000001
409,Peterborough,0.1554132359144224,0.0655266169076699,0.01,0.01,0.01,0.5717596893831325,0.3728417186055937,0.09895226479847988,0.4181942900898273,0.5031656003196856,0.01,0.6083524617400039,0.01,-0.2405299,52.5695
410,Welwyn Garden City,0.30770398275898625,0.1942055155896162,0.01,0.01,0.07042895205404938,0.01,0.2571889095898677,0.30312996946232884,0.01,0.01,0.01,0.5446714815507947,0.01,-0.208661,51.80317
411,Bridlington,0.08268431998452175,0.47983828555255,0.01,0.2334014782745145,0.13247663489402806,0.01,0.15074374002440982,0.3286783711981545,0.01,0.01,0.01,0.6108075179412358,0.01,-0.198802,54.08535
412,Stevenage,0.2423121956254747,0.4673050790177194,0.01,0.01,0.07764640841449769,0.01,0.2660067010634465,0.3881162133287953,0.01,0.01,0.01,0.4403040939246142,0.01,-0.19661199999999998,51.90376
413,Crawley,0.01,0.4944738457305041,0.01,0.01,0.3061279590624188,0.01,0.11546937732812665,0.4837000690170274,0.01,0.01,0.01,0.4898910349200042,0.01,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.05086437219643914,0.2159072944179428,0.01,0.01,0.01,0.01,0.0989777638952943,0.29800153161074394,0.07821062557272243,0.01,0.01,0.708845917342367,0.01,-0.182552,52.33146
415,Hove,0.0528415848095714,0.4285850684286516,0.01,0.01,0.08466267049604857,0.01,0.09631709394352918,0.2715765190836809,0.01,0.01,0.01,0.7300625985860891,0.01,-0.168749,50.82793
416,Spalding,0.4603789184594985,0.11777171698763332,0.01,0.01,0.10537401236255042,0.9678385347229628,0.3524706848201316,0.07593801703680599,0.35394638328252703,0.4258634058845657,0.01,0.6288663888750967,0.01,-0.1537024,52.7901
417,Brighton,0.05672356898020633,0.4026850567761651,0.01,0.01,0.01,0.01,0.09685225477928976,0.2738652371633058,0.01,0.01,0.01,0.7311679085808567,0.01,-0.137163,50.82253
418,London,0.09096308341520673,0.2124427850317421,0.01,0.01,0.04324178982303499,0.01,0.2284784715822717,0.17880666723392988,0.01,0.01,0.01,0.7081477464127072,0.04830206086048565,-0.12775830000000002,51.50735
419,Grimsby,0.0740482420201382,0.5984091813991456,0.01,0.20902353861487394,0.1186399298498532,0.01,0.17096452411738222,0.25959213773151424,0.01,0.01,0.01,0.6570311694363068,0.01,-0.08078400000000001,53.56746999999999
420,Boston,0.4633064218291577,0.4777507119165534,0.01,0.01,0.14846170292642988,0.6817950356128679,0.2144311167477339,0.2443550689697556,0.01,1.0,0.01,0.5843438606408049,0.01,-0.026576999999999996,52.97894
421,Royston,0.21047275563737214,0.1757000658927176,0.01,0.01,0.06744379913040799,0.01,0.1010929542201367,0.28583108791634754,0.06472587439483207,0.01,0.01,0.7111905953167549,0.01,-0.024066,52.048140000000004
422,Louth_Lincs,0.12733632844127712,0.4711237136661571,0.01,0.01,0.10200899212099074,0.01,0.17300833268689142,0.23808113755188096,0.01,0.01,0.01,0.6847995050166712,0.01,-0.007711,53.36596
423,Lewes,0.12078806044569447,0.34483373697252084,0.01,0.01,0.01,0.01,0.07939269826960349,0.24205349292339115,0.01,0.01,0.01,0.7791774721476392,0.01,0.00878,50.873870000000004
424,Chatteris,0.15191081173306434,0.16630015133398415,0.01,0.01,0.01,0.2794371985738188,0.20631411282452952,0.2079772338353612,0.2627805677422215,0.2459130715501322,0.01,0.6722541983829019,0.01,0.054012,52.4561
425,Uckfield,0.12746628351918773,0.40209651426550375,0.01,0.01,0.01,0.01,0.01,0.3860143139423849,0.01,0.01,0.01,0.7046897378803559,0.01,0.095913,50.966409999999996
426,Cambridge,0.14675728355001855,0.2052899801085673,0.01,0.01,0.01,0.01,0.1178346870575692,0.250840022312354,0.07521950358936966,0.01,0.01,0.7342382565587198,0.01,0.12181700000000001,52.20534
427,Bishop's Stortford,0.7697220791646047,0.1383441116644759,0.01,0.01,0.01,0.01,0.27576451417897,0.3994255514271397,0.01,0.01,0.01,0.4100894865693758,0.01,0.15365020000000001,51.87216
428,Wisbech,0.22164231000434548,0.16679299851360874,0.01,0.01,0.11837160277132365,0.5436093847906223,0.40496375130062295,0.12867194221478467,0.3976046962889579,0.7973208118032903,0.01,0.5299568035382137,0.01,0.158797,52.66631999999999
429,Sevenoaks,0.01,0.23430874323876485,0.01,0.01,0.01,0.01,0.21641997269607394,0.27773813238033096,0.01,0.01,0.01,0.6257887841971989,0.01,0.190898,51.27241
430,Tunbridge Wells,0.10907449392260947,0.2990945905158464,0.01,0.01,0.07943587174469144,0.3648010358061807,0.1662069139380849,0.2716835427480122,0.01,0.01,0.01,0.6621818987346604,0.01,0.26369499999999996,51.13238
431,Eastbourne,0.1064727735866166,0.3644501054696056,0.01,0.01,0.01,0.09792736691419582,0.10240874172377308,0.25933535657221723,0.01,0.01,0.01,0.7383669369469155,0.01,0.29047199999999995,50.768029999999996
432,Brentwood,0.5210633959104203,0.3274633578281756,0.01,0.01,0.01,0.20178667921255067,0.6470705538645551,0.1713910240046894,0.01,0.01,0.01,0.2910456140886921,0.01,0.30717490000000003,51.62047000000001
433,Skegness,0.3657766328072383,0.41742729878287377,0.01,0.01,0.11720929813769305,0.5382716208187793,0.2368397678280081,0.1758905560125177,0.01,0.7894918256542469,0.01,0.6490037314715441,0.01,0.337881,53.1464
434,Downham Market,0.08570467672094256,0.2501402169154949,0.01,0.01,0.22885973964584866,0.01,0.3713316545671759,0.3697799964073328,0.01,0.924924318629348,0.01,0.3503821225465669,0.01,0.385472,52.606609999999996
435,King's Lynn,0.1986589748586292,0.2515261149282537,0.01,0.01,0.21219397677717705,0.4872394600825912,0.3150806057429859,0.3096758090591939,0.01,0.7146421320140485,0.01,0.4566832297662197,0.01,0.4022963,52.75168000000001
436,Bexhill,0.128492186175792,0.2188136634513725,0.01,0.01,0.1029349484759165,0.236359059200352,0.1045484543523184,0.3033447731419767,0.01,0.01,0.01,0.6924148388057761,0.01,0.4662071,50.849909999999994
437,Chelmsford,0.4263392309247023,0.3082162654526983,0.01,0.01,0.01,0.2413056409399664,0.4832309324824498,0.2374295411785839,0.01,0.01,0.01,0.3844725715835263,0.01,0.4685497,51.73559
438,Mildenhall,0.09876734554540664,0.1958462818068187,0.01,0.01,0.1934103441801113,0.01,0.22101183476321426,0.26412419283168365,0.050622568380832136,0.01,0.01,0.6217086091197621,0.01,0.5156095,52.34757000000001
439,Medway,0.5301597700752744,0.4126518112632184,0.01,0.01,0.13924931377691374,0.3197440450101989,0.3525347017911844,0.28744438456665833,0.01,0.01,0.01,0.44071161492130295,0.01,0.5417860999999999,51.404740000000004
440,Braintree,0.2108922342933565,0.3731303039886658,0.01,0.01,0.01,0.01,0.2260768639874472,0.30221894470128874,0.01,0.01,0.01,0.5737074480477565,0.01,0.5509269,51.88009
441,Gillingham,0.3721006414137029,0.4336367867872021,0.01,0.01,0.1454094739031561,0.3338889945489148,0.3525592645607349,0.28425220523583977,0.01,0.01,0.01,0.4509890118284208,0.01,0.551438,51.38632
442,Hastings,0.12023404738957258,0.20078454255707967,0.01,0.01,0.0963193626121699,0.22116836183307115,0.11746199660030228,0.3351557610309062,0.01,0.01,0.01,0.6498821741073301,0.01,0.573453,50.85426
443,Maldon,0.4546427829980792,0.4456058111681257,0.01,0.0855577837654008,0.09712368612776222,0.22301524816519566,0.4329865126924976,0.2804292291838027,0.01,0.01,0.01,0.3755109289721838,0.01,0.6714479999999999,51.731809999999996
444,Southend,0.5655078980780748,0.5447673976870039,0.01,0.08401667077638122,0.09537426433734904,0.21899822873060204,0.4934905625752336,0.2973166557941215,0.01,0.01,0.01,0.2906125036760914,0.01,0.7077123000000001,51.54593
445,Bury St Edmunds,0.29247015605452503,0.2149819021787276,0.01,0.01,0.3436363583168728,0.01,0.3235780291003669,0.2809473296083047,0.01,0.01,0.01,0.4950073903760882,0.01,0.7104931999999999,52.24292
446,Thetford,0.2346743320510004,0.1603040654630853,0.01,0.01,0.27572944492900264,0.01,0.29465631890195754,0.29858089646500463,0.01,0.01,0.01,0.5126052698919514,0.01,0.751657,52.412859999999995
447,Ashford,0.28028490518651344,0.3048027637021753,0.01,0.01,0.07016747433548225,0.3222369041052288,0.2523262500699553,0.2600497300772424,0.01,0.01,0.01,0.5840639047920955,0.01,0.8750190000000001,51.14647
448,Faversham,0.3842869751817156,0.4492035801272089,0.01,0.10430443550683087,0.17760685222671446,0.2718803744267278,0.3090028782143489,0.2849302738936002,0.01,0.01,0.01,0.4878182922311294,0.01,0.889358,51.31599
449,Colchester,0.06004902040582789,0.3097365896776894,0.01,0.01,0.01,0.01,0.2727680990888831,0.3695859923797639,0.01,0.01,0.01,0.4728763649279869,0.01,0.891874,51.89593
450,New Romney,0.1692696067396978,0.4002259664529224,0.01,0.01,0.06163712948222855,0.4245932517198165,0.25672723473352044,0.22887256431346986,0.01,0.01,0.01,0.6114564196969754,0.01,0.939473,50.98512
451,Canterbury,0.2370618505201077,0.2887162054905262,0.01,0.01,0.23738747629911666,0.27254436610094923,0.2815974637949025,0.2812294485255884,0.01,0.01,0.01,0.5332712057961936,0.01,1.0789089,51.280229999999996
452,Ipswich,0.21265231483960007,0.3058305420649897,0.01,0.01,0.01,0.01,0.25172084052259697,0.31762657061009164,0.01,0.01,0.01,0.5371753104148921,0.01,1.14822,52.05674000000001
453,Clacton,0.16413295905666925,0.4956991415435004,0.01,0.15443829792046046,0.17531563925927032,0.01,0.2672976425365984,0.3696729727430014,0.01,0.01,0.01,0.4542850813705232,0.01,1.153035,51.78953
454,Folkestone,0.27945600539677723,0.2530279042671511,0.01,0.01,0.5330283281590048,0.01,0.2540320069478242,0.2858537784458878,0.01,0.01,0.01,0.548135219056858,0.01,1.169456,51.0814
455,Sheringham,0.04299115835505762,0.2667934837119609,0.01,0.01,0.01,0.01,0.17483059074027288,0.3781081770995832,0.01,0.01,0.01,0.5597497584282749,0.01,1.2109589,52.944419999999994
456,Harwich,0.2107526888265472,0.2642044328555865,0.01,0.01,0.01,0.01,0.2418767946856364,0.3217551124599369,0.01,0.01,0.01,0.544457217933979,0.01,1.260297,51.93473
457,Norwich,0.12328236842602194,0.25229788162553995,0.01,0.01,0.01,0.01,0.16640547985272208,0.4281589471594294,0.01,0.01,0.01,0.5135375648806271,0.01,1.297355,52.63089
458,Cromer,0.12200727844694075,0.2490501508279253,0.01,0.01,0.01,0.01,0.16751610550854704,0.4111523952690246,0.01,0.01,0.01,0.5298941667589667,0.01,1.301866,52.93145
459,Dover,0.2773699931835338,0.25067853212540786,0.01,0.01,0.5290495077408088,0.01,0.2734776677282072,0.28405177222490097,0.01,0.01,0.01,0.5319642359267761,0.01,1.3134027,51.12788
460,Felixstowe,0.2113821156049684,0.2363347554023167,0.01,0.01,0.01,0.01,0.24463498733034544,0.32399504590105044,0.01,0.01,0.01,0.5409354268276381,0.01,1.3512549999999999,51.961729999999996
461,Margate,0.4282493391266549,0.4133674092977695,0.01,0.14742233388711587,0.5020537647087454,0.01,0.28249973080094826,0.3361325883276134,0.01,0.01,0.01,0.4527573550474165,0.01,1.3868339,51.38965
462,Ramsgate,0.4282493391266549,0.4133674092977695,0.01,0.14742233388711587,0.5020537647087454,0.01,0.28249973080094826,0.3361325883276134,0.01,0.01,0.01,0.4527573550474165,0.01,1.4198950000000001,51.33555
463,Great Yarmouth,0.16304828253333822,0.2538056818612197,0.01,0.01,0.07124607842957151,0.01,0.17458633888358852,0.4438188161216211,0.01,0.01,0.01,0.4853808048826134,0.01,1.728047,52.59823000000001
464,Lowestoft,0.16349339690045991,0.2546670248275224,0.01,0.01,0.07144057076850567,0.01,0.185740142812879,0.4228712974255704,0.01,0.01,0.01,0.495935866048956,0.01,1.7534490000000005,52.48114
465,Swaffham,0.07302952330798572,0.17744667952112655,0.01,0.01,0.11700774097879756,0.01,0.30432704951324235,0.3255690123001579,0.01,0.7881341424548559,0.01,0.4697380331287453,0.01,0.687481,52.64747
466,Dereham,0.04257737023241242,0.217154261908927,0.01,0.01,0.01,0.01,0.19336394898438208,0.3953715101492848,0.01,0.01,0.01,0.5272989416675894,0.01,0.9378270000000001,52.681619999999995
467,Ely,0.13771111914077136,0.18256846577546032,0.01,0.01,0.20225375241164945,0.01,0.20963194814285432,0.2677297179756267,0.05293721234752805,0.01,0.01,0.6269024966867437,0.01,0.262363,52.39954
468,March,0.21890034350154253,0.1639661541081752,0.01,0.01,0.01,0.5368843208807728,0.3852633984748503,0.1705159259154211,0.3926858757078453,0.7874570500334971,0.01,0.5112559056170677,0.01,0.088622,52.551719999999996
469,St Neots,0.01,0.01,0.01,0.01,0.1811501599472972,0.01,0.2658846560667997,0.31630900719478866,0.01,0.01,0.01,0.5456301298185441,0.01,-0.26510300000000003,52.23008
470,Banham,0.1446166096589414,0.2277059121929125,0.01,0.01,0.01,0.01,0.1914097722675163,0.3440425069253385,0.01,0.01,0.01,0.5749540727274116,0.01,1.0402849,52.45125
471,Holt,0.042628655810242624,0.2640235342215729,0.01,0.01,0.01,0.01,0.17187375124923132,0.383266490815063,0.01,0.01,0.01,0.5574871957437545,0.01,1.086747,52.90936
472,Cromer,0.12200727844694075,0.2490501508279253,0.01,0.01,0.01,0.01,0.16751610550854704,0.4111523952690246,0.01,0.01,0.01,0.5298941667589667,0.01,1.301866,52.93145
473,Hunstanton,0.2167772649660389,0.2012162995556525,0.01,0.01,0.11577334796556205,0.5316771679770824,0.2813593222812201,0.29203808227207834,0.01,0.7798196332848382,0.01,0.5087989397579321,0.01,0.49103199999999997,52.93891
474,Horncastle,0.330479896548935,0.2990412418753807,0.01,0.01,0.08824902485639534,0.4052745311333457,0.18893475962497386,0.26101332123171744,0.01,0.01,0.01,0.6386713364167941,0.01,-0.11245,53.20731
475,Market Weighton,0.09129671570443663,0.7355645571009776,0.01,0.25771256764296463,0.14627539629841085,0.01,0.1560517261982008,0.32139206398729325,0.01,0.01,0.01,0.5991204115694714,0.01,-0.6677465,53.86484
476,Hawes,0.01,0.2302690188444087,0.01,0.01,0.01,0.01,0.021269092343347697,0.4924642860519424,0.01,0.01,0.01,0.5933203985837979,0.01,-2.1968695,54.30383000000001
477,Reeth,0.01,0.29629501147640896,0.01,0.01,0.01,0.17236687461670755,0.25007408285066685,0.4550097852908641,0.01,0.01,0.01,0.4093997181344934,0.01,-1.9428115000000001,54.38946
478,Aysgarth,0.01,0.1734233344341979,0.01,0.01,0.01,0.01,0.1741230453933335,0.38613911185485617,0.01,0.01,0.01,0.5592425532890039,0.01,-1.9967433999999997,54.29159
479,Stanhope,0.01,0.6458527570415145,0.01,0.01,0.01,0.1255087738557887,0.12323760611005162,0.6866997570222463,0.01,0.01,0.01,0.27852933425506154,0.01,-2.011302,54.74946
480,Keswick,0.24787921466449875,0.3622056922389016,0.01,0.01,0.1588606076094439,0.01,0.21956420952778904,0.4150835295118701,0.01,0.01,0.01,0.4590626635144578,0.01,-3.134706,54.60128
481,Oxenholme,0.05345484594353162,0.4342752630072523,0.01,0.01,0.01,0.01,0.12560591031222354,0.41085628385852463,0.01,0.01,0.01,0.5642928345816126,0.01,-2.7243327999999996,54.30134
