,placename,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not,longitude,latitude
132,Plymouth,0.11986075831141325,0.06912980185472788,0.01,0.01,0.16003386668301442,0.01,0.2644579112087849,0.5250490209981941,0.01,0.01,0.01,0.3269891951555797,0.01,-4.1426565,50.37546
133,Tavistock,0.12888214342063506,0.07897752822374864,0.01,0.01,0.01,0.01,0.2767191439919324,0.5405617796938668,0.01,0.01,0.01,0.30416610968311114,0.01,-4.141654,50.551120000000004
134,Porthmadog,0.3092983725272828,0.2759195316148525,0.01,0.01,0.01,0.01,0.01,0.40183755471726657,0.2377933406396193,0.01,0.01,0.6599949585031337,0.01,-4.1333839999999995,52.92784
135,Bangor,0.25659617039563165,0.3584398576786525,0.01,0.01,0.01,0.01,0.0368855913539375,0.4917555851793026,0.19727507923532173,0.01,0.01,0.5452676767483874,0.01,-4.129263,53.22739
136,Tywyn,0.211803823760955,0.2465628834602541,0.01,0.01,0.33935161872035313,0.01,0.15112076032738,0.21751292887464424,0.16283803296576907,0.4571571076540286,0.01,0.7019207339197255,0.01,-4.087249,52.58701
137,Aberystwyth,0.01,0.5194720451656002,0.01,0.01,0.3198871665470184,0.01,0.10953748871458092,0.2600372502859953,0.15349800485395676,0.4309355953147441,0.8890456072637597,0.6873530995657433,0.01,-4.08292,52.4153
138,Lampeter,0.16091954177560666,0.4067152471774243,0.01,0.01,0.2578249344871194,0.01,0.2243764890673217,0.22107798924090727,0.01,0.3473285372136393,0.7165593040918341,0.6322449556386471,0.01,-4.0785089999999995,52.1129
139,Barnstaple,0.09368335652909857,0.1683853221564854,0.01,0.01,0.01,0.01,0.1865988281009576,0.3979801646954269,0.01,0.01,0.01,0.53070233398389,0.01,-4.058338,51.07816
140,Tain,0.01,0.17204186347009753,0.01,0.01,0.2287268461865769,0.01,0.2907550065257249,0.3042062569135209,0.01,0.01,0.01,0.5242725158215158,0.01,-4.05523,57.8115
141,Okehampton,0.08657832222183562,0.15093466895356825,0.01,0.01,0.01,0.01,0.166536386870014,0.4729409762600334,0.01,0.01,0.01,0.475179030428489,0.01,-4.004263,50.73831
142,Llandeilo,0.6047659745515386,0.4444137375352892,0.01,0.01,0.01,0.01,0.4425050917164508,0.400175095252952,0.01,0.01,0.5385929775068073,0.23920069358775065,0.01,-3.9914300000000003,51.88469
143,Motherwell,0.01,0.2870320341086406,0.01,0.2254560834144587,0.06398344350937074,0.01,0.3241847740206992,0.4696115192254967,0.01,0.01,0.01,0.3212262295332412,0.01,-3.9810968,55.78321
144,Golspie,0.01,0.17251429832414494,0.01,0.01,0.22918912128404365,0.01,0.291698022640399,0.30664208525966485,0.01,0.01,0.01,0.5208832549737041,0.01,-3.976086,57.97341
145,Airdrie,0.01,0.31066902810953384,0.01,0.240737029055582,0.06832010896560582,0.01,0.336133569993797,0.4577012602698282,0.01,0.01,0.01,0.32037032086072104,0.01,-3.9625660000000003,55.86626999999999
146,Swansea,0.5647163123328212,0.3698002903494929,0.01,0.01,0.01,0.01,0.5081022136558719,0.3693265639920205,0.01,0.01,0.01,0.22081947239971425,0.01,-3.9436459999999998,51.62144
147,Stirling,0.01,0.4862395661300708,0.01,0.01,0.13787234294445955,0.01,0.23087324044883584,0.4530939482466839,0.01,0.01,0.01,0.417952312022824,0.01,-3.9369029,56.116519999999994
148,Tregaron,0.01,0.4958787344685728,0.01,0.01,0.3069012109781814,0.01,0.1581860164031551,0.18731826303996368,0.01,0.4134415815529728,0.8529544227401069,0.72813040671894,0.01,-3.934385,52.22
149,Tregaron,0.01,0.4958787344685728,0.01,0.01,0.3069012109781814,0.01,0.1581860164031551,0.18731826303996368,0.01,0.4134415815529728,0.8529544227401069,0.72813040671894,0.01,-3.934385,52.22
150,Castle Douglas,0.4422952953076797,0.20268526074489907,0.01,0.01,0.2024698701304651,0.01,0.2847565920585693,0.4595728507814052,0.01,0.01,0.01,0.3485263169955731,0.01,-3.9314139999999997,54.940419999999996
151,Dolgellau,0.21243955683938265,0.1315388648283902,0.01,0.01,0.34037018885477144,0.01,0.15210213806566855,0.2549228049276267,0.16332679160042698,0.4585292731334487,0.01,0.6687618160082806,0.01,-3.8844,52.74215
152,Aberfeldy,0.16945996357322576,0.1849329192417784,0.01,0.01,0.01,0.01,0.291368266447536,0.13626003346853108,0.01,0.01,0.01,0.6912297051106264,0.01,-3.866969,56.62175
153,Machynlleth,0.21633554085447632,0.25315863740912364,0.01,0.01,0.34661232584056445,0.01,0.15193197917611292,0.2298849401064563,0.16632208667340756,0.4669383601469896,0.01,0.68735615501839,0.01,-3.853485,52.59027
154,Brora,0.01,0.17298863379594112,0.01,0.01,0.2296532674815001,0.01,0.2926448425447564,0.3090877461686096,0.01,0.01,0.01,0.517480626520565,0.01,-3.852548000000001,58.012159999999994
155,Llandudno,0.2433619857821033,0.20394350059887226,0.01,0.01,0.01,0.01,0.08852620428689523,0.3679114312996946,0.01,0.01,0.01,0.6437995317518819,0.01,-3.827609,53.324059999999996
156,Llandudno,0.2433619857821033,0.20394350059887226,0.01,0.01,0.01,0.01,0.08852620428689523,0.3679114312996946,0.01,0.01,0.01,0.6437995317518819,0.01,-3.827609,53.324059999999996
157,Aviemore,0.01,0.1833740650138905,0.01,0.01,0.23981543832581145,0.01,0.2720132896318365,0.2693282657817361,0.01,0.01,0.01,0.5762518762388906,0.01,-3.823812,57.19449
158,Dalbeattie,0.4548839582761036,0.21021050948592912,0.01,0.01,0.2082325972788854,0.01,0.2532823771192824,0.4948248574751114,0.01,0.01,0.01,0.3413853422297928,0.01,-3.8225269999999996,54.934219999999996
159,Falkirk,0.01,0.5963657005497004,0.01,0.01,0.01,0.01,0.2861706711062557,0.4210568114133365,0.01,0.01,0.01,0.3973154029187213,0.01,-3.7839131,56.00188000000001
160,Kingsbridge,0.07385507530882962,0.15999517644848438,0.01,0.01,0.05916521361577464,0.01,0.19398744676565985,0.4627525503209765,0.01,0.01,0.01,0.4578049628189601,0.01,-3.777493,50.28395
161,Pitlochry,0.07516224177683252,0.6356891650000592,0.01,0.01,0.01,0.01,0.2032784863280266,0.3716519650944021,0.01,0.01,0.01,0.5194479560931454,0.01,-3.729711,56.70436
162,Colwyn Bay,0.2471866541082353,0.20811850107518565,0.01,0.01,0.01,0.01,0.14921061045280595,0.3944570818088134,0.01,0.01,0.01,0.5593013707524435,0.01,-3.72764,53.29318000000001
163,Totnes,0.07432038257597195,0.1613919914241655,0.01,0.01,0.059537982093731866,0.01,0.1963174702759128,0.4574459918125006,0.01,0.01,0.01,0.4608585058072697,0.01,-3.685797,50.43374
164,Grantown-on-Spey,0.01,0.18182897094945946,0.01,0.01,0.2383035668540965,0.01,0.2890318088674997,0.25665220145408457,0.01,0.01,0.01,0.5731185095501994,0.01,-3.609628,57.33041
165,Dumfries,0.4724517883718397,0.22071221060834886,0.01,0.01,0.21627463039481507,0.01,0.25441991256382424,0.5126690680810428,0.01,0.01,0.01,0.3205521202931708,0.01,-3.60512,55.070859999999996
166,Whitehaven,0.32164755180657306,0.3311986588870313,0.01,0.01,0.14724086121312008,0.01,0.23004923439223146,0.40597895453385147,0.01,0.01,0.01,0.456305117501251,0.01,-3.589233,54.5497
167,Dartmouth,0.07439850708716292,0.16162650138565074,0.01,0.01,0.059600556213388965,0.01,0.1988354576487069,0.4608612946837979,0.01,0.01,0.01,0.4550145706898063,0.01,-3.578807,50.35252
168,Bridgend,0.6166505331081316,0.5740281882627088,0.01,0.01,0.01,0.01,0.6037101840844017,0.13689650282213464,0.01,0.01,0.01,0.35242125525633355,0.01,-3.576945,51.50429000000001
169,Paignton,0.09918063114582908,0.18865373388486686,0.01,0.01,0.059590123413446126,0.01,0.19451698284859087,0.4553232927740119,0.01,0.01,0.01,0.4620104114548921,0.01,-3.564235,50.43508
170,Workington,0.3206760135611355,0.2800048399308231,0.01,0.01,0.1467961177555573,0.01,0.2340615850545381,0.4024392319255751,0.01,0.01,0.01,0.4586910440863622,0.01,-3.5427519999999997,54.64357
171,Llanidloes,0.01,0.1390719555491556,0.01,0.01,0.3536382496020624,0.01,0.20274340642396133,0.16435733802270938,0.01,0.4764033245326493,0.01,0.7340912129001209,0.01,-3.5401949999999998,52.44779000000001
172,Exeter,0.03565630860311533,0.2399383189277068,0.01,0.01,0.08569269403040404,0.01,0.12791347527700594,0.4316824082215352,0.01,0.01,0.01,0.5487627326440739,0.01,-3.533899,50.71841
173,Torquay,0.09883439333436404,0.18777970468139613,0.01,0.01,0.059382091114586165,0.01,0.19110506443437625,0.4684115683883106,0.01,0.01,0.01,0.4520817180810225,0.01,-3.525315,50.46192
174,Thurso,0.01,0.0906146321205234,0.01,0.01,0.2235750955548085,0.01,0.2962018714888036,0.3391939189380833,0.01,0.01,0.01,0.4879947446214482,0.01,-3.5220800000000003,58.59356999999999
175,Livingston,0.04859442269411875,0.5394732501263485,0.01,0.01,0.01,0.01,0.16172750646168774,0.4284100556863412,0.01,0.01,0.01,0.5075332184992379,0.01,-3.518068,55.90071
176,Rhyl,0.01,0.8797692622239196,0.01,0.01,0.20990282050973247,0.01,0.1412502498260272,0.3841037713550973,0.01,0.01,0.01,0.5503374365516158,0.01,-3.4916339999999995,53.319140000000004
177,Tiverton,0.1166266172969961,0.23269298636974306,0.01,0.01,0.01,0.01,0.14630795473182734,0.4761853438087945,0.01,0.01,0.01,0.4853315357086933,0.01,-3.491207,50.90205
178,Tiverton,0.1166266172969961,0.23269298636974306,0.01,0.01,0.01,0.01,0.14630795473182734,0.4761853438087945,0.01,0.01,0.01,0.4853315357086933,0.01,-3.491207,50.90205
179,Minehead,0.01,0.2695974279913494,0.01,0.01,0.01,0.01,0.3857522663808483,0.3220595437312683,0.01,0.01,0.01,0.41946094176689175,0.01,-3.481152,51.20428
180,Dunfermline,0.01,0.1282368891640544,0.01,0.01,0.01,0.01,0.2270822784392662,0.4998409772054722,0.01,0.01,0.01,0.3966600083261089,0.01,-3.452151,56.07174000000001
181,Perth,0.051399983030319986,0.4152090692657887,0.01,0.01,0.01,0.01,0.25321447542685105,0.3953064639646029,0.01,0.01,0.01,0.4606083406218609,0.01,-3.4308381000000003,56.39499
182,Prestatyn,0.051679378308383365,0.9631281392932152,0.01,0.01,0.11040077351500376,0.01,0.10346320078299796,0.3142214784770872,0.01,0.01,0.01,0.6530205059065721,0.01,-3.4076129999999996,53.33651
183,Builth Wells,0.6114710861028371,0.3832771226921846,0.01,0.01,0.01,0.01,0.7156370597078033,0.10912026926095043,0.01,0.01,0.01,0.2845413192680664,0.01,-3.4045919999999996,52.15002
184,Braemar,0.07492355079881075,0.5789501469664263,0.01,0.01,0.01,0.01,0.2268242681943657,0.3640517722249008,0.01,0.01,0.01,0.5077176914527527,0.01,-3.3979439,57.00646999999999
185,Brecon,1.0,0.14043781981466938,0.01,0.01,0.01,0.01,0.9369226863965192,0.044952208072155865,0.01,0.01,0.01,0.13152807006152922,0.01,-3.391463,51.94895
186,Merthyr Tydfil,0.8786206903092567,0.32903473604537475,0.01,0.01,0.01,0.01,1.0,0.013595030774030731,0.01,0.01,0.01,0.1008887547884673,0.01,-3.381646,51.74873
187,Llandrindod Wells,0.09555955509768307,0.3207696525304539,0.01,0.01,0.30621061632196583,0.01,0.2539550813713569,0.35421429314273306,0.01,0.4125112478277725,0.01,0.4830689730241724,0.01,-3.377742,52.2417
188,Corwen,0.23462246609539186,0.5358880283348422,0.01,0.01,0.01,0.01,0.2645942001838202,0.2419026009019487,0.01,0.01,0.01,0.5889426988049359,0.01,-3.369242,52.98005
189,Cockermouth,0.3467070964433006,0.3618101551427913,0.01,0.01,0.15871238247025618,0.01,0.21636352283854,0.4182662544553801,0.01,0.01,0.01,0.4535605571617901,0.01,-3.367985,54.66326
190,Lockerbie,0.4129277196665483,0.18512991904403686,0.01,0.01,0.18902625484413613,0.01,0.2508015373946719,0.4669434911270575,0.01,0.01,0.01,0.3760360848957517,0.01,-3.349008,55.12224000000001
191,Blairgowrie,0.056291973168654016,0.45035846037044336,0.01,0.01,0.18038176155150795,0.01,0.207152807983847,0.3788199033761615,0.01,0.01,0.01,0.5126564487237758,0.01,-3.3378318,56.58941
192,Elgin,0.01,0.15707800634345856,0.01,0.01,0.21408467228681602,0.01,0.26470548126498017,0.3484259390570193,0.01,0.01,0.01,0.5054329767365471,0.01,-3.318485,57.64945
193,Newtown,0.01,0.2628065130492629,0.01,0.01,0.2286290273471129,0.01,0.2708392135268265,0.2776401849278157,0.01,0.3079973075180479,0.01,0.5577155908290586,0.01,-3.313106,52.51211
194,Ruthin,0.21833761770096727,0.3752410481638016,0.01,0.01,0.01,0.01,0.19657544005496555,0.2354895009028938,0.01,0.01,0.01,0.6684383199593625,0.01,-3.3103108,53.114869999999996
195,Ruthin,0.21833761770096727,0.3752410481638016,0.01,0.01,0.01,0.01,0.19657544005496555,0.2354895009028938,0.01,0.01,0.01,0.6684383199593625,0.01,-3.3103108,53.114869999999996
196,Sidmouth,0.03254150599993132,0.2668708064047604,0.01,0.01,0.07820689925142621,0.01,0.1344029832717828,0.4443671705855099,0.01,0.01,0.01,0.5289156580490169,0.01,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.04648379396973898,0.32730912965135056,0.01,0.01,0.14895247544374046,0.01,0.15937959704675386,0.37522345444403465,0.01,0.01,0.01,0.5690494104886049,0.01,-3.2188939999999997,54.10896999999999
198,Peebles,0.15196516906645327,0.36054245855660505,0.01,0.01,0.13280632271222134,0.01,0.06901745724995638,0.35268343874975183,0.01,0.01,0.01,0.6703094027735871,0.01,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.15333442887896406,0.3643471012589337,0.01,0.01,0.13400295352566385,0.01,0.06790294687275278,0.3430006334439496,0.01,0.01,0.01,0.6808381106608562,0.01,-3.1882669999999997,55.95325
200,Cardiff,0.3239727716756166,0.1754929912711735,0.01,0.01,0.11394185859559865,0.01,0.32992012001199245,0.1959440678446834,0.01,0.01,0.01,0.5828573829284224,0.01,-3.17909,51.48158
201,Llangollen,0.13937206125358031,0.4454175959283885,0.01,0.3934197576135509,0.2233016087763072,0.01,0.1435621446365129,0.4487589225780224,0.01,0.01,0.01,0.4888369037570605,0.01,-3.1716599999999997,52.96921
202,Kirkcaldy,0.11298833517105475,0.3220077813762979,0.01,0.01,0.12068644829863827,0.01,0.09906913577938864,0.35700447192519685,0.01,0.01,0.01,0.6419979604853587,0.01,-3.158137,56.11682
203,Welshpool,0.16745531041562098,0.25817933552271105,0.01,0.01,0.01,0.01,0.2510028954528001,0.3054224692968773,0.01,0.01,0.01,0.554972558215921,0.01,-3.146407,52.66035
204,Mold,0.2499141748665789,0.3588656810413272,0.01,0.3527291481534715,0.20020597522287129,0.01,0.1647042146839474,0.3625712151724007,0.01,0.01,0.01,0.5557952388409138,0.01,-3.1419029999999997,53.1672
205,Mold,0.2499141748665789,0.3588656810413272,0.01,0.3527291481534715,0.20020597522287129,0.01,0.1647042146839474,0.3625712151724007,0.01,0.01,0.01,0.5557952388409138,0.01,-3.1419029999999997,53.1672
206,Taunton,0.05444444667787655,0.3245944525974422,0.01,0.01,0.01,0.01,0.216372263461642,0.45899613315559096,0.01,0.01,0.01,0.4353745030115309,0.01,-3.106849,51.01534
207,Wick,0.01,0.08957072941119898,0.01,0.01,0.2220429028032049,0.01,0.3127754687290652,0.3380998572387515,0.01,0.01,0.01,0.4735604043891578,0.01,-3.093716,58.43894
208,John o' Groats,0.01,0.08962011456831077,0.01,0.01,0.22211538808280773,0.01,0.3050089799785911,0.3520844087698897,0.01,0.01,0.01,0.4667624041829145,0.01,-3.0688997000000002,58.63734
209,Dalkeith,0.15394078917958393,0.3660319525365992,0.01,0.01,0.13453287172275988,0.01,0.06433284745990007,0.33807489765625737,0.01,0.01,0.01,0.6890488757843919,0.01,-3.066606,55.893119999999996
210,Oswestry,0.15358649685699952,0.329484378938615,0.01,0.01,0.01,0.01,0.2156517690434404,0.286202834425315,0.01,0.01,0.01,0.6049723672501307,0.01,-3.056412,52.85715
211,Blackpool,0.08204245755053229,0.1961067436992706,0.01,0.01,0.4779936074605951,0.01,0.2294771282375257,0.3225530627487685,0.01,0.01,0.01,0.5475550649856584,0.3003354542380445,-3.0356748,53.81751
212,Birkenhead,0.04563200464664605,0.9981746498046126,0.01,0.01,0.09748199610579868,0.01,0.1181759355511774,0.3253564776734645,0.01,0.01,0.01,0.6269173920183938,0.01,-3.023009,53.389990000000004
213,Cupar,0.05049544302939533,0.39762941356470266,0.01,0.01,0.1618073746332956,0.01,0.2321914154374862,0.3990250635807546,0.01,0.01,0.01,0.472163298666677,0.01,-3.010137,56.32023
214,Southport,0.01,0.2857239687105163,0.01,0.01,0.3708710351476268,0.01,0.2085087376083964,0.24265630465817656,0.01,0.01,0.01,0.6505303119999082,0.4660552709706181,-3.010113,53.64571
215,Bridgwater,0.01,0.2716559438088389,0.01,0.01,0.01,0.01,0.2285439048579938,0.3750510064195289,0.01,0.01,0.01,0.5142200766154749,0.01,-3.003632,51.12789
216,Langholm,0.3373813031893231,0.2101192721079045,0.01,0.01,0.15444330341365073,0.01,0.22020441970416474,0.4550309631184352,0.01,0.01,0.01,0.4209512387950826,0.01,-2.998913,55.153059999999996
217,Newport,0.4371345053246263,0.0316503924597951,0.01,0.01,0.01,0.01,0.4842883860144042,0.05715139310397008,0.01,0.01,0.01,0.5821718157409284,0.01,-2.997664,51.58415
218,Axminster,0.028765610640515964,0.3072456833223775,0.01,0.01,0.01,0.01,0.16953478478663794,0.3601160998761476,0.01,0.01,0.01,0.5816867626333421,0.01,-2.9949369999999997,50.78273
219,Wrexham,0.2561705128396409,0.4043487540237661,0.01,0.36155934038222304,0.20521791499540584,0.01,0.18360354605460616,0.40104678976278935,0.01,0.01,0.01,0.4961761010132644,0.01,-2.9924939999999998,53.04304000000001
220,Liverpool,0.04571059629117084,1.0,0.01,0.01,0.09764988480487864,0.01,0.12042458224171647,0.3274685877981678,0.01,0.01,0.01,0.6225618442712171,0.01,-2.9915726,53.40837
221,Weston-super-Mare,0.16602420498082476,0.210137575211346,0.01,0.01,0.1197016260040351,0.1832391263681874,0.2593783952110773,0.2471800398975145,0.01,0.01,0.01,0.6016212995603966,0.01,-2.977255,51.347409999999996
222,Dundee,0.05105393631885513,0.4027098729721356,0.01,0.01,0.16359701940348834,0.01,0.22794760012636675,0.4134036739749079,0.01,0.01,0.01,0.4613057476883591,0.01,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.01,0.08949895404987726,0.01,0.01,0.22193755420378225,0.01,0.30462398790362505,0.3547815563812388,0.01,0.01,0.01,0.4644135249611385,0.01,-2.9622491,58.984669999999994
224,Ambleside,0.01,0.4617119627399807,0.01,0.01,0.01,0.01,0.1400799370448528,0.4251297614658083,0.01,0.01,0.01,0.5377443884702495,0.01,-2.961333,54.42874000000001
225,Orkney Islands,0.01,0.08949895404987726,0.01,0.01,0.22193755420378225,0.01,0.30462398790362505,0.3547815563812388,0.01,0.01,0.01,0.4644135249611385,0.01,-2.9605206,58.980940000000004
226,Lyme Regis,0.030131027219689487,0.2260860064144149,0.01,0.01,0.01,0.3325528610281569,0.12175845797927234,0.3893876393340331,0.0694955846992222,0.01,0.01,0.5914004285272335,0.01,-2.936639,50.725159999999995
227,Carlisle,0.38596036002787065,0.28938467438578097,0.01,0.01,0.17668138349178605,0.01,0.22994410411992106,0.4445483166463396,0.01,0.01,0.01,0.4150565067773759,0.01,-2.932931,54.892469999999996
228,Chester,0.1774249691147011,0.4547613727287406,0.01,0.2504177943407732,0.1421349468611005,0.01,0.16335261490510128,0.4212901456921083,0.01,0.01,0.01,0.5008517074251317,0.01,-2.893075,53.19339
229,Forfar,0.05385070605504738,0.4281510785905285,0.01,0.01,0.1725589646543769,0.01,0.21209506382617446,0.4384105284057066,0.01,0.01,0.01,0.4493027838992921,0.01,-2.889062,56.64356
230,Morecambe,0.047412766459577496,0.2833279232686929,0.01,0.01,0.1519292594474277,0.01,0.15794662044819407,0.3855283584347317,0.01,0.01,0.01,0.5620188139496689,0.01,-2.864968,54.074169999999995
231,Selkirk,0.15065970834289658,0.4551638169478888,0.01,0.01,0.01,0.01,0.13712860090909762,0.4690450123379752,0.01,0.01,0.01,0.4883724749548364,0.01,-2.838524,55.55066
232,Galashiels,0.1507951911652573,0.3572915368844774,0.01,0.01,0.13178384027782458,0.01,0.07588439020618039,0.34351986839492865,0.01,0.01,0.01,0.673341175661792,0.01,-2.814449,55.62373
233,Lancaster,0.049158061528028235,0.2960289945263909,0.01,0.01,0.15752187525678013,0.01,0.17304386170116726,0.3593412182923485,0.01,0.01,0.01,0.5733060379563604,0.01,-2.8007399,54.046569999999996
234,St Andrews,0.05071252555183947,0.3996041245012173,0.01,0.01,0.16250298156948367,0.01,0.22814677302871936,0.4208718835975833,0.01,0.01,0.01,0.4537843690681249,0.01,-2.7967214,56.33978000000001
235,Hawick,0.4070766694050117,0.1838596651225873,0.01,0.01,0.01,0.01,0.2045082434394644,0.5711958854506431,0.01,0.01,0.01,0.3211865086488405,0.01,-2.780914,55.42706
236,Bridport,0.04556020766879488,0.2366906113083573,0.01,0.01,0.01,0.5028430561156809,0.16344236815528787,0.4007847141465999,0.10508215527649796,0.01,0.01,0.5341947163585112,0.01,-2.758301,50.733579999999996
237,Shrewsbury,0.2155887220537129,0.2912943780144203,0.01,0.01,0.01,0.01,0.3336343183084856,0.4062565353452268,0.01,0.01,0.01,0.3709120908080524,0.01,-2.7553267999999997,52.7073
238,Penrith,0.2850111833135669,0.4879312240916249,0.01,0.01,0.01,0.01,0.197319687925764,0.4599430845884033,0.01,0.01,0.01,0.4318844122263935,0.01,-2.752708,54.6641
239,Kendal,0.05329384065447815,0.4327814083611512,0.01,0.01,0.01,0.01,0.1246980185533484,0.4126000510536913,0.01,0.01,0.01,0.5634709178197819,0.01,-2.74629,54.32801
240,Street,0.01,0.26489167614567577,0.01,0.01,0.01,0.01,0.2312865586171881,0.35171720036683035,0.01,0.01,0.01,0.5355314768912297,0.01,-2.7429189999999997,51.12468
241,Glastonbury,0.01,0.19838159771830685,0.01,0.01,0.01,0.01,0.2658189799959915,0.326548108649819,0.01,0.01,0.01,0.5316457049884078,0.01,-2.718454,51.14743
242,Hereford,0.1373436833848402,0.4880117144806722,0.01,0.01,0.01,0.01,0.23968573089636666,0.4609153737792023,0.3871704203022908,0.01,0.01,0.3717053627013256,0.01,-2.715974,52.0564
243,Ludlow,0.06927677935970515,0.4172318905548276,0.01,0.01,0.01,0.01,0.3020975027028152,0.35384595021319626,0.2485515820247533,0.01,0.01,0.43783337852857024,0.01,-2.7139129,52.36775
244,Preston,0.1773808604035449,0.31479008503657396,0.01,0.01,0.40599888491512615,0.01,0.2662821116228557,0.4439878605666959,0.01,0.01,0.01,0.3813227818368615,0.34013246742709585,-2.70309,53.7632
245,Whitchurch,0.1433070862909361,0.3380651349737601,0.01,0.2696850432243274,0.15307086858117167,0.01,0.18148414728160348,0.44241389416758825,0.07345112625110277,0.01,0.01,0.4641224930965869,0.01,-2.682045,52.96872
246,Wells,0.01,0.2619266351968664,0.01,0.01,0.01,0.01,0.21711189822580326,0.33608191281164024,0.01,0.01,0.01,0.5648473992369011,0.01,-2.6445979,51.20935
247,Yeovil,0.1381928610079305,0.2148503037148532,0.01,0.01,0.01,0.5084065512178702,0.1704882006241695,0.3505792703103875,0.01,0.01,0.01,0.5816241258540942,0.01,-2.633308,50.94206
248,Wigan,0.3182045243363869,0.7156956304998836,0.01,0.641591733803659,0.14566473730175725,0.01,0.25905786523148866,0.42356411492753215,0.0698972934134045,0.01,0.01,0.37522638994450536,0.01,-2.6325074,53.54506
249,Warrington,0.1948906244103326,0.4080957755587387,0.01,0.01,0.01,0.01,0.2633650500600979,0.4722697147611348,0.01,0.01,0.01,0.3659091690314595,0.01,-2.5969501,53.39004
250,Arbroath,0.0502207473957812,0.3951306420513902,0.01,0.01,0.16092715249811926,0.01,0.2251863320772329,0.4357814523829782,0.01,0.01,0.01,0.4418215080950399,0.01,-2.591543,56.55911
251,Bristol,0.08577706823212766,0.15109476123149587,0.01,0.01,0.2623698590422132,0.17212950410289568,0.2577354008629828,0.32231329948662696,0.035970942114690145,0.01,0.01,0.5273745641205831,0.01,-2.58791,51.45451
252,Guernsey,0.28049317587561523,0.19344486673355088,0.01,0.01,0.1123513895843144,0.5159621254982801,0.19434443647402128,0.4647220882850686,0.10782373041798778,0.01,0.01,0.42574753558647466,0.01,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.1260138456621475,0.2477920886739855,0.01,0.01,0.01,0.01,0.294865446402843,0.4383435913435629,0.3390848362969475,0.01,0.01,0.3582819953633508,0.01,-2.582446,51.91445
254,Jedburgh,0.13146557477883147,0.26118204887860386,0.01,0.01,0.01,0.01,0.17930967448988852,0.6004817955772376,0.01,0.01,0.01,0.3264430329950692,0.01,-2.5549369,55.47772
255,Sedbergh,0.058506928337584876,0.4811514192646707,0.01,0.01,0.01,0.01,0.08719503976113498,0.4191734974614971,0.01,0.01,0.01,0.5895564628552441,0.01,-2.5281740000000004,54.32363
256,Sedbergh,0.058506928337584876,0.4811514192646707,0.01,0.01,0.01,0.01,0.08719503976113498,0.4191734974614971,0.01,0.01,0.01,0.5895564628552441,0.01,-2.5281740000000004,54.32363
257,Nantwich,0.2041274146086636,0.4879252363731078,0.01,0.23048451996196445,0.01,0.01,0.18789838879966844,0.6332435166539033,0.06277451559233774,0.01,0.01,0.2613076573462628,0.01,-2.524102,53.067190000000004
258,Banff,0.11412702929444095,0.1874517090501592,0.01,0.01,0.01,0.01,0.20859577964678733,0.4766508778398616,0.01,0.01,0.01,0.4284432086835964,0.01,-2.524038,57.666509999999995
259,Dunbar,0.14538173867083468,0.3422496539909936,0.01,0.01,0.19057933587562528,0.01,0.08158258854929007,0.3380359455805468,0.01,0.01,0.01,0.6725566881948768,0.01,-2.516737,56.00209
260,Cinderford,0.08281331248465361,0.02868888233338872,0.01,0.01,0.01,0.01,0.3165729457401137,0.34755840447759784,0.44567702696649103,0.01,0.01,0.43516138518945696,0.01,-2.5009579,51.8253
261,Banchory,0.10362778295037507,0.1928097822663124,0.01,0.01,0.01,0.01,0.18014181418187952,0.5155621105974226,0.01,0.01,0.01,0.416303131457031,0.01,-2.4909599,57.05386
262,Blackburn,0.15922156872942647,0.3590107924338292,0.01,0.01,0.3644349161228967,0.01,0.2392991606533405,0.4590933242571213,0.01,0.01,0.01,0.39400749349761466,0.01,-2.487529,53.748580000000004
263,Market Drayton,0.3499735616688619,0.2884846159904596,0.01,0.24697652276112564,0.01,0.01,0.3135533841851455,0.6272025413393084,0.06726626188709396,0.01,0.01,0.15016938665607432,0.01,-2.483485,52.90355
264,Telford,0.6542248062465409,0.11682765851882138,0.01,0.01,0.01,0.1504293448282183,0.3995305233282172,0.3085375008272589,0.07859032503456698,0.01,0.01,0.3846387118211645,0.01,-2.4672611,52.67759
265,Montrose,0.118754657354727,0.4280122639600799,0.01,0.01,0.12684563318488595,0.01,0.14591507181656085,0.5048389445122009,0.01,0.01,0.01,0.4427217208309302,0.01,-2.4661150000000003,56.70692
266,Turriff,0.11207882657012502,0.2441525988374926,0.01,0.01,0.01,0.01,0.2369399612668999,0.4818696996341151,0.01,0.01,0.01,0.3937279195804862,0.01,-2.4623,57.53893000000001
267,Weymouth,0.3806231352001925,0.1757114464209444,0.01,0.01,0.01,0.4000853711020825,0.18426423194991529,0.3424946346352025,0.08360826043943181,0.01,0.01,0.5613596000412486,0.01,-2.457621,50.61443
268,Crewe,0.19986194935985888,0.4764400119222816,0.01,0.22566830212128,0.01,0.01,0.1917245156308846,0.641764188671753,0.06146277405654702,0.01,0.01,0.25007352182929937,0.01,-2.4438209,53.10041
