index,placename,longitude,latitude,himsel,himself,himsen,hissel,hisself
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.23383746969570618,0.01,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.3983536540962977,0.01,0.01,0.19861926842617236
277,Kidderminster,-2.2496839,52.3886,0.01,0.2632344410777652,0.01,0.01,0.1682175886605714
278,Manchester,-2.2426305,53.48076,0.028218793172495576,0.7242387783132745,0.04303908941089729,0.01,0.14905005205611524
279,Burnley,-2.2405035,53.78929,0.01,0.32832742683436406,0.01,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.3981023834864117,0.15636733537105055,0.01,0.24067593650505067
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.2686563427657061,0.01,0.01,0.01
282,Worcester,-2.221575,52.19364,0.01,0.40281687988977927,0.1651831183052994,0.01,0.25424492652902725
283,Trowbridge,-2.208853,51.31966,0.01,0.3831457811970286,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.17292267828668964,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.394253550337171,0.01,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.22178311669657014,0.01,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.14596778743131078,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.3980326684819595,0.05074451785794269,0.01,0.07810444763912441
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.36790212631723435,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.367447287873725,0.01,0.01,0.3106389429621127
293,Macclesfield,-2.119287,53.25866,0.01,0.342434106875548,0.07513032948353199,0.01,0.057819169181544686
294,Hexham,-2.1121439,54.97266,0.12722264583094087,0.29167228557796343,0.01,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.9108968702348206,0.4225184342137929,0.01,0.01,0.08385716168095733
296,Dudley,-2.081112,52.51226,0.01,0.35267427776315047,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.37451581743272216,0.12601458598884016,0.01,0.1939578904007807
298,Bromsgrove,-2.061906,52.33559,0.01,0.2983242686566633,0.01,0.01,0.2709672883862489
299,Skipton,-2.0162787,53.96285,0.01,0.22153623494138608,0.01,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.48086418807706355,0.16216617338699987,0.01,0.01,0.04067903434593625
301,Berwick,-2.005395,55.77024,0.2772664581837175,0.19034427725103845,0.01,0.01,0.35503165988278235
302,Poole,-1.987248,50.71505,0.01,0.3221003937800256,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.35856945627857384,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.3431766226840303,0.01,0.01,0.18275250968494253
305,Evesham,-1.9467700000000001,52.09215,0.01,0.2335842542207806,0.09405416394309422,0.01,0.14476536250674418
306,Buxton,-1.91483,53.259080000000004,0.01,0.27429188466138565,0.01,0.01,0.054341869291410126
307,Keighley,-1.9123580000000002,53.8678,0.01,0.28106649838716175,0.19557471481534733,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.6418573804882313,0.01,0.01,0.1330157919130305
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.4003536694924222,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.2758457724686332,0.29065746201257386,0.01,0.16776423695824255
311,Salisbury,-1.794472,51.06878,0.01,0.2971540162940329,0.01,0.01,0.36728686165576957
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.2495717389458862,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.39172192039769443,0.4567558588799743,0.01,0.3515124940552602
314,Peterhead,-1.784066,57.50812,0.5552063056196369,0.20261418926437252,0.01,0.01,0.04827272219829215
315,Swindon,-1.7797176,51.55577,0.016548217531653735,0.36379353626981237,0.01,0.01,0.31077952741013
316,Bradford,-1.759398,53.79598000000001,0.01,0.427570017458979,0.42072411500815077,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.3302888982309021,0.4011472740424864,0.01,0.17640968963521414
318,Marlborough,-1.7270619999999999,51.42007,0.010948980445184867,0.21901197565076605,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.025078405233086607,0.2877255614968436,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.07096428337972717,0.1902917639667366,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.01,0.21081112716085287,0.17178738083823109,0.01,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.058335987693214734,0.24177565112538524,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.31408075276178243,0.16248909441394316,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.05699481577594991,0.5528166827408347,0.01,0.01,0.1337970406958897
325,Durham,-1.5848520000000001,54.77525,0.33584172172155907,0.36911277737935033,0.09313147776131261,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.07431521948488748,0.22380377068102467,0.01,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.3027250479425232,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.5681125328405734,0.35919328287936203,0.01,0.30714420466329967
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.3786159410569162,0.2446696938099065,0.01,0.01
330,Leamington Spa,-1.5200789,52.28519,0.01820333400518671,0.3701994174568013,0.01,0.01,0.17093150976440907
331,Coventry,-1.519693,52.40682,0.02153239935756154,0.42636903728309544,0.01,0.01,0.20219182515128875
332,Blyth,-1.510277,55.12696,0.1040289647744752,0.23703888773316248,0.01,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.01,0.3543382080177339,0.7426586648001637,0.01,0.25401734041228374
334,Andover,-1.4919233,51.2112,0.01,0.25890970680059755,0.01,0.01,0.18096424412744083
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.2618569475518892,0.01,0.01,0.1417717838494978
336,Barnsley,-1.479726,53.55263000000001,0.01,0.34721317919749917,0.7278620301964993,0.01,0.18671724122990482
337,Derby,-1.4746186000000001,52.92253,0.01,0.41521791144915327,0.3750508130888257,0.01,0.23090679716061466
338,Sheffield,-1.470085,53.381130000000006,0.01,0.5354401583469048,1.0,0.01,0.3694008556671511
339,Nuneaton,-1.465382,52.52049,0.01,0.3526603641338316,0.01,0.01,0.1957534081375338
340,Northallerton,-1.429959,54.337959999999995,0.01,0.19800700764827261,0.01,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.09271952603590299,0.3296991849971191,0.021756171835346408,0.01,0.06697287875521535
342,Chesterfield,-1.421629,53.23505,0.01,0.33943122597228176,0.6242773218008913,0.01,0.16014482989097686
343,Southampton,-1.4043508999999998,50.9097,0.01,0.5085568529657758,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.19360355483437122,0.14598229456392706,0.01,0.12482865870999302
345,Sunderland,-1.383801,54.90687,0.21030593919104545,0.37171905449764503,0.049347231102943166,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.3523562630939959,0.7690947192519908,0.01,0.2630594680772776
347,Castleford,-1.345968,53.72346999999999,0.01,0.29167673108477515,0.6332818474724076,0.01,0.01
348,Thirsk,-1.341377,54.23385,0.01,0.1738419720360763,0.142968059992892,0.01,0.01
349,Banbury,-1.339775,52.0629,0.01,0.27141550948008336,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.04760461475294021,0.3071785946912978,0.01,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.34332401549482094,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.3206129264967333,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.3206129264967333,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.2804614320955515,0.01,0.01,0.15327955381102745
355,Shetland Islands,-1.2659409,60.52965,0.5486212392426348,0.08142245208636124,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.32620514254662636,0.01,0.01,0.17850508447214178
357,Oxford,-1.2577263,51.75202,0.01,0.481538348696969,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.05595572231087495,0.3817035837187271,0.01,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.0846746821637484,0.29030325160811354,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.36922222593269594,0.1688677492678521,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.01,0.30989918750603224,0.2876419463387485,0.01,0.17709195170788822
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.5350912100478445,0.25940690064250177,0.01,0.01
363,Bicester,-1.1535898999999998,51.8996,0.01,0.22037322658409986,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.46634485672210924,0.1929874823967167,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.01,0.36804612995215047,0.7150001015854293,0.01,0.24455707118104789
366,Worksop,-1.122745,53.3093,0.01,0.24445211950759382,0.15808554765675073,0.01,0.48664113274527543
367,Basingstoke,-1.0923964,51.26654,0.01,0.31546596606269584,0.01,0.01,0.0867700184354716
368,Portsmouth,-1.0879769,50.81977,0.01,0.4453400310518657,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.023940614416863522,0.43831975708118354,0.01,0.01,0.01
370,Selby,-1.067189,53.783519999999996,0.012502148635366464,0.22355946224070003,0.19068178019253018,0.01,0.01
371,Helmsley,-1.0562636,54.24651,0.01,0.08699121808578261,0.01,0.01,0.01
372,Towcester,-0.9896879999999999,52.13511,0.01,0.23134168503846395,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.42979762853624426,0.01,0.01,0.12352612186568135
374,Retford,-0.9455030000000001,53.32136,0.01,0.1876754420411203,0.36675405179062476,0.01,0.2822484461741117
375,Petersfield,-0.93899,51.00759,0.01,0.21233284700219884,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.01,0.41770045788241406,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.22663475649132309,0.01,0.01,0.12552372527822306
378,Aylesbury,-0.8084,51.81561,0.01,0.3517830089147216,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.31285218133356374,0.3781674045391701,0.01,0.01
380,Malton,-0.7978970000000001,54.13684,0.011575542200806933,0.18791806741791636,0.035309856141635156,0.01,0.10869573935032877
381,Chichester,-0.774936,50.83761,0.01,0.27785934253685224,0.01,0.01,0.06366833862801222
382,Gainsborough,-0.774465,53.400580000000005,0.01,0.18298716010122032,0.27380722609199726,0.01,0.10535897084419506
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.4067121833342484,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.35496522797426394,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.3260121775812658,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.2051939665199082,0.01,0.01,0.0994573131982399
387,Kettering,-0.7302489999999999,52.39632,0.01,0.2924209321115548,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.25862519750653096,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.2785944596950665,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.2616626266503984,0.01,0.01,0.058432068134507985
391,Scunthorpe,-0.654413,53.58865,0.01,0.2862993311095357,0.6185790102505676,0.01,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.25668664739241265,0.01,0.01,0.14556183098775272
393,Whitby,-0.613347,54.48633,0.03934094994817788,0.202487185739859,0.04000167448319178,0.01,0.24627751948077206
394,Slough,-0.5950406,51.51054,0.01,0.3675320870341912,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.3490639109605351,0.01,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.4243168356047952,0.01,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.38721003477400434,0.522561881878273,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.08264393822726943,0.35619734414458765,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.4619218106391104,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.16487317289823694,0.0566479341757879,0.01,0.1307862148109324
401,Beverley,-0.435093,53.84196,0.01,0.290940520694368,0.04830591692700053,0.01,0.07435102585557939
402,Luton,-0.4200255,51.87867,0.01,0.3810271875403239,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.27714566592244055,0.09638744403008676,0.01,0.5934267103604843
404,Worthing,-0.372882,50.81787,0.01,0.36006538780147856,0.01,0.01,0.05454878171659256
405,Dorking,-0.332378,51.2322,0.042333376110253076,0.336372297509658,0.01,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.43565030165418883,0.1811361057539796,0.01,0.09293310556158882
407,Horsham,-0.325858,51.06288,0.01,0.2627957105726197,0.01,0.01,0.11424096706034333
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.050834510695302794,0.213737260850108,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.3783648132828248,0.01,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.4827926014349343,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.20323856638100998,0.06670265888782778,0.01,0.154000113167277
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.3304242409597805,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.3197149848732623,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.22276259961438816,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.2870499073518345,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.24168264704306996,0.01,0.01,0.08409883206171033
417,Brighton,-0.137163,50.82253,0.01,0.5058450257280463,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.0297687863727724,1.0,0.01,0.01,0.19567278126005588
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.3135676272989344,0.13901117340625538,0.01,0.0713206166424845
420,Boston,-0.026576999999999996,52.97894,0.01,0.31614236952596675,0.01,0.01,0.16795954257038342
421,Royston,-0.024066,52.048140000000004,0.01,0.185626990644866,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.20357604595830542,0.2328002504464281,0.01,0.01
423,Lewes,0.00878,50.873870000000004,0.01,0.26585394003386065,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.138046212022307,0.01,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.2797769284031078,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,0.48300725956624146,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.3015169777261994,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.1819549015706142,0.01,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.3596423561246711,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.32478394018224,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.30001291919112877,0.01,0.01,0.09939458238410778
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.5213392412273917,0.01,0.01,0.37548200690213746
433,Skegness,0.337881,53.1464,0.01,0.19434135129854788,0.01,0.01,0.07994441791023045
434,Downham Market,0.385472,52.606609999999996,0.01,0.1472057146817169,0.01,0.01,0.17467454749531144
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.2561462505717821,0.01,0.01,0.23810527694365446
436,Bexhill,0.4662071,50.849909999999994,0.01,0.2068044310603214,0.01,0.01,0.16324318135302018
437,Chelmsford,0.4685497,51.73559,0.011482661168612962,0.30419812078470815,0.01,0.01,0.21564715047986083
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.24353178108297066,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.2918551475318727,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.02141533112068037,0.250871536097313,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.4536733950284303,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.27966320427528135,0.01,0.01,0.19345165371739328
443,Maldon,0.6714479999999999,51.731809999999996,0.02023195823076185,0.25973247376346664,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.3566822734080245,0.01,0.01,0.22542681862002736
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.3610626788945635,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.01,0.197803630529895,0.01,0.01,0.1103806591740827
447,Ashford,0.8750190000000001,51.14647,0.01,0.2672665110156677,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.2518454506513484,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.36152227019218314,0.01,0.01,0.2237505416163409
450,New Romney,0.939473,50.98512,0.01,0.1571779210570724,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.3438074165571008,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.37115841924366383,0.01,0.01,0.1964747491953882
453,Clacton,1.153035,51.78953,0.01,0.20542484611411937,0.01,0.01,0.1413205650956142
454,Folkestone,1.169456,51.0814,0.01,0.2566378887448631,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.01,0.13195811287789116,0.01,0.01,0.16684506755494027
456,Harwich,1.260297,51.93473,0.01,0.15699069045644765,0.01,0.01,0.10162425002810863
457,Norwich,1.297355,52.63089,0.01,0.4577526272007568,0.01,0.01,0.4946016526339338
458,Cromer,1.301866,52.93145,0.01,0.18981606163376405,0.01,0.01,0.24539743479077275
459,Cromer,1.301866,52.93145,0.01,0.18981606163376405,0.01,0.01,0.24539743479077275
460,Dover,1.3134027,51.12788,0.01,0.22958257225151124,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.21011232515954686,0.01,0.01,0.1261451893659362
462,Margate,1.3868339,51.38965,0.01,0.2570602000130443,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.25334549670491563,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.25819174872326717,0.01,0.01,0.20719425271378017
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.27212250676854727,0.01,0.01,0.21659687184794052
466,Swaffham,0.687481,52.64747,0.01,0.14509475577366682,0.01,0.01,0.18634682671508562
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.34638478603786055,0.01,0.01,0.3386503821141678
468,Ely,0.262363,52.39954,0.01,0.2217009131118566,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.01,0.16877132894216962,0.01,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.0612801368716259,0.20125904631848318,0.01,0.01,0.01
471,Banham,1.0402849,52.45125,0.01,0.21471123571689493,0.01,0.01,0.2011730307190412
472,Holt,1.086747,52.90936,0.01,0.18974884011258786,0.01,0.01,0.21228210868685818
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.11232574722216296,0.01,0.01,0.1734466642061306
474,Horncastle,-0.11245,53.20731,0.01,0.1539491892907817,0.1666440572184816,0.01,0.05129871707196252
475,Market Weighton,-0.6677465,53.86484,0.01,0.14912888836831903,0.029179883672939565,0.01,0.04491280620359902
476,Hawes,-2.1968695,54.303830000000005,0.02558276789394223,0.01,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.024797128758626025,0.18144918181406677,0.01,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.08333429521115322,0.01,0.01,0.01
479,Stanhope,-2.011302,54.74946,0.11711255347117754,0.2617473956448461,0.01,0.01,0.01
480,Keswick,-3.134706,54.60128,0.09444088584776018,0.15068411848812138,0.01,0.5382859000097964,0.2533746606015703
481,Oxenholme,-2.7243327999999996,54.30134,0.051066752494790806,0.11067337889818504,0.01,0.01,0.01
