index,placename,longitude,latitude,FATHER=BATH≠TRAP,FATHER=CLOTH≠LOT,FATHER=DRESS,FATHER=FACE,FATHER=KIT,FATHER=LOT,"FATHER=PALM≠BATH,TRAP",FATHER=SQUARE,FATHER=TRAP
180,Dunfermline,-3.452151,56.071740000000005,0.05165263022234085,0.01,0.01,0.4873824508057879,0.3588656039364423,0.01,0.05682054449336535,0.01,0.5983098543063746
181,Perth,-3.4308381000000003,56.39499,0.03675638126468656,0.01,0.01,0.24773202647294118,0.2553713316106149,0.01,0.026955938706973794,0.01,0.46833772638859017
182,Prestatyn,-3.4076129999999996,53.33651,0.0450627461788817,0.01,0.01,0.01,0.01,0.01,0.30982084273817845,0.01,0.019574136032344487
183,Builth Wells,-3.4045919999999996,52.15002,0.13237329231265382,0.01,0.01,0.020992339062920588,0.01,0.01,0.1227754672990883,0.01,0.1127444487644067
184,Braemar,-3.3979439,57.00646999999999,0.010478855303817177,0.01,0.01,0.07062577898617556,0.01,0.01,0.015369704545712126,0.01,0.12441462048951565
185,Brecon,-3.391463,51.94895,0.17412949075541395,0.01,0.01,0.023869919439915014,0.01,0.01,0.11363217369599413,0.01,0.128199192154702
186,Merthyr Tydfil,-3.381646,51.74873,0.28890114051917454,0.01,0.01,0.039602981208844173,0.01,0.01,0.1885290334108725,0.01,0.21269741654016003
187,Llandrindod Wells,-3.377742,52.2417,0.10542608305430527,0.01,0.01,0.01894812300833525,0.01,0.01,0.12628291081524173,0.01,0.10176549060549109
188,Corwen,-3.369242,52.98005,0.04687933522898828,0.01,0.01,0.01,0.01,0.01,0.18908880745515658,0.01,0.027150959566121693
189,Cockermouth,-3.367985,54.66326,0.010389021502722078,0.01,0.5845285873707281,0.01,0.43307708213683327,0.01,0.2285691043907136,0.01,0.11733103569106644
190,Lockerbie,-3.349008,55.122240000000005,0.05932679080712844,0.01,0.01,0.21325488871859366,0.5495773886405885,0.01,0.07976529470886866,0.01,0.3894146071088579
191,Blairgowrie,-3.3378318,56.58941,0.030473792810578385,0.01,0.01,0.16431072386286535,0.21172195905857621,0.01,0.03352273626379901,0.01,0.37946234752619595
192,Elgin,-3.318485,57.64945,0.047697844715534836,0.01,0.01,0.25718056956755053,0.01,0.01,0.06996010150822263,0.01,0.5801252476358552
193,Newtown,-3.313106,52.51211,0.08628794972285253,0.01,0.01,0.01,0.01,0.01,0.1803502309237206,0.01,0.014992535375339178
194,Ruthin,-3.3103108,53.114869999999996,0.06622255762459872,0.01,0.01,0.01,0.01,0.01,0.2671101112398602,0.01,0.038353913843872725
195,Ruthin,-3.3103108,53.114869999999996,0.06622255762459872,0.01,0.01,0.01,0.01,0.01,0.2671101112398602,0.01,0.038353913843872725
196,Sidmouth,-3.2375599999999998,50.67865,0.19879365120771678,0.01,0.01,0.01,0.01,0.01,0.09719254347977122,0.01,0.07675646358564406
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.031328593437613114,0.01,0.01,0.01,0.01,0.01,0.4049409497507006,0.01,0.09525853911465641
198,Peebles,-3.1936419999999996,55.65306999999999,0.03231727130215938,0.01,0.01,0.2613757785609519,0.4490595562796594,0.01,0.047400875118189065,0.01,0.35562476726862585
199,Edinburgh,-3.1882669999999997,55.95325,0.05741821713804324,0.01,0.01,0.8126777824269334,0.5983844980757906,0.01,0.12632596260396123,0.01,0.9976418412234549
200,Cardiff,-3.17909,51.48158,0.31168443005196506,0.09845787956869695,0.01,0.2192037211638635,0.01,0.01,0.28323950784901625,0.01,0.32964028173551096
201,Llangollen,-3.1716599999999997,52.96921,0.0731582997269096,0.01,0.01,0.01,0.01,0.01,0.20119471049303764,0.01,0.03177814920924317
202,Kirkcaldy,-3.158137,56.11682,0.05647285312790596,0.01,0.01,0.3806178373583758,0.3923549382969163,0.01,0.04141536014009859,0.01,0.7195585290658182
203,Welshpool,-3.146407,52.66035,0.10987597142098399,0.01,0.01,0.01,0.01,0.01,0.22965149690530282,0.01,0.019090955269187287
204,Mold,-3.1419029999999997,53.1672,0.08860840293300587,0.01,0.01,0.01,0.01,0.01,0.3574039000183509,0.01,0.05131905462185417
205,Mold,-3.1419029999999997,53.1672,0.08860840293300587,0.01,0.01,0.01,0.01,0.01,0.3574039000183509,0.01,0.05131905462185417
206,Taunton,-3.106849,51.01534,0.2976638330611627,0.058450407886164034,0.01,0.13013226537397748,0.01,0.01,0.1327481729256841,0.01,0.05591255366162974
207,Wick,-3.093716,58.43894,0.02933725885782383,0.01,0.01,0.23727401992307195,0.01,0.01,0.04302998636326004,0.01,0.3398233739001549
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.01,0.01,0.11300124654738276,0.01,0.01,0.015369704545712126,0.01,0.12138011874974572
209,Dalkeith,-3.066606,55.893119999999996,0.0319851359821458,0.01,0.01,0.45270666133887555,1.0,0.01,0.07037057737701927,0.01,0.527954813911406
210,Oswestry,-3.056412,52.85715,0.10620310610051296,0.01,0.01,0.01,0.01,0.01,0.2920721676845439,0.01,0.046131992743754145
211,Blackpool,-3.0356748,53.81751,0.04230092344927004,0.01,0.01,0.01,0.01,0.01,0.6049314044591612,0.01,0.03674894063061556
212,Birkenhead,-3.023009,53.389990000000004,0.08015945769674451,0.01,0.01,0.01,0.01,0.01,0.5511219986117825,0.01,0.03481927450685116
213,Cupar,-3.010137,56.32023,0.031253326146216016,0.01,0.01,0.21064233076884412,0.21713790206240782,0.01,0.022920176442827647,0.01,0.3982196072022572
214,Southport,-3.010113,53.64571,0.03572474432022935,0.01,0.01,0.14446737322740918,0.01,0.01,0.4715886122755161,0.01,0.062071765863101216
215,Bridgwater,-3.003632,51.12789,0.340328411669375,0.06682818759925706,0.01,0.14878430720390312,0.01,0.01,0.11130177940119401,0.01,0.12785314868255426
216,Langholm,-2.998913,55.153059999999996,0.01,0.01,0.01,0.12305307133795175,0.31711904011426845,0.01,0.09623711410254569,0.01,0.20487476913030314
217,Newport,-2.997664,51.58415,0.22841298907552438,0.07215329481352219,0.01,0.16063996895567792,0.01,0.01,0.16386913972811806,0.01,0.3105921259643689
218,Axminster,-2.9949369999999997,50.78273,0.22709451420509352,0.01,0.01,0.094189541527481,0.01,0.01,0.09608293155081944,0.01,0.04046942378114245
219,Wrexham,-2.9924939999999998,53.043040000000005,0.08559093358686744,0.01,0.01,0.01,0.01,0.01,0.4331103261152141,0.01,0.05948572229230255
220,Liverpool,-2.9915726,53.40837,0.08862766082109692,0.01,0.01,0.23893440137019545,0.01,0.01,0.8124581302712995,0.01,0.05133020045379589
221,Weston-super-Mare,-2.977255,51.347409999999996,0.2593216993377517,0.06077715473977483,0.01,0.135312465991257,0.01,0.01,0.11962817326342479,0.01,0.1744148182419928
222,Dundee,-2.9707209999999997,56.462019999999995,0.061111523516328536,0.01,0.01,0.41188172068760825,0.42458290506720003,0.01,0.06722581262696292,0.01,0.7432691754679621
223,Kirkwall,-2.9622491,58.984669999999994,0.020412609471089013,0.01,0.01,0.3301863800922807,0.01,0.01,0.04490983296284795,0.01,0.35466920277153313
224,Ambleside,-2.961333,54.428740000000005,0.04268812832936893,0.01,0.01,0.01,0.01,0.01,0.3521934784610256,0.01,0.08653242498299829
225,Orkney Islands,-2.9605206,58.980940000000004,0.020888256236203488,0.01,0.01,0.33788025596827737,0.01,0.01,0.045956304596024726,0.01,0.36293356795340476
226,Lyme Regis,-2.936639,50.725159999999995,0.20930389613890835,0.01,0.01,0.08681071881566879,0.01,0.01,0.08855578038257822,0.01,0.03729904309462937
227,Carlisle,-2.932931,54.892469999999996,0.029061344887446824,0.01,0.01,0.01,0.8076346866064166,0.01,0.30903338468162866,0.01,0.43761557444462384
228,Chester,-2.893075,53.19339,0.08202551349811765,0.01,0.01,0.01,0.01,0.01,0.5413936640709649,0.01,0.07125969614893614
229,Forfar,-2.889062,56.64356,0.02448576857910811,0.01,0.01,0.2970541562523898,0.2551786710127881,0.01,0.05387120046617094,0.01,0.43607636967771884
230,Morecambe,-2.864968,54.074169999999995,0.027417658818888167,0.01,0.01,0.01,0.01,0.01,0.3920907985893705,0.01,0.023819099773888772
231,Selkirk,-2.838524,55.55066,0.0376025447377557,0.01,0.01,0.35480904519156353,0.7837504403894108,0.01,0.08272945858278039,0.01,0.348450372631944
232,Galashiels,-2.814449,55.62373,0.023954012645266146,0.01,0.01,0.3390368918975638,0.7489107646325891,0.01,0.07905192634288856,0.01,0.353770937491558
233,Lancaster,-2.8007399,54.046569999999996,0.03578504976882244,0.01,0.01,0.01,0.01,0.01,0.5117500671411062,0.01,0.03108827330909657
234,St Andrews,-2.7967214,56.339780000000005,0.04060842353517581,0.01,0.01,0.2736941643356405,0.2821340631469835,0.01,0.044671350255613626,0.01,0.49390013112632103
235,Hawick,-2.780914,55.42706,0.010915303057253233,0.01,0.01,0.176561697162363,0.455015671825869,0.01,0.13208134432156923,0.01,0.28448021798612805
236,Bridport,-2.758301,50.733579999999996,0.21114932987869636,0.01,0.01,0.01,0.01,0.01,0.12225005249023667,0.01,0.019309055764406658
237,Shrewsbury,-2.7553267999999997,52.7073,0.17627230109867129,0.01,0.01,0.01,0.01,0.01,0.3878171579805771,0.01,0.10209107823482351
238,Penrith,-2.752708,54.6641,0.04310286161996709,0.01,0.01,0.01,0.01,0.01,0.2939752467994796,0.01,0.3594780112124914
239,Kendal,-2.74629,54.32801,0.03211853125501615,0.01,0.01,0.01,0.01,0.01,0.39748535559408094,0.01,0.12556342076374946
240,Street,-2.7429189999999997,51.12468,0.15999233678337782,0.03418876905847226,0.01,0.0761168677657747,0.01,0.01,0.07247049726360832,0.01,0.0654086536046499
241,Glastonbury,-2.718454,51.14743,0.18455300128405544,0.039437138470522284,0.01,0.08780168273643686,0.01,0.01,0.08359555240858503,0.01,0.07544963449737818
242,Hereford,-2.715974,52.0564,0.2907410344545763,0.01,0.01,0.01,0.01,0.01,0.1693217961008633,0.01,0.11886181546960632
243,Ludlow,-2.7139129,52.36775,0.15020740075610856,0.01,0.01,0.01,0.01,0.01,0.22031446628019088,0.39915957053174034,0.021748785647232642
244,Preston,-2.70309,53.7632,0.04735192857554654,0.01,0.01,0.19148656956762192,0.01,0.01,0.5990298245774102,0.01,0.12341100879663679
245,Whitchurch,-2.682045,52.96872,0.07556843779144597,0.01,0.01,0.01,0.01,0.01,0.23751189138175688,0.01,0.05627151872496037
246,Wells,-2.6445979,51.20935,0.21910773916713644,0.04421996755027272,0.01,0.0984500324324155,0.01,0.01,0.08034325318056541,0.01,0.08459996131939986
247,Yeovil,-2.633308,50.94206,0.28525430682652536,0.05453958368274172,0.01,0.12142532163353534,0.01,0.01,0.11560845443948521,0.01,0.052171533264288576
248,Wigan,-2.6325074,53.54506,0.04811717843880879,0.01,0.01,0.3891623241659531,0.01,0.01,0.5822449949260968,0.01,0.16720724343164567
249,Warrington,-2.5969501,53.39004,0.049673761477049806,0.01,0.01,0.4017516632039752,0.01,0.01,0.6557242148294485,0.01,0.0863081920000478
250,Arbroath,-2.591543,56.55911,0.026353680586034607,0.01,0.01,0.31971511636800115,0.2746451338259271,0.01,0.057980798327197956,0.01,0.46934272536617894
251,Bristol,-2.58791,51.45451,0.5651428283034506,0.10265058527370774,0.01,0.2285382375713804,0.01,0.01,0.12433722007628514,0.01,0.1963871984685767
252,Guernsey,-2.5852779999999997,49.46569,0.06636608324154696,0.01,0.01,0.01,0.01,0.01,0.03073941024415212,0.01,0.018207017721426768
253,Ross-on-Wye,-2.582446,51.91445,0.30653462815834576,0.01,0.01,0.01,0.01,0.01,0.09196467994100695,0.01,0.04841855813200881
254,Jedburgh,-2.5549369,55.47772,0.01,0.01,0.01,0.14694764628274248,0.3786975491920298,0.01,0.0999343809470985,0.01,0.25254974388454804
255,Sedbergh,-2.5281740000000004,54.32363,0.029329909175767308,0.01,0.01,0.01,0.01,0.01,0.25273783413201095,0.01,0.04246727979410968
256,Sedbergh,-2.5281740000000004,54.32363,0.029329909175767308,0.01,0.01,0.01,0.01,0.01,0.25273783413201095,0.01,0.04246727979410968
257,Nantwich,-2.524102,53.06718000000001,0.0663601926432834,0.01,0.01,0.01,0.01,0.01,0.33579823787797536,0.01,0.0461203520678472
258,Banff,-2.524038,57.666509999999995,0.02947245932844092,0.01,0.01,0.15891166407727092,0.01,0.01,0.04322828963471268,0.01,0.3584589171338564
259,Dunbar,-2.516737,56.00209,0.04261228283405644,0.01,0.01,0.28719984981930036,0.8881684915238314,0.01,0.04687569833934865,0.01,0.49359245839680516
260,Cinderford,-2.5009579,51.8253,0.3004027486308377,0.04744705607540647,0.01,0.01,0.01,0.01,0.057471031825969514,0.01,0.045386955623460956
261,Banchory,-2.4909599,57.05386,0.022684230234668673,0.01,0.01,0.22933201735361247,0.23640392195692747,0.01,0.04990763146537605,0.01,0.41384555537512163
262,Blackburn,-2.487529,53.748580000000004,0.039300151794446674,0.01,0.01,0.15892597148602106,0.01,0.01,0.4539379151813104,0.01,0.17071008662901507
263,Market Drayton,-2.483485,52.90355,0.07539625744363394,0.01,0.01,0.01,0.01,0.01,0.19698191025614128,0.01,0.04912539126814913
264,Telford,-2.4672611,52.67759,0.15757321393510484,0.01,0.01,0.01,0.01,0.01,0.34667724663088584,0.5583112069048937,0.060840793914250034
265,Montrose,-2.4661150000000003,56.70692,0.024201524020521937,0.01,0.01,0.2936057847116985,0.2522164136317998,0.01,0.053245833304525925,0.01,0.4310141501762791
266,Turriff,-2.4623,57.53893000000001,0.03073305903973787,0.01,0.01,0.1657086536201223,0.01,0.01,0.04507725543787502,0.01,0.373790966706479
267,Weymouth,-2.457621,50.61443,0.2720275306682493,0.01,0.01,0.01,0.01,0.01,0.15749697108718222,0.01,0.024876208520977276
268,Crewe,-2.4438209,53.1004,0.08308030047732991,0.01,0.01,0.01,0.01,0.01,0.4204059299921849,0.01,0.05774083159333342
269,Fortuneswell,-2.4422189999999997,50.55919,0.16500264593595665,0.01,0.01,0.01,0.01,0.01,0.09553230473564397,0.01,0.015089061819340806
270,Dorchester,-2.4411810000000003,50.71116,0.33390674658546876,0.01,0.01,0.01,0.01,0.01,0.21265580103724635,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.025817281112008643,0.01,0.01,0.01,0.01,0.01,0.125772906632357,0.01,0.14098084438586775
272,Kelso,-2.432207,55.600030000000004,0.021093922712906603,0.01,0.01,0.21325439742093655,0.6594914189103744,0.01,0.11602198155011154,0.01,0.2565549174385052
273,Wincanton,-2.416007,51.055690000000006,0.16958687321989324,0.03623902594605841,0.01,0.01,0.01,0.01,0.09876402215665894,0.01,0.051998346670810734
274,Clitheroe,-2.3930830000000003,53.8711,0.028101287024164114,0.01,0.01,0.01,0.01,0.01,0.33231321136149256,0.01,0.13427150388460635
275,Sark,-2.3666256000000003,49.43007,0.06636608324154696,0.01,0.01,0.01,0.01,0.01,0.03073941024415212,0.01,0.018207017721426768
276,Bath,-2.3590167,51.38106,0.41523280851696176,0.07542144867531585,0.01,0.01,0.01,0.01,0.11419435236787125,0.01,0.1442934491829013
277,Kidderminster,-2.2496839,52.3886,0.12644426504178236,0.01,0.01,0.01,0.01,0.01,0.30273657720402286,0.4743694122377749,0.05169341272796401
278,Manchester,-2.2426305,53.48076,0.034963399864344366,0.01,0.01,0.2827771750192002,0.01,0.01,1.0,0.01,0.12149787700312159
279,Burnley,-2.2405035,53.78929,0.03661365838108401,0.01,0.01,0.01,0.01,0.01,0.4128382437754126,0.01,0.2067528182462585
280,Gloucester,-2.238156,51.86424,0.4570143687666278,0.01,0.01,0.01,0.01,0.01,0.1371107088441354,0.01,0.0721875271131185
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.0603935303261112,0.01,0.01,0.01,0.01,0.01,0.39861590955093035,0.01,0.05246690251441102
282,Worcester,-2.221575,52.19364,0.2622604776687324,0.01,0.01,0.01,0.01,0.01,0.3577399831476232,0.669051106260448,0.036454215735622165
283,Trowbridge,-2.208853,51.31966,0.40167039362707463,0.07295801862463099,0.01,0.01,0.01,0.01,0.11046451418281424,0.01,0.1395805084335881
284,Shaftesbury,-2.198083,51.0046,0.1967384949972669,0.01,0.01,0.01,0.01,0.01,0.13225816067687068,0.01,0.018990734742833908
285,Alderney,-2.1973557,49.715,0.07509846335998493,0.01,0.01,0.01,0.01,0.01,0.028818196743665155,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.0822687087532152,0.01,0.01,0.01,0.01,0.01,0.5429988276917322,0.01,0.07147097211959509
287,Colne,-2.176991,53.85564,0.013507669780781321,0.01,0.01,0.01,0.01,0.01,0.31947128393102847,0.01,0.15255229434047476
288,Blandford Forum,-2.165353,50.85691,0.17561227866737414,0.01,0.01,0.01,0.01,0.01,0.12878834695862784,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.020744258835944537,0.01,0.01,0.16777552910343885,0.01,0.01,0.5476740425256631,0.01,0.14417266223082872
290,Jersey,-2.13125,49.21444,0.07335198712672024,0.01,0.01,0.01,0.01,0.01,0.023054557394932125,0.01,0.018207017721426768
291,Wolverhampton,-2.12882,52.586969999999994,0.08738898915629432,0.01,0.01,0.15706334882330064,0.01,0.01,0.4592991205055418,0.6192708873240751,0.06748374735597407
292,Stafford,-2.12066,52.80669,0.09712445612277977,0.01,0.01,0.1571047217289347,0.01,0.01,0.4273675415159335,0.619434012815637,0.10125228035930368
293,Macclesfield,-2.119287,53.25866,0.036649510519566456,0.01,0.01,0.14820703272883956,0.01,0.01,0.5442705996904066,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.05651964537992654,0.01,0.01,0.01,0.01,0.01,0.29310840054529297,0.01,0.28057975950160247
295,Aberdeen,-2.094278,57.149719999999995,0.04429542824552643,0.01,0.01,0.2686895659575088,0.4616252283491717,0.01,0.09745448206129229,0.01,0.846596634497395
296,Dudley,-2.081112,52.51225,0.12191867797180521,0.01,0.01,0.01,0.01,0.01,0.42298375683170075,0.5981269116459113,0.06517962691050677
297,Cheltenham,-2.0782533,51.899390000000004,0.4737329082434263,0.01,0.01,0.01,0.01,0.01,0.1302826287594086,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.1230894833005081,0.01,0.01,0.01,0.01,0.01,0.35205234901559224,0.5233547220058029,0.05703148421849381
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.01,0.01,0.01,0.01,0.35162399744277495,0.01,0.12467722401173127
300,Fraserburgh,-2.007631,57.69335,0.04258373190088414,0.01,0.01,0.1291533432752215,0.01,0.01,0.046844290847384326,0.01,0.3791949708951141
301,Berwick,-2.005395,55.77024,0.011821406167581113,0.01,0.01,0.14341385079345714,0.7391813464473599,0.01,0.11703739373153706,0.01,0.34917494881682637
302,Poole,-1.987248,50.71505,0.3310837635363938,0.01,0.01,0.01,0.01,0.01,0.21085792265427108,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.08556034136812392,0.01,0.01,0.15377673859698615,0.01,0.01,0.4496881119685404,0.6063124088096006,0.06607162431242627
304,Cirencester,-1.968243,51.71849,0.48657964218378863,0.01,0.01,0.01,0.01,0.01,0.07069506025689057,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.18352559850296962,0.01,0.01,0.01,0.01,0.01,0.23179685081022516,0.01,0.023620430492352462
306,Buxton,-1.91483,53.259080000000004,0.03069625441017776,0.01,0.01,0.12413264781785192,0.01,0.01,0.4389769004850673,0.01,0.026667376731066224
307,Keighley,-1.9123580000000002,53.8678,0.015662897510725145,0.01,0.01,0.01,0.01,0.01,0.37044484986526066,0.01,0.20410722793374933
308,Birmingham,-1.8904009999999998,52.48624,0.172475026307005,0.01,0.01,0.25362624343925716,0.01,0.01,0.7071806143411008,1.0,0.10897290464852526
309,Bournemouth,-1.880769,50.719159999999995,0.41665582385226463,0.01,0.01,0.01,0.01,0.01,0.22917139282733437,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01546077361764512,0.01,0.01,0.01,0.01,0.01,0.3316491020217005,0.01,0.2551995156768508
311,Salisbury,-1.794472,51.06878,0.3437427691985575,0.01,0.01,0.01,0.01,0.01,0.16205772424182022,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.2710805014739548,0.01,0.01,0.01,0.01,0.01,0.17264353528648058,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.04108308792015148,0.01,0.01,0.01,0.01,0.01,0.39544315059326196,0.01,0.3747549103706312
314,Peterhead,-1.784066,57.50812,0.04974297720441066,0.01,0.01,0.15086681048448414,0.25919847535584933,0.01,0.054719828154137,0.01,0.43214228481495437
315,Swindon,-1.7797176,51.55577,0.4914370866780186,0.01,0.01,0.01,0.01,0.01,0.09540106236061732,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.022069802130050466,0.01,0.01,0.01,0.01,0.01,0.5219752303827753,0.01,0.28759724251061686
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.07138276625303841,0.01,0.01,0.1443324701723934,0.01,0.01,0.43188589647703257,0.01,0.09302070347739579
318,Marlborough,-1.7270619999999999,51.42007,0.29764014757724067,0.01,0.01,0.01,0.26972693749157384,0.01,0.09253158181694568,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.14344332899414713,0.01,0.01,0.01,0.01,0.01,0.35065561200989254,0.01,0.02769253888614678
320,Alnwick,-1.7062990000000002,55.41274,0.017569403587330452,0.01,0.01,0.01,0.4882657638547405,0.01,0.2254845325326075,0.01,0.2035123303045221
321,Otley,-1.691786,53.90583,0.012600877436602468,0.01,0.01,0.01,0.01,0.01,0.31188630036985093,0.01,0.14231122780027794
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.04882467792479412,0.01,0.01,0.01,0.01,0.01,0.2685482498510905,0.01,0.21814175922918208
323,Burton upon Trent,-1.6371358999999999,52.81403,0.0854816604589821,0.01,0.01,0.13827179080785465,0.01,0.01,0.41375053208198515,0.01,0.05940977743848457
324,Newcastle,-1.61778,54.97825,0.09626255634134301,0.01,0.01,0.01,0.01,0.01,0.499213392652197,0.01,0.47787498887698404
325,Durham,-1.5848520000000001,54.77525,0.06863669252735095,0.01,0.01,0.01,0.01,0.01,0.33437433954967954,0.01,0.37480549661204293
326,Ashington,-1.5659829,55.18298000000001,0.032933469663435834,0.01,0.01,0.01,0.01,0.01,0.25359955806802087,0.01,0.22888770438902029
327,Darlington,-1.559458,54.52361,0.05803634952713987,0.01,0.01,0.01,0.01,0.01,0.3192148060303932,0.01,0.25929820580876645
328,Leeds,-1.5490774,53.80076,0.028206392477416024,0.01,0.01,0.01,0.01,0.01,0.6671123793909854,0.01,0.3675647225958389
329,Harrogate,-1.5418120000000002,53.99211999999999,0.019916489131828904,0.01,0.01,0.01,0.01,0.01,0.47104699633202635,0.01,0.2595368694768431
330,Leamington Spa,-1.5200789,52.28519,0.1660931682721155,0.01,0.01,0.01,0.01,0.01,0.4406559692985261,0.01,0.03395140700157561
331,Coventry,-1.519693,52.40682,0.1429342895856644,0.01,0.01,0.01,0.01,0.01,0.5200851767970573,0.01,0.07641490067720748
332,Blyth,-1.510277,55.12696,0.048163039633041256,0.01,0.01,0.01,0.01,0.01,0.24977140987607918,0.01,0.2390951674637423
333,Wakefield,-1.505924,53.6833,0.038524576092963746,0.01,0.01,0.07789481414542611,0.01,0.01,0.4026006086566545,0.01,0.26774590135986953
334,Andover,-1.4919233,51.2112,0.32862428772946106,0.01,0.01,0.01,0.31134183028019313,0.01,0.11502387014711843,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.3555286901092812,0.01,0.01,0.01,0.01,0.01,0.09777495196306968,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.03853196502789203,0.01,0.01,0.15581949930759417,0.01,0.01,0.3602906718956954,0.01,0.3012719015782145
337,Derby,-1.4746186000000001,52.92253,0.08617938798460695,0.01,0.01,0.17425051729812946,0.01,0.01,0.521409636965277,0.01,0.11230255867589534
338,Sheffield,-1.470085,53.381130000000006,0.05558872055975742,0.01,0.01,0.22479535104169146,0.01,0.01,0.5809292094295081,0.01,0.3380490160174956
339,Nuneaton,-1.465382,52.52049,0.15017454644197098,0.01,0.01,0.15182279680322014,0.01,0.01,0.4129992701798938,0.01,0.03261604251491145
340,Northallerton,-1.429959,54.337959999999995,0.03005536497924575,0.01,0.01,0.01,0.01,0.01,0.27111205173309294,0.01,0.14621940763745525
341,South Shields,-1.427406,54.99941999999999,0.04449827863298117,0.01,0.01,0.01,0.01,0.01,0.3426527454117746,0.01,0.30926315841157787
342,Chesterfield,-1.421629,53.23505,0.018900017932690905,0.01,0.01,0.3057192942371137,0.01,0.01,0.41581977859873825,0.01,0.19703274918490943
343,Southampton,-1.4043508999999998,50.9097,0.5492005076290116,0.01,0.01,0.01,0.5324184737699111,0.01,0.22479953590235716,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01185844800535657,0.01,0.01,0.01,0.01,0.01,0.2739429585057294,0.01,0.16483250585054457
345,Sunderland,-1.383801,54.90687,0.04917819253555858,0.01,0.01,0.01,0.01,0.01,0.35705035207265684,0.01,0.37596743731926535
346,Rotherham,-1.3635008999999998,53.4326,0.039018497377107615,0.01,0.01,0.1577869885596176,0.01,0.01,0.4077623051252571,0.01,0.23728131376280084
347,Castleford,-1.345968,53.72346999999999,0.016178937056662165,0.01,0.01,0.01,0.01,0.01,0.3737509226146617,0.01,0.22488733229198582
348,Thirsk,-1.341377,54.23385,0.010987596153214648,0.01,0.01,0.01,0.01,0.01,0.27799918313615957,0.01,0.11454574306969803
349,Banbury,-1.339775,52.0629,0.2358871157665092,0.01,0.01,0.01,0.01,0.01,0.24274677471930448,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.058777818892307127,0.01,0.01,0.01,0.01,0.01,0.30481918927934076,0.01,0.29178998165989045
351,Newbury,-1.3231138999999998,51.40141,0.4935406194377038,0.01,0.01,0.01,0.3956490565586757,0.01,0.05220384983392178,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.39929595322266836,0.01,0.01,0.01,0.01,0.01,0.13368357605141767,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.39929595322266836,0.01,0.01,0.01,0.01,0.01,0.13368357605141767,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.38792360414762944,0.01,0.01,0.01,0.33689575702234964,0.01,0.08001297450809891,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.021457263953203114,0.01,0.01,0.2313895462727612,0.01,0.01,0.031472121501664035,0.01,0.23611939350428574
356,Rugby,-1.265032,52.37088,0.22023140141244493,0.01,0.01,0.01,0.01,0.01,0.3101002780608952,0.280915577257174,0.030612172639251013
357,Oxford,-1.2577263,51.75202,0.5923886737984133,0.01,0.01,0.01,0.01,0.01,0.15251568745979208,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.07014629816034158,0.01,0.01,0.01,0.01,0.01,0.38582262915299986,0.01,0.3134037444687593
359,Hartlepool,-1.212926,54.69174,0.05625491737171091,0.01,0.01,0.01,0.01,0.01,0.344778356841948,0.01,0.19548590068521768
360,Loughborough,-1.206166,52.7721,0.1754829616797528,0.01,0.01,0.01,0.01,0.01,0.3860805302278387,0.01,0.10163391898820126
361,Mansfield,-1.198674,53.1472,0.03446220200291907,0.01,0.01,0.2090426714200299,0.01,0.01,0.39805700928481724,0.01,0.14969524888559682
362,Nottingham,-1.1581086,52.95478000000001,0.10692642538922525,0.01,0.01,0.2162000145584733,0.01,0.01,0.6763412185423257,0.01,0.0928923728554645
363,Bicester,-1.1535898999999998,51.8996,0.2664184845940198,0.01,0.01,0.01,0.01,0.01,0.1358147862399464,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.2610303397522679,0.01,0.01,0.01,0.01,0.01,0.44377228258681917,0.01,0.08246189073711027
