placename,you,you all,you folks,you guys,you lot,you two,you'ns,yous,yous'ns,longitude,latitude
Newtown,0.32679739,0.006535948,0.00000000,0.39869281,0.18300654,0.000000000,0.00000000,0.084967320,0.0000000, -3.3131060,52.51211
Ruthin,0.26851852,0.000000000,0.00000000,0.20370370,0.29629630,0.000000000,0.00000000,0.231481481,0.0000000, -3.3103108,53.11487
Ruthin,0.26851852,0.000000000,0.00000000,0.20370370,0.29629630,0.000000000,0.00000000,0.231481481,0.0000000, -3.3103108,53.11487
Sidmouth,0.31802721,0.020408163,0.00000000,0.42687075,0.19557823,0.000000000,0.00000000,0.039115646,0.0000000, -3.2375600,50.67865
Barrow-in-Furness,0.25925926,0.000000000,0.00000000,0.34876543,0.20987654,0.000000000,0.00000000,0.182098765,0.0000000, -3.2188940,54.10897
Peebles,0.24198718,0.000000000,0.00000000,0.26121795,0.10096154,0.000000000,0.00000000,0.395833333,0.0000000, -3.1936420,55.65307
Edinburgh,0.24198718,0.000000000,0.00000000,0.27083333,0.10096154,0.000000000,0.00000000,0.386217949,0.0000000, -3.1882670,55.95325
Cardiff,0.25980392,0.000000000,0.00000000,0.50490196,0.16176471,0.000000000,0.00000000,0.073529412,0.0000000, -3.1790900,51.48158
Llangollen,0.30246914,0.000000000,0.00000000,0.30246914,0.23148148,0.000000000,0.00000000,0.163580247,0.0000000, -3.1716600,52.96921
Kirkcaldy,0.22875817,0.000000000,0.00000000,0.31699346,0.09803922,0.000000000,0.00000000,0.356209150,0.0000000, -3.1581370,56.11682
Welshpool,0.29487179,0.006410256,0.00000000,0.34615385,0.26602564,0.000000000,0.00000000,0.086538462,0.0000000, -3.1464070,52.66035
Mold,0.27678571,0.000000000,0.00000000,0.21428571,0.28571429,0.000000000,0.00000000,0.223214286,0.0000000, -3.1419030,53.16720
Mold,0.27678571,0.000000000,0.00000000,0.21428571,0.28571429,0.000000000,0.00000000,0.223214286,0.0000000, -3.1419030,53.16720
Taunton,0.22385621,0.019607843,0.00000000,0.48529412,0.19771242,0.000000000,0.00000000,0.073529412,0.0000000, -3.1068490,51.01534
Wick,0.20333333,0.000000000,0.02000000,0.32333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -3.0937160,58.43894
John o' Groats,0.20333333,0.000000000,0.02000000,0.32333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -3.0688997,58.63734
Dalkeith,0.23717949,0.000000000,0.00000000,0.26602564,0.09615385,0.000000000,0.00000000,0.400641026,0.0000000, -3.0666060,55.89312
Oswestry,0.29559748,0.000000000,0.00000000,0.35849057,0.27044025,0.000000000,0.00000000,0.075471698,0.0000000, -3.0564120,52.85715
Blackpool,0.18518519,0.000000000,0.00000000,0.44444444,0.14814815,0.000000000,0.00000000,0.222222222,0.0000000, -3.0356748,53.81751
Birkenhead,0.24509804,0.000000000,0.00000000,0.26470588,0.21568627,0.000000000,0.00000000,0.274509804,0.0000000, -3.0230090,53.38999
Cupar,0.22875817,0.000000000,0.00000000,0.31699346,0.09803922,0.000000000,0.00000000,0.356209150,0.0000000, -3.0101370,56.32023
Southport,0.19230769,0.000000000,0.00000000,0.26602564,0.19871795,0.000000000,0.00000000,0.342948718,0.0000000, -3.0101130,53.64571
Bridgwater,0.23039216,0.019607843,0.00000000,0.52450980,0.15196078,0.000000000,0.00000000,0.073529412,0.0000000, -3.0036320,51.12789
Langholm,0.19907407,0.000000000,0.00000000,0.23611111,0.09722222,0.000000000,0.00000000,0.467592593,0.0000000, -2.9989130,55.15306
Newport,0.23557692,0.019230769,0.00000000,0.51442308,0.15865385,0.000000000,0.00000000,0.072115385,0.0000000, -2.9976640,51.58415
Axminster,0.31802721,0.020408163,0.00000000,0.46088435,0.16836735,0.000000000,0.00000000,0.032312925,0.0000000, -2.9949370,50.78273
Wrexham,0.31132075,0.000000000,0.00000000,0.22641509,0.24528302,0.000000000,0.00000000,0.216981132,0.0000000, -2.9924940,53.04304
Liverpool,0.19811321,0.000000000,0.00000000,0.29874214,0.18553459,0.000000000,0.00000000,0.317610063,0.0000000, -2.9915726,53.40837
Weston-super-Mare,0.25000000,0.019230769,0.00000000,0.54807692,0.11538462,0.000000000,0.00000000,0.067307692,0.0000000, -2.9772550,51.34741
Dundee,0.21895425,0.000000000,0.01960784,0.29738562,0.11764706,0.000000000,0.00000000,0.346405229,0.0000000, -2.9707210,56.46202
Kirkwall,0.20333333,0.000000000,0.02000000,0.32333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -2.9622491,58.98467
Ambleside,0.23742138,0.000000000,0.00000000,0.34748428,0.18081761,0.000000000,0.00000000,0.234276730,0.0000000, -2.9613330,54.42874
Orkney Islands,0.20333333,0.000000000,0.02000000,0.32333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -2.9605206,58.98094
Lyme Regis,0.33843537,0.020408163,0.00000000,0.46088435,0.14795918,0.000000000,0.00000000,0.032312925,0.0000000, -2.9366390,50.72516
Carlisle,0.20911950,0.000000000,0.00000000,0.26572327,0.10849057,0.000000000,0.00000000,0.416666667,0.0000000, -2.9329310,54.89247
Chester,0.30188679,0.000000000,0.00000000,0.18867925,0.21698113,0.000000000,0.00000000,0.292452830,0.0000000, -2.8930750,53.19339
Forfar,0.21895425,0.000000000,0.01960784,0.31699346,0.11764706,0.000000000,0.00000000,0.326797386,0.0000000, -2.8890620,56.64356
Morecambe,0.21383648,0.000000000,0.00000000,0.41823899,0.19496855,0.000000000,0.00000000,0.172955975,0.0000000, -2.8649680,54.07417
Selkirk,0.24198718,0.000000000,0.00000000,0.22275641,0.08173077,0.000000000,0.00000000,0.453525641,0.0000000, -2.8385240,55.55066
Galashiels,0.22275641,0.000000000,0.00000000,0.24198718,0.08173077,0.000000000,0.00000000,0.453525641,0.0000000, -2.8144490,55.62373
Lancaster,0.21383648,0.000000000,0.00000000,0.41823899,0.24213836,0.000000000,0.00000000,0.125786164,0.0000000, -2.8007399,54.04657
St Andrews,0.21895425,0.000000000,0.01960784,0.31699346,0.09803922,0.000000000,0.00000000,0.346405229,0.0000000, -2.7967214,56.33978
Hawick,0.22275641,0.000000000,0.00000000,0.23237179,0.08173077,0.000000000,0.00000000,0.463141026,0.0000000, -2.7809140,55.42706
Bridport,0.36764706,0.019607843,0.00000000,0.47549020,0.11274510,0.000000000,0.00000000,0.024509804,0.0000000, -2.7583010,50.73358
Shrewsbury,0.22000000,0.000000000,0.00000000,0.32666667,0.38666667,0.000000000,0.00000000,0.066666667,0.0000000, -2.7553268,52.70730
Penrith,0.18672840,0.000000000,0.00000000,0.39660494,0.14043210,0.000000000,0.00000000,0.276234568,0.0000000, -2.7527080,54.66410
Kendal,0.21383648,0.000000000,0.00000000,0.36163522,0.25157233,0.000000000,0.00000000,0.172955975,0.0000000, -2.7462900,54.32801
Street,0.27884615,0.019230769,0.00000000,0.50961538,0.12500000,0.000000000,0.00000000,0.067307692,0.0000000, -2.7429190,51.12468
Glastonbury,0.26470588,0.019607843,0.00000000,0.55882353,0.10784314,0.000000000,0.00000000,0.049019608,0.0000000, -2.7184540,51.14743
Hereford,0.28703704,0.000000000,0.00000000,0.39197531,0.20679012,0.000000000,0.00000000,0.114197531,0.0000000, -2.7159740,52.05640
Ludlow,0.21604938,0.000000000,0.00000000,0.32716049,0.31481481,0.000000000,0.00000000,0.141975309,0.0000000, -2.7139129,52.36775
Preston,0.23529412,0.000000000,0.00000000,0.48692810,0.22222222,0.000000000,0.00000000,0.055555556,0.0000000, -2.7030900,53.76320
Whitchurch,0.30128205,0.000000000,0.00000000,0.32692308,0.30448718,0.000000000,0.00000000,0.067307692,0.0000000, -2.6820450,52.96872
Wells,0.24509804,0.019607843,0.00000000,0.57843137,0.10784314,0.000000000,0.00000000,0.049019608,0.0000000, -2.6445979,51.20935
Yeovil,0.34150327,0.019607843,0.00000000,0.50816993,0.09313725,0.000000000,0.00000000,0.037581699,0.0000000, -2.6333080,50.94206
Wigan,0.25961538,0.000000000,0.00000000,0.19551282,0.29166667,0.000000000,0.00000000,0.253205128,0.0000000, -2.6325074,53.54506
Warrington,0.10666667,0.000000000,0.00000000,0.23000000,0.37333333,0.000000000,0.00000000,0.290000000,0.0000000, -2.5969501,53.39004
Arbroath,0.21895425,0.000000000,0.01960784,0.31699346,0.11764706,0.000000000,0.00000000,0.326797386,0.0000000, -2.5915430,56.55911
Bristol,0.33490566,0.018867925,0.00000000,0.49528302,0.08962264,0.000000000,0.00000000,0.061320755,0.0000000, -2.5879100,51.45451
Guernsey,0.44166667,0.000000000,0.00000000,0.37166667,0.17500000,0.000000000,0.00000000,0.011666667,0.0000000, -2.5852780,49.46569
Ross-on-Wye,0.31172840,0.000000000,0.00000000,0.41049383,0.14506173,0.000000000,0.00000000,0.132716049,0.0000000, -2.5824460,51.91445
Jedburgh,0.21428571,0.000000000,0.00000000,0.20535714,0.08035714,0.000000000,0.00000000,0.500000000,0.0000000, -2.5549369,55.47772
Sedbergh,0.20352564,0.000000000,0.00000000,0.40224359,0.28044872,0.000000000,0.00000000,0.113782051,0.0000000, -2.5281740,54.32363
Sedbergh,0.20352564,0.000000000,0.00000000,0.40224359,0.28044872,0.000000000,0.00000000,0.113782051,0.0000000, -2.5281740,54.32363
Nantwich,0.28846154,0.019230769,0.00000000,0.26282051,0.34935897,0.000000000,0.00000000,0.080128205,0.0000000, -2.5241020,53.06718
Banff,0.22333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -2.5240380,57.66651
Dunbar,0.24183007,0.000000000,0.00000000,0.23202614,0.07843137,0.000000000,0.00000000,0.447712418,0.0000000, -2.5167370,56.00209
Cinderford,0.29393939,0.000000000,0.00000000,0.46363636,0.12424242,0.000000000,0.00000000,0.118181818,0.0000000, -2.5009579,51.82530
Banchory,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -2.4909599,57.05386
Blackburn,0.26143791,0.019607843,0.00000000,0.38562092,0.27124183,0.000000000,0.00000000,0.062091503,0.0000000, -2.4875290,53.74858
Market Drayton,0.23899371,0.000000000,0.00000000,0.33962264,0.34591195,0.000000000,0.00000000,0.075471698,0.0000000, -2.4834850,52.90355
Telford,0.25490196,0.000000000,0.00000000,0.28758170,0.40522876,0.000000000,0.00000000,0.052287582,0.0000000, -2.4672611,52.67759
Montrose,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -2.4661150,56.70692
Turriff,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -2.4623000,57.53893
Weymouth,0.33500000,0.020000000,0.00000000,0.46500000,0.17500000,0.000000000,0.00000000,0.005000000,0.0000000, -2.4576210,50.61443
Crewe,0.23529412,0.019607843,0.00000000,0.34640523,0.32679739,0.000000000,0.00000000,0.071895425,0.0000000, -2.4438209,53.10040
Fortuneswell,0.32142857,0.020408163,0.00000000,0.47448980,0.17857143,0.000000000,0.00000000,0.005102041,0.0000000, -2.4422190,50.55919
Dorchester,0.32843137,0.019607843,0.00000000,0.47549020,0.15196078,0.000000000,0.00000000,0.024509804,0.0000000, -2.4411810,50.71116
Alston,0.15935673,0.000000000,0.00000000,0.28216374,0.05701754,0.000000000,0.00000000,0.501461988,0.0000000, -2.4386850,54.81217
Kelso,0.19871795,0.000000000,0.00000000,0.24679487,0.05769231,0.000000000,0.00000000,0.496794872,0.0000000, -2.4322070,55.60003
Wincanton,0.32189542,0.019607843,0.00000000,0.52777778,0.09313725,0.000000000,0.00000000,0.037581699,0.0000000, -2.4160070,51.05569
Clitheroe,0.18790850,0.000000000,0.00000000,0.40359477,0.36111111,0.000000000,0.00000000,0.047385621,0.0000000, -2.3930830,53.87110
Sark,0.44166667,0.000000000,0.00000000,0.37166667,0.17500000,0.000000000,0.00000000,0.011666667,0.0000000, -2.3666256,49.43007
Bath,0.26282051,0.019230769,0.00000000,0.55128205,0.09615385,0.000000000,0.00000000,0.070512821,0.0000000, -2.3590167,51.38106
Kidderminster,0.25730994,0.000000000,0.00000000,0.26900585,0.37134503,0.000000000,0.00000000,0.102339181,0.0000000, -2.2496839,52.38860
Manchester,0.24183007,0.000000000,0.00000000,0.33986928,0.09803922,0.000000000,0.00000000,0.320261438,0.0000000, -2.2426305,53.48076
Burnley,0.19607843,0.019607843,0.00000000,0.32026144,0.32352941,0.000000000,0.00000000,0.140522876,0.0000000, -2.2405035,53.78929
Gloucester,0.31446541,0.000000000,0.00000000,0.39622642,0.19496855,0.000000000,0.00000000,0.094339623,0.0000000, -2.2381560,51.86424
Newcastle-under-Lyme,0.24528302,0.000000000,0.00000000,0.30188679,0.37735849,0.000000000,0.00000000,0.075471698,0.0000000, -2.2273002,53.01321
Worcester,0.20833333,0.000000000,0.00000000,0.35119048,0.34821429,0.000000000,0.00000000,0.092261905,0.0000000, -2.2215750,52.19364
Trowbridge,0.25000000,0.018867925,0.00000000,0.53301887,0.11792453,0.000000000,0.00000000,0.080188679,0.0000000, -2.2088530,51.31966
Shaftesbury,0.31410256,0.019230769,0.00000000,0.53525641,0.09615385,0.000000000,0.00000000,0.035256410,0.0000000, -2.1980830,51.00460
Alderney,0.42166667,0.000000000,0.00000000,0.37833333,0.18166667,0.000000000,0.00000000,0.018333333,0.0000000, -2.1973557,49.71500
Stoke-on-Trent,0.24528302,0.000000000,0.00000000,0.30188679,0.37735849,0.000000000,0.00000000,0.075471698,0.0000000, -2.1794040,53.00267
Colne,0.19070513,0.000000000,0.00000000,0.31891026,0.33814103,0.000000000,0.00000000,0.152243590,0.0000000, -2.1769910,53.85564
Blandford Forum,0.29248366,0.019607843,0.00000000,0.50490196,0.14869281,0.000000000,0.00000000,0.034313725,0.0000000, -2.1653530,50.85691
Rochdale,0.22448980,0.000000000,0.00000000,0.40136054,0.19727891,0.000000000,0.00000000,0.176870748,0.0000000, -2.1561000,53.60971
Jersey,0.44166667,0.000000000,0.00000000,0.37833333,0.16166667,0.000000000,0.00000000,0.018333333,0.0000000, -2.1312500,49.21444
Wolverhampton,0.25446429,0.000000000,0.00000000,0.31398810,0.31398810,0.000000000,0.00000000,0.117559524,0.0000000, -2.1288200,52.58697
Stafford,0.24537037,0.000000000,0.00000000,0.35030864,0.31327160,0.000000000,0.00000000,0.091049383,0.0000000, -2.1206600,52.80669
Macclesfield,0.20408163,0.020408163,0.00000000,0.30272109,0.24149660,0.000000000,0.00000000,0.231292517,0.0000000, -2.1192870,53.25866
Hexham,0.16964286,0.000000000,0.00000000,0.13392857,0.08035714,0.000000000,0.00000000,0.616071429,0.0000000, -2.1121439,54.97266
Aberdeen,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -2.0942780,57.14972
Dudley,0.24568966,0.000000000,0.00000000,0.29741379,0.34051724,0.000000000,0.00000000,0.116379310,0.0000000, -2.0811120,52.51225
Cheltenham,0.29559748,0.000000000,0.00000000,0.39622642,0.19496855,0.000000000,0.00000000,0.113207547,0.0000000, -2.0782533,51.89939
Bromsgrove,0.24404762,0.000000000,0.00000000,0.30952381,0.32440476,0.000000000,0.00000000,0.122023810,0.0000000, -2.0619060,52.33559
Skipton,0.08333333,0.000000000,0.00000000,0.44934641,0.29248366,0.000000000,0.00000000,0.174836601,0.0000000, -2.0162787,53.96285
Fraserburgh,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -2.0076310,57.69335
Berwick,0.17592593,0.000000000,0.00000000,0.20370370,0.08333333,0.000000000,0.00000000,0.537037037,0.0000000, -2.0053950,55.77024
Poole,0.31833333,0.000000000,0.00000000,0.51500000,0.13166667,0.000000000,0.00000000,0.035000000,0.0000000, -1.9872480,50.71505
Walsall,0.27232143,0.000000000,0.00000000,0.33184524,0.29613095,0.000000000,0.00000000,0.099702381,0.0000000, -1.9829190,52.58621
Cirencester,0.34413580,0.000000000,0.00000000,0.41203704,0.10956790,0.000000000,0.01851852,0.115740741,0.0000000, -1.9682430,51.71849
Evesham,0.30303030,0.000000000,0.00000000,0.35757576,0.24545455,0.000000000,0.00000000,0.093939394,0.0000000, -1.9467700,52.09215
Buxton,0.15895062,0.000000000,0.00000000,0.32870370,0.32253086,0.000000000,0.00000000,0.189814815,0.0000000, -1.9148300,53.25908
Keighley,0.10947712,0.000000000,0.00000000,0.39052288,0.29901961,0.000000000,0.00000000,0.200980392,0.0000000, -1.9123580,53.86780
Birmingham,0.26754386,0.000000000,0.00000000,0.31432749,0.27046784,0.000000000,0.00000000,0.147660819,0.0000000, -1.8904010,52.48624
Bournemouth,0.31833333,0.000000000,0.00000000,0.51500000,0.13166667,0.000000000,0.00000000,0.035000000,0.0000000, -1.8807690,50.71916
Halifax,0.15849673,0.000000000,0.00000000,0.22058824,0.46241830,0.000000000,0.00000000,0.158496732,0.0000000, -1.8575400,53.72702
Salisbury,0.30228758,0.000000000,0.00000000,0.52450980,0.11928105,0.000000000,0.00000000,0.053921569,0.0000000, -1.7944720,51.06878
Ringwood,0.31833333,0.000000000,0.00000000,0.51500000,0.13166667,0.000000000,0.00000000,0.035000000,0.0000000, -1.7888170,50.84495
Huddersfield,0.16987179,0.000000000,0.00000000,0.21153846,0.48717949,0.000000000,0.00000000,0.131410256,0.0000000, -1.7850351,53.64579
Peterhead,0.20333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.353333333,0.0000000, -1.7840660,57.50812
Swindon,0.35648148,0.000000000,0.00000000,0.43672840,0.10339506,0.000000000,0.01851852,0.084876543,0.0000000, -1.7797176,51.55577
Bradford,0.13666667,0.000000000,0.00000000,0.32333333,0.38000000,0.000000000,0.00000000,0.160000000,0.0000000, -1.7593980,53.79598
Ashbourne,0.19753086,0.000000000,0.00000000,0.35802469,0.38271605,0.000000000,0.00000000,0.061728395,0.0000000, -1.7321790,53.01663
Marlborough,0.26697531,0.000000000,0.00000000,0.50154321,0.11882716,0.000000000,0.01851852,0.094135802,0.0000000, -1.7270620,51.42007
Stratford-upon-Avon,0.34591195,0.000000000,0.00000000,0.31446541,0.16666667,0.000000000,0.00000000,0.172955975,0.0000000, -1.7082980,52.19173
Alnwick,0.16071429,0.000000000,0.00000000,0.12500000,0.09821429,0.000000000,0.00000000,0.616071429,0.0000000, -1.7062990,55.41274
Otley,0.08490566,0.000000000,0.00000000,0.44339623,0.30188679,0.000000000,0.00000000,0.169811321,0.0000000, -1.6917860,53.90583
Bishop Auckland,0.16049383,0.000000000,0.00000000,0.19444444,0.18209877,0.000000000,0.00000000,0.462962963,0.0000000, -1.6787880,54.66382
Burton upon Trent,0.25151515,0.000000000,0.00000000,0.31818182,0.33030303,0.000000000,0.00000000,0.100000000,0.0000000, -1.6371359,52.81403
Newcastle,0.17241379,0.000000000,0.00000000,0.10344828,0.09482759,0.000000000,0.00000000,0.629310345,0.0000000, -1.6177800,54.97825
Durham,0.19774011,0.000000000,0.00000000,0.12994350,0.14406780,0.000000000,0.00000000,0.528248588,0.0000000, -1.5848520,54.77525
Ashington,0.15517241,0.000000000,0.00000000,0.10344828,0.11206897,0.000000000,0.00000000,0.629310345,0.0000000, -1.5659829,55.18298
Darlington,0.20261438,0.000000000,0.00000000,0.21895425,0.22222222,0.000000000,0.00000000,0.356209150,0.0000000, -1.5594580,54.52361
Leeds,0.10849057,0.000000000,0.00000000,0.38522013,0.33805031,0.000000000,0.00000000,0.168238994,0.0000000, -1.5490774,53.80076
Harrogate,0.13141026,0.000000000,0.00000000,0.51602564,0.24038462,0.000000000,0.00000000,0.112179487,0.0000000, -1.5418120,53.99212
Leamington Spa,0.28301887,0.000000000,0.00000000,0.32704403,0.18553459,0.000000000,0.00000000,0.204402516,0.0000000, -1.5200789,52.28519
Coventry,0.32075472,0.000000000,0.00000000,0.32704403,0.14779874,0.000000000,0.00000000,0.204402516,0.0000000, -1.5196930,52.40682
Blyth,0.17241379,0.000000000,0.00000000,0.08620690,0.09482759,0.000000000,0.00000000,0.646551724,0.0000000, -1.5102770,55.12696
Wakefield,0.13679245,0.000000000,0.00000000,0.30974843,0.43238994,0.000000000,0.00000000,0.121069182,0.0000000, -1.5059240,53.68330
Andover,0.30974843,0.000000000,0.00000000,0.46698113,0.15251572,0.000000000,0.00000000,0.070754717,0.0000000, -1.4919233,51.21120
Witney,0.37735849,0.000000000,0.00000000,0.36477987,0.15723270,0.000000000,0.01886792,0.081761006,0.0000000, -1.4850544,51.78594
Barnsley,0.27721088,0.000000000,0.00000000,0.26700680,0.35204082,0.000000000,0.00000000,0.103741497,0.0000000, -1.4797260,53.55263
Derby,0.22839506,0.018518519,0.00000000,0.37037037,0.32716049,0.000000000,0.00000000,0.055555556,0.0000000, -1.4746186,52.92253
Sheffield,0.18790850,0.000000000,0.00000000,0.30228758,0.38398693,0.000000000,0.00000000,0.125816993,0.0000000, -1.4700850,53.38113
Nuneaton,0.31250000,0.000000000,0.00000000,0.29967949,0.18429487,0.000000000,0.00000000,0.203525641,0.0000000, -1.4653820,52.52049
Northallerton,0.18666667,0.000000000,0.00000000,0.21000000,0.30333333,0.000000000,0.00000000,0.300000000,0.0000000, -1.4299590,54.33796
South Shields,0.18079096,0.000000000,0.00000000,0.11299435,0.09322034,0.000000000,0.00000000,0.612994350,0.0000000, -1.4274060,54.99942
Chesterfield,0.18300654,0.000000000,0.00000000,0.25163399,0.43137255,0.000000000,0.00000000,0.133986928,0.0000000, -1.4216290,53.23505
Southampton,0.34313725,0.000000000,0.00000000,0.42483660,0.16013072,0.000000000,0.00000000,0.071895425,0.0000000, -1.4043509,50.90970
Wetherby,0.12424242,0.000000000,0.00000000,0.58787879,0.17272727,0.000000000,0.00000000,0.115151515,0.0000000, -1.3848160,53.92706
Sunderland,0.18079096,0.000000000,0.00000000,0.12994350,0.09322034,0.000000000,0.00000000,0.596045198,0.0000000, -1.3838010,54.90687
Rotherham,0.28666667,0.000000000,0.00000000,0.26333333,0.36666667,0.000000000,0.00000000,0.083333333,0.0000000, -1.3635009,53.43260
Castleford,0.16346154,0.000000000,0.00000000,0.41666667,0.29166667,0.000000000,0.00000000,0.128205128,0.0000000, -1.3459680,53.72347
Thirsk,0.16666667,0.000000000,0.00000000,0.34000000,0.28333333,0.000000000,0.00000000,0.210000000,0.0000000, -1.3413770,54.23385
Banbury,0.41166667,0.000000000,0.00000000,0.35833333,0.11166667,0.000000000,0.02000000,0.098333333,0.0000000, -1.3397750,52.06290
Stockton,0.22435897,0.000000000,0.00000000,0.22115385,0.19871795,0.000000000,0.00000000,0.355769231,0.0000000, -1.3289821,54.57046
Newbury,0.31101190,0.000000000,0.00000000,0.48363095,0.15029762,0.000000000,0.01785714,0.037202381,0.0000000, -1.3231139,51.40141
Isle of Wight,0.30392157,0.000000000,0.00000000,0.42483660,0.19934641,0.000000000,0.00000000,0.071895425,0.0000000, -1.3047340,50.69385
Isle of Wight,0.30392157,0.000000000,0.00000000,0.42483660,0.19934641,0.000000000,0.00000000,0.071895425,0.0000000, -1.3047340,50.69385
Abingdon,0.35757576,0.000000000,0.00000000,0.41818182,0.18787879,0.000000000,0.01818182,0.018181818,0.0000000, -1.2879529,51.67078
Shetland Islands,0.22333333,0.000000000,0.02000000,0.30333333,0.12000000,0.000000000,0.00000000,0.333333333,0.0000000, -1.2659409,60.52965
Rugby,0.30660377,0.000000000,0.00000000,0.36949686,0.12421384,0.000000000,0.00000000,0.199685535,0.0000000, -1.2650320,52.37088
Oxford,0.35757576,0.000000000,0.00000000,0.41818182,0.18787879,0.000000000,0.01818182,0.018181818,0.0000000, -1.2577263,51.75202
Middlesbrough,0.19871795,0.000000000,0.00000000,0.23397436,0.19871795,0.000000000,0.00000000,0.368589744,0.0000000, -1.2349560,54.57423
Hartlepool,0.21604938,0.000000000,0.00000000,0.19444444,0.19135802,0.000000000,0.00000000,0.398148148,0.0000000, -1.2129260,54.69174
Loughborough,0.22424242,0.018181818,0.00000000,0.43636364,0.26666667,0.000000000,0.00000000,0.054545455,0.0000000, -1.2061660,52.77210
Mansfield,0.30666667,0.020000000,0.00000000,0.32333333,0.30000000,0.000000000,0.00000000,0.050000000,0.0000000, -1.1986740,53.14720
Nottingham,0.29967949,0.019230769,0.00000000,0.32852564,0.29326923,0.000000000,0.00000000,0.059294872,0.0000000, -1.1581086,52.95478
Bicester,0.31918239,0.009433962,0.00000000,0.41352201,0.19339623,0.000000000,0.01886792,0.045597484,0.0000000, -1.1535899,51.89960
Leicester,0.23660714,0.017857143,0.00000000,0.33184524,0.26041667,0.000000000,0.00000000,0.153273810,0.0000000, -1.1397592,52.63688
Doncaster,0.31632653,0.000000000,0.00000000,0.19387755,0.37755102,0.000000000,0.00000000,0.112244898,0.0000000, -1.1284620,53.52282
Worksop,0.21333333,0.000000000,0.00000000,0.29666667,0.38666667,0.000000000,0.00000000,0.103333333,0.0000000, -1.1227450,53.30930
Basingstoke,0.33641975,0.000000000,0.00000000,0.48148148,0.12654321,0.000000000,0.00000000,0.055555556,0.0000000, -1.0923964,51.26654
Portsmouth,0.28431373,0.000000000,0.00000000,0.44444444,0.19934641,0.000000000,0.00000000,0.071895425,0.0000000, -1.0879769,50.81977
York,0.11060606,0.000000000,0.00000000,0.54696970,0.25000000,0.000000000,0.00000000,0.092424242,0.0000000, -1.0872979,53.95997
Selby,0.23181818,0.000000000,0.00000000,0.44696970,0.20151515,0.000000000,0.00000000,0.119696970,0.0000000, -1.0671890,53.78352
Helmsley,0.14308176,0.000000000,0.00000000,0.35691824,0.28459119,0.000000000,0.00000000,0.215408805,0.0000000, -1.0562636,54.24651
Towcester,0.32211538,0.009615385,0.00000000,0.42788462,0.14903846,0.000000000,0.00000000,0.091346154,0.0000000, -0.9896880,52.13511
Reading,0.29166667,0.000000000,0.00000000,0.45833333,0.23809524,0.000000000,0.00000000,0.011904762,0.0000000, -0.9781303,51.45426
Retford,0.31333333,0.000000000,0.00000000,0.28666667,0.30666667,0.000000000,0.00000000,0.093333333,0.0000000, -0.9455030,53.32136
Petersfield,0.31730769,0.000000000,0.00000000,0.41666667,0.19551282,0.000000000,0.00000000,0.070512821,0.0000000, -0.9389900,51.00759
Northampton,0.30660377,0.000000000,0.00000000,0.45754717,0.12735849,0.000000000,0.00000000,0.108490566,0.0000000, -0.9026560,52.24048
Melton Mowbray,0.20833333,0.018518519,0.00000000,0.41512346,0.27623457,0.000000000,0.00000000,0.081790123,0.0000000, -0.8871260,52.76640
Aylesbury,0.27777778,0.009259259,0.00000000,0.37037037,0.29629630,0.000000000,0.00000000,0.046296296,0.0000000, -0.8084000,51.81561
Newark-on-Trent,0.27083333,0.019230769,0.00000000,0.39903846,0.27083333,0.000000000,0.00000000,0.040064103,0.0000000, -0.8065700,53.07004
Malton,0.04629630,0.018518519,0.00000000,0.38580247,0.37654321,0.000000000,0.00000000,0.172839506,0.0000000, -0.7978970,54.13684
Chichester,0.25641026,0.000000000,0.00000000,0.40705128,0.27564103,0.000000000,0.00000000,0.060897436,0.0000000, -0.7749360,50.83761
Gainsborough,0.28666667,0.000000000,0.00000000,0.32000000,0.30666667,0.000000000,0.00000000,0.086666667,0.0000000, -0.7744650,53.40057
Milton Keynes,0.25961538,0.009615385,0.00000000,0.45833333,0.17948718,0.000000000,0.00000000,0.092948718,0.0000000, -0.7594171,52.04062
Aldershot,0.28395062,0.000000000,0.00000000,0.44135802,0.24074074,0.000000000,0.00000000,0.033950617,0.0000000, -0.7557509,51.24837
High Wycombe,0.23270440,0.000000000,0.00000000,0.37106918,0.36477987,0.000000000,0.00000000,0.031446541,0.0000000, -0.7482290,51.62861
