,placename,past_participle,present_participle,longitude,latitude
356,Rugby,0.6130999414964462,0.38689999626573063,-1.265032,52.37088
357,Oxford,0.6387615917945653,0.36123837086274074,-1.2577263,51.75202
358,Middlesbrough,0.8630499022866176,0.13695004792312385,-1.234956,54.57423000000001
359,Hartlepool,0.7827538991996217,0.2172460634576845,-1.212926,54.69174
360,Loughborough,0.7175211919787895,0.28247875823095214,-1.206166,52.7721
361,Mansfield,0.90631763695433,0.09368230080784694,-1.198674,53.1472
362,Nottingham,0.8287571106712972,0.17124290177626747,-1.1581086,52.95478000000001
363,Bicester,0.6318199584251342,0.3681800664699951,-1.1535898999999998,51.8996
364,Leicester,0.6031143806714216,0.3968855570907552,-1.1397591999999999,52.636880000000005
365,Doncaster,1.0,0.01,-1.128462,53.522819999999996
366,Worksop,0.9579990539850878,0.04200094601491219,-1.122745,53.3093
367,Basingstoke,0.6806634551949912,0.31933649501475037,-1.0923964,51.26654
368,Portsmouth,0.8303449220160075,0.1696550032986046,-1.0879769,50.81977
369,York,0.8681876345892926,0.1318123280680135,-1.0872979,53.95997
370,Selby,0.90771263552286,0.09228735202957541,-1.067189,53.783519999999996
371,Helmsley,0.9241342096418836,0.07586575301542255,-1.0562636,54.24651
372,Towcester,0.6026751061154885,0.3973248814369469,-0.9896879999999999,52.13511
373,Reading,0.7005778159503092,0.29942212181186756,-0.9781303,51.45426
374,Retford,0.9793760035848986,0.020623983967536747,-0.9455030000000001,53.32136
375,Petersfield,0.7493234748621432,0.25067656248055065,-0.93899,51.00759
376,Northampton,0.6103332213052517,0.3896667040093606,-0.9026559999999999,52.24048
377,Melton Mowbray,0.6486840434668957,0.3513159191904104,-0.887126,52.7664
378,Aylesbury,0.5892297447004493,0.41077024285198604,-0.8084,51.81561
379,Newark-on-Trent,0.8185412699005441,0.18145875499458533,-0.80657,53.070040000000006
380,Malton,0.9171692993265868,0.0828306508831547,-0.7978970000000001,54.13684
381,Chichester,0.721163100439399,0.27883683732277775,-0.774936,50.83761
382,Gainsborough,0.9560937052665648,0.04390631962856467,-0.774465,53.400580000000005
383,Milton Keynes,0.5763612034305489,0.4236387716743219,-0.7594171,52.040620000000004
384,Aldershot,0.5878071125384319,0.41219282522374495,-0.7557509,51.24837
385,High Wycombe,0.6223674023177366,0.37763254789200495,-0.748229,51.628609999999995
386,Midhurst,0.6902911485367887,0.30970876433025885,-0.737274,50.9869
387,Kettering,0.6126086361203431,0.38739136387965695,-0.7302489999999999,52.39632
388,Wellingborough,0.5863448971208782,0.4136551402218156,-0.693964,52.30242
389,Corby,0.5866369169871914,0.41336310790793784,-0.6842333,52.4923
390,Bognor Regis,0.6259471974308227,0.374052815016742,-0.673061,50.783
391,Scunthorpe,0.9547738899884237,0.04522609756401161,-0.654413,53.58865
392,Grantham,0.7711268780263142,0.22887312197368587,-0.643582,52.912519999999994
393,Whitby,0.9397942417566004,0.06020573334827042,-0.613347,54.48633
394,Slough,0.407951877715125,0.5920480849421811,-0.5950406,51.51054
395,Guildford,0.4905862802942603,0.5094136948106103,-0.570409,51.23622
396,Woking,0.48350187335847744,0.5164981266415226,-0.5600349,51.31677
397,Lincoln,0.8502321470804238,0.14976785291957628,-0.540579,53.23069
398,Bedford,0.522434992593699,0.4775649949587363,-0.46677820000000003,52.13864
399,Heathrow,0.33192962146955934,0.6680703909780052,-0.4542955,51.47002
400,Driffield,0.9066782429017761,0.09332171975552984,-0.443377,54.006
401,Beverley,0.9288853205870271,0.07111465451784357,-0.435093,53.84196
402,Luton,0.4615266938023576,0.5384733435403363,-0.4200255,51.87867
403,Scarborough,0.9076482816137023,0.09235165614847456,-0.399752,54.28311
404,Worthing,0.45650173643526637,0.5434981888793458,-0.372882,50.81787
405,Dorking,0.4253244457721846,0.5746755666753799,-0.332378,51.2322
406,Hull,0.9280553169772334,0.07194470791789585,-0.3274198,53.767619999999994
407,Horsham,0.45863997908809145,0.5413600333594732,-0.325858,51.06288
408,Biggleswade,0.4321596524639954,0.5678402852981814,-0.26421999999999995,52.086940000000006
409,Peterborough,0.5552429142238321,0.4447570235383447,-0.2405299,52.5695
410,Welwyn Garden City,0.3909516163162677,0.6090483836837323,-0.208661,51.80317
411,Bridlington,0.907035985909357,0.09296401409064316,-0.198802,54.08535
412,Stevenage,0.3966113994796918,0.6033886129678729,-0.19661199999999998,51.90376
413,Crawley,0.37035064789573924,0.6296493272091315,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.4672734854425732,0.5327265519001207,-0.182552,52.33146
415,Hove,0.44494566638037264,0.5550543709623211,-0.168749,50.82793
416,Spalding,0.6364571741538768,0.3635427387131708,-0.1537024,52.7901
417,Brighton,0.44511221479517527,0.5548877976523893,-0.137163,50.82253
418,London,0.40515154909941875,0.5948484509005814,-0.12775830000000002,51.50735
419,Grimsby,0.9043641161606734,0.09563589628689145,-0.08078400000000001,53.56746999999999
420,Boston,0.7136893336818653,0.2863105916327471,-0.026576999999999996,52.97894
421,Royston,0.399625950682749,0.600374049317251,-0.024066,52.048140000000004
422,Louth_Lincs,0.8853357730560018,0.11466423939156305,-0.007711,53.36596
423,Lewes,0.45342619216550273,0.546573745596674,0.00878,50.873870000000004
424,Chatteris,0.4543437021546734,0.5456562853977619,0.054012,52.4561
425,Uckfield,0.45129193273336077,0.5487080672666392,0.095913,50.966409999999996
426,Cambridge,0.42082938123156194,0.5791705565306149,0.12181700000000001,52.20534
427,Bishop's Stortford,0.3332342507188469,0.6667656745957654,0.15365020000000001,51.87216
428,Wisbech,0.5700796644136574,0.4299203106912133,0.158797,52.66631999999999
429,Sevenoaks,0.38594134707544464,0.6140585657916029,0.190898,51.27241
430,Tunbridge Wells,0.41423553281800424,0.5857643924966079,0.26369499999999996,51.13238
431,Eastbourne,0.4256706125446555,0.5743293127699566,0.29047199999999995,50.768029999999996
432,Brentwood,0.2511175423528386,0.7488823705142089,0.30717490000000003,51.620470000000005
433,Skegness,0.7956305313865342,0.20436945616590116,0.337881,53.1464
434,Downham Market,0.44020239740094846,0.5597976025990515,0.385472,52.606609999999996
435,King's Lynn,0.568805780649016,0.43119421935098395,0.4022963,52.75168000000001
436,Bexhill,0.42340540473256405,0.5765946201625652,0.4662071,50.849909999999994
437,Chelmsford,0.305383571704196,0.6946164531909332,0.4685497,51.73559
438,Mildenhall,0.4109488778520482,0.5890510599101285,0.5156095,52.347570000000005
439,Medway,0.3056498251117169,0.6943501375455892,0.5417860999999999,51.404740000000004
440,Braintree,0.43284800278825447,0.567151947421487,0.5509269,51.88009
441,Gillingham,0.3040906431656646,0.6959093568343353,0.551438,51.38632
442,Hastings,0.3716837820680385,0.6283161432465738,0.573453,50.85426
443,Maldon,0.31625004667836737,0.6837498910838095,0.6714479999999999,51.731809999999996
444,Southend,0.29387530029749687,0.7061247370451971,0.7077123000000001,51.54593
445,Bury St Edmunds,0.4154856417341948,0.5845143831609345,0.7104931999999999,52.24292
446,Thetford,0.3839293227280083,0.616070702167121,0.751657,52.412859999999995
447,Ashford,0.40164382538556326,0.5983560999290488,0.8750190000000001,51.14647
448,Faversham,0.3786350000622378,0.6213649252523744,0.889358,51.31599
449,Colchester,0.41394251714652025,0.5860573957205273,0.891874,51.89593
450,New Romney,0.3843982224877703,0.6156017028268419,0.939473,50.98512
451,Canterbury,0.40508545253121214,0.5949145101260939,1.0789089,51.280229999999996
452,Ipswich,0.40438303645891677,0.5956169510935185,1.14822,52.056740000000005
453,Clacton,0.4008858931750004,0.5991140321396119,1.153035,51.78953
454,Folkestone,0.3915881847716493,0.6084117778856567,1.169456,51.0814
455,Sheringham,0.4636158930505247,0.5363841318446045,1.2109589,52.944419999999994
456,Harwich,0.4122715560700549,0.5877283941396866,1.260297,51.93473
457,Norwich,0.420229657567497,0.5797703673276324,1.297355,52.63089
458,Cromer,0.4636158930505247,0.5363841318446045,1.301866,52.93145
459,Dover,0.40089734493446355,0.5991026799606657,1.3134027,51.12788
460,Felixstowe,0.4070891370103439,0.5929108505420915,1.3512549999999999,51.961729999999996
461,Margate,0.40904278227964697,0.5909571928252237,1.3868339,51.38965
462,Ramsgate,0.4021274132715934,0.5978725120430187,1.4198950000000001,51.33555
463,Great Yarmouth,0.4455241047089137,0.5544758579483924,1.728047,52.59823000000001
464,Lowestoft,0.45189713332586484,0.5481028542265706,1.7534490000000003,52.48114
465,Swaffham,0.39427660978129625,0.6057233404284451,0.687481,52.64747
466,Dereham,0.4111644696715087,0.5888354431955388,0.9378270000000001,52.681619999999995
467,Ely,0.4273377148760844,0.5726622477812217,0.262363,52.39954
468,March,0.47345469708851456,0.5265452904639207,0.088622,52.551719999999996
469,St Neots,0.4848757110671298,0.5151242889328703,-0.26510300000000003,52.23008
470,Banham,0.4047161332885221,0.5952838916066072,1.0402849,52.45125
471,Holt,0.46060258660393083,0.5393974258436337,1.086747,52.90936
472,Cromer,0.4636158930505247,0.5363841318446045,1.301866,52.93145
473,Hunstanton,0.6317073079651966,0.36829267958723877,0.49103199999999997,52.93891
474,Horncastle,0.8287984365858819,0.17120153851898876,-0.11245,53.20731
475,Market Weighton,0.9185250880665198,0.08147487459078631,-0.6677465,53.86484
476,Hawes,0.8717582185045495,0.12824169436249797,-2.1968695,54.303830000000005
477,Reeth,0.8137667575338885,0.18623323001854683,-1.9428115000000001,54.38946
478,Aysgarth,0.8649536328217384,0.13504639207339086,-1.9967433999999997,54.29159
479,Stanhope,0.6086598951915059,0.391340079913365,-2.011302,54.74946
480,Keswick,0.7439462514159105,0.2560536614511371,-3.134706,54.60128
481,Oxenholme,0.8587803876171627,0.1412195501450141,-2.7243327999999996,54.30134
