,placename,a_load_of,a_lot_of,a_rake_of,bare,loads_of,lots_of,longitude,latitude
204,Birkenhead,0.7993657695652897,0.23866417126016065,0.01,0.7110718449599318,0.7955396354546137,0.3644902830779441,-3.023009,53.38999
205,Cupar,0.13211623955822366,0.3382825777188299,0.01,0.016659516422909932,0.4171914602691793,0.6501274029841406,-3.010137,56.32023
206,Southport,0.678008331316989,0.21188302008634646,0.01,0.7399882655494359,0.7763920248146616,0.42322369691387934,-3.010113,53.64571
207,Bridgwater,0.5293245911624432,0.11441619281655464,0.01,0.355366758651964,0.5605965298113732,0.7494683822805898,-3.003632,51.12789
208,Langholm,0.5293780019723237,0.3195808851346081,0.01,0.01,0.5513074173792445,0.5404381476935922,-2.998913,55.15306
209,Newport,0.4635446958375698,0.18047260627550896,0.01,0.3460501716823461,0.6327420611134333,0.6321452406370437,-2.997664,51.58415
210,Axminster,0.280668479635701,0.01,0.01,0.1324953461285054,0.4940826043355727,1.0,-2.994937,50.78273
211,Wrexham,0.3779261911135835,0.21786761327128312,0.01,0.27163648333331264,0.4598325244810174,0.7100667090176775,-2.992494,53.04304000000001
212,Liverpool,0.8310248569766517,0.23384865539995825,0.01,0.7387072490013328,0.8148792124006394,0.35092821586005546,-2.9915726,53.40837
213,Weston-super-Mare,0.4628482247948248,0.13400436051663686,0.01,0.4666300934881994,0.5288178104693351,0.7378932169901936,-2.977255,51.34741
214,Dundee,0.13165311901227464,0.34424171414834903,0.01,0.01,0.4350415843582563,0.6340868547046058,-2.970721,56.46202
215,Kirkwall,0.26659865197033955,0.3602917150828379,0.01,0.0739582926194964,0.3464193107682882,0.6381318840120268,-2.9622491,58.98467
216,Ambleside,0.4330173553766206,0.2736423976783437,0.01,0.2837211899988452,0.4214103997609197,0.6525976498894359,-2.961333,54.42874000000001
217,Orkney Islands,0.26659865197033955,0.3602917150828379,0.01,0.0739582926194964,0.3464193107682882,0.6381318840120268,-2.9605206,58.98094
218,Lyme Regis,0.2756041583733192,0.03422225745351215,0.01,0.12587358740692545,0.4929832544363241,0.9585262012913628,-2.936639,50.72516
219,Carlisle,0.4394320972099229,0.34183395621824764,0.01,0.03836164083781622,0.4604285113019821,0.5739643386922596,-2.932931,54.89247
220,Chester,0.7990443578107628,0.22982262119510136,0.01,0.6288809547812269,0.7307348271374267,0.42574005509474,-2.893075,53.19339
221,Forfar,0.16615960919502748,0.3965160335668266,0.01,0.06585008335151407,0.5283551716716968,0.4976542947095133,-2.889062,56.64356
222,Morecambe,0.2795759400665023,0.23441966009109005,0.01,0.434713322528696,0.4958471860447626,0.6591648012871631,-2.864968,54.07417
223,Selkirk,0.1395193624838388,0.2965148090646673,0.01,0.01852883467148893,0.4361121393115937,0.6908498349257504,-2.838524,55.55066
224,Galashiels,0.13095546435047412,0.30924576467259723,0.01,0.018577290326116533,0.4485893321718458,0.6682763069973449,-2.814449,55.62373
225,Lancaster,0.2817357489380644,0.2305792346345921,0.01,0.4380716370848348,0.5165493124075434,0.6508898858622418,-2.8007399,54.04657
226,St Andrews,0.13165311901227464,0.3393179265182699,0.01,0.01,0.4190196650969536,0.6499989501450649,-2.7967214,56.33978000000001
227,Hawick,0.1915556947360052,0.3090327657443587,0.01,0.016606341721300304,0.4260516651260228,0.6739150572664987,-2.780914,55.42706
228,Bridport,0.3306570325599103,0.013950946443497876,0.01,0.1385169578183722,0.4624964683341638,0.9933826202485316,-2.758301,50.73358
229,Shrewsbury,0.3802205478812821,0.2189284188261406,0.01,0.4397922945794001,0.3904445891657096,0.7275704668807823,-2.7553268,52.7073
230,Penrith,0.3783838670118771,0.3458973699627042,0.01,0.09640020845443464,0.4252935353358208,0.5906035101385109,-2.752708,54.6641
231,Kendal,0.3678277012842593,0.27515691350696786,0.01,0.35451634205815963,0.4050320402048746,0.6600993780329998,-2.74629,54.32801
232,Street,0.4857414886619503,0.07779101099409587,0.01,0.4238990707346879,0.4532805773359232,0.85760508739116,-2.742919,51.12468
233,Glastonbury,0.4807760883621337,0.07238032263698467,0.01,0.4349158105857286,0.4806619656403623,0.8472930416850049,-2.718454,51.14743
234,Hereford,0.4898162452129636,0.06528723276045957,0.01,0.3877609875782647,0.5403658864081892,0.8255515752558662,-2.715974,52.0564
235,Ludlow,0.4249078190081941,0.1424746930849785,0.01,0.5408406596486424,0.5021546503871926,0.7384366713093584,-2.7139129,52.36775
236,Preston,0.284026909934313,0.20627286677223147,0.01,0.4678342816119207,0.6059345149453654,0.6239687233805165,-2.70309,53.7632
237,Whitchurch,0.3216277650043911,0.2500056391546809,0.01,0.22493486122140136,0.40367799215310296,0.716806365990958,-2.682045,52.96872
238,Wells,0.4864767528192401,0.08596488514491975,0.01,0.4374840372387046,0.4833685534372151,0.8271745274726451,-2.6445979,51.20935
239,Yeovil,0.4322728589906977,0.02938418497458492,0.01,0.11646779413431202,0.4647594768451955,0.9611158434637472,-2.633308,50.94206
240,Wigan,0.4847144919979511,0.2801306479356507,0.01,0.2857763734383752,0.644411075825114,0.5029249781897785,-2.6325074,53.54506
241,Warrington,0.5327738050426137,0.25414671211503104,0.01,0.3548583698410208,0.5708373837652587,0.5643797806997137,-2.5969501,53.39004
242,Arbroath,0.131161887513757,0.3406345885769412,0.01,0.033078355293119366,0.41972308448992457,0.6435388427799007,-2.591543,56.55911
243,Bristol,0.4548987729036576,0.09184023984774928,0.01,0.4445521506976584,0.4794346839099944,0.8254782912643422,-2.58791,51.45451
244,Guernsey,0.2943199571458885,0.12524594770344608,0.01,0.22206619781216166,0.4749370504774716,0.8375969108739032,-2.585278,49.46569
245,Ross-on-Wye,0.4075369665684135,0.13707399408758794,0.01,0.4008370358022705,0.4683848976541924,0.7867575827316567,-2.582446,51.91445
246,Jedburgh,0.21032931329943666,0.29526968371109225,0.01,0.01727418999259319,0.42415181573044586,0.689938725525514,-2.5549369,55.47772
247,Sedbergh,0.3721622918084359,0.3082581070098884,0.01,0.1968619556579691,0.3144933944051283,0.6926592907838793,-2.5281740000000004,54.32363
248,Nantwich,0.4082313070968585,0.2558220244114173,0.01,0.24695315870579496,0.5011333896388791,0.6358571983200676,-2.524102,53.06718000000001
249,Banff,0.251185742172202,0.3847185997366677,0.01,0.05972787869538587,0.41067413561857335,0.5723850275041407,-2.524038,57.66651
250,Dunbar,0.12309327477417513,0.3436330076802062,0.01,0.016523147354870888,0.4361216005081073,0.6331967424030644,-2.516737,56.00209
251,Cinderford,0.2806093282734013,0.2007394059617787,0.01,0.30025949494493565,0.3670362178030512,0.7973878785807775,-2.5009579,51.8253
252,Banchory,0.15864963505917518,0.4035437092490517,0.01,0.06949213484012144,0.4895853137000252,0.5125148883839521,-2.4909599,57.05386
253,Blackburn,0.31864409808923344,0.2588945581190615,0.01,0.3794006863895393,0.6240854091004232,0.5528478447301606,-2.487529,53.74858
254,Market Drayton,0.3540801139067635,0.19862520631250208,0.01,0.27814644712387737,0.3892608426511836,0.7794781768095691,-2.483485,52.90355
255,Telford,0.4595843952492253,0.2486873659089577,0.01,0.5052008253548528,0.3863560496433095,0.6722134688565681,-2.4672611,52.67759
256,Montrose,0.1882947650570917,0.3852747815069239,0.01,0.06813348027249197,0.4422403893954247,0.5603446323799139,-2.4661150000000003,56.70692
257,Turriff,0.2519189349961445,0.3885741703514517,0.01,0.059902218699187035,0.4029752583540823,0.5719568513738895,-2.4623,57.53893000000001
258,Weymouth,0.41064529816059386,0.1088975549269778,0.01,0.25481859409296537,0.4209435102807898,0.8703429155583149,-2.457621,50.61443
259,Crewe,0.32862209549870564,0.2271403169913853,0.01,0.2309044094790391,0.5077508110062235,0.6817515038657306,-2.4438209,53.1004
260,Fortuneswell,0.40269984098373895,0.12999733831899038,0.01,0.2414173995300969,0.4041386427282855,0.8563740810166879,-2.442219,50.55919
261,Dorchester,0.4373842882914894,0.11195623242597738,0.01,0.2332225143287336,0.4253996652793216,0.8629272343486184,-2.4411810000000003,50.71116
262,Alston,0.4466669686867957,0.2756144906296584,0.01,0.1350596048417816,0.7601100597680238,0.464667852659653,-2.438685,54.81217
263,Kelso,0.19461366333737312,0.2948452970416673,0.01,0.01813050770385651,0.4205928289752297,0.6946902454478496,-2.432207,55.60003
264,Wincanton,0.5805833152856086,0.03600487480754354,0.01,0.1303199886021317,0.3715763580604903,0.9861266816720444,-2.416007,51.05569000000001
265,Clitheroe,0.3060894211768446,0.20837353245027387,0.01,0.4055057524397743,0.6158171460602379,0.6206165983300308,-2.3930830000000003,53.8711
266,Sark,0.3016580402044028,0.13030571952069114,0.01,0.24264123957549666,0.4831331890340894,0.8224378290317413,-2.3666256000000003,49.43007
267,Bath,0.5139752417075871,0.09020649617729733,0.01,0.4304943129065593,0.44227850841905947,0.8435390898045912,-2.3590167,51.38106
268,Kidderminster,0.505535771527434,0.28344195956436075,0.01,0.8834915229401077,0.5066440566923123,0.4985868129162624,-2.2496839,52.3886
269,Manchester,0.5716471097783298,0.3016709298676055,0.01,0.7475169893925828,0.565509221821386,0.4489348501198275,-2.2426305,53.48076
270,Burnley,0.4161128784351917,0.2900481487138536,0.01,0.4514739213689243,0.5712647144744584,0.5215629910902312,-2.2405035,53.78929
271,Gloucester,0.3797092836302496,0.17296866370079356,0.01,0.4165591857285356,0.3816822185655688,0.7947315397419499,-2.238156,51.86424
272,Newcastle-under-Lyme,0.3488088368525238,0.24852334706709195,0.01,0.2504047059924912,0.4450890322587723,0.686643827861668,-2.2273002,53.01321
273,Worcester,0.3766717620480658,0.1042766704626234,0.01,0.3555349820567088,0.5534649815407258,0.7879227158553209,-2.221575,52.19364
274,Trowbridge,0.5073343398632512,0.09824341942872472,0.01,0.4384219516742685,0.43316004032115135,0.8386101238128921,-2.208853,51.31966
275,Shaftesbury,0.5491139324183701,0.11636798481101746,0.01,0.21939131700342165,0.4131470044377811,0.8509523007673824,-2.198083,51.0046
276,Alderney,0.3118649199487363,0.1561552823411966,0.01,0.2433256891647113,0.4772788337333889,0.7914148215637734,-2.1973557,49.715
277,Stoke-on-Trent,0.35000763582243194,0.24336625955192245,0.01,0.25126530255261625,0.4508690691752642,0.6894800830167646,-2.179404,53.00267
278,Colne,0.44631185337966295,0.2056000350594304,0.01,0.4239260213258997,0.5823164889527163,0.6223046003819824,-2.176991,53.85564
279,Blandford Forum,0.4219675909123741,0.1468152310023323,0.01,0.2194872401756376,0.460620546167451,0.8012208783621605,-2.165353,50.85691
280,Rochdale,0.5770458921953254,0.3180409125505669,0.01,0.75002651885844,0.5514343208194384,0.4353851341364653,-2.1561,53.60971
281,Jersey,0.28161939918490664,0.2001274771195327,0.01,0.2409912261834693,0.4422203700520769,0.7608072272837122,-2.13125,49.21444
282,Wolverhampton,0.4555836740701349,0.3316473872024055,0.01,0.8447813375402647,0.4173145243832517,0.5027681175112921,-2.12882,52.58697
283,Stafford,0.4441682304986849,0.3023891970552657,0.01,0.508737549438674,0.4863550006845656,0.5452226042413316,-2.12066,52.80669
284,Macclesfield,0.3343808460609617,0.19436683893478648,0.01,0.532222245367682,0.5081393370978383,0.6822904293989023,-2.119287,53.25866
285,Hexham,0.4067856051919687,0.2692248450199172,0.01,0.13117037749115926,0.8837906599205136,0.4046289133342693,-2.1121439,54.97266
286,Aberdeen,0.15847076062940954,0.4105104820607213,0.01,0.06941378573132394,0.4886051885887274,0.5042379144199426,-2.094278,57.14972
287,Dudley,0.4212671843362695,0.3272185562346174,0.01,0.8638316746170501,0.4372311657572148,0.4986930335331899,-2.081112,52.51225
288,Cheltenham,0.4151371916572493,0.1427205602290722,0.01,0.42401664980743775,0.4468931727388923,0.7882916060598449,-2.0782533,51.89939
289,Bromsgrove,0.4620853231325887,0.2703865108842129,0.01,0.7905793458851097,0.4780796760266924,0.5508926443046192,-2.061906,52.33559
290,Skipton,0.4064625955517169,0.17301635483752464,0.01,0.3744467059785342,0.5308337994800867,0.7070130721349152,-2.0162787,53.96285
291,Fraserburgh,0.2328785582880749,0.3905887986409317,0.01,0.05873078069995484,0.4072897010830944,0.5695977655793326,-2.007631,57.69335
292,Berwick,0.18133064643916927,0.30101904358647663,0.01,0.01796561502894501,0.4369883283800314,0.6788267315298608,-2.005395,55.77024
293,Poole,0.5068959569555626,0.19127368203287995,0.01,0.31497983398540474,0.4762935666674642,0.7104183074938646,-1.987248,50.71505
294,Walsall,0.4528108688897183,0.3443818874218492,0.01,0.8530194545066742,0.4141749154474121,0.4876670864714047,-1.982919,52.58621
295,Cirencester,0.37114905471595705,0.17605312019262062,0.01,0.3243305255352665,0.3615465299244962,0.8164083680437333,-1.968243,51.71849
296,Evesham,0.4014912475661463,0.06923431879978148,0.01,0.2375390817049176,0.4720435012103818,0.8939173051911828,-1.94677,52.09215
297,Buxton,0.2457788223741996,0.20659929326891133,0.01,0.5113692877533155,0.5069379708187904,0.6824995769702176,-1.91483,53.25908
298,Keighley,0.39504079002784376,0.25175119920652245,0.01,0.4259898732822604,0.5948615556140443,0.5626633708083514,-1.912358,53.8678
299,Birmingham,0.4534647888274173,0.3274022315585142,0.01,0.8448472071862669,0.4329705421532983,0.4990763335113283,-1.890401,52.48624
300,Bournemouth,0.5001679999296931,0.20043585832123345,0.01,0.310799158539437,0.462598621832753,0.7084318172741895,-1.880769,50.71916
301,Halifax,0.4346534128161148,0.2536952575031371,0.01,0.4814391709287669,0.5569193466591316,0.5700370578206576,-1.85754,53.72702
302,Salisbury,0.5235199753617857,0.20603183318929325,0.01,0.2619690369136507,0.3952789177872072,0.7449894129334715,-1.794472,51.06878
303,Ringwood,0.48874086812007,0.19535965239606065,0.01,0.25743746815624496,0.43445608712473066,0.7405437919195753,-1.788817,50.84495
304,Huddersfield,0.5117527897975115,0.2565786378509081,0.01,0.4317104602589337,0.4507083659533221,0.6260577288467613,-1.7850351000000002,53.64579000000001
305,Peterhead,0.21876472958432447,0.3829040808790117,0.01,0.05873078069995484,0.4105597785476693,0.5794161736122463,-1.784066,57.50812
306,Swindon,0.5702798522263446,0.1086188195670288,0.01,0.43994881733340857,0.323250280253667,0.8823944267936153,-1.7797176,51.55577
307,Bradford,0.41320013989193616,0.2528545400995457,0.01,0.4527903015254616,0.5756176190240803,0.5666989308359687,-1.759398,53.79598000000001
308,Ashbourne,0.29242507180942834,0.2306581828001268,0.01,0.6882984353139344,0.5996792928619455,0.5659150391513548,-1.732179,53.016630000000006
309,Marlborough,0.6606130075532355,0.11349330487332525,0.01,0.44086979799372905,0.31699889749636856,0.8672287576263727,-1.727062,51.42007
310,Stratford-upon-Avon,0.3065929327230633,0.1765986681283357,0.01,0.3986872467065769,0.4169092012398555,0.7815029558562762,-1.708298,52.19173
311,Alnwick,0.4104802424833014,0.2835292859025645,0.01,0.12738347619450274,0.8995408097399317,0.3768872171721683,-1.7062990000000002,55.41274
312,Otley,0.3786936201187071,0.2515391669905151,0.01,0.38810989230239,0.5730543203628328,0.5833706271998065,-1.691786,53.90583
313,Bishop Auckland,0.4033848605121218,0.3188332943426069,0.01,0.17713566204521336,0.8517292016333865,0.3548254420609764,-1.6787880000000002,54.66382
314,Burton upon Trent,0.5743881051966291,0.2558690710733277,0.01,0.967809570490167,0.4717561002264312,0.5339096968307143,-1.6371359,52.81403
315,Newcastle,0.4057839675662339,0.2857408012497657,0.01,0.1217973682044288,0.938076331699403,0.3523210234068245,-1.61778,54.97825
316,Durham,0.4545953521587746,0.3062322004110457,0.01,0.15216896372563396,0.9124534918773914,0.33067342636008706,-1.584852,54.77525
317,Ashington,0.43380431409616027,0.278417956099664,0.01,0.12769572134230125,0.9020302013733408,0.3786357402732998,-1.5659829,55.18298000000001
318,Darlington,0.5057202385572371,0.2887843335904787,0.01,0.1562681317182487,0.8343550168645829,0.3922035714006341,-1.559458,54.52361
319,Leeds,0.3993412035517922,0.2763514475871181,0.01,0.3874132926293932,0.6137007175357725,0.5244807643932022,-1.5490774,53.80076
320,Harrogate,0.35730917464260703,0.2431925735877465,0.01,0.3819701474442373,0.5841551148085347,0.5911646678938304,-1.5418120000000002,53.99211999999999
321,Leamington Spa,0.34117336950630983,0.212181734165737,0.01,0.4555001149794413,0.3779083666663399,0.7470504222681231,-1.5200789,52.28519
322,Coventry,0.4341942278035253,0.2775247139981867,0.01,0.6923960826221335,0.389064762781408,0.6122391676585395,-1.519693,52.40682
323,Blyth,0.4334365636556097,0.2790575973592001,0.01,0.12758746338779114,0.9132140898058144,0.3711681838785921,-1.510277,55.12696
324,Wakefield,0.4302283050246671,0.3037380828549718,0.01,0.3996862686448415,0.559746736110021,0.5159514135370354,-1.505924,53.6833
325,Andover,0.6503401410465567,0.1419958482932049,0.01,0.4043755052870303,0.3745523157204019,0.8025609873082831,-1.4919233,51.2112
326,Witney,0.3770867684794079,0.1730901472044939,0.01,0.3922848143897084,0.35589147678513755,0.8136754515508416,-1.4850544,51.78594
327,Barnsley,0.5325293877076486,0.1993901979246621,0.01,0.5490585767544541,0.6335206901627484,0.5707579582091863,-1.479726,53.55263000000001
328,Derby,0.4811695233361889,0.2305708564619233,0.01,0.912923455546502,0.503764699219993,0.5673210213482853,-1.4746186,52.92253
329,Sheffield,0.4539978908500241,0.18433365492626888,0.01,0.5169518987848952,0.6552032844338018,0.5921947608533386,-1.470085,53.38113000000001
330,Nuneaton,0.4213367515462578,0.27628377773094576,0.01,0.8393027363974187,0.4171111772176033,0.5791234493539688,-1.465382,52.52049
331,Northallerton,0.4057310893849285,0.2927069295866147,0.01,0.22159389601215806,0.5967686723054942,0.535040658205522,-1.429959,54.33796
332,South Shields,0.3851610329999799,0.28088983927442435,0.01,0.12285795939167415,0.9420888388527188,0.3588371230351758,-1.427406,54.99941999999999
333,Chesterfield,0.4062469993407538,0.15460499816002402,0.01,0.535479111187787,0.7117565582031898,0.6003828059287571,-1.421629,53.23505
334,Southampton,0.4001036317664062,0.20149505268903886,0.01,0.3381863277806876,0.5317319961143278,0.6758224995852042,-1.4043508999999998,50.9097
335,Wetherby,0.3458989981759543,0.24672526231736425,0.01,0.35134811305397146,0.5827883147092879,0.5931552751916809,-1.384816,53.92706
336,Sunderland,0.4077375899983243,0.27903761863975884,0.01,0.13335140834016046,0.9340253627254772,0.3615008726147193,-1.383801,54.90687
337,Rotherham,0.475528217374717,0.174664921428852,0.01,0.5214133775352991,0.6784172213521655,0.5870154765085693,-1.3635008999999998,53.4326
338,Castleford,0.4139550225350712,0.34253643377280063,0.01,0.33216926583083345,0.5925478817100881,0.4579767772088434,-1.345968,53.72346999999999
339,Thirsk,0.40960895090605604,0.2173201319111063,0.01,0.18822378787114846,0.5985834394918432,0.6341922519058985,-1.341377,54.23385
340,Banbury,0.2592065662924172,0.1843185097679824,0.01,0.25546128950523017,0.3704196925069998,0.8253057856887894,-1.339775,52.0629
341,Stockton,0.4471245854041365,0.30795552608157395,0.01,0.16101187596964214,0.8509886230483111,0.3652387678902486,-1.3289821000000002,54.57046
342,Newbury,0.5746287053601402,0.16984586095713514,0.01,0.7427068460261194,0.3707011288235832,0.7345748519807468,-1.3231138999999998,51.40141
343,Isle of Wight,0.4230590652244229,0.2074106870681614,0.01,0.3879916698631565,0.5318107022998182,0.6583619710429423,-1.304734,50.69385
344,Abingdon,0.5125095958216117,0.16366824756340165,0.01,0.4091736647983725,0.35301033676854754,0.8063425236124727,-1.2879528999999998,51.67078
345,Shetland Islands,0.2586747662507715,0.3446058424220395,0.01,0.07176009096549475,0.355469699386935,0.6541349668801647,-1.2659409,60.52965
346,Rugby,0.3712412882308585,0.2415327286870568,0.01,0.583812190647885,0.3908575909613488,0.68042951006358,-1.265032,52.37088
347,Oxford,0.43591228045309055,0.14609277472833768,0.01,0.40228172601510587,0.34953766629166955,0.8424628855695175,-1.2577263,51.75202
348,Middlesbrough,0.4761022430261682,0.31711222433395125,0.01,0.16209523124849354,0.8392129299179695,0.35643439621195866,-1.234956,54.57423000000001
349,Hartlepool,0.4366916936011513,0.2713909248922603,0.01,0.12372208369337873,0.8981543330943126,0.39007133661354665,-1.212926,54.69174
350,Loughborough,0.4635135666564096,0.26362274764106114,0.01,0.9740634959684484,0.4152403970055175,0.5725315954871882,-1.206166,52.7721
351,Mansfield,0.3884211933265072,0.2304461505841197,0.01,0.7285884455929299,0.5358982819906879,0.5857420642288899,-1.198674,53.1472
352,Nottingham,0.5088568290543679,0.21749446235010306,0.01,1.0,0.5318536890404998,0.5516617145078013,-1.1581086,52.95478000000001
353,Bicester,0.3720401127314297,0.1828845532919452,0.01,0.28435206162803234,0.43478380103295705,0.7689232234910601,-1.1535898999999998,51.8996
354,Leicester,0.5166973879924274,0.28012259200039163,0.01,0.9534395521957486,0.3340845157715061,0.5955444156569188,-1.1397592,52.63688000000001
355,Doncaster,0.5178415333524468,0.19980620642141847,0.01,0.5410345438333234,0.6710381051060776,0.5508135964036498,-1.128462,53.52282
356,Worksop,0.4575535416737622,0.1708618755119546,0.01,0.5994838747840501,0.728750101210807,0.5537087257766559,-1.122745,53.3093
357,Basingstoke,0.5105695258277071,0.18559908123669536,0.01,0.5759429720195268,0.3994244301668742,0.7284157030302106,-1.0923964,51.26654
358,Portsmouth,0.3862035942545593,0.1797243710086867,0.01,0.3918895072427474,0.5415017099055918,0.6925221920806356,-1.0879769,50.81977
359,York,0.34596930514785224,0.23068492850518565,0.01,0.28789501313001714,0.5824721187794261,0.6223157164930564,-1.0872979,53.95997
360,Selby,0.38379572841943627,0.2421295123710163,0.01,0.2113751399256688,0.5083114211793546,0.6571993081661834,-1.067189,53.78352
361,Helmsley,0.4119684954932373,0.2249455579895221,0.01,0.1794024022387159,0.5685501052283874,0.6433366942414839,-1.0562636,54.24651
362,Towcester,0.3291362300259476,0.2751043888090813,0.01,0.5885487839885549,0.4398244248740889,0.6133561309675504,-0.989688,52.13511
363,Reading,0.5071462036143761,0.22190202564880884,0.01,0.7516295695754786,0.4256366065485329,0.6432716444063111,-0.9781303,51.45426
364,Retford,0.4118726519402165,0.241102219506835,0.01,0.41508292438337946,0.7071106993586201,0.5079791033580124,-0.945503,53.32136
365,Petersfield,0.3118069226150157,0.1372889264402885,0.01,0.4865608852934601,0.6046085762455545,0.7065330208196527,-0.93899,51.00759
366,Northampton,0.3638373959528573,0.3019361312563198,0.01,0.6223437140987458,0.4700850335320573,0.5515546704752384,-0.902656,52.24048
367,Melton Mowbray,0.4956239088326892,0.2420798878098231,0.01,0.8850624145678957,0.3835039788102106,0.6265497196887324,-0.887126,52.7664
368,Aylesbury,0.5076976813228197,0.232419854722486,0.01,0.6297290410954712,0.3922370059892802,0.6661168994942993,-0.8084,51.81561
369,Newark-on-Trent,0.4956116287849882,0.2382146500727288,0.01,0.6476857228730517,0.5287057844178619,0.5760422280474303,-0.80657,53.07004000000001
370,Malton,0.4607678367618882,0.17070107904419238,0.01,0.11352755081674035,0.5457830384468061,0.7283345965901534,-0.7978970000000001,54.13684
371,Chichester,0.21803283874134305,0.12035083920288765,0.01,0.40027128271180334,0.6578644859111471,0.7207814049693957,-0.774936,50.83761
372,Gainsborough,0.3895455130673468,0.2395371124047868,0.01,0.4208320534367765,0.6748089403919253,0.5317140590397244,-0.774465,53.40057
373,Milton Keynes,0.3422642520088309,0.28649129217846003,0.01,0.6481070663535898,0.4827920374844379,0.5632130007447795,-0.7594171,52.04062
374,Aldershot,0.3320564845502057,0.26122530130809035,0.01,0.5714038798760649,0.36997398787993296,0.6749216828804067,-0.7557509,51.24837
375,High Wycombe,0.314195436278581,0.21715095727067488,0.01,0.6109144747475839,0.4401219040891085,0.6863091094060003,-0.748229,51.62861
376,Midhurst,0.20114818741909413,0.14168392247999045,0.01,0.41851045778520496,0.6181785373031327,0.7172666553309781,-0.737274,50.9869
377,Kettering,0.24876627687033484,0.3333919805420161,0.01,0.5950338658112425,0.4396249855939571,0.5493195087337637,-0.7302489999999999,52.39632
378,Wellingborough,0.28341278918735585,0.3049438952444849,0.01,0.6463699491432955,0.4628198630005032,0.5600506729981839,-0.693964,52.30242
379,Corby,0.2942283450309912,0.29837991919574697,0.01,0.9413950821010588,0.40240306164319184,0.5637556316483092,-0.6842333,52.4923
380,Bognor Regis,0.2897915490013702,0.16700404923529866,0.01,0.396219351363637,0.5868258460417884,0.6943917572801266,-0.673061,50.783
381,Scunthorpe,0.4727496716418812,0.29222421794591685,0.01,0.17730246634972424,0.5926100650813771,0.5347532861488729,-0.654413,53.58865
382,Grantham,0.462565162297697,0.2064149734701938,0.01,0.5785580135886821,0.4700369733961438,0.66574553904287,-0.643582,52.91252
383,Whitby,0.5392184036665915,0.2152130214848568,0.01,0.1297829992266027,0.6981209172451766,0.5668936686336693,-0.613347,54.48634000000001
384,Slough,0.22166607579417066,0.3731773446477332,0.01,0.6553896455680805,0.3573291672988414,0.5436058276418161,-0.5950406,51.51054
385,Guildford,0.30775722919750303,0.2315446579159875,0.01,0.2910554755617749,0.3869682850408953,0.7435138521153755,-0.570409,51.23622
386,Woking,0.34781557333160684,0.24030693757810234,0.01,0.4189655456838887,0.3558684408284086,0.7283135994914587,-0.5600349,51.31677
387,Lincoln,0.4429537485762912,0.20086668973886507,0.01,0.300130535365537,0.6238526499543087,0.6204329766434038,-0.540579,53.23069
388,Bedford,0.3170681093168071,0.2598151904004187,0.01,0.6616813449703779,0.4704193291422061,0.6064159722871235,-0.4667782,52.13864
389,Heathrow,0.34027562404317346,0.3475156462374593,0.01,0.9505287836823864,0.1984453745821391,0.6158276129962985,-0.4542955,51.47002
390,Driffield,0.4859197712821882,0.2678395463928419,0.01,0.1743535360454707,0.5491442999067659,0.5905722203443768,-0.443377,54.006
391,Beverley,0.5103127692640881,0.2598516032277879,0.01,0.17939635336244733,0.5784605714576406,0.5791053342099965,-0.435093,53.84196
392,Luton,0.4506901786279411,0.22473868157208005,0.01,0.6503468744257319,0.3439439738108595,0.7101058212603449,-0.4200255,51.87867
393,Scarborough,0.5104074883790062,0.2461658581730037,0.01,0.2053194267338666,0.6294841186617783,0.5624698681341032,-0.399752,54.28311
394,Worthing,0.3406238151788314,0.16927872311492725,0.01,0.2733574425021142,0.5293758153854551,0.7353451573073814,-0.372882,50.81787
395,Dorking,0.26598180889955475,0.2430221099976733,0.01,0.3365293266282889,0.37521007455628536,0.7356411752281993,-0.332378,51.2322
396,Hull,0.5064241959905081,0.244552093221994,0.01,0.18213246788453807,0.6011872567555515,0.5851800830579352,-0.3274198,53.76762
397,Horsham,0.3194553209994113,0.13563327062593314,0.01,0.21640130359347853,0.524542857951858,0.7917968864184591,-0.325858,51.06288
398,Biggleswade,0.2789383540717694,0.22104229623800686,0.01,0.33951132104450193,0.3407312120005268,0.782227149907345,-0.26421999999999995,52.08694000000001
399,Peterborough,0.2634467631969161,0.2410960969960385,0.01,0.4005560693474821,0.4145768106210569,0.7062510009646314,-0.2405299,52.5695
400,Welwyn Garden City,0.43903990503587603,0.3161103882251871,0.01,0.7104764846979883,0.29514291651529323,0.6162492018014687,-0.208661,51.80317
401,Bridlington,0.4869540472033789,0.26125752504912514,0.01,0.17472464768735746,0.5608499253353909,0.5917591739823715,-0.198802,54.08535
402,Stevenage,0.4574705995684466,0.22751797923630995,0.01,0.5680196952150097,0.2881578111124221,0.7501225860026755,-0.196612,51.90376
403,Crawley,0.2869128690964374,0.18157143584478727,0.01,0.4184825683098905,0.4584325416345781,0.750304560858032,-0.1872275,51.10914
404,Huntingdon,0.2025580256666017,0.21686094360136385,0.01,0.2353317528661137,0.3989383440561369,0.7771763184016517,-0.182552,52.33146
405,Hove,0.3578579892081757,0.16875669851016756,0.01,0.2921699186785072,0.5494783898387299,0.719025882835366,-0.168749,50.82793
406,Spalding,0.3531490791576905,0.2393421587715277,0.01,0.3022016090337175,0.4266346256619324,0.7019251869256418,-0.1537024,52.7901
407,Brighton,0.3414110698031349,0.1852674989414501,0.01,0.2936082183228269,0.5624902774207928,0.6922134112174735,-0.137163,50.82253
