index,placename,longitude,latitude,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not
133,Tavistock,-4.141654,50.551120000000004,0.08366775842913544,0.03707975628553485,0.01,0.01,0.01,0.01,0.20991652948370343,0.29364501534896537,0.01,0.01,0.01,0.15410171925401342,0.01
134,Porthmadog,-4.1333839999999995,52.92784,0.18855536616030424,0.10505245151554216,0.01,0.01,0.01,0.01,0.061935444042835096,0.23912711673201612,0.08462868357045544,0.01,0.01,0.17934504824579603,0.01
135,Bangor,-4.129263,53.22739,0.22266458761593722,0.19930621916384672,0.01,0.01,0.01,0.01,0.12043921839902412,0.398659946892239,0.09993781366764631,0.01,0.01,0.26688721975389856,0.01
136,Tywyn,-4.087249,52.58701,0.084930363480598,0.0562444401322063,0.01,0.01,0.16083400679275278,0.01,0.07661231449792917,0.10601102016966459,0.038119014960930134,0.1953458052144229,0.01,0.09718480156847899,0.01
137,Aberystwyth,-4.08292,52.4153,0.01,0.257553319383796,0.01,0.01,0.30101359269362504,0.01,0.15535068897796275,0.2892225802953076,0.0713427573565806,0.3656051591190734,1.0,0.2593914024774337,0.01
138,Lampeter,-4.0785089999999995,52.1129,0.08341296240980721,0.12700795643999394,0.01,0.01,0.15796047977455452,0.01,0.13917022965034684,0.15726687134513184,0.01,0.19185567610324147,0.5247619496549727,0.13950765279911223,0.01
139,Barnstaple,-4.058338,51.07816,0.07527972660979676,0.09262541006798986,0.01,0.01,0.01,0.01,0.2078239915198212,0.33521512849790364,0.01,0.01,0.01,0.23989816865024027,0.01
140,Tain,-4.05523,57.8115,0.01,0.04442972248707843,0.01,0.01,0.11994719857642534,0.01,0.13881648927380374,0.1392093965580933,0.01,0.01,0.01,0.10081294707948482,0.01
141,Okehampton,-4.004263,50.73831,0.044060389727702313,0.04710391189822962,0.01,0.01,0.01,0.01,0.11195383549176463,0.20253820668939973,0.01,0.01,0.01,0.12137629015946526,0.01
142,Llandeilo,-3.9914300000000003,51.88469,0.3887386390114254,0.17599969673279048,0.01,0.01,0.01,0.01,0.2948678453401948,0.2553540961733719,0.01,0.01,0.4891211999803593,0.144418260361846,0.01
143,Motherwell,-3.9810968,55.78321,0.01,0.2020406314621855,0.01,0.2610754513826346,0.08006070843434589,0.01,0.4029329784138509,0.4919974351755831,0.01,0.01,0.01,0.29839003032323885,0.01
144,Golspie,-3.976086,57.97341,0.01,0.01,0.01,0.01,0.05168507901148342,0.01,0.04227882302232635,0.02203981318518819,0.01,0.01,0.01,0.01,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.01,0.1878327517414067,0.01,0.2441519514766614,0.07487099306841045,0.01,0.35814664183219175,0.4183676358740797,0.01,0.01,0.01,0.25255907569082686,0.01
146,Swansea,-3.9436459999999998,51.62144,0.681255484452221,0.29190125181632604,0.01,0.01,0.01,0.01,0.6452573822554408,0.523369056451841,0.01,0.01,0.01,0.32802122484758955,0.01
147,Stirling,-3.9369029,56.116519999999994,0.01,0.3059619438138674,0.01,0.01,0.16185614801284098,0.01,0.3001891511056353,0.4511604328799133,0.01,0.01,0.01,0.2928717758143259,0.01
148,Tregaron,-3.934385,52.22,0.01,0.15132015350277292,0.01,0.01,0.18460205903072338,0.01,0.10847172750198582,0.1465716798885187,0.01,0.22421401160554819,0.6132681829375506,0.14444304905146257,0.01
149,Tregaron,-3.934385,52.22,0.01,0.15132015350277292,0.01,0.01,0.18460205903072338,0.01,0.10847172750198582,0.1465716798885187,0.01,0.22421401160554819,0.6132681829375506,0.14444304905146257,0.01
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.22737483860550584,0.06355078581441001,0.01,0.01,0.12302383417624643,0.01,0.16320344512148005,0.20262784588144153,0.01,0.01,0.01,0.11164928147009773,0.01
151,Dolgellau,-3.8844,52.74215,0.08933229072465416,0.031101998604156418,0.01,0.01,0.16917000780884955,0.01,0.0821802731439967,0.12047477284101192,0.04009471678146335,0.20547054725890854,0.01,0.10280201828932599,0.01
152,Aberfeldy,-3.866969,56.62175,0.09985752272092584,0.06914255480140286,0.01,0.01,0.01,0.01,0.1947732929233053,0.1686609686800452,0.01,0.01,0.01,0.1743340313474385,0.01
153,Machynlleth,-3.853485,52.59027,0.10680507434890013,0.07514572739879134,0.01,0.01,0.20225850154586572,0.01,0.1017796339061755,0.14829107286738277,0.047936969302375024,0.2456591776442648,0.01,0.13444230770752283,0.01
154,Brora,-3.8525480000000005,58.012159999999994,0.01,0.03729523944848899,0.01,0.01,0.10604844726096786,0.01,0.11916059082017502,0.11535267737256956,0.01,0.01,0.01,0.07999236173907807,0.01
155,Llandudno,-3.827609,53.324059999999996,0.18346381200346615,0.10175285620170045,0.01,0.01,0.01,0.01,0.1324873191799766,0.30163878833271807,0.01,0.01,0.01,0.2360447358615444,0.01
156,Llandudno,-3.827609,53.324059999999996,0.18346381200346615,0.10175285620170045,0.01,0.01,0.01,0.01,0.1324873191799766,0.30163878833271807,0.01,0.01,0.01,0.2360447358615444,0.01
157,Aviemore,-3.823812,57.19449,0.01,0.061463478219474205,0.01,0.01,0.15313081725558528,0.01,0.16743562277069282,0.1767596090015338,0.01,0.01,0.01,0.14291383016739592,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.18582987696211312,0.048807060827760824,0.01,0.01,0.1005454457589085,0.01,0.11282908934010244,0.15287565809928355,0.01,0.01,0.01,0.07392561665605263,0.01
159,Falkirk,-3.7839131,56.00188000000001,0.01,0.3715865634132002,0.01,0.01,0.01,0.01,0.3458600539566423,0.43980463833938577,0.01,0.01,0.01,0.2898346877680987,0.01
160,Kingsbridge,-3.777493,50.28395,0.04418158440499791,0.06159662175063788,0.01,0.01,0.04183368747120194,0.01,0.15046552201629879,0.24743790961184722,0.01,0.01,0.01,0.15301641304744237,0.01
161,Pitlochry,-3.729711,56.70436,0.034363513206798896,0.1721482601742791,0.01,0.01,0.01,0.01,0.11120968197290595,0.15734967190742932,0.01,0.01,0.01,0.10560312794143197,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.1742268648651265,0.0957668278588739,0.01,0.01,0.01,0.01,0.15691401261992216,0.28488723062581384,0.01,0.01,0.01,0.20549811570396628,0.01
163,Totnes,-3.685797,50.43374,0.045890841594998635,0.06464276981859224,0.01,0.01,0.043452119649765836,0.01,0.15747876879221645,0.25628574671555365,0.01,0.01,0.01,0.16051651593106797,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.01,0.043181565407078966,0.01,0.01,0.117515655836138,0.01,0.12810983003708384,0.11929029545599139,0.01,0.01,0.01,0.09430514093425373,0.01
165,Dumfries,-3.60512,55.070859999999996,0.37421615115479906,0.11566271267895377,0.01,0.01,0.2024740541356608,0.01,0.2484316601636509,0.36444938498245893,0.01,0.01,0.01,0.20565002181890382,0.01
166,Whitehaven,-3.589233,54.5497,0.22577957155646217,0.14659439343896674,0.01,0.01,0.12216070018439076,0.01,0.20264024170348965,0.28655869854396954,0.01,0.01,0.01,0.19141465407516972,0.01
167,Dartmouth,-3.578807,50.35252,0.03950753470149027,0.053266788441887855,0.01,0.01,0.037408026055981994,0.01,0.13221293314202598,0.21176889199803303,0.01,0.01,0.01,0.12775442092765166,0.01
168,Bridgend,-3.576945,51.504290000000005,0.5907777125824222,0.3444439944443386,0.01,0.01,0.01,0.01,0.5811457013928623,0.3161732266116194,0.01,0.01,0.01,0.26878072256480545,0.01
169,Paignton,-3.564235,50.43508,0.08223669011394051,0.10610034098717751,0.01,0.01,0.05839986047217321,0.01,0.22080811605013587,0.36632862888102885,0.01,0.01,0.01,0.23955212567555928,0.01
170,Workington,-3.5427519999999997,54.64357,0.22270966406882714,0.12374986653882182,0.01,0.01,0.12049968921193406,0.01,0.20244696883989022,0.281864885291286,0.01,0.01,0.01,0.18894341910647608,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.03664732660612428,0.01,0.01,0.18861523160782526,0.01,0.1091667261915113,0.11842261631934399,0.01,0.22908833168356874,0.01,0.12068384866275755,0.01
172,Exeter,-3.533899,50.71841,0.04434924428436556,0.20559866801060278,0.01,0.01,0.12597733312549564,0.01,0.27875665690177887,0.571538871221394,0.01,0.01,0.01,0.4134461345079293,0.01
173,Torquay,-3.525315,50.46192,0.08362446278511393,0.10818008039007934,0.01,0.01,0.05938537413200573,0.01,0.22358522272979225,0.3794421060992035,0.01,0.01,0.01,0.24436360358304626,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.01,0.0332269297753055,0.01,0.01,0.14718440014976433,0.01,0.18461813114682682,0.19928580725516043,0.01,0.01,0.01,0.1406880313811288,0.01
175,Livingston,-3.518068,55.90071,0.0477050094958741,0.3332327199903048,0.01,0.01,0.01,0.01,0.2407219433177582,0.43581344213652357,0.01,0.01,0.01,0.3044190989022965,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.3721239671163429,0.01,0.01,0.17278437265881796,0.01,0.15013576692292108,0.27792448280852755,0.01,0.01,0.01,0.20110445541426553,0.01
177,Tiverton,-3.491207,50.90205,0.07520692159625014,0.09556537321377374,0.01,0.01,0.01,0.01,0.13940308462846504,0.2752587341479248,0.01,0.01,0.01,0.17354444060643875,0.01
178,Tiverton,-3.491207,50.90205,0.07520692159625014,0.09556537321377374,0.01,0.01,0.01,0.01,0.13940308462846504,0.2752587341479248,0.01,0.01,0.01,0.17354444060643875,0.01
179,Minehead,-3.481152,51.20428,0.01,0.08804521937393547,0.01,0.01,0.01,0.01,0.21527609954824797,0.18516083230874147,0.01,0.01,0.01,0.12574501542271008,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.01,0.08891352817847473,0.01,0.01,0.01,0.01,0.27968676841297896,0.44058396174611003,0.01,0.01,0.01,0.2700352695284382,0.01
181,Perth,-3.4308381000000003,56.39499,0.03439967147279917,0.1723474381153866,0.01,0.01,0.01,0.01,0.20447081204960185,0.26735696911866635,0.01,0.01,0.01,0.17977772272293185,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.0318020254695995,0.35726250911087526,0.01,0.01,0.08029867639843505,0.01,0.11001736424089681,0.22125131975693837,0.01,0.01,0.01,0.1809228434463564,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.34677352887858587,0.1326769825507478,0.01,0.01,0.01,0.01,0.38344680802885234,0.15388653038019165,0.01,0.01,0.01,0.1238375786618637,0.01
184,Braemar,-3.3979439,57.00646999999999,0.01429521746836184,0.05542706047743578,0.01,0.01,0.01,0.01,0.0321364688740298,0.02625730298457916,0.01,0.01,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.6448521215764287,0.06024718710390336,0.01,0.01,0.01,0.01,0.5571587600345517,0.16818851184779496,0.01,0.01,0.01,0.13266239896101212,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.9400230123449338,0.23104489309705206,0.01,0.01,0.01,0.01,1.0,0.31007426934224713,0.01,0.01,0.01,0.2600527994709023,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.048915837578225284,0.0990921198211961,0.01,0.01,0.1852654299572552,0.01,0.14945716024344738,0.1807147391660167,0.01,0.225019728819111,0.01,0.12321807767883214,0.01
188,Corwen,-3.369242,52.98005,0.10013355057597648,0.13427287866106388,0.01,0.01,0.01,0.01,0.12320705500878171,0.12112974313676425,0.01,0.01,0.01,0.09927100433532428,0.01
189,Cockermouth,-3.367985,54.66326,0.19347190180034263,0.12316481471215776,0.01,0.01,0.10468024988111038,0.01,0.14851710170408883,0.21677506602646116,0.01,0.01,0.01,0.1376400237531383,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.2973666134354913,0.08838988784657578,0.01,0.01,0.16089371098516594,0.01,0.22093721031373761,0.3126188641623707,0.01,0.01,0.01,0.1878203350167237,0.01
191,Blairgowrie,-3.3378318,56.58941,0.031234283947316855,0.15153749560457846,0.01,0.01,0.11829774762497168,0.01,0.14331232663578605,0.20674019191873272,0.01,0.01,0.01,0.14234071270607643,0.01
192,Elgin,-3.318485,57.64945,0.01,0.0956636372835629,0.01,0.01,0.21975647052149297,0.01,0.28268699409367976,0.35111386337334666,0.01,0.01,0.01,0.2609642544649431,0.01
193,Newtown,-3.313106,52.51211,0.01,0.07366458969780282,0.01,0.01,0.12736793837439386,0.01,0.14169637061288978,0.14721919480612758,0.01,0.15469858008516704,0.01,0.1142530430832445,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.13163248897896057,0.1392507515509827,0.01,0.01,0.01,0.01,0.1531576717332352,0.19713290108516313,0.01,0.01,0.01,0.17750657798728642,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.13163248897896057,0.1392507515509827,0.01,0.01,0.01,0.01,0.1531576717332352,0.19713290108516313,0.01,0.01,0.01,0.17750657798728642,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.019631228566504337,0.10053779612222544,0.01,0.01,0.055763967940260846,0.01,0.12254131575322806,0.24581767275692917,0.01,0.01,0.01,0.1625810152004323,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.03844758102555407,0.1738817619480504,0.01,0.01,0.1456176266104239,0.01,0.19637408300078227,0.3397527021256275,0.01,0.01,0.01,0.25465490946662617,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.08942054518032841,0.13036575663709327,0.01,0.01,0.09236571092887758,0.01,0.08724273407458297,0.21735862862443625,0.01,0.01,0.01,0.17178008260842048,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.24045797877448874,0.3795153904387366,0.01,0.01,0.24837772955164752,0.01,0.2823837175521771,0.6844452909360365,0.01,0.01,0.01,0.5765230434018811,0.01
200,Cardiff,-3.17909,51.48158,0.4796291933019568,0.19133881525613375,0.01,0.01,0.19937888683903346,0.01,0.5827134334427124,0.5585984402013965,0.01,0.01,0.01,0.5143878537514744,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.06961922117039833,0.1332483832220848,0.01,0.21496147523699685,0.13183904827139875,0.01,0.09991678725376518,0.19292136258254328,0.01,0.01,0.01,0.11907747212949532,0.01
202,Kirkcaldy,-3.158137,56.11682,0.11618014414364711,0.21709685646273025,0.01,0.01,0.1466748247003995,0.01,0.2008053553621028,0.43137126611523297,0.01,0.01,0.01,0.3469265581060054,0.01
203,Welshpool,-3.146407,52.66035,0.10050356870156668,0.09683895210922805,0.01,0.01,0.01,0.01,0.17909953764504297,0.21211058425093618,0.01,0.01,0.01,0.16419602267702116,0.01
204,Mold,-3.1419029999999997,53.1672,0.20160178564899403,0.18427519880146687,0.01,0.3112403281184376,0.19088829101853136,0.01,0.19428095461259462,0.3257821437934498,0.01,0.01,0.01,0.24473022716845622,0.01
205,Mold,-3.1419029999999997,53.1672,0.20160178564899403,0.18427519880146687,0.01,0.3112403281184376,0.19088829101853136,0.01,0.19428095461259462,0.3257821437934498,0.01,0.01,0.01,0.24473022716845622,0.01
206,Taunton,-3.106849,51.01534,0.04785064034322411,0.18442191515751916,0.01,0.01,0.01,0.01,0.2516384872330773,0.3935407391794678,0.01,0.01,0.01,0.2538939877017651,0.01
207,Wick,-3.093716,58.43894,0.01,0.03083300045726724,0.01,0.01,0.14018894604533913,0.01,0.1830490787316571,0.18816805477823056,0.01,0.01,0.01,0.13069697829975135,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.01,0.01,0.01,0.050089861675845046,0.01,0.04435985632353784,0.025378144153288602,0.01,0.01,0.01,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.13447814786558407,0.20469227120749992,0.01,0.01,0.13890733938716446,0.01,0.14109846793315742,0.35008355778541855,0.01,0.01,0.01,0.2916454326722555,0.01
210,Oswestry,-3.056412,52.85715,0.11137304336585155,0.1512683726505421,0.01,0.01,0.01,0.01,0.2018018658649209,0.26479209106985785,0.01,0.01,0.01,0.21935706721745493,0.01
211,Blackpool,-3.0356748,53.81751,0.0916252274717421,0.1537952288955483,0.01,0.01,0.6309533684427271,0.01,0.3400904673280487,0.45944919266521295,0.01,0.01,0.01,0.3638918183427184,0.5242487716464538
212,Birkenhead,-3.023009,53.389990000000004,0.049950997386573624,0.6716390185068535,0.01,0.01,0.1261240185290114,0.01,0.23290027611382053,0.45019390697987266,0.01,0.01,0.01,0.3708608625336855,0.01
213,Cupar,-3.010137,56.32023,0.028734722184979064,0.13803875198011403,0.01,0.01,0.10883081888946712,0.01,0.15944173436714168,0.21816133864950224,0.01,0.01,0.01,0.1436312848700058,0.01
214,Southport,-3.010113,53.64571,0.01,0.1774015850784163,0.01,0.01,0.41344464580263474,0.01,0.2662234445581713,0.3486419136632298,0.01,0.01,0.01,0.31391582199973816,0.6870487019201125
215,Bridgwater,-3.003632,51.12789,0.01,0.18173128719108025,0.01,0.01,0.01,0.01,0.3021449449744283,0.42702556514869533,0.01,0.01,0.01,0.31444683326814804,0.01
216,Langholm,-2.998913,55.153059999999996,0.14019503795918387,0.0499173771556694,0.01,0.01,0.07585417395022627,0.01,0.10403369660568051,0.15028013933230122,0.01,0.01,0.01,0.08231417096110978,0.01
217,Newport,-2.997664,51.58415,0.4742615058316999,0.04299164063134817,0.01,0.01,0.01,0.01,0.5560323754778087,0.33356815048235533,0.01,0.01,0.01,0.3582533087771169,0.01
218,Axminster,-2.9949369999999997,50.78273,0.018298919897638773,0.12219792876257526,0.01,0.01,0.01,0.01,0.14921013487747212,0.24220919694691811,0.01,0.01,0.01,0.1812434751162543,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.23953375051161943,0.24157612407401693,0.01,0.3698010945353833,0.22680447414828422,0.01,0.2445821099684779,0.40208823564365737,0.01,0.01,0.01,0.28474983670114007,0.01
220,Liverpool,-2.9915726,53.40837,0.07376404859433894,1.0,0.01,0.01,0.18625089304133183,0.01,0.3609247022449292,0.6966003197295805,0.01,0.01,0.01,0.5784270928758423,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.1517254357767335,0.130347751948083,0.01,0.01,0.12929621272903258,0.18287808873869163,0.2950865400632685,0.3373287384763024,0.01,0.01,0.01,0.2939922615223355,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.056808185113396824,0.2896477998074272,0.01,0.01,0.21515717793493394,0.01,0.33733644733217266,0.49644378364663966,0.01,0.01,0.01,0.3451064388213143,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.03290509547709135,0.01,0.01,0.14624394754516032,0.01,0.1886683838952428,0.20288223579942544,0.01,0.01,0.01,0.1385302443145587,0.01
224,Ambleside,-2.961333,54.428740000000005,0.01,0.21633444889114425,0.01,0.01,0.01,0.01,0.16368051341426734,0.31695957955317605,0.01,0.01,0.01,0.2207439677549082,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.03407125868081426,0.01,0.01,0.14965166769313787,0.01,0.19378270720200821,0.20916337464532328,0.01,0.01,0.01,0.14337823973720312,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.01766592838218908,0.08303259215198466,0.01,0.01,0.01,0.21293139222814872,0.11215428073871397,0.22461901228133915,0.023786819457031275,0.01,0.01,0.16261883589918907,0.01
227,Carlisle,-2.932931,54.892469999999996,0.4084575975905981,0.2034436726220143,0.01,0.01,0.22100079552752133,0.01,0.3210622336515891,0.4815934641246702,0.01,0.01,0.01,0.31605736451266847,0.01
228,Chester,-2.893075,53.19339,0.19873920216863245,0.32630790632334356,0.01,0.3068209566796894,0.1881778252301849,0.01,0.2805042701757469,0.5036011090175981,0.01,0.01,0.01,0.35580947285681547,0.01
229,Forfar,-2.889062,56.64356,0.03601263931664909,0.17734270294283003,0.01,0.01,0.13639543831228432,0.01,0.1817608882509639,0.2782038197595106,0.01,0.01,0.01,0.17823487047162806,0.01
230,Morecambe,-2.864968,54.074169999999995,0.03432039051088962,0.13113478255927333,0.01,0.01,0.1299861602928226,0.01,0.16716273658557404,0.29188789356463773,0.01,0.01,0.01,0.21327382659267713,0.01
231,Selkirk,-2.838524,55.55066,0.10315087839706388,0.19294984750608044,0.01,0.01,0.01,0.01,0.1447615838161022,0.2944853747732593,0.01,0.01,0.01,0.18892305940865797,0.01
232,Galashiels,-2.814449,55.62373,0.09865419919327004,0.14559748520692758,0.01,0.01,0.10190347929513602,0.01,0.10412527305774902,0.2468113319303674,0.01,0.01,0.01,0.1991183116960351,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.04644328504786196,0.18350994481187616,0.01,0.01,0.17590080430003097,0.01,0.23926970502035505,0.39178924525928943,0.01,0.01,0.01,0.30148957519790315,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.037496431748841194,0.1853558232803254,0.01,0.01,0.14201519199037416,0.01,0.21394111343292063,0.3096415699614187,0.01,0.01,0.01,0.20500023149632954,0.01
235,Hawick,-2.780914,55.42706,0.24271235295589896,0.06978227827179535,0.01,0.01,0.01,0.01,0.15500322921413168,0.2712894825740721,0.01,0.01,0.01,0.13768100862827198,0.01
236,Bridport,-2.758301,50.733579999999996,0.02765678095909677,0.09039693893094557,0.01,0.01,0.01,0.33335338528052266,0.13794430773679733,0.2375844306151434,0.03723930287033984,0.01,0.01,0.16460600921556487,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.23064679756859782,0.20706555645867272,0.01,0.01,0.01,0.01,0.4158034548459833,0.4718076509275544,0.01,0.01,0.01,0.31180553147051665,0.01
238,Penrith,-2.752708,54.6641,0.26841565409862445,0.290165867314269,0.01,0.01,0.01,0.01,0.257144892684122,0.42681185532555715,0.01,0.01,0.01,0.27644502900903684,0.01
239,Kendal,-2.74629,54.32801,0.04519175973964156,0.23179510520699587,0.01,0.01,0.01,0.01,0.17800471394991746,0.362203966102799,0.01,0.01,0.01,0.26198130864769514,0.01
240,Street,-2.7429189999999997,51.12468,0.01,0.08253588282459091,0.01,0.01,0.01,0.01,0.14067984216556628,0.181279244261141,0.01,0.01,0.01,0.12887566191805822,0.01
241,Glastonbury,-2.718454,51.14743,0.01,0.07442287049881108,0.01,0.01,0.01,0.01,0.18378571100494137,0.2135965383496402,0.01,0.01,0.01,0.15891936830449063,0.01
242,Hereford,-2.715974,52.0564,0.12830569225482263,0.2877377464568484,0.01,0.01,0.01,0.01,0.28725821996173706,0.42319071137501335,0.21115240826687057,0.01,0.01,0.26358738470270887,0.01
243,Ludlow,-2.7139129,52.36775,0.047367187725701185,0.17726938728065536,0.01,0.01,0.01,0.01,0.23694984665084942,0.2636710602149004,0.09921174273598515,0.01,0.01,0.18238267526658197,0.01
244,Preston,-2.70309,53.7632,0.22175375651884494,0.2622910860151208,0.01,0.01,0.5999124003931668,0.01,0.4220813499605815,0.5807245415919102,0.01,0.01,0.01,0.378406150855222,0.664609785708764
245,Whitchurch,-2.682045,52.96872,0.08450645872882075,0.12281271390987594,0.01,0.1739522809802784,0.10668750362730922,0.01,0.14183852020427468,0.2383400125781137,0.025285836855193058,0.01,0.01,0.1505099859796208,0.01
246,Wells,-2.6445979,51.20935,0.01,0.11061138419179557,0.01,0.01,0.01,0.01,0.18327477210398485,0.2500279881711276,0.01,0.01,0.01,0.19058014859133215,0.01
247,Yeovil,-2.633308,50.94206,0.11332978008176166,0.11750536526346611,0.01,0.01,0.01,0.45532977796104024,0.20190682361880996,0.32851484286997906,0.01,0.01,0.01,0.25374595814241985,0.01
248,Wigan,-2.6325074,53.54506,0.4181733114410495,0.5893787245205713,0.01,0.9222735456099312,0.22625759238368404,0.01,0.43749078627491766,0.6035377214951353,0.05362495690664564,0.01,0.01,0.3999049787319999,0.01
249,Warrington,-2.5969501,53.39004,0.2644038676317957,0.36125133207766225,0.01,0.01,0.01,0.01,0.4574285613773927,0.6506610794285949,0.01,0.01,0.01,0.412825896855858,0.01
250,Arbroath,-2.591543,56.55911,0.03614716641538962,0.1780692204379332,0.01,0.01,0.13690496025702967,0.01,0.2056983303123391,0.3037845766751623,0.01,0.01,0.01,0.19617040615323378,0.01
251,Bristol,-2.58791,51.45451,0.1323973363227604,0.17785966198200462,0.01,0.01,0.47865297342024676,0.29014817571985496,0.5175440182797267,0.6603259853124898,0.03241279610184454,0.01,0.01,0.5239076473124721,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.05351736409691131,0.011760367106663831,0.01,0.01,0.025336675733917242,0.1075094687329286,0.027058576299477995,0.033652849860532734,0.012010010959451483,0.01,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.09590802666375833,0.12270391373129957,0.01,0.01,0.01,0.01,0.26273252433976285,0.32580550525773166,0.15066129429953332,0.01,0.01,0.20003230425465962,0.01
254,Jedburgh,-2.5549369,55.47772,0.06523698056857964,0.07798189024071094,0.01,0.01,0.01,0.01,0.11359055509871868,0.22019926162345368,0.01,0.01,0.01,0.10339470103215846,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.030203224686971345,0.14923151879698232,0.01,0.01,0.01,0.01,0.08044729272212922,0.19572622828343775,0.01,0.01,0.01,0.13470445344688223,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.030203224686971345,0.14923151879698232,0.01,0.01,0.01,0.01,0.08044729272212922,0.19572622828343775,0.01,0.01,0.01,0.13470445344688223,0.01
257,Nantwich,-2.524102,53.067190000000004,0.14798537128600253,0.21941768366704423,0.01,0.18277224386509147,0.01,0.01,0.18525658534922548,0.36157956277065423,0.026567914008946827,0.01,0.01,0.1746402086576889,0.01
258,Banff,-2.524038,57.666509999999995,0.061243987825770084,0.06223729961147265,0.01,0.01,0.01,0.01,0.13822519391803384,0.21796984893903595,0.01,0.01,0.01,0.1272813156585685,0.01
259,Dunbar,-2.516737,56.00209,0.11279847573698819,0.16892972624718955,0.01,0.01,0.17477042874942594,0.01,0.13283972877085934,0.30346508744113365,0.01,0.01,0.01,0.24896244804216347,0.01
260,Cinderford,-2.5009579,51.8253,0.05908211682227313,0.021146965366509694,0.01,0.01,0.01,0.01,0.2570428314208599,0.27629297440531164,0.1856234218089908,0.01,0.01,0.192982996610992,0.01
261,Banchory,-2.4909599,57.05386,0.06420222248868113,0.07647309429141529,0.01,0.01,0.01,0.01,0.14989929559163218,0.27123345042071934,0.01,0.01,0.01,0.15634256873619226,0.01
262,Blackburn,-2.487529,53.748580000000004,0.1652048080907182,0.24201524950836606,0.01,0.01,0.44693002706317536,0.01,0.32212953931598237,0.47667446711579786,0.01,0.01,0.01,0.3045979906416688,0.01
263,Market Drayton,-2.483485,52.90355,0.18016683940092182,0.08988644362740812,0.01,0.1390741212298572,0.01,0.01,0.17562328073593633,0.23623276780318084,0.020215921931734184,0.01,0.01,0.09360600286309458,0.01
264,Telford,-2.4672611,52.67759,0.6256719962767151,0.08422574246876688,0.01,0.01,0.01,0.1571117809346585,0.420064788130358,0.378702118867238,0.04387785922109697,0.01,0.01,0.2737061577506081,0.01
265,Montrose,-2.4661150000000003,56.70692,0.07849521352218237,0.17503055043565768,0.01,0.01,0.0990984392973452,0.01,0.14344917754019643,0.2911063407288826,0.01,0.01,0.01,0.17457927936341253,0.01
266,Turriff,-2.4623,57.53893000000001,0.0627173842937437,0.08446906231686814,0.01,0.01,0.01,0.01,0.1584518891957694,0.23126918277972625,0.01,0.01,0.01,0.1322181572619728,0.01
267,Weymouth,-2.457621,50.61443,0.29766945282096857,0.09309034884210919,0.01,0.01,0.01,0.3417025630135115,0.19994384446728397,0.30775607314297776,0.0381719995342739,0.01,0.01,0.23591667938609898,0.01
268,Crewe,-2.4438209,53.10041,0.1814002958023675,0.2728324418064264,0.01,0.22404201155378423,0.01,0.01,0.24254356562834575,0.4724604383400805,0.03256691833171405,0.01,0.01,0.23433266989531365,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.12867213123986115,0.04956769678815091,0.01,0.01,0.01,0.2067885525056216,0.11124470305002833,0.15991955507404168,0.02310059548445724,0.01,0.01,0.11606649327997663,0.01
