index,placename,longitude,latitude,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not
403,Scarborough,-0.399752,54.28311,0.01,0.16107699809787218,0.01,0.01,0.01,0.01,0.19464459077792426,0.3838134792246332,0.01,0.01,0.01,0.25001611043842636,0.01
404,Worthing,-0.372882,50.81787,0.052631516710899384,0.27277659999509146,0.01,0.01,0.09966915681607147,0.01,0.21390247327206496,0.40817572710812716,0.01,0.01,0.01,0.3648177894865921,0.01
405,Dorking,-0.332378,51.2322,0.01,0.23848023863094875,0.01,0.01,0.37348410987430913,0.01,0.2371288763153396,0.40499934443680163,0.01,0.01,0.01,0.32300540727751215,0.01
406,Hull,-0.3274198,53.767619999999994,0.08797779033325688,0.47698208782936075,0.01,0.2716467561715456,0.16660496844927417,0.01,0.3109311319155583,0.48415146576887014,0.01,0.01,0.01,0.4284851674047663,0.01
407,Horsham,-0.325858,51.06288,0.01,0.21453058491173194,0.01,0.01,0.23893532803106243,0.01,0.18000726481182988,0.3446597834283335,0.01,0.01,0.01,0.2441821937808436,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.11473285807400992,0.0943880438003587,0.01,0.01,0.10863573242400497,0.01,0.22180880286011653,0.2606292079112382,0.01,0.01,0.01,0.19691624758163356,0.01
409,Peterborough,-0.2405299,52.5695,0.16872619311645098,0.06486623491848013,0.01,0.01,0.01,0.6778982540378984,0.45728441367859346,0.3513104413120322,0.2650508729321081,0.5821231542702671,0.01,0.3636338807870237,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.41048833739973783,0.18553907640470016,0.01,0.01,0.11104977970396916,0.01,0.44252898717495337,0.5518113618290023,0.01,0.01,0.01,0.4475079888495813,0.01
411,Bridlington,-0.198802,54.08535,0.055419975637778826,0.1983490234916259,0.01,0.1711188306967267,0.10494970671139241,0.01,0.14854600934226658,0.25066391559911383,0.01,0.01,0.01,0.19819154995860794,0.01
412,Stevenage,-0.19661199999999998,51.90376,0.23543975822322868,0.2880133780351737,0.01,0.01,0.08917121253080712,0.01,0.32096280084196316,0.4155902120914666,0.01,0.01,0.01,0.28888240351558964,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.2952748906786845,0.01,0.01,0.3423493236787514,0.01,0.19503070598787317,0.43776931080481507,0.01,0.01,0.01,0.28789394702351634,0.01
414,Huntingdon,-0.182552,52.33146,0.03639710861457741,0.10079486662463928,0.01,0.01,0.01,0.01,0.1303189424493333,0.26366520774299435,0.03267199027953142,0.01,0.01,0.2288607776225948,0.01
415,Hove,-0.168749,50.82793,0.04589159596693583,0.23565009299141346,0.01,0.01,0.08690565958972454,0.01,0.16285665508336655,0.3254161566797114,0.01,0.01,0.01,0.29592129946501666,0.01
416,Spalding,-0.1537024,52.7901,0.3503209232073958,0.06393950127487695,0.01,0.01,0.09477263058097364,0.8042851229094452,0.29859219141292054,0.21954794035889744,0.1572333844466614,0.34532689079216966,0.01,0.23687358609990286,0.01
417,Brighton,-0.137163,50.82253,0.07878139059607012,0.36576732255992994,0.01,0.01,0.01,0.01,0.27951388982050746,0.5615815785208446,0.01,0.01,0.01,0.5151710665724899,0.01
418,London,-0.12775830000000002,51.50735,0.23337952825824312,0.4004367816668639,0.01,0.01,0.1311293823818669,0.01,0.819173790083602,1.0,0.012086188534417565,0.01,0.01,1.0,0.19369466484358092
419,Grimsby,-0.08078400000000001,53.56746999999999,0.0690718923809706,0.34841681081241005,0.01,0.21327150223762795,0.13080256286583708,0.01,0.23425601474413094,0.35015093953880083,0.01,0.01,0.01,0.31077988737285006,0.01
420,Boston,-0.026576999999999996,52.97894,0.4347693229827664,0.2833956287435515,0.01,0.01,0.16466594115927344,0.6987163166855989,0.26927297140592676,0.34715228944584375,0.01,1.0,0.01,0.30084450115217626,0.01
421,Royston,-0.024066,52.048140000000004,0.13201842496676855,0.07126536374639657,0.01,0.01,0.05000108818973666,0.01,0.11151691741563134,0.21995116683512483,0.023701357525774985,0.01,0.01,0.19229401328434426,0.01
422,Louth_Lincs,-0.007711,53.36596,0.08550735853088007,0.1952761921488199,0.01,0.01,0.0809633358388229,0.01,0.16113078373699913,0.22783078854472713,0.01,0.01,0.01,0.20759329407757246,0.01
423,Lewes,0.00878,50.873870000000004,0.09881209331869832,0.18030125576959577,0.01,0.01,0.01,0.01,0.14026959151893567,0.293356839912805,0.01,0.01,0.01,0.2819075544784095,0.01
424,Chatteris,0.054012,52.4561,0.07809419785080214,0.05244622646242328,0.01,0.01,0.01,0.15688115578181464,0.13016050230974682,0.15282781616627142,0.0788642115855819,0.13471660366238367,0.01,0.1414701679606201,0.01
425,Uckfield,0.095913,50.966409999999996,0.1084963301242483,0.21722976347084022,0.01,0.01,0.01,0.01,0.09244294504383994,0.35511115089683704,0.01,0.01,0.01,0.2847724533471537,0.01
426,Cambridge,0.12181700000000001,52.20534,0.19585449667776583,0.19439869962752862,0.01,0.01,0.01,0.01,0.29032194149819895,0.5251792475808182,0.05860315275622345,0.01,0.01,0.4930380281104107,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.6949697590058258,0.09009126571360371,0.01,0.01,0.01,0.01,0.3032897151882907,0.3853961529221156,0.01,0.01,0.01,0.25863290831040947,0.01
428,Wisbech,0.158797,52.66631999999999,0.1370887095323355,0.06676375361034145,0.01,0.01,0.08653570145572777,0.3671913514931914,0.263540248035898,0.17853314436019652,0.14356783829243522,0.5255227817032121,0.01,0.16856220929685586,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.16582544933881407,0.01,0.01,0.01,0.01,0.30381991398746383,0.40583569834961736,0.01,0.01,0.01,0.349120119942717,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.10451768799653864,0.18811005815902943,0.01,0.01,0.08996674820411459,0.3817500722177698,0.23774607706280024,0.3659743290622952,0.01,0.01,0.01,0.322031007007555,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.09579805503773602,0.2104933296800304,0.01,0.01,0.01,0.09622295260421042,0.17432039955316145,0.33529174675767204,0.01,0.01,0.01,0.31041708660240996,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.7437463585842882,0.31263909635264964,0.01,0.01,0.01,0.3145453415214612,0.9316425650117531,0.5226782056512335,0.01,0.01,0.01,0.41880916230477244,0.01
433,Skegness,0.337881,53.1464,0.23714174603304097,0.1672750527714225,0.01,0.01,0.08981583064813024,0.3811097119690932,0.18841348824018297,0.20213851314063944,0.01,0.5454426830442242,0.01,0.19386726156532225,0.01
434,Downham Market,0.385472,52.606609999999996,0.04599170074047162,0.08220878844746102,0.01,0.01,0.1451587160382495,0.01,0.20978276244912553,0.19588823631022215,0.01,0.5289207120837397,0.01,0.11977511968285315,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.15813573444548687,0.13088572204637722,0.01,0.01,0.19964279983896216,0.4235656771953661,0.28938830809764354,0.3043800847752068,0.01,0.6062055016277762,0.01,0.22643732581905,0.01
436,Bexhill,0.4662071,50.849909999999994,0.08716031689238066,0.09582759194713802,0.01,0.01,0.08252845286791967,0.17509381783406652,0.12502946103974436,0.24786899010308466,0.01,0.01,0.01,0.21133492424801223,0.01
437,Chelmsford,0.4685497,51.73559,0.38815720467631754,0.18280571154911113,0.01,0.01,0.01,0.23992544339834332,0.4608603569581138,0.332392945760592,0.01,0.01,0.01,0.2572007766514766,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.07555404980450932,0.09982582120323379,0.01,0.01,0.17487302951566475,0.01,0.2179357356426514,0.2764915381915515,0.02260711675735969,0.01,0.01,0.23751495413662768,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.46648968508981814,0.23065363367605507,0.01,0.01,0.14481952192494363,0.30725164606350475,0.350137099906198,0.3359518968110239,0.01,0.01,0.01,0.25510887428087914,0.01
440,Braintree,0.5509269,51.88009,0.1651007119458994,0.1849583451107674,0.01,0.01,0.01,0.01,0.22700481018742943,0.2960033632276112,0.01,0.01,0.01,0.23796498443059275,0.01
441,Gillingham,0.551438,51.38632,0.4706248202729905,0.35479727507335046,0.01,0.01,0.2173731415986475,0.46118268226844744,0.5167929992271453,0.5105087383079943,0.01,0.01,0.01,0.39943401951849045,0.01
442,Hastings,0.573453,50.85426,0.10240982619362207,0.1155925696908562,0.01,0.01,0.09696757441425746,0.20572811218785264,0.17388547174151428,0.33871802877910284,0.01,0.01,0.01,0.27664775368403627,0.01
443,Maldon,0.6714479999999999,51.731809999999996,0.3654957502372361,0.22498270868154943,0.01,0.07523546101373169,0.09228602852908491,0.19579566205805185,0.37023563042316077,0.2990109311918062,0.01,0.01,0.01,0.21768236577106975,0.01
444,Southend,0.7077123000000001,51.54593,0.585345358460636,0.3555382764767651,0.01,0.09512397770337175,0.1166818953536417,0.2475543624000951,0.5368709799853014,0.41089160091494437,0.01,0.01,0.01,0.28451978204310413,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.30548790039848955,0.15443459268471918,0.01,0.01,0.42423875013254897,0.01,0.3966194837780149,0.4086594914354241,0.01,0.01,0.01,0.32600089190029186,0.01
446,Thetford,0.751657,52.412859999999995,0.15410879749886586,0.06941317643886827,0.01,0.01,0.21401477539587638,0.01,0.2223539946735635,0.2366301529353136,0.01,0.01,0.01,0.1812167358425428,0.01
447,Ashford,0.8750190000000001,51.14647,0.23023203874671866,0.161590789666966,0.01,0.01,0.06812408219485915,0.2890665264475548,0.2573694495157249,0.30052719226404706,0.01,0.01,0.01,0.2546322123332181,0.01
448,Faversham,0.889358,51.31599,0.30156669239936795,0.22088370343065214,0.01,0.08953266561558967,0.1647351193177312,0.23300328529406106,0.28094571493194864,0.29164857267787975,0.01,0.01,0.01,0.22662426298029395,0.01
449,Colchester,0.891874,51.89593,0.06284629580302348,0.21364899691740216,0.01,0.01,0.01,0.01,0.3538947995958602,0.445321636760292,0.01,0.01,0.01,0.3226357237112157,0.01
450,New Romney,0.939473,50.98512,0.09472036155287748,0.13631810279047085,0.01,0.01,0.0407666980508856,0.25947404774659527,0.16752482088619855,0.17675915385120647,0.01,0.01,0.01,0.15404998034483383,0.01
451,Canterbury,1.0789089,51.280229999999996,0.23788424496562668,0.1916190344664255,0.01,0.01,0.2815532746508141,0.29867419095564846,0.34530653834790526,0.39009176959639374,0.01,0.01,0.01,0.3173402877730844,0.01
452,Ipswich,1.14822,52.056740000000005,0.22740670284251474,0.2161968828900534,0.01,0.01,0.01,0.01,0.343832822823011,0.4350812462883181,0.01,0.01,0.01,0.3434998350167962,0.01
453,Clacton,1.153035,51.78953,0.11078224637836247,0.20621380141384604,0.01,0.11401983407323578,0.13986008813316872,0.01,0.2142634745420543,0.2635401909424852,0.01,0.01,0.01,0.18113616184920672,0.01
454,Folkestone,1.169456,51.0814,0.22248665523589722,0.13161895479047842,0.01,0.01,0.5015792718368872,0.01,0.2496132456454209,0.2971363754494868,0.01,0.01,0.01,0.23953064087186465,0.01
455,Sheringham,1.2109589,52.944419999999994,0.021509776561881414,0.08043491959823011,0.01,0.01,0.01,0.01,0.11294785555750518,0.1797317353227243,0.01,0.01,0.01,0.12574073204501307,0.01
456,Harwich,1.260297,51.93473,0.11793358103909346,0.09113047014998349,0.01,0.01,0.01,0.01,0.16071554378419886,0.19677135825819211,0.01,0.01,0.01,0.14733191303256157,0.01
457,Norwich,1.297355,52.63089,0.15738817272961697,0.22084890436789673,0.01,0.01,0.01,0.01,0.3271987930525597,0.5866627771244898,0.01,0.01,0.01,0.41814369834128,0.01
458,Cromer,1.301866,52.93145,0.07787551995722865,0.10061600076095788,0.01,0.01,0.01,0.01,0.1487619604505271,0.255794438425713,0.01,0.01,0.01,0.17616616140910113,0.01
459,Cromer,1.301866,52.93145,0.07787551995722865,0.10061600076095788,0.01,0.01,0.01,0.01,0.1487619604505271,0.255794438425713,0.01,0.01,0.01,0.17616616140910113,0.01
460,Dover,1.3134027,51.12788,0.2029773178560105,0.11857451024086874,0.01,0.01,0.4575969468377604,0.01,0.23860745743677855,0.2672229809674749,0.01,0.01,0.01,0.21243038028082814,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.14501587577657787,0.10424679533570264,0.01,0.01,0.01,0.01,0.20554792866391908,0.2568965032183478,0.01,0.01,0.01,0.19590376747822053,0.01
462,Margate,1.3868339,51.38965,0.3413774242797005,0.20768643899993802,0.01,0.12854417705297236,0.47302826688173455,0.01,0.2685617006189879,0.31302727825094906,0.01,0.01,0.01,0.22629682403518295,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.3375937625681828,0.2051945567912216,0.01,0.12711945577276434,0.4677854511166253,0.01,0.2652435516849231,0.30881883297017243,0.01,0.01,0.01,0.2230180916940597,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.13056021016363956,0.132848908099741,0.01,0.01,0.0674301842682486,0.01,0.1991079033748988,0.3479427212640369,0.01,0.01,0.01,0.23231347488135726,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.13634046468369676,0.13948938373973335,0.01,0.01,0.0704154952504894,0.01,0.2162551185943687,0.35839427707447274,0.01,0.01,0.01,0.2463957220575934,0.01
466,Swaffham,0.687481,52.64747,0.03882690179896828,0.058344272049643764,0.01,0.01,0.07352713366290234,0.01,0.17836447450647117,0.18440641161458132,0.01,0.4465230064991564,0.01,0.12939278542644375,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.04304926325330474,0.15024777437252945,0.01,0.01,0.01,0.01,0.2750603874433294,0.43799300458338264,0.01,0.01,0.01,0.3191936943106961,0.01
468,Ely,0.262363,52.39954,0.09819444695737253,0.08626580056266363,0.01,0.01,0.17045638684561257,0.01,0.19440248907097338,0.2541884890717056,0.022036145129527986,0.01,0.01,0.2173379237897102,0.01
469,March,0.088622,52.551719999999996,0.12852886564165264,0.0615247018465418,0.01,0.01,0.01,0.3442638569673912,0.23913934386719535,0.1755618135028682,0.13460343643052286,0.4927090439248121,0.01,0.1545245928486581,0.01
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.01,0.14253056786977736,0.01,0.21012799226782083,0.2453288112777591,0.01,0.01,0.01,0.18859075965962238,0.01
471,Banham,1.0402849,52.45125,0.10084168878186786,0.10266830564608101,0.01,0.01,0.01,0.01,0.17901838037683304,0.2675930609310873,0.01,0.01,0.01,0.20451356306847535,0.01
472,Holt,1.086747,52.90936,0.02719626785853743,0.10623094104801467,0.01,0.01,0.01,0.01,0.15095417821742077,0.24879039460183552,0.01,0.01,0.01,0.1792031795291802,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.09834422588958562,0.05367224070981715,0.01,0.01,0.062078683170983126,0.26341446609336444,0.13913955609561232,0.1417151807399429,0.01,0.37699772167715573,0.01,0.1033866980635311,0.01
474,Horncastle,-0.11245,53.20731,0.18283874571901867,0.10134778032123802,0.01,0.01,0.057707448463304174,0.24486627624229362,0.13454820943868342,0.1808517867931909,0.01,0.01,0.01,0.15421868230251087,0.01
475,Market Weighton,-0.6677465,53.86484,0.0493762141114234,0.23884574161553093,0.01,0.1524576639694211,0.09350453748630501,0.01,0.11626354787340418,0.187868173138242,0.01,0.01,0.01,0.14536297894725064,0.01
476,Hawes,-2.1968695,54.303830000000005,0.01,0.015931487559001447,0.01,0.01,0.01,0.01,0.01,0.03569087588504889,0.01,0.01,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.01,0.11416901646408538,0.01,0.01,0.01,0.1162981213228791,0.18479868372411,0.2558879661949097,0.01,0.01,0.01,0.15494915258511877,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.036455200105487084,0.01,0.01,0.01,0.01,0.07928510499586479,0.12360311156068854,0.01,0.01,0.01,0.08028615062904434,0.01
479,Stanhope,-2.011302,54.74946,0.01,0.32340392970830345,0.01,0.01,0.01,0.11112017945257784,0.16785671841846497,0.42891358663554546,0.01,0.01,0.01,0.2060181576488469,0.01
480,Keswick,-3.134706,54.60128,0.13577488666006057,0.12070851041994748,0.01,0.01,0.10284763905352955,0.01,0.14664972509717866,0.21088168226825715,0.01,0.01,0.01,0.13436337900575726,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.024056036242433444,0.11537005644492915,0.01,0.01,0.01,0.01,0.08034173362025317,0.16063148548236103,0.01,0.01,0.01,0.10647453114413649,0.01
