index,placename,longitude,latitude,kl,tl
366,Worksop,-1.122745,53.3093,0.11141714146836436,0.864088570985615
367,Basingstoke,-1.0923964,51.26654,0.9129211930467205,0.01
368,Portsmouth,-1.0879769,50.81977,0.9370816347399548,0.01
369,York,-1.0872979,53.95997,0.6848117127828142,0.27640562964130877
370,Selby,-1.067189,53.783519999999996,0.7441041340549381,0.16145877274173176
371,Helmsley,-1.0562636,54.24651,0.5566322216801517,0.31330371795161943
372,Towcester,-0.9896879999999999,52.13511,0.5989952793335241,0.32329434651309197
373,Reading,-0.9781303,51.45426,0.9345461768521002,0.01
374,Retford,-0.9455030000000001,53.32136,0.2001864493847716,0.7488567261414081
375,Petersfield,-0.93899,51.00759,0.8874823504779812,0.01
376,Northampton,-0.9026559999999999,52.24048,0.5314370558589423,0.4413400809476959
377,Melton Mowbray,-0.887126,52.7664,0.5979970037307277,0.3230589196741908
378,Aylesbury,-0.8084,51.81561,0.9203386708433655,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.2685137475932018,0.7088053670307362
380,Malton,-0.7978970000000001,54.13684,0.7345548858975566,0.16044172577860097
381,Chichester,-0.774936,50.83761,0.9044755484638773,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.29632584774321513,0.6412375652855892
383,Milton Keynes,-0.7594171,52.040620000000004,0.7302604328517565,0.22042289410979338
384,Aldershot,-0.7557509,51.24837,0.9209628137484027,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.9151160445733532,0.01
386,Midhurst,-0.737274,50.9869,0.8854723544561531,0.01
387,Kettering,-0.7302489999999999,52.39632,0.5125942017674204,0.43495927403291007
388,Wellingborough,-0.693964,52.30242,0.5064663343327322,0.43288417762181264
389,Corby,-0.6842333,52.4923,0.6087707276158055,0.3255997247888827
390,Bognor Regis,-0.673061,50.783,0.9005756890804479,0.01
391,Scunthorpe,-0.654413,53.58865,0.5118329047734523,0.434701473961874
392,Grantham,-0.643582,52.912519999999994,0.5553026974892239,0.37867947470286517
393,Whitby,-0.613347,54.486340000000006,0.6899785730455723,0.214511899555387
394,Slough,-0.5950406,51.51054,0.9233857635291626,0.01
395,Guildford,-0.570409,51.23622,0.9198018745425947,0.01
396,Woking,-0.5600349,51.31677,0.9335825086616696,0.01
397,Lincoln,-0.540579,53.23069,0.3775859856516314,0.6050160124073743
398,Bedford,-0.46677820000000003,52.13864,0.6723417516493665,0.2740394409833674
399,Heathrow,-0.4542955,51.47002,0.9397485840873794,0.01
400,Driffield,-0.443377,54.006,0.776131034875243,0.10647842239557073
401,Beverley,-0.435093,53.84196,0.759355458225642,0.16308312187120197
402,Luton,-0.4200255,51.87867,0.776112353605927,0.16486782253843152
403,Scarborough,-0.399752,54.28311,0.7566781943992232,0.16279797868513302
404,Worthing,-0.372882,50.81787,0.9219735229479563,0.01
405,Dorking,-0.332378,51.2322,0.9173271819846394,0.01
406,Hull,-0.3274198,53.767619999999994,0.6845021000994482,0.2763468802986368
407,Horsham,-0.325858,51.06288,0.900879252872581,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.7415483973043134,0.16118657285144247
409,Peterborough,-0.2405299,52.5695,0.8255825250147233,0.10987993179496944
410,Welwyn Garden City,-0.208661,51.80317,0.8421228296413367,0.11101765285246747
411,Bridlington,-0.198802,54.08535,0.7875224929621648,0.10726198122557222
412,Stevenage,-0.19661199999999998,51.90376,0.8167443156482639,0.10927199759219677
413,Crawley,-0.18722750000000002,51.109140000000004,0.9137918096057261,0.01
414,Huntingdon,-0.182552,52.33146,0.6948503042286662,0.21522678155518432
415,Hove,-0.168749,50.82793,0.906585904151255,0.01
416,Spalding,-0.1537024,52.7901,0.6993654147301023,0.21588933273119618
417,Brighton,-0.137163,50.82253,0.946453909582754,0.01
418,London,-0.12775830000000002,51.50735,1.0,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.565792878166423,0.381672632051667
420,Boston,-0.026576999999999996,52.97894,0.5166363951321501,0.4363280929627437
421,Royston,-0.024066,52.048140000000004,0.6852207149893673,0.21381372739560628
422,Louth_Lincs,-0.007711,53.36596,0.5439907726441279,0.37545184955311106
423,Lewes,0.00878,50.873870000000004,0.9015747550234015,0.01
424,Chatteris,0.054012,52.4561,0.6227087051166007,0.2646215165401309
425,Uckfield,0.095913,50.966409999999996,0.9048983112744259,0.01
426,Cambridge,0.12181700000000001,52.20534,0.7412775391016149,0.22203955370201586
427,Bishop's Stortford,0.15365020000000001,51.87216,0.8109256585775341,0.10887176260105412
428,Wisbech,0.158797,52.66631999999999,0.6841995178565952,0.21366387605508144
429,Sevenoaks,0.190898,51.27241,0.9218722968975864,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.9148593050666175,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.9095568291211585,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.9488045704105864,0.01
433,Skegness,0.337881,53.1464,0.6389808468937053,0.2677091731014752
434,Downham Market,0.385472,52.606609999999996,0.5775133889445356,0.3182281969109854
435,King's Lynn,0.4022963,52.75168000000001,0.5552294041734135,0.3786585619623141
436,Bexhill,0.4662071,50.849909999999994,0.885976039037321,0.01
437,Chelmsford,0.4685497,51.73559,0.8610681825367033,0.05445856635297848
438,Mildenhall,0.5156095,52.347570000000005,0.6507001817184712,0.2699329296027364
439,Medway,0.5417860999999999,51.404740000000004,0.9076834616651293,0.01
440,Braintree,0.5509269,51.88009,0.8487886749044897,0.05404904246077291
441,Gillingham,0.551438,51.38632,0.9384318166665672,0.01
442,Hastings,0.573453,50.85426,0.9049551516626695,0.01
443,Maldon,0.6714479999999999,51.7318,0.8509402396567891,0.054120797550478834
444,Southend,0.7077123000000001,51.54593,0.9213786163271384,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.6730276120726679,0.2741695837430103
446,Thetford,0.751657,52.412859999999995,0.5425237233373313,0.37503325720005115
447,Ashford,0.8750190000000001,51.14647,0.9019177197602408,0.01
448,Faversham,0.889358,51.31599,0.8980992109413548,0.01
449,Colchester,0.891874,51.89593,0.8724858269744443,0.05483934694532867
450,New Romney,0.939473,50.98512,0.8701004137571288,0.01
451,Canterbury,1.0789089,51.280229999999996,0.9187548855886927,0.01
452,Ipswich,1.14822,52.056740000000005,0.7246111856302164,0.21959391874163295
453,Clacton,1.153035,51.78953,0.8368144819127751,0.05364970086932967
454,Folkestone,1.169456,51.0814,0.8993037429876045,0.01
455,Sheringham,1.2109589,52.944419999999994,0.42872546203220185,0.47567354575702875
456,Harwich,1.260297,51.93473,0.7252212691006072,0.15944764473034315
457,Norwich,1.297355,52.63089,0.4862941380291145,0.4984822720201688
458,Cromer,1.301866,52.93145,0.44343305810962985,0.4815006996234279
459,Cromer,1.301866,52.93145,0.44343305810962985,0.4815006996234279
460,Dover,1.3134027,51.12788,0.8922762348457747,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.6917623975909013,0.21477365949458022
462,Margate,1.3868339,51.38965,0.8994090999661429,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.8984780100128943,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.4572903222233078,0.48699095171715095
465,Lowestoft,1.7534490000000003,52.48114,0.5090537883069945,0.4337603741964118
466,Swaffham,0.687481,52.64747,0.43237698010925696,0.4771202782868671
467,Dereham,0.9378270000000001,52.681619999999995,0.47170825169926595,0.4927033395913488
468,Ely,0.262363,52.39954,0.6457093768281806,0.268985918958595
469,March,0.088622,52.551719999999996,0.6804167534738208,0.21310878997477717
470,St Neots,-0.26510300000000003,52.23008,0.6408465202376725,0.26806318664319173
471,Banham,1.0402849,52.45125,0.4976460070169731,0.42989732620038207
472,Holt,1.086747,52.90936,0.4434040191076463,0.48148919436235094
473,Hunstanton,0.49103199999999997,52.93891,0.47065144274997966,0.42075608350435323
474,Horncastle,-0.11245,53.20731,0.5313074710577586,0.3718329302495737
475,Market Weighton,-0.6677465,53.86484,0.770883118330763,0.10611744566053284
476,Hawes,-2.1968695,54.303830000000005,0.05188138084208652,0.8058463880834602
477,Reeth,-1.9428115000000001,54.38946,0.19879098145852056,0.7477816723790638
478,Aysgarth,-1.9967433999999997,54.29159,0.08119312696750465,0.8345212561133585
479,Stanhope,-2.011302,54.74946,0.4088537326893813,0.5414355638926075
480,Keswick,-3.134706,54.60128,0.01,0.9556637748011392
481,Oxenholme,-2.7243327999999996,54.30134,0.08799294095113652,0.8411733254842587
