placename,FATHER=BATH≠TRAP,FATHER=CLOTH≠LOT,FATHER=DRESS,FATHER=FACE,FATHER=KIT,FATHER=LOT,"FATHER=PALM≠BATH,TRAP",FATHER=SQUARE,FATHER=TRAP,longitude,latitude
Towcester,0.58333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.40000000,0.01666667,0.00000000, -0.9896880,52.13511
Reading,0.79310345,0.00000000,0.00000000,0.034482759,0.01724138,0.00000000,0.15517241,0.00000000,0.00000000, -0.9781303,51.45426
Retford,0.00000000,0.00000000,0.00000000,0.068965517,0.00000000,0.00000000,0.72413793,0.00000000,0.20689655, -0.9455030,53.32136
Petersfield,0.81666667,0.00000000,0.00000000,0.000000000,0.01666667,0.00000000,0.16666667,0.00000000,0.00000000, -0.9389900,51.00759
Northampton,0.58333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.40000000,0.01666667,0.00000000, -0.9026560,52.24048
Melton Mowbray,0.25000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71428571,0.00000000,0.03571429, -0.8871260,52.76640
Aylesbury,0.78333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.21666667,0.00000000,0.00000000, -0.8084000,51.81561
Newark-on-Trent,0.06976744,0.00000000,0.00000000,0.069767442,0.00000000,0.00000000,0.79069767,0.00000000,0.06976744, -0.8065700,53.07004
Malton,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81666667,0.00000000,0.18333333, -0.7978970,54.13684
Chichester,0.76666667,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.20000000,0.00000000,0.01666667, -0.7749360,50.83761
Gainsborough,0.00000000,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.75862069,0.00000000,0.20689655, -0.7744650,53.40057
Milton Keynes,0.65000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.33333333,0.01666667,0.00000000, -0.7594171,52.04062
Aldershot,0.77586207,0.00000000,0.00000000,0.034482759,0.01724138,0.00000000,0.17241379,0.00000000,0.00000000, -0.7557509,51.24837
High Wycombe,0.86206897,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.10344828,0.00000000,0.00000000, -0.7482290,51.62861
Midhurst,0.73333333,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.23333333,0.00000000,0.01666667, -0.7372740,50.98690
Kettering,0.56250000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.42045455,0.01704545,0.00000000, -0.7302490,52.39632
Wellingborough,0.61666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.01666667,0.00000000, -0.6939640,52.30242
Corby,0.57142857,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.41071429,0.01785714,0.00000000, -0.6842333,52.49230
Bognor Regis,0.76666667,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.20000000,0.00000000,0.01666667, -0.6730610,50.78300
Scunthorpe,0.00000000,0.00000000,0.00000000,0.016949153,0.00000000,0.00000000,0.81355932,0.00000000,0.16949153, -0.6544130,53.58865
Grantham,0.17857143,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.75000000,0.00000000,0.03571429, -0.6435820,52.91252
Whitby,0.06666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.66666667,0.00000000,0.26666667, -0.6133470,54.48634
Slough,0.74137931,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.22413793,0.00000000,0.00000000, -0.5950406,51.51054
Guildford,0.61666667,0.00000000,0.00000000,0.050000000,0.00000000,0.00000000,0.28333333,0.00000000,0.05000000, -0.5704090,51.23622
Woking,0.68333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.28333333,0.00000000,0.00000000, -0.5600349,51.31677
Lincoln,0.07142857,0.00000000,0.00000000,0.071428571,0.00000000,0.00000000,0.82142857,0.00000000,0.03571429, -0.5405790,53.23069
Bedford,0.71666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.01666667,0.00000000, -0.4667782,52.13864
Heathrow,0.66666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.26666667,0.00000000,0.03333333, -0.4542955,51.47002
Driffield,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81666667,0.00000000,0.18333333, -0.4433770,54.00600
Beverley,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.85000000,0.00000000,0.15000000, -0.4350930,53.84196
Luton,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.00000000, -0.4200255,51.87867
Scarborough,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81666667,0.00000000,0.18333333, -0.3997520,54.28311
Worthing,0.81666667,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.15000000,0.00000000,0.01666667, -0.3728820,50.81787
Dorking,0.75806452,0.00000000,0.00000000,0.016129032,0.00000000,0.00000000,0.17741935,0.00000000,0.04838710, -0.3323780,51.23220
Hull,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.85000000,0.00000000,0.15000000, -0.3274198,53.76762
Horsham,0.75000000,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.18333333,0.00000000,0.05000000, -0.3258580,51.06288
Biggleswade,0.73333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.00000000,0.00000000, -0.2642200,52.08694
Peterborough,0.66071429,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.28571429,0.01785714,0.00000000, -0.2405299,52.56950
Welwyn Garden City,0.56666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.43333333,0.00000000,0.00000000, -0.2086610,51.80317
Bridlington,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.78333333,0.00000000,0.21666667, -0.1988020,54.08535
Stevenage,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.00000000, -0.1966120,51.90376
Crawley,0.64516129,0.00000000,0.00000000,0.016129032,0.00000000,0.00000000,0.29032258,0.00000000,0.04838710, -0.1872275,51.10914
Huntingdon,0.78333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.01666667,0.00000000, -0.1825520,52.33146
Hove,0.78333333,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.15000000,0.00000000,0.05000000, -0.1687490,50.82793
Spalding,0.41071429,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.50000000,0.01785714,0.03571429, -0.1537024,52.79010
Brighton,0.75000000,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.18333333,0.00000000,0.05000000, -0.1371630,50.82253
London,0.70967742,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.19354839,0.00000000,0.09677419, -0.1277583,51.50735
Grimsby,0.00000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.85000000,0.00000000,0.11666667, -0.0807840,53.56747
Boston,0.35714286,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.57142857,0.00000000,0.03571429, -0.0265770,52.97894
Royston,0.70000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000, -0.0240660,52.04814
Louth_Lincs,0.10714286,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.78571429,0.00000000,0.07142857, -0.0077110,53.36596
Lewes,0.68333333,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.25000000,0.00000000,0.05000000,  0.0087800,50.87387
Chatteris,0.78488372,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.19767442,0.01744186,0.00000000,  0.0540120,52.45610
Uckfield,0.70000000,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.23333333,0.00000000,0.05000000,  0.0959130,50.96641
Cambridge,0.76666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000,  0.1218170,52.20534
Bishop's Stortford,0.70000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,  0.1536502,51.87216
Wisbech,0.69642857,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.25000000,0.01785714,0.00000000,  0.1587970,52.66632
Sevenoaks,0.77419355,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.16129032,0.00000000,0.06451613,  0.1908980,51.27241
Tunbridge Wells,0.74193548,0.00000000,0.00000000,0.016129032,0.00000000,0.00000000,0.19354839,0.00000000,0.04838710,  0.2636950,51.13238
Eastbourne,0.78333333,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.18333333,0.00000000,0.01666667,  0.2904720,50.76803
Brentwood,0.91666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.08333333,0.00000000,0.00000000,  0.3071749,51.62047
Skegness,0.25000000,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.67857143,0.00000000,0.03571429,  0.3378810,53.14640
Downham Market,0.78488372,0.00000000,0.00000000,0.034883721,0.00000000,0.00000000,0.18023256,0.00000000,0.00000000,  0.3854720,52.60661
King's Lynn,0.69642857,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.23214286,0.00000000,0.03571429,  0.4022963,52.75168
Bexhill,0.73333333,0.00000000,0.00000000,0.016666667,0.00000000,0.00000000,0.20000000,0.00000000,0.05000000,  0.4662071,50.84991
Chelmsford,0.88333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.11666667,0.00000000,0.00000000,  0.4685497,51.73559
Mildenhall,0.78333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.21666667,0.00000000,0.00000000,  0.5156095,52.34757
Medway,0.90000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.10000000,0.00000000,0.00000000,  0.5417861,51.40474
Braintree,0.83333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.16666667,0.00000000,0.00000000,  0.5509269,51.88009
Gillingham,0.90000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.10000000,0.00000000,0.00000000,  0.5514380,51.38632
Hastings,0.81666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.18333333,0.00000000,0.00000000,  0.5734530,50.85426
Maldon,0.88333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.11666667,0.00000000,0.00000000,  0.6714480,51.73180
Southend,0.90000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.10000000,0.00000000,0.00000000,  0.7077123,51.54593
Bury St Edmunds,0.78333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.18333333,0.00000000,0.00000000,  0.7104932,52.24292
Thetford,0.78333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.18333333,0.00000000,0.00000000,  0.7516570,52.41286
Ashford,0.86206897,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.13793103,0.00000000,0.00000000,  0.8750190,51.14647
Faversham,0.82758621,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.17241379,0.00000000,0.00000000,  0.8893580,51.31599
Colchester,0.86666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.13333333,0.00000000,0.00000000,  0.8918740,51.89593
New Romney,0.82758621,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.17241379,0.00000000,0.00000000,  0.9394730,50.98512
Canterbury,0.79310345,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20689655,0.00000000,0.00000000,  1.0789089,51.28023
Ipswich,0.71666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.25000000,0.00000000,0.00000000,  1.1482200,52.05674
Clacton,0.82758621,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.17241379,0.00000000,0.00000000,  1.1530350,51.78953
Folkestone,0.82758621,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.17241379,0.00000000,0.00000000,  1.1694560,51.08140
Sheringham,0.70000000,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.20000000,0.00000000,0.03333333,  1.2109589,52.94442
Harwich,0.77966102,0.00000000,0.00000000,0.033898305,0.00000000,0.00000000,0.18644068,0.00000000,0.00000000,  1.2602970,51.93473
Norwich,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000,  1.2973550,52.63089
Cromer,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.20000000,0.00000000,0.03333333,  1.3018660,52.93145
Dover,0.79310345,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20689655,0.00000000,0.00000000,  1.3134027,51.12788
Felixstowe,0.74137931,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.22413793,0.00000000,0.00000000,  1.3512550,51.96173
Margate,0.82758621,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.17241379,0.00000000,0.00000000,  1.3868339,51.38965
Ramsgate,0.79310345,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20689655,0.00000000,0.00000000,  1.4198950,51.33555
Great Yarmouth,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000,  1.7280470,52.59823
Lowestoft,0.70000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.26666667,0.00000000,0.00000000,  1.7534490,52.48114
Swaffham,0.76666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.20000000,0.00000000,0.00000000,  0.6874810,52.64747
Dereham,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000,  0.9378270,52.68162
Ely,0.81818182,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.18181818,0.00000000,0.00000000,  0.2623630,52.39954
March,0.73214286,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.21428571,0.01785714,0.00000000,  0.0886220,52.55172
St Neots,0.75000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.23333333,0.01666667,0.00000000, -0.2651030,52.23008
Banham,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000,  1.0402849,52.45125
Holt,0.70000000,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.20000000,0.00000000,0.03333333,  1.0867470,52.90936
Cromer,0.73333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.20000000,0.00000000,0.03333333,  1.3018660,52.93145
Hunstanton,0.55357143,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.37500000,0.00000000,0.03571429,  0.4910320,52.93891
Horncastle,0.14285714,0.00000000,0.00000000,0.035714286,0.00000000,0.00000000,0.78571429,0.00000000,0.03571429, -0.1124500,53.20731
Market Weighton,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.91666667,0.00000000,0.08333333, -0.6677465,53.86484
Hawes,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.75000000,0.00000000,0.16666667, -2.1968695,54.30383
Reeth,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.65000000,0.00000000,0.26666667, -1.9428115,54.38946
Aysgarth,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.20000000, -1.9967434,54.29159
Stanhope,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.33333333, -2.0113020,54.74946
Keswick,0.11864407,0.00000000,0.00000000,0.000000000,0.03389831,0.00000000,0.64406780,0.00000000,0.20338983, -3.1347060,54.60128
Oxenholme,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.77586207,0.00000000,0.15517241, -2.7243328,54.30134
