,placename,daps,guddies,gutties,gym-shoes,plimsolls,pumps,sand-shoes,sannies,plimmies,dappers,runners,rubbers,sandies,gym-shoes.1,gymmies,longitude,latitude
266,Ashbourne,0.01,0.01,0.05006459958681004,0.2997416132242319,0.3565891482971576,0.7774506869759245,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.732179,53.016630000000006
267,York,0.036979969077461816,0.01,0.03648775993308944,0.05461392735300279,0.3573446331311205,0.72066080694717,0.1525423771525424,0.3292725936497138,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.0872979,53.95997
268,Leeds,0.022727272355371902,0.01,0.04484953632255901,0.06712961836676963,0.3593750002994791,0.8338607594095497,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.5490774,53.80076
269,Shrewsbury,0.05133689889042295,0.01,0.01,0.3790849681626725,0.3607843138006536,0.7247952337847064,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.7553268,52.7073
270,Crewe,0.01764273490267537,0.0113207542045283,0.01,0.41689126897973455,0.3719676536433064,0.7105325973217888,0.048517524048517516,0.06283694091038812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.4438209,53.1004
271,Nantwich,0.01764273490267537,0.0113207542045283,0.01,0.41689126897973455,0.3719676536433064,0.7105325973217888,0.048517524048517516,0.06283694091038812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.524102,53.06718000000001
272,Bradford,0.02371541453683076,0.01,0.04679951597547219,0.0700483072329576,0.3750000004791666,0.8266373123172847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.759398,53.79598000000001
273,Keighley,0.047430830164570614,0.01,0.01,0.0700483072329576,0.3750000004791666,0.8266373123172847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.912358,53.8678
274,Basingstoke,0.01,0.01,0.01,0.25272330136770765,0.3758169949798473,0.8123603852214484,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.0923964,51.26654
275,Oswestry,0.053872053798591966,0.01,0.01,0.15912209654016146,0.3786008229821672,0.7899671867290974,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.056412,52.85715
276,Swindon,0.3818181816793389,0.01,0.01,0.2148148238847736,0.3833333336527778,0.4506329075699407,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.7797176,51.55577
277,Oxenholme,0.09696969705564737,0.01,0.01,0.01,0.3833333336527778,0.7991561168603323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.7243328,54.30134
278,Sedbergh,0.09696969705564737,0.01,0.01,0.01,0.3833333336527778,0.7991561168603323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.5281740000000004,54.32363
279,Sedbergh,0.09696969705564737,0.01,0.01,0.01,0.3833333336527778,0.7991561168603323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.5281740000000004,54.32363
280,Bath,0.6170798899574256,0.01,0.01,0.3905723836288815,0.38720538748933775,0.16225546337329388,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.3590167,51.38106
281,Witney,0.2958397537106037,0.01,0.01,0.10922788692822756,0.3898305078248587,0.5674747916797341,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.4850544,51.78594
282,Wolverhampton,0.04958677634560482,0.01,0.01,0.3661616015965209,0.3920454538267045,0.7220943573276427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.12882,52.58697
283,Wigan,0.05658894434305858,0.012103746204841498,0.01,0.3900095902999254,0.3976945259980788,0.6721263618593045,0.05187320105187322,0.06718301264722573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.6325074,53.54506
284,Gillingham,0.09154481887580188,0.01,0.01,0.01,0.4020979028350816,0.799238734581893,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.551438,51.38632
285,Medway,0.09154481887580188,0.01,0.01,0.01,0.4020979028350816,0.799238734581893,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5417860999999999,51.40474
286,Rotherham,0.04363636362049587,0.01,0.043055555558545525,0.06444444394320988,0.4025000003354166,0.8032911391409069,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.3635008999999998,53.4326
287,Bishop's Stortford,0.18719741775011006,0.01,0.01,0.11439842577690112,0.4082840250069033,0.6665418291982491,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1536502,51.87216
288,Royston,0.14634146285587585,0.01,0.01,0.1178861913053296,0.4207317093506098,0.7017598074439291,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.024066,52.04814
289,Trowbridge,0.5514485507085642,0.01,0.01,0.4249084155840456,0.4212454220177045,0.2054527717495963,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.208853,51.31966
290,Jersey,0.040654997439761816,0.01,0.08022774382501581,0.3602484371980677,0.4285714280238095,0.6829939416116425,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.13125,49.21444
291,High Wycombe,0.1998612075636868,0.01,0.01,0.2951653810376026,0.438931298865776,0.5860469577650871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.748229,51.62861
292,Chelmsford,0.07494795270001893,0.01,0.01,0.14758270662991227,0.438931298865776,0.7564982160792396,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4685497,51.73559
293,Harrogate,0.022727272355371902,0.01,0.01,0.06712961836676963,0.4392361101993634,0.8338607594095497,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.5418120000000002,53.99211999999999
294,Worcester,0.16247582175909972,0.01,0.01,0.2742316667559759,0.4485815622071512,0.6267169400641606,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.221575,52.19364
295,Luton,0.25837320536059155,0.01,0.01,0.12719296789961024,0.4539473702116228,0.580279815483686,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.4200255,51.87867
296,Warrington,0.01854236399325733,0.011898017604759208,0.01,0.3833805447959291,0.4560906520467422,0.6957722236434289,0.0509914980509915,0.06604108867045508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.5969501,53.39004
297,Alnwick,0.01,0.01,0.3075396828685792,0.6521163893724281,0.4563492065469577,0.4050632903316776,0.4285714324285714,0.18501985350813308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.7062990000000002,55.41274
298,Wakefield,0.04003336143998786,0.01,0.039500510002743086,0.059123330651262976,0.4571865445476554,0.7951457442000738,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.505924,53.6833
299,Skipton,0.047430830164570614,0.01,0.01,0.0700483072329576,0.4583333322152777,0.8035222880017835,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.0162787,53.96285
300,Coventry,0.07114624470140136,0.01,0.01,0.2801932289318304,0.4583333322152777,0.7110621907397783,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.519693,52.40682
301,Walsall,0.07114624470140136,0.01,0.01,0.35024153616478804,0.4583333322152777,0.6879471664242771,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.982919,52.58621
302,London,0.1387693090404475,0.01,0.011993191736943971,0.20643762617215167,0.4591457765492881,0.6574168772948946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.12775830000000002,51.50735
303,Welwyn Garden City,0.28553996280525823,0.01,0.01,0.12975392565746946,0.4630872482192394,0.5504205268609724,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.208661,51.80317
304,Malton,0.03666921271393847,0.01,0.01,0.054154986245461216,0.4670868332225723,0.655994044889111,0.4537815124537815,0.39180674403437976,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7978970000000001,54.13684
305,Leicester,0.02660753889941544,0.01,0.052506775281424084,0.2357723503884373,0.467479677056233,0.7406606965775496,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.1397592,52.63688000000001
306,Birmingham,0.0727272730644628,0.01,0.01,0.3580246849931413,0.4685185180570987,0.6810126580663355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.890401,52.48624
307,Chesterfield,0.022263450537358745,0.01,0.0878684817422131,0.2630385368430336,0.4693877570578231,0.7179023532748873,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.421629,53.23505
308,Hexham,0.01,0.01,0.1757369613316484,0.01,0.4693877570578231,0.696202526934786,0.7346938777346939,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.1121439,54.97266
309,Whitchurch,0.053872053798591966,0.01,0.01,0.15912209654016146,0.4732510287277091,0.7637130824120066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.682045,52.96872
310,Blyth,0.01,0.01,0.17939814744301374,0.01,0.4791666670659722,0.6898734140201891,0.7499999977499999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.510277,55.12696
311,Nuneaton,0.04958677634560482,0.01,0.01,0.29292928772166105,0.4791666670659722,0.7220943573276427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.465382,52.52049
312,Ashington,0.01,0.01,0.17939814744301374,0.01,0.4791666670659722,0.6898734140201891,0.7499999977499999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.5659829,55.18298000000001
313,Midhurst,0.01,0.01,0.01,0.2685185056893005,0.4791666670659722,0.7784810160903701,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.737274,50.9869
314,Aylesbury,0.2743603700820508,0.01,0.01,0.23153693264360165,0.4820359285683633,0.5224740352012527,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.8084,51.81561
315,Pwllheli,0.2485615646368867,0.01,0.01,0.08157525936552576,0.4852320660710268,0.5962185496689714,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.417633900000001,52.88882
316,Hawes,0.042780748348079725,0.01,0.01,0.01,0.4885620904071351,0.8227848064925493,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.1968695,54.30383000000001
317,Alston,0.01,0.01,0.18321513008216767,0.01,0.4893617007411347,0.6832749800927975,0.7659574477659575,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.438685,54.81217
318,Bicester,0.1402597406762692,0.01,0.01,0.01,0.4928571449107143,0.7265822753045986,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.1535898999999998,51.8996
319,Louth_Lincs,0.031393066897675244,0.01,0.04646283014211548,0.13908873558486534,0.4964028785803357,0.5563245572437087,0.5827338095827337,0.5031474789570687,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.007711,53.36596
320,Horncastle,0.031393066897675244,0.01,0.04646283014211548,0.13908873558486534,0.4964028785803357,0.5563245572437087,0.5827338095827337,0.5031474789570687,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.11245,53.20731
321,Market Weighton,0.03435934144205115,0.01,0.03390201118290987,0.05074365182754937,0.4980314970816929,0.6441742241236326,0.4251968464251968,0.3671259941567218,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.6677465,53.86484
322,Stratford-upon-Avon,0.1309090908614876,0.01,0.01,0.2577777757728395,0.4983333337486111,0.6491139238729692,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.708298,52.19173
323,Ludlow,0.15584415594332945,0.01,0.01,0.3835978836831276,0.5019841275849868,0.5822784838391283,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.7139129,52.36775
324,Marlborough,0.25037257845441,0.01,0.01,0.3169399019793563,0.5027322409189435,0.5119319394997123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.727062,51.42007
325,Southend,0.08285385487896224,0.01,0.01,0.12236285682606665,0.5094936697579113,0.7375420636645783,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7077123000000001,51.54593
326,Preston,0.14545454503801653,0.01,0.01,0.01,0.5111111102592591,0.7164556925146611,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.70309,53.7632
327,Scarborough,0.04040404034894399,0.01,0.01,0.01,0.5146604932622171,0.6406469790585554,0.5000000045,0.4317129656161989,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.399752,54.28311
328,Cinderford,0.723186924827932,0.01,0.01,0.2172284616437786,0.5168539342640448,0.08007395700256906,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.5009579,51.8253
329,Gloucester,0.5668449194302382,0.01,0.01,0.315904150876301,0.526143791438453,0.1973194345302883,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.238156,51.86424
330,Melton Mowbray,0.010008340359996966,0.01,0.059250765004114636,0.35474004835202183,0.5275229366062691,0.6975960975684031,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.887126,52.7664
331,Helmsley,0.02001668071999393,0.01,0.01,0.059123330651262976,0.5275229366062691,0.6975960975684031,0.1651376161651376,0.35646025325534786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.0562636,54.24651
332,Braintree,0.025078370172698768,0.01,0.01,0.22222222938271602,0.5287356307739464,0.7555652525344635,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5509269,51.88009
333,Dudley,0.06963249488377,0.01,0.01,0.3427895995560809,0.5301418431084515,0.6719633699604879,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.081112,52.51225
334,Thirsk,0.02346041017328712,0.01,0.01,0.06929511279437134,0.5358422934465351,0.8056349518003215,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.341377,54.23385
335,Bromsgrove,0.07114624470140136,0.01,0.01,0.2801932289318304,0.5416666677847222,0.6879471664242771,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.061906,52.33559
336,Abbeyfeale,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-9.2970823,52.38618
337,Cork,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.4756035,51.89851
338,Sheffield,0.03116883162502952,0.01,0.06150793743482694,0.09206349595061723,0.5476190486230159,0.7569620236744111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.470085,53.38113000000001
339,Tipperary,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.161851400000002,52.47379
340,Limerick,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.6267343,52.66384
341,Killarney,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-9.5044265,52.05994000000001
342,Mansfield,0.022263450537358745,0.01,0.0878684817422131,0.19727891068783068,0.5476190486230159,0.7179023532748873,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.198674,53.1472
343,Reading,0.13358070540597064,0.01,0.01,0.13151928453262776,0.5476190486230159,0.6745027112275963,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.9781303,51.45426
344,Adare,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.7925892,52.56363
345,Bantry,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-9.4539805,51.68035
346,Aysgarth,0.028335301080605342,0.01,0.01,0.01,0.5476190486230159,0.8204833128204978,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.9967434,54.29159
347,Mallow,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.6539164,52.13898
348,Charleville,0.15584415594332945,0.01,0.01,0.4603174475308642,0.5476190486230159,0.5443037957186349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-8.681017599999999,52.36206
349,Scunthorpe,0.03382663853315395,0.01,0.03337639972454003,0.04995694627811263,0.5497416036247846,0.6332057699408637,0.4186046524186047,0.3614341306273219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.654413,53.58865
350,Doncaster,0.03827751162244454,0.01,0.03776803194706723,0.05653021511587611,0.5548245614623538,0.771485676846322,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.128462,53.52282
351,Lincoln,0.019834710538241918,0.01,0.03914141375271815,0.05858586398877664,0.5575757562979797,0.6326812377886993,0.4909090954909091,0.3532196991405264,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.540579,53.23069
352,Driffield,0.03435934144205115,0.01,0.03390201118290987,0.05074365182754937,0.5583989492986657,0.6274294833556605,0.4251968464251968,0.3671259941567218,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.443377,54.006
353,Newark-on-Trent,0.022727272355371902,0.01,0.04484953632255901,0.20138888732253088,0.5590277769658565,0.7341772150552797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.80657,53.07004000000001
354,Darlington,0.024514810900176442,0.01,0.01,0.01,0.5599250951332709,0.7730052581129141,0.4044943804044944,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.559458,54.52361
355,Stockton,0.024514810900176442,0.01,0.01,0.01,0.5599250951332709,0.7730052581129141,0.4044943804044944,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.3289821000000002,54.57046
356,Hartlepool,0.024514810900176442,0.01,0.01,0.01,0.5599250951332709,0.7730052581129141,0.4044943804044944,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.212926,54.69174
357,Middlesbrough,0.024514810900176442,0.01,0.01,0.01,0.5599250951332709,0.7730052581129141,0.4044943804044944,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.234956,54.57423000000001
358,Beverley,0.031393066897675244,0.01,0.03097521937715105,0.046362911861621794,0.5653477208044564,0.6442946950097694,0.3884892123884892,0.335431678540824,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.435093,53.84196
359,Leamington Spa,0.04958677634560482,0.01,0.01,0.29292928772166105,0.5662878803052399,0.6979286525052804,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.5200789,52.28519
360,Hull,0.0349090908963967,0.01,0.03444444444683642,0.0515555551545679,0.5673333338061112,0.6214683542387182,0.432000000432,0.373000006022396,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.3274198,53.76762
361,Bridlington,0.0349090908963967,0.01,0.01,0.0515555551545679,0.5673333338061112,0.6384810124751803,0.432000000432,0.373000006022396,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.198802,54.08535
362,Folkestone,0.12121212104683195,0.01,0.01,0.01,0.5679012344732509,0.6849507694607346,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.169456,51.0814
363,Dover,0.12121212104683195,0.01,0.01,0.01,0.5679012344732509,0.6849507694607346,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3134027,51.12788
364,Retford,0.02020202071992654,0.01,0.07973251021387033,0.23868311258802025,0.5679012344732509,0.64556962361801,0.33333333333333337,0.0719521674117277,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.945503,53.32136
365,Ashford,0.12121212104683195,0.01,0.01,0.01,0.5679012344732509,0.6849507694607346,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8750190000000001,51.14647
366,Sevenoaks,0.12622088613591967,0.06942148782776858,0.01,0.01,0.5702479359752065,0.6660738535018096,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.190898,51.27241
367,Loughborough,0.02727272726280992,0.01,0.05381944444818191,0.24166666478703705,0.5750000004791666,0.7075949365608075,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.206166,52.7721
368,Abingdon,0.20583190356151568,0.01,0.01,0.12159329349871882,0.5786163518155136,0.5987580610626624,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.2879528999999998,51.67078
369,Worksop,0.020583190901606114,0.01,0.08123689715841924,0.24318658699743764,0.5786163518155136,0.6990685431387689,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.122745,53.3093
370,Bognor Regis,0.06611570288504884,0.01,0.01,0.29292928772166105,0.5808080831506733,0.6777905669254636,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.673061,50.783
371,Chichester,0.06611570288504884,0.01,0.01,0.29292928772166105,0.5808080831506733,0.6777905669254636,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.774936,50.83761
372,Canterbury,0.08391608396948506,0.01,0.01,0.01,0.5897435908247863,0.7546251224074051,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0789089,51.28023
373,Faversham,0.08391608396948506,0.01,0.01,0.01,0.5897435908247863,0.7546251224074051,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.889358,51.31599
374,Barrow-in-Furness,0.06713286761195167,0.01,0.01,0.09914529589553656,0.5897435908247863,0.7382667922725401,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.218894,54.10896999999999
375,Gainsborough,0.01880877708406953,0.01,0.0742337172968218,0.11111111469135801,0.5948275874956896,0.5783500696599241,0.4655172424655172,0.4019396777396511,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.774465,53.40057
376,Nottingham,0.01,0.01,0.04783950569776664,0.2148148238847736,0.5962962984969135,0.7400843927797895,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.1581086,52.95478000000001
377,Cambridge,0.08500590324181602,0.01,0.01,0.1255411279124579,0.5974025984978354,0.7100115102329173,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.121817,52.20534
378,Durham,0.01,0.01,0.01,0.01,0.5989583338324652,0.7674050631733697,0.5625000005624999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.584852,54.77525
379,Ross-on-Wye,0.7486631015459406,0.01,0.01,0.01,0.6013071896677559,0.10349963245746814,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.582446,51.91445
380,Grimsby,0.021390374174039863,0.01,0.0422113286834869,0.06318081728637143,0.6013071896677559,0.5830230853584927,0.5294117615294118,0.4571078550887206,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.08078400000000001,53.56746999999999
381,Peterborough,0.04306220071161375,0.01,0.01,0.12719296789961024,0.6052631590043859,0.7481678829104648,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.2405299,52.5695
382,Blackpool,0.10389610359858324,0.01,0.01,0.10229276253772296,0.6084656100070547,0.696202526934786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.0356748,53.81751
383,Wrexham,0.029090909443966945,0.01,0.01,0.08592593599835383,0.6133333338444444,0.7731645603914757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.992494,53.04304000000001
384,Tunbridge Wells,0.146430750492207,0.01,0.01,0.259507819092717,0.6174496668478747,0.5575567096493957,0.3624161043624161,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.263695,51.13238
385,Lewes,0.1604278079416626,0.01,0.01,0.18954248408133625,0.6200980401834151,0.5778108747229422,0.2647058852647059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00878,50.87387
386,Uckfield,0.1604278079416626,0.01,0.01,0.18954248408133625,0.6200980401834151,0.5778108747229422,0.2647058852647059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.095913,50.96641
387,Rhyl,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.4916339999999995,53.31914
388,Prestatyn,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.407613,53.33651
389,Holyhead,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.633038,53.30944
390,Colwyn Bay,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.72764,53.29318000000001
391,Chester,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.893075,53.19339
392,Llandudno,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.827609,53.32406
393,Llangefni,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.311401999999998,53.25578
394,Llandudno,0.029484029443823993,0.01,0.01,0.08708709598932259,0.6216216215180179,0.7700992089975186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.827609,53.32406
395,Northallerton,0.02727272726280992,0.01,0.01,0.01,0.6229166671857639,0.7740506327969876,0.225000000225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.429959,54.33796
396,Kidderminster,0.07114624470140136,0.01,0.01,0.35024153616478804,0.6249999995208333,0.6417171177932746,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.2496839,52.3886
397,Ruthin,0.02988791998913166,0.01,0.01,0.0882800593133773,0.6301369881917807,0.7669498895022531,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.3103108,53.11487
398,Ruthin,0.02988791998913166,0.01,0.01,0.0882800593133773,0.6301369881917807,0.7669498895022531,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.3103108,53.11487
399,Llangollen,0.02988791998913166,0.01,0.01,0.0882800593133773,0.6301369881917807,0.7669498895022531,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.17166,52.96921
400,Bedford,0.0959040959651258,0.01,0.01,0.10622709584045592,0.6318681330265568,0.696202526934786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.4667782,52.13864
401,Dorking,0.0687186828841023,0.01,0.01,0.3044619431875182,0.6338582693615484,0.6567327770413837,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.332378,51.2322
