,placename,control,doubled,longitude,latitude
365,Doncaster,0.75492366281785,0.2450757173034437,-1.128462,53.52282
366,Worksop,0.8383712203191189,0.1616285100282029,-1.122745,53.3093
367,Basingstoke,0.7898933443697299,0.2101064151987125,-1.0923964,51.26654
368,Portsmouth,0.8440564830600185,0.15594299234890133,-1.0879769,50.81977
369,York,0.7085885183511735,0.2914117034929308,-1.0872979,53.95997
370,Selby,0.7625782641217149,0.23742183799700706,-1.067189,53.78352
371,Helmsley,0.7845105700070747,0.2154893915158908,-1.0562636,54.24651
372,Towcester,0.7460249356737585,0.2539747874081253,-0.989688,52.13511
373,Reading,0.8157731868732715,0.1842272241176828,-0.9781303,51.45426
374,Retford,0.7983655502440788,0.20163398635567084,-0.945503,53.32136
375,Petersfield,0.880365213583374,0.11963522929615936,-0.93899,51.00759
376,Northampton,0.7199906848767209,0.28000907646867906,-0.902656,52.24048
377,Melton Mowbray,0.8452082170524975,0.1547921753393967,-0.887126,52.7664
378,Aylesbury,0.7537656006166216,0.2462336624032064,-0.8084,51.81561
379,Newark-on-Trent,0.8850354316407919,0.11496448107556075,-0.80657,53.07004000000001
380,Malton,0.8378763543948783,0.16212310355652568,-0.7978970000000001,54.13684
381,Chichester,0.8895525070464616,0.11044701970217816,-0.774936,50.83761
382,Gainsborough,0.7918538234404433,0.2081456233705536,-0.774465,53.40058000000001
383,Milton Keynes,0.7354897337469446,0.2645101579665296,-0.7594171,52.04062
384,Aldershot,0.9651341010716182,0.034866143501629684,-0.7557509,51.24837
385,High Wycombe,0.6692574353288705,0.3307424286202382,-0.748229,51.62861
386,Midhurst,1.0,0.01,-0.737274,50.9869
387,Kettering,0.7788974488459253,0.22110192600543144,-0.7302489999999999,52.39632
388,Wellingborough,0.7402029836238616,0.2597963108720746,-0.693964,52.30242
389,Corby,0.942860071913766,0.057139549878211675,-0.6842333,52.4923
390,Bognor Regis,0.8870667866495059,0.11293363981353907,-0.673061,50.783
391,Scunthorpe,0.7723831907587897,0.2276162208664687,-0.654413,53.58865
392,Grantham,0.9382278231088484,0.061772066880339614,-0.643582,52.91252
393,Whitby,0.9014634615554992,0.09853606567883114,-0.613347,54.48633
394,Slough,0.5351259883080023,0.4648740140675393,-0.5950406,51.51054
395,Guildford,0.9644228104081316,0.03557669842077313,-0.570409,51.23622
396,Woking,0.9641544943571356,0.0358453914792986,-0.5600349,51.31677
397,Lincoln,0.8796805013966369,0.12031897540709127,-0.540579,53.23069
398,Bedford,0.8041900335774771,0.1958094418065926,-0.4667782,52.13864
399,Heathrow,0.650875254552198,0.3491245166143558,-0.4542955,51.47002
400,Driffield,0.7800301982121558,0.21996979492003385,-0.443377,54.006
401,Beverley,0.8419264079948048,0.15807340032479286,-0.435093,53.84196
402,Luton,0.7747107059369986,0.22528892977258155,-0.4200255,51.87867
403,Scarborough,0.7901603947789767,0.2098391624396745,-0.399752,54.28311
404,Worthing,0.8703830971013001,0.12961655410468825,-0.372882,50.81787
405,Dorking,0.8695958679328153,0.13040376890077301,-0.332378,51.2322
406,Hull,0.8444526289277623,0.15554785289239706,-0.3274198,53.76762
407,Horsham,0.9173801722032162,0.08261963624940283,-0.325858,51.06288
408,Biggleswade,0.9487934004376584,0.051205975417312616,-0.26421999999999995,52.08694000000001
409,Peterborough,0.7607481461512469,0.23925161193180144,-0.2405299,52.5695
410,Welwyn Garden City,0.8244744739043665,0.17552491689509928,-0.208661,51.80317
411,Bridlington,0.8454018602402447,0.15459784501935048,-0.198802,54.08535
412,Stevenage,0.8628335440626841,0.13716588260289486,-0.196612,51.90376
413,Crawley,0.8689389998645771,0.1310614516660577,-0.1872275,51.10914
414,Huntingdon,0.7755371699997345,0.22446247630776955,-0.182552,52.33146
415,Hove,0.8609730506902185,0.13902745829974808,-0.168749,50.82793
416,Spalding,0.8133267013705627,0.1866727172239057,-0.1537024,52.7901
417,Brighton,0.867154444997108,0.13284530055058474,-0.137163,50.82253
418,London,0.7826462797093583,0.2173531567717189,-0.12775830000000002,51.50735
419,Grimsby,0.802692779387252,0.1973068179074617,-0.08078400000000001,53.56746999999999
420,Boston,0.7818906915846218,0.2181095114426681,-0.026577,52.97894
421,Royston,0.7759459722849771,0.22405447034459552,-0.024066,52.04814
422,Louth_Lincs,0.8109802015661058,0.1890191954357461,-0.007711,53.36596
423,Lewes,0.8843557820210534,0.11564446190444053,0.00878,50.87387
424,Chatteris,0.7153192011775537,0.28468026766363674,0.054012,52.4561
425,Uckfield,0.9069677375261516,0.0930325636323934,0.095913,50.96641
426,Cambridge,0.7076608029484394,0.29233871593417704,0.121817,52.20534
427,Bishop's Stortford,0.7896440129449837,0.21035584899774626,0.1536502,51.87216
428,Wisbech,0.7971733157156008,0.2028270871662112,0.158797,52.66631999999999
429,Sevenoaks,0.8606629684614756,0.13933662655828316,0.190898,51.27241
430,Tunbridge Wells,0.9035492391594616,0.09645020573577072,0.263695,51.13238
431,Eastbourne,0.8852505907382858,0.11474918667756084,0.29047199999999995,50.76803
432,Brentwood,0.7980845777755842,0.20191517508804546,0.30717490000000003,51.62047000000001
433,Skegness,0.8247035550611113,0.17529654083145518,0.337881,53.1464
434,Downham Market,0.7776330727376971,0.2223673835134249,0.385472,52.60661
435,King's Lynn,0.8434717565715291,0.15652804250698926,0.4022963,52.75168000000001
436,Bexhill,0.9334259783094304,0.06657375325891808,0.4662071,50.84991
437,Chelmsford,0.7742753251750064,0.22572446342806984,0.4685497,51.73559
438,Mildenhall,0.7026792370205293,0.2973209029733113,0.5156095,52.34757000000001
439,Medway,0.8367841055646464,0.1632161503814012,0.5417860999999999,51.40474
440,Braintree,0.8956174623123527,0.1043827652740685,0.5509269,51.88009
441,Gillingham,0.8586670514217591,0.14133344738952758,0.551438,51.38632
442,Hastings,0.9210669866209008,0.07893355168442316,0.573453,50.85426
443,Maldon,0.8248364474448606,0.17516334476988502,0.6714479999999999,51.73181
444,Southend,0.8022978991612589,0.1977022155547353,0.7077123000000001,51.54593
445,Bury St Edmunds,0.6786345750544531,0.3213646272662119,0.7104931999999999,52.24292
446,Thetford,0.8264653283770814,0.17353396104436908,0.751657,52.41286
447,Ashford,0.7974618820345956,0.2025385716379374,0.8750190000000001,51.14647
448,Faversham,0.8069263510409285,0.19307411184286485,0.889358,51.31599
449,Colchester,0.7356365481899421,0.2643636612834178,0.891874,51.89593
450,New Romney,0.8073427471766712,0.192657526099176,0.939473,50.98512
451,Canterbury,0.7816540165773754,0.21834606101605766,1.0789089,51.28023
452,Ipswich,0.7667295690616412,0.2332703215385833,1.14822,52.05674000000001
453,Clacton,0.7558247997438345,0.24417511752476784,1.153035,51.78953
454,Folkestone,0.7932713422004196,0.2067290242768832,1.169456,51.0814
455,Sheringham,0.7074291905081931,0.2925711281270528,1.2109589,52.94442
456,Harwich,0.7725338021270378,0.22746543745720205,1.260297,51.93473
457,Norwich,0.6890191656130217,0.3109804387939974,1.297355,52.63089
458,Cromer,0.7111387864773778,0.2888614342943752,1.301866,52.93145
459,Dover,0.7936459721584139,0.2063545147691018,1.3134027,51.12788
460,Felixstowe,0.7693456505588434,0.2306542061000121,1.351255,51.96173
461,Margate,0.7886682031557503,0.21133152533643992,1.3868339,51.38965
462,Ramsgate,0.7856863511928046,0.2143136261904829,1.419895,51.33555
463,Great Yarmouth,0.6887761623970245,0.3112232026648244,1.728047,52.59823000000001
464,Lowestoft,0.6538811537083946,0.3461187849767175,1.7534490000000005,52.48114
465,Swaffham,0.7075544890414409,0.2924459372449717,0.687481,52.64747
466,Dereham,0.6819492907976462,0.31805099554234656,0.937827,52.68162
467,Ely,0.6523598523249214,0.3476399083001564,0.262363,52.39954
468,March,0.6724772279408132,0.3275226315220362,0.088622,52.55172
469,St Neots,0.7826336232918581,0.2173662776722348,-0.26510300000000003,52.23008
470,Banham,0.7142104990045725,0.2857899095736444,1.0402849,52.45125
471,Holt,0.693424864544693,0.3065743297837182,1.086747,52.90936
472,Cromer,0.7111387864773778,0.2888614342943752,1.301866,52.93145
473,Hunstanton,0.8819358749950956,0.11806352842604174,0.491032,52.93891
474,Horncastle,0.8951605656406125,0.10483910986494636,-0.11245,53.20731
475,Market Weighton,0.7800301982121558,0.21996979492003385,-0.6677465,53.86484
476,Hawes,0.7862887966657944,0.21371049255341626,-2.1968695,54.30383000000001
477,Reeth,0.90813845614488,0.0918610420013454,-1.9428115,54.38946
478,Aysgarth,0.8054101122244554,0.1945892676688664,-1.9967434,54.29159
479,Stanhope,0.7788632765186756,0.2211370462782604,-2.011302,54.74946
480,Keswick,0.7682230263266155,0.2317766588284843,-3.134706,54.60128
481,Oxenholme,0.7720705772465454,0.22792934931577394,-2.7243328,54.30134
