index,placename,longitude,latitude,'ee,deesel,theesen,you,yoursel,yourself,yourselfs,yoursels,yourselves,yoursen,yoursens,yous
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.17119570104360818,0.6358188939498111,0.1436632918360063,0.01,0.34832286873767254,0.01,0.01,0.331012112228717
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.9703852438727196,0.01,0.16866192199506494,0.29958665541878665,0.1061527511200942,0.0625787426601254,0.2549853490184373,0.7184817818624559,0.3074946639066126,0.01
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.01,0.01,0.01,0.4916334715381038,0.14194142283669312,0.01,0.502351132301082,0.01,0.01,0.32704478357322153
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.1679858556804203,0.5696456074507927,0.14096966723942456,0.01,0.37980835813445446,0.01,0.01,0.32480577826636053
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.9842700576172646,0.01,0.17107523092312776,0.3314981607716338,0.10767164393826126,0.02115805056766414,0.2650429370010542,0.7287622202584435,0.3118944692032653,0.01
314,Peterhead,-1.784066,57.50812,0.01,0.01,0.01,0.01,0.5005072014307723,0.24246235731027732,0.01,0.49520936200535237,0.3126786596078037,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.01,0.01,0.49566370236428026,0.21465751625688262,0.01,0.5179940172808789,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.9878080128847068,0.01,0.17169016024022854,0.38813801249335045,0.10805866928448349,0.021234103106167527,0.19644825896403553,0.7313817535012995,0.3800903354987821,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.01,0.01,0.01,0.2103059125233031,0.6415014292218456,0.0420194814955047,0.5534017558444417,0.23683216323881492,0.1327320797262575,0.3284605246789464
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.01,0.01,0.5938668624608492,0.2104252715272029,0.01,0.4065721372060057,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.01,0.01,0.7000992123956724,0.1417523713343494,0.01,0.33773171313090083,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.01,0.01,0.8178234139167742,0.1656349554120179,0.2791719140491676,0.6240184652720028,0.16869725990706447,0.01,0.01,0.3216175954322254
321,Otley,-1.691786,53.90583,0.01,0.01,0.9605117061159731,0.01,0.01,0.4313285979364564,0.10507266132814326,0.020647336664931428,0.17864224522923963,0.7111713275397561,0.36958721924311705,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.01,0.01,0.4194923638234118,0.3703048471276742,0.21121671268356207,0.3597117871483528,0.2861524483438419,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.01,0.01,0.01,0.23722772869325445,0.42675128947010155,0.01,0.6215110204724194,0.15754981430478796,0.06622384518108017,0.32775676124020403
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.01,0.01,0.7956212919254612,0.2195757187780738,0.2913452238177565,0.6512288317049875,0.17160345062077983,0.01,0.01,0.3356417519436704
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.01,0.01,0.7822784107210718,0.24345418878192954,0.28645925011353507,0.6403074687066643,0.13763428251772356,0.01,0.01,0.3300129080843271
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.01,0.01,0.9063010280748662,0.11257496726964973,0.2808169454033872,0.62769551833259,0.19544575988363902,0.01,0.01,0.32351273961374777
327,Darlington,-1.559458,54.52361,0.01,0.01,0.01,0.01,0.4795509510795372,0.4555106954176212,0.3550831455938228,0.23723746616861052,0.24575851086951753,0.052436427515945065,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.01,1.0,0.01,0.01,0.449061260982047,0.10939237976914011,0.02149618430828207,0.18038943163675747,0.7404088081503177,0.4526842224513673,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.982750473979089,0.01,0.01,0.4597032969685791,0.25084596812513693,0.021125385317706066,0.1616855387550559,0.7276371071480173,0.37814428764903796,0.01
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.01,0.01,0.5970448644837236,0.14320397824076808,0.01,0.44007806797796684,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.01,0.01,0.5728617250412538,0.1440520999586883,0.01,0.4690519692840731,0.01,0.01,0.01
332,Blyth,-1.510277,55.12696,0.01,0.01,0.01,0.01,0.9082802888232073,0.16697482566219093,0.2814302184112382,0.6290663356028565,0.1505198844752836,0.01,0.01,0.32421925549232505
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.9802865689909073,0.01,0.01,0.3301565379691592,0.1072358806376407,0.021072420761962012,0.26215746168431947,0.6466332294301927,0.5103243041504875,0.01
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.6077696867547683,0.14356764266586958,0.01,0.3950629570718975,0.01,0.01,0.3307919047725642
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.01,0.08415088151196944,0.7790737887702771,0.141234764804637,0.01,0.24185873821600892,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.9794584446706712,0.01,0.01,0.49481644358853644,0.21429059315244608,0.01,0.10868626078469211,0.3691925545221652,0.7759244217884276,0.01
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.01,0.01,0.01,0.21229608443463555,0.43171472954839035,0.04241712125178991,0.6102586759971088,0.1593822377372241,0.13398815309877699,0.3315688201251104
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,0.01,0.01,0.01,0.39197459851562655,0.8730143207125411,0.04288798969111942,0.1748716519775042,0.24172728967630036,0.8128532653858233,0.01
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.01,0.01,0.01,0.4400109951922242,0.21437544031935776,0.01,0.5402527446804111,0.01,0.06653414246063667,0.01
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.01,0.01,0.3886255712577488,0.5289298593496001,0.3494198377645442,0.027465141956712836,0.2807140296917379,0.05160010612425011,0.06506813329571402,0.01
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.01,0.01,0.7784972651334711,0.1965647209102133,0.2850746482700611,0.6092031980703759,0.18955676925684437,0.01,0.01,0.32841778947418393
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.01,0.01,0.01,0.2746345548822799,0.8563408161837456,0.04206888160390938,0.25696155498843737,0.31614746082873174,0.7308846984060441,0.01
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.01,0.01,0.6144061189336355,0.1451353029872205,0.01,0.42816089214907166,0.01,0.01,0.33440374772697534
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.9575997311222644,0.01,0.055479893912533246,0.44793848004035325,0.10475411345375323,0.020584740313765552,0.1384196918663676,0.6574505288792023,0.43349028970272074,0.01
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.01,0.01,0.7823994902321056,0.19755000348190022,0.286503587711837,0.6122568350144583,0.19275213681804543,0.01,0.01,0.3300639868319929
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,0.01,0.01,0.01,0.38509875720080033,0.8577002979224879,0.042135667952555834,0.1639468904621887,0.23748701877208508,0.7985945606478211,0.01
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.9725907213905957,0.01,0.05634841812228434,0.3275646077307672,0.10639401355430199,0.020906989403537263,0.22544460878423667,0.615370776320064,0.5723594156302046,0.01
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.01,0.01,0.19344050336840074,0.4462334413030785,0.45220664629760016,0.020506386295980457,0.30416704730432853,0.2696844687461552,0.12955207285639758,0.01
349,Banbury,-1.339775,52.0629,0.01,0.01,0.01,0.01,0.08426439852181418,0.7256974181070216,0.1414252862572788,0.01,0.2893541179924817,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.01,0.01,0.5645358176735351,0.46491591243160674,0.21318516651284136,0.32117213835859887,0.18380614327992348,0.0524697221664644,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.01,0.01,0.7672494021573149,0.01,0.04352898842650555,0.28142636990052927,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.6026556914436786,0.14235961146750686,0.01,0.41140593815927995,0.01,0.01,0.3280083247828557
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.6026556914436786,0.14235961146750686,0.01,0.41140593815927995,0.01,0.01,0.3280083247828557
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.01,0.01,0.08437544658210096,0.7811528253397033,0.1416116639445332,0.01,0.24369948681131,0.01,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.01,0.9812485906814502,0.01,0.01,0.6491396407789027,0.2882594513950852,0.01,0.5619849693260902,0.1125732093026872,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.01,0.01,0.5208591416078413,0.01,0.01,0.49021793124796903,0.01,0.06632354148412416,0.01
357,Oxford,-1.2577263,51.75202,0.01,0.01,0.01,0.01,0.08627128770838362,0.7429810435368442,0.14479355189111875,0.01,0.306913503820149,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.01,0.01,0.5695489637240708,0.4138627299212554,0.21507827646632652,0.32402418562743246,0.23662612173486422,0.052935659618467905,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.01,0.01,0.5632988345892194,0.39112902794734417,0.21271804567383037,0.3204684017844691,0.26024220929249525,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.01,0.01,0.01,0.30308226461909976,0.2147827184787841,0.01,0.6599933912111416,0.01,0.06666054641362686,0.01
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.01,0.01,0.01,0.19152124930433648,0.4265602524318091,0.04191068015566998,0.44157280416475725,0.23621893204796615,0.5957477862292635,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.01,0.01,0.01,0.2425892530876701,0.43639618832507815,0.04287708703700587,0.5498909269462968,0.1611105581410324,0.27088221071941926,0.3351643095925986
363,Bicester,-1.1535898999999998,51.8996,0.01,0.01,0.01,0.01,0.08360187618031731,0.6659923070711696,0.35078335841344904,0.01,0.30665659108139215,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.01,0.01,0.01,0.473022779075463,0.2169025348995862,0.01,0.5280961514844801,0.01,0.0673184583811635,0.01
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.9817979553014959,0.01,0.01,0.4959983501169665,0.4296048720197723,0.01,0.01,0.39650828179860914,1.0,0.01
366,Worksop,-1.122745,53.3093,0.01,0.01,0.01,0.01,0.01,0.3795437814221631,0.42266406140029755,0.04152786901652576,0.15512080172245757,0.46812262806879856,0.7214854035665299,0.01
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.6339752831149,0.14975793837606963,0.04414234933799679,0.35744790238911434,0.01,0.01,0.34505483123998726
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.01,0.01,0.01,0.593028405273546,0.14675618890879208,0.01,0.43794504505273574,0.01,0.01,0.3381385830739311
369,York,-1.0872979,53.95997,0.01,0.01,0.9887508358597749,0.01,0.05728467719507432,0.47176029177288387,0.25237755383780264,0.021254370202609677,0.054612595822820235,0.8385641653257918,0.5371102831895207,0.01
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.9626100375922881,0.01,0.055770173099538044,0.47729908053141223,0.31590662104191036,0.02069244278508616,0.05673586650450035,0.7645594919187513,0.4575462969757351,0.01
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.01,0.18938427848311298,0.4630890148987876,0.5448915568363752,0.01,0.2547576950895694,0.37718499435072145,0.06341775934388472,0.01
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.01,0.32356038050352914,0.08375287177104918,0.5319529137560024,0.5622670581110691,0.01,0.37744263836405334,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.01,0.01,0.01,0.01,0.8368691291713528,0.1571957966831501,0.04633471488305832,0.21629681579665846,0.01,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.01,0.01,0.01,0.322216308463285,0.4186274891662727,0.041131265050588915,0.19530652852483635,0.4636519124931213,0.7145949952889907,0.01
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.01,0.01,0.6136372139270265,0.3623841889215732,0.01,0.35547479306310253,0.01,0.01,0.3339852118251089
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.01,0.01,0.6000273636337076,0.1439193444867314,0.01,0.4445140141446564,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.01,0.01,0.01,0.49230948749485764,0.22574636460696854,0.01,0.46878794069691787,0.01,0.07006325332955878,0.01
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.01,0.32892281528780437,0.08514092587139697,0.5499346506115415,0.6430338393609452,0.08423971162835253,0.30486479075069345,0.07913263650982424,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.01,0.01,0.01,0.3519035790925343,0.6857963740789959,0.04492087805465347,0.3298370255665735,0.3375802019908624,0.35474269714962614,0.01
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.01,0.01,0.19396604927415903,0.35079749533411186,0.43250743358487564,0.01,0.28094505213392157,0.5717391334871986,0.22083687906568053,0.01
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.01,0.01,0.554012979530161,0.7917587246445739,0.01,0.37364493018976674,0.01,0.01,0.33168701358533814
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.01,0.01,0.01,0.29507061384191013,0.6273154986118625,0.01,0.17171596064573866,0.46318988486027174,0.8436797980958727,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.01,0.9927190468307637,0.08565437619723497,0.5993553440838998,0.7906698726238788,0.01,0.2541828085993685,0.07960985328406699,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.63163934270828,0.15883234863560483,0.04681710288842174,0.3801003471330292,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.01,0.01,0.08780498587948173,0.5954992500450664,0.22105146158747013,0.1303133653860037,0.32841951197115654,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.01,0.01,0.6407527190344067,0.6515014122242965,0.01,0.31477759980313075,0.01,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.01,0.01,0.5263685190282013,0.01,0.01,0.5027745207777969,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.9747906857234024,0.01,0.7062372855887528,0.42348571841626426,0.01,0.2260102256483766,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.01,0.01,0.5837428494612589,0.01,0.01,0.45102683444667524,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.01,0.01,0.6793900656887336,0.6355239394557518,0.01,0.2960731041127089,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.01,0.01,0.05630704048472386,0.2564038612759031,0.2976844900033702,0.01,0.3237416616542342,0.8687364816264997,0.2903690922880753,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.01,0.01,0.01,0.3491513854951661,0.22681094898656812,0.01,0.4980037181484751,0.1674700172060293,0.21118098186560585,0.01
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.01,0.01,0.3890012693332832,0.42175823506375415,0.5596122047618625,0.08247508044055717,0.28141842771020864,0.2582499535016162,0.01,0.01
394,Slough,-0.5950406,51.51054,0.01,0.01,0.01,0.01,0.01,0.5214110705358406,0.15337898443373457,0.13562903708770566,0.42742174867383337,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.01,0.01,0.661748400924316,0.3968085601472075,0.04678499574185495,0.3272721337713955,0.01,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.01,0.01,0.6852405232615544,0.15710702279429,0.04630854807124666,0.34524187807223344,0.01,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.01,0.01,0.01,0.4141532005954645,0.4612054867553852,0.01,0.3872729311887674,0.34053951128117843,0.21471147660639361,0.01
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.01,0.9873536340051493,0.01,0.522747857287111,0.6434153095624566,0.01,0.30531137013467424,0.23753873753561264,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.5150393811642521,0.16059495633852783,0.09467328860709298,0.4686037804885249,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.01,0.01,0.01,0.0551687555685884,0.1799522540233632,0.6388887432549101,0.01,0.3843581310546283,0.7486232558773244,0.21984020406552016,0.01
401,Beverley,-0.435093,53.84196,0.01,0.01,0.01,0.01,0.05633124655864048,0.27470657411797006,0.5105356579089766,0.01,0.29294458697683917,1.0,0.15845122997274355,0.01
402,Luton,-0.4200255,51.87867,0.01,0.01,0.01,0.9281444968482945,0.01,0.5172631217779095,0.6048312967015641,0.0792350439567628,0.2822688883646589,0.2232941313414161,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.01,0.1968146415911069,0.3014672707662055,0.6512105117039474,0.01,0.3615666442832021,0.6585324347860658,0.026362365556836853,0.01
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.01,0.01,0.6330358406388289,0.6436550804172065,0.01,0.35268677923350733,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.3456183116791111,0.01,0.5971100113228303,0.37537396307075294,0.01,0.3842727841390932,0.01,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.01,0.01,0.057272501476603045,0.25155201192209375,0.5190663443070104,0.01,0.35279735840437265,0.9368630102436857,0.16109883691525648,0.01
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.01,0.01,0.7343513015052944,0.8177815419583906,0.01,0.22930174362149988,0.01,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.01,0.9679151262191553,0.01,0.5124562677856193,0.630748081657675,0.01,0.2904821048026873,0.232862197702229,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.01,0.01,0.5909859831072648,0.01,0.01,0.41161991679595805,0.01,0.1429809553925891,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.9374820640187886,0.01,0.5747137334337493,0.40727745470694166,0.08003218550930734,0.26726534915884237,0.2255405746024145,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.01,0.01,0.19451157224579504,0.1723024206670592,0.6435902302313622,0.01,0.3597718593181217,0.7541322627661372,0.22145797533982514,0.01
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.9227409804666203,0.01,0.5142516943960158,0.6013100606968536,0.07877374955758583,0.278017828957674,0.2219941468015818,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.01,0.01,0.752074082126013,0.6514027604485613,0.01,0.2431698777721824,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.9913471721365059,0.01,0.6629838854239359,0.4306785122933984,0.01,0.2295789618382101,0.07949984370463767,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.01,0.01,0.6272850415504416,0.6378078110967779,0.01,0.3454136694928384,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.01,0.01,0.01,0.5225194868938844,0.01,0.01,0.44615184041392847,0.01,0.14046269663951594,0.01
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.01,0.01,0.614263800179085,0.6529575862573286,0.01,0.38814521027788823,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.35628308533207625,0.01,0.6254630652315437,0.01,0.01,0.4694084849026468,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.01,0.01,0.05650079594268217,0.2846570168999584,0.2987088378325433,0.01,0.3263969958333728,0.7929554440015408,0.2913682674528307,0.01
420,Boston,-0.026576999999999996,52.97894,0.01,0.01,0.01,0.01,0.01,0.5866944554035272,0.01,0.01,0.30498996046404614,0.3376886834635723,0.14194267910734118,0.01
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.01,0.9629533289485489,0.01,0.5903286356873704,0.41834312564084364,0.01,0.24078322188153128,0.23166848248310687,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.01,0.01,0.01,0.01,0.30001872686723924,0.3148288550734297,0.01,0.3764105286394453,0.6973789494513002,0.1675048058500368,0.01
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.01,0.01,0.6526040716519191,0.6359035828375185,0.01,0.31978132266275,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.01,0.01,0.681015233238196,0.03525585159483779,0.6091548928702052,0.08875757391780396,0.0174413352348636,0.2680602265507897,0.01,0.137735209407891,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.01,0.01,0.01,0.6811460322251522,0.6371665286355714,0.01,0.2979960497612828,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.01,1.0,0.03451303932983501,0.5684550045871848,0.521325115867534,0.017073860414531114,0.2768150910705693,0.24058121564008325,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.6537679129607524,0.01,0.46454709344077333,0.21301604617113765,0.01,0.4404714194942672,0.15728429340216452,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.01,0.01,0.01,0.01,0.7469701568262715,0.01,0.01,0.24030054299395656,0.01,0.13901476198694696,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.01,0.01,0.577954709379357,0.01,0.01,0.4703684007012593,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.01,0.01,0.01,0.6303770512415141,0.01,0.01,0.4196694036555457,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.01,0.01,0.01,0.7103599754993077,0.6389367575997636,0.01,0.2766938180650065,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.01,0.01,0.5032669979349187,0.2179502821680744,0.01,0.5328108043236114,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.01,0.01,0.01,0.01,0.3282894401193805,0.31427625867593534,0.01,0.39960086600697275,0.5304037247281483,0.16721079673751713,0.01
434,Downham Market,0.385472,52.606609999999996,0.01,0.01,0.01,0.01,0.035331612009541075,0.5248848388151598,0.08894830284091569,0.017478814482438088,0.39162607429432805,0.01,0.13803118514275348,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.01,0.01,0.01,0.03603510540131982,0.5935245807636094,0.09071936676071707,0.017826837960144153,0.358559620174372,0.01,0.14077954620199684,0.01
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.01,0.01,0.6734592913187527,0.4199840604264079,0.01,0.31262528579007975,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.01,0.01,0.4374030817207025,0.21310485252750497,0.01,0.5577844690675826,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.01,0.01,0.01,0.033565933554525064,0.5528554796452319,0.2957610370486802,0.016605320056468264,0.4192274653475782,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.01,0.01,0.5731130416196235,0.01,0.01,0.46267565933293103,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.01,0.01,0.01,0.01,0.03360477021692261,0.4992309231262056,0.29610324029851826,0.016624532845768123,0.4666561471730903,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.01,0.01,0.528023873519855,0.01,0.01,0.5268986238574744,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.01,0.01,0.01,0.01,0.6266755820850984,0.4247920810105583,0.01,0.367953509728758,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.01,0.01,0.033649383649310645,0.4727255573173637,0.29649634466452535,0.016646603446677153,0.49111369502042207,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.01,0.01,0.5502726138855707,0.21447634325606751,0.01,0.47010074258240686,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.01,0.01,0.034092757945958986,0.4514282135702211,0.30040306877110884,0.01686594404951478,0.5270364703679364,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.01,0.01,0.01,0.01,0.03331076482102874,0.4679684486586736,0.08386076458564254,0.01647908616277282,0.5046736368100588,0.01,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.01,0.01,0.5711455928308756,0.01,0.01,0.45954965493974603,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.01,0.01,0.5427072326378071,0.01,0.01,0.4806948407535092,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.01,0.01,0.01,0.03409613878509242,0.45147297985673845,0.30043285851274,0.01686761657608935,0.5271331529862568,0.01,0.01,0.01
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.01,0.01,0.6136493564148774,0.01,0.01,0.39664699030916645,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.01,0.01,0.5768909525888367,0.01,0.01,0.4686782380807812,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.01,0.01,0.03413289852083577,0.3692841620837052,0.3007567612442826,0.01688580189413563,0.5989167119174672,0.01,0.01,0.01
453,Clacton,1.153035,51.78953,0.01,0.01,0.01,0.01,0.0333564812221962,0.46861069849735304,0.2939154801860587,0.016501702410641583,0.48293982232459953,0.01,0.01,0.01
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.01,0.01,0.5430986835363163,0.01,0.01,0.4813646453922042,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.01,0.01,0.01,0.01,0.03360772980676452,0.5264094050393867,0.08460838208685482,0.016625996977146472,0.3429250063325393,0.1561803657576539,0.1312964296100614,0.01
456,Harwich,1.260297,51.93473,0.01,0.01,0.01,0.01,0.033045302386985824,0.5442803034660678,0.2911735759616486,0.01634775989791291,0.4057773720157665,0.01,0.01,0.01
457,Norwich,1.297355,52.63089,0.01,0.01,0.01,0.01,0.034436584328400355,0.5393920167353043,0.08669504609136211,0.01703603754967089,0.48929456561755463,0.01,0.01,0.01
458,Cromer,1.301866,52.93145,0.01,0.01,0.01,0.01,0.03326344862690535,0.521016790380125,0.08374164476843664,0.01645567848528348,0.3654593171447974,0.1545804326405001,0.12995141095244633,0.01
