index,placename,longitude,latitude,masel,maself,mesel,meself,meseln,mesels,mesen,mysel,myself,myseln,mysels,mysen
314,Peterhead,-1.784066,57.50812,0.25832130409361287,0.01,0.05571115582742029,0.03786597988753511,0.01,0.01,0.01,0.36321539055911467,0.17962336982435334,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.2552668341592243,0.01,0.01,0.01,0.01,0.3770011100460729,0.01,0.01,0.1051155126396364
316,Bradford,-1.759398,53.79598000000001,0.01,0.21569796423765084,0.11150449789021373,0.4384866614471294,0.01,0.01,0.6684100887278172,0.025963095375176316,0.1717057639866569,0.01,0.01,0.7824397305582793
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.01,0.3589385757014452,0.01,0.01,0.29954194546304785,0.01,0.2567471555455612,0.01,0.01,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.12062023584891088,0.01,0.5310654490341081,0.01,0.015223750548823502,0.251123136659315,0.01,0.5310654490341081,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.1641950401208123,0.01,0.01,0.01,0.01,0.3247443090535645,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.07839883654263066,0.22895133953939673,0.38465645018515005,0.34188938140051806,0.01,0.01,0.01,0.04822716640294699,0.055541925874957314,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.01,0.12315396371327071,0.01,0.231811497427665,0.01,0.01,0.4092203828326047,0.014823775073721922,0.0891320075025115,0.01,0.01,0.4467383571540244
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.2726771581348998,0.22654251141814774,0.5235228552794692,0.01,0.01,0.01,0.09846469216824619,0.09139644167415296,0.5072032135907949,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.01,0.30193142600381206,0.01,0.01,0.1871503354331355,0.01,0.2765759079853198,0.01,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.01,0.5376092872212996,0.9925564153864785,0.8770120689284934,0.01,0.01,0.01,0.24266578784941106,0.15492391392515836,1.0,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.01,0.3833237423698969,0.6652455999967177,0.7407674639309952,0.01,0.01,0.01,0.17302446247600903,0.07123623339286533,0.71301547700404,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.01,0.25749863138783596,0.4468803066485637,0.41359983473551365,0.01,0.01,0.01,0.14722414965448094,0.05379775890822439,0.4789698346149294,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.01,0.1256658258538739,0.6385642005115172,0.01,0.01,0.06050600160615331,0.11704186353386302,0.14415328635290672,0.602896408873097,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.2756735832979084,0.02035839259053941,0.5604095041726274,0.01,0.01,0.9160180143016364,0.033182230351021885,0.24479817610567117,0.01,0.01,1.0
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.014375028819996371,0.45432711303473394,0.01,0.01,0.6467988716034965,0.02342992038719986,0.1591633647417787,0.01,0.01,0.5974678969459348
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.17254732655892405,0.01,0.01,0.01,0.01,0.4172565259770881,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.25890305543838826,0.01,0.01,0.01,0.01,0.4560684457952631,0.01,0.01,0.01
332,Blyth,-1.510277,55.12696,0.01,0.26898202573922286,0.4668093554417783,0.43204470949208185,0.01,0.01,0.01,0.15378974947696558,0.05827394250910577,0.5003299461761345,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.01,0.18512121784307742,0.013671133753920097,0.34845185181167293,0.01,0.01,0.7395351706942975,0.02228263883628092,0.132436880284256,0.01,0.01,0.6715232400161643
334,Andover,-1.4919233,51.2112,0.01,0.01,0.010781343364533137,0.13923020051869736,0.01,0.6130012422956254,0.01,0.017572557235272426,0.2904874483930658,0.01,0.6130012422956254,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.049576675805788874,0.01,0.010692008812719997,0.09447341855991877,0.01,0.6079218946308875,0.01,0.017426950470721354,0.29420626632714014,0.01,0.6079218946308875,0.0807983470880873
336,Barnsley,-1.479726,53.55263000000001,0.01,0.7280737564845559,0.026883990989277927,0.3197707995181622,0.01,0.01,0.7747099959571212,0.01,0.12261440923209026,0.01,0.01,0.4063188192277123
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.01,0.4967571902345601,0.01,0.01,0.3144632048619126,0.01,0.3101507832545356,0.01,0.01,0.01
338,Sheffield,-1.470085,53.381130000000006,0.01,0.7877749008488472,0.03878459511608676,0.38223837330487415,0.01,0.01,1.0,0.01,0.26837099670528514,0.01,0.01,0.43963647787498705
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.01,0.3038947163478224,0.01,0.01,0.04109831494051042,0.01,0.3495035760364211,0.01,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.05206299203905766,0.3833524569157561,0.01,0.01,0.07018889632821519,0.01,0.131341790790967,0.01,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.01,0.3479210045040798,0.6423460927416631,0.5675700313156973,0.01,0.01,0.01,0.1570443939012295,0.08382797466092123,0.6471633075804043,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.01,0.5356827645263575,0.026373319472902605,0.2778455919566375,0.01,0.01,0.706661168028431,0.01,0.17294092783013995,0.01,0.01,0.09965016161810278
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.22556299576117725,0.01,0.01,0.01,0.01,0.5597698787494716,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.01,0.2879625275442885,0.01,0.01,0.3504929899602369,0.013950375030568429,0.06376077619681773,0.01,0.01,0.5282162809245374
345,Sunderland,-1.383801,54.90687,0.01,0.38451209063140984,0.6673079388629399,0.6562123017167859,0.01,0.01,0.01,0.17356085846836616,0.09754246244928563,0.7152259080545432,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.5529501775360899,0.027223447626976933,0.268298439252497,0.01,0.01,0.701913931175355,0.01,0.17449021164684728,0.01,0.01,0.3085869684733192
347,Castleford,-1.345968,53.72346999999999,0.01,0.1581239272598381,0.04670957094806579,0.3293828740594871,0.01,0.01,0.6552988826038169,0.01903303361742164,0.08499509302873694,0.01,0.01,0.5735911485177034
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.01,0.2425594094672865,0.01,0.01,0.160372220783238,0.012925897803197929,0.11603147304371293,0.01,0.01,0.23971862735634056
349,Banbury,-1.339775,52.0629,0.05093150522754911,0.01,0.01,0.11198675017328448,0.01,0.01,0.01,0.01,0.3146685806456808,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.01,0.32826368341045675,0.19999779966629383,0.5725759386814117,0.01,0.01,0.061279023117072846,0.11853718425888318,0.13920792321529055,0.6105989818500501,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.013700782915269877,0.1769318540482071,0.01,0.7789935505728881,0.01,0.022330964130001813,0.37341503155701145,0.01,0.7789935505728881,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.12775008368369253,0.01,0.01,0.01,0.01,0.37314871359276197,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.12775008368369253,0.01,0.01,0.01,0.01,0.37314871359276197,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.05229084960616986,0.01,0.011277364117835849,0.09964555391026467,0.01,0.6412037888334928,0.01,0.018381023562944413,0.319731213782537,0.01,0.6412037888334928,0.01
355,Shetland Islands,-1.2659409,60.52965,0.14857355629849212,0.01,0.12816913348749992,0.01,0.01,0.01,0.01,0.2872421943285658,0.06075628196073492,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.12964726168628624,0.01,0.01,0.03857330979275093,0.01,0.3716372205803937,0.01,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.08155106148280838,0.01,0.017587800188068357,0.08367901496796569,0.01,1.0,0.01,0.028666430053983318,0.5461263924005254,0.01,1.0,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.39175462182275006,0.23868026325557046,0.6833203965559269,0.01,0.01,0.07313127141414302,0.14146398806232724,0.17514087577114923,0.7286976455477219,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.01,0.31417372632051865,0.1914133580792646,0.5558843352286701,0.01,0.01,0.03518925834679003,0.1134492506123172,0.13358874563808026,0.5843904370483713,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.01,0.21043501235807416,0.01,0.01,0.24190106551602938,0.01,0.3505431667573781,0.01,0.01,0.0708990211663574
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.024459053332462736,0.2743030289085513,0.01,0.01,0.4327910286840221,0.01,0.21410998993563382,0.01,0.01,0.15402868233694728
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.01,0.4852099320566705,0.01,0.01,0.5072182022578626,0.01,0.40386332773390304,0.01,0.01,0.09720147632118388
363,Bicester,-1.1535898999999998,51.8996,0.04349351296380842,0.01,0.01,0.038252919142551446,0.01,0.01,0.01,0.01,0.279051177205906,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.01,0.23282583632362314,0.01,0.01,0.05195363978014226,0.01,0.4923673257122854,0.01,0.01,0.08628714364261995
365,Doncaster,-1.128462,53.522819999999996,0.01,0.5727416749627605,0.07049461192990644,0.24915308527095292,0.01,0.01,0.9266160672320491,0.01,0.13660733246639634,0.01,0.01,0.3906614344079008
366,Worksop,-1.122745,53.3093,0.01,0.41350547519166814,0.020358153599858216,0.22139377101041877,0.01,0.01,0.5454875187994179,0.01,0.1166750639666271,0.01,0.01,0.12820363614144867
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.013024852884870396,0.19476124384466786,0.01,0.7405617954260427,0.01,0.02122926290923296,0.3368297821795281,0.01,0.7405617954260427,0.01
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.01,0.2046677884675087,0.01,0.01,0.01,0.01,0.49341226952007317,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.01,0.01,0.06494425065809091,0.4800395330869417,0.01,0.01,0.7962015427142436,0.026463229718124544,0.1825026875482894,0.01,0.01,0.5521237529764275
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.038002411514855526,0.2389240794886427,0.01,0.01,0.46109770545659,0.01548507428401647,0.09229290611477507,0.01,0.01,0.4307701627189925
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.16581876278800772,0.01,0.01,0.05248429319888436,0.01,0.06828638508434155,0.01,0.01,0.1830538099685672
372,Towcester,-0.9896879999999999,52.13511,0.045091860539581544,0.01,0.01,0.1388053964381749,0.01,0.01,0.029498629704558868,0.01,0.25548163453685624,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.01,0.017420594546359497,0.24865047879642777,0.01,0.990493089532465,0.01,0.028393900870036244,0.4485415924267301,0.01,0.990493089532465,0.01
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.016802999200471257,0.21128349263054688,0.01,0.01,0.4672185305568547,0.01,0.09157791979423933,0.01,0.01,0.10581537195972784
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.11551791077928666,0.01,0.01,0.01,0.01,0.2524526211445367,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.07224846545708191,0.01,0.01,0.19062946140780135,0.01,0.01,0.01,0.01,0.45637416011012144,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.01,0.1326100386634257,0.01,0.01,0.14535981530742903,0.01,0.23068323625713041,0.01,0.01,0.05173300593361868
378,Aylesbury,-0.8084,51.81561,0.0626428317030752,0.01,0.01,0.19283220928359407,0.01,0.01,0.04098029386993143,0.01,0.3730499436795627,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.02640031247872065,0.2691580324011109,0.01,0.01,0.3336718974774099,0.01,0.24015943631328143,0.01,0.01,0.13300286698467323
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.025118053866073842,0.19064110517465271,0.01,0.01,0.1989450516621113,0.01,0.13104781345680053,0.01,0.01,0.3269025899274444
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.11602271097682638,0.01,0.01,0.01,0.01,0.3276876189379064,0.01,0.01,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.04117817043561247,0.1791241082298318,0.01,0.01,0.49130321331486315,0.01,0.07547520100680336,0.01,0.01,0.2281979102837616
383,Milton Keynes,-0.7594171,52.040620000000004,0.0706472302371042,0.01,0.01,0.24853940778144554,0.01,0.01,0.04621668876554171,0.01,0.4173895398380591,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01512216054075202,0.3083486803642744,0.01,0.8598096623255341,0.01,0.02464767354479394,0.34637787515374274,0.01,0.8598096623255341,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.06091804220388628,0.01,0.013137957237279703,0.05357795871248254,0.01,0.7469926367592322,0.01,0.0214136121724991,0.38283323529414476,0.01,0.7469926367592322,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.07516753518655589,0.01,0.01,0.01,0.01,0.25651664841595156,0.01,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.07631813629897323,0.01,0.01,0.01,0.01,0.3561346173509955,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.15104406315519273,0.01,0.01,0.03209956530812253,0.01,0.28855921096466763,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.07347019091385415,0.01,0.01,0.01,0.01,0.3411068288843556,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.1088963294990453,0.01,0.01,0.01,0.01,0.31120469751233504,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.034521257677874354,0.17597658388029058,0.01,0.01,0.48285195855912355,0.01,0.16950991567720228,0.01,0.01,0.5942116295544257
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.01,0.21470682166782226,0.01,0.01,0.19392341867798935,0.01,0.23055476935559296,0.01,0.01,0.05683720633819651
393,Whitby,-0.613347,54.486340000000006,0.01,0.23958098381314596,0.05307891338318521,0.35475604996358295,0.01,0.01,0.04472407210254668,0.08651354584257595,0.11865025597439163,0.01,0.01,0.13370386547668778
394,Slough,-0.5950406,51.51054,0.01,0.01,0.01,0.23045748699443838,0.01,0.01,0.01,0.01,0.3963541669178575,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.29400858644667827,0.01,0.01,0.01,0.01,0.3561636402399942,0.01,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.37463932147154877,0.01,0.01,0.01,0.01,0.4185016590592284,0.01,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.01,0.3952743330136953,0.01,0.01,0.30195624552213085,0.01,0.27889196099932634,0.01,0.01,0.39592397923026745
398,Bedford,-0.46677820000000003,52.13864,0.06339027379114671,0.01,0.01,0.223009183152388,0.7752728567035885,0.01,0.04146926276848175,0.01,0.36140463638344617,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.37168729260814076,0.01,0.01,0.01,0.01,0.4625692292736896,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.01,0.022945437304993984,0.21054121140228216,0.01,0.01,0.2358714992703971,0.01,0.08462991525749078,0.01,0.01,0.41422420555792905
401,Beverley,-0.435093,53.84196,0.01,0.01,0.03481928279574546,0.22482801560896346,0.01,0.01,0.41660786456636506,0.01,0.16430673917707597,0.01,0.01,0.6870500275260931
402,Luton,-0.4200255,51.87867,0.06272282204380188,0.01,0.01,0.248243753688865,0.767109818560218,0.01,0.041032630111006996,0.01,0.381824290387643,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.30088636008003944,0.01,0.01,0.2323019258994572,0.01,0.1775301905881987,0.01,0.01,0.6069582140767583
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.05616929148464505,0.01,0.01,0.01,0.01,0.4399514862511996,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.2518424980269956,0.01,0.01,0.01,0.01,0.35460325830079625,0.01,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.048501550871997846,0.2472429398428528,0.01,0.01,0.5803142946818225,0.01,0.26686516943567556,0.01,0.01,0.9570269455905057
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.09203564897952028,0.01,0.01,0.01,0.01,0.317660006077764,0.01,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.01,0.13110576298967058,0.5208894220478487,0.01,0.027862319865125294,0.01,0.23872638213747224,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.08357392349983638,0.01,0.01,0.09324500391499997,0.01,0.42770397417591743,0.01,0.01,0.07743293176564794
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.3706602171251172,0.9371411581378081,0.01,0.05012759004420279,0.01,0.4667151342665106,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.02656932191912878,0.20767553052403792,0.01,0.01,0.2999884733529961,0.01,0.11074545361178753,0.01,0.01,0.47964465082426877
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.2699683181612888,0.6825615770272594,0.01,0.03651015283667182,0.01,0.32727723778157836,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.12962275467083384,0.01,0.01,0.01,0.01,0.3715581463553441,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.14082473721029262,0.01,0.01,0.029927775505607775,0.01,0.25086272412931065,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.07019770129138722,0.01,0.01,0.01,0.01,0.3517945449410752,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.01,0.10250969573842456,0.01,0.01,0.06535543583410496,0.01,0.2727255139138454,0.01,0.01,0.054272752329654214
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.11226016028028694,0.01,0.01,0.01,0.01,0.5904970953896047,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.6435875719677177,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.03697633830159885,0.18849167546082227,0.01,0.01,0.5171913936587235,0.01,0.19238392786373912,0.01,0.01,0.5433286741950064
420,Boston,-0.026576999999999996,52.97894,0.01,0.01,0.01,0.11738705029403503,0.01,0.01,0.21492669851682936,0.01,0.31752469944481554,0.01,0.01,0.1338602916258043
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.01,0.15209869175680318,0.4700074883588957,0.01,0.025140650635936228,0.01,0.20076207242139862,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.01,0.01,0.16476979943553569,0.01,0.01,0.29317762291674104,0.01,0.13966603592410187,0.01,0.01,0.37117957088507453
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.08816382308394088,0.01,0.01,0.01,0.01,0.32208678204163416,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.01,0.014555909355286363,0.03957367388066546,0.01,0.01,0.044153094905743026,0.01,0.17800456343028306,0.01,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.01,0.09173267270552557,0.01,0.01,0.01,0.01,0.3370100881517575,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.03526792510612833,0.2397104285813931,1.0,0.01,0.053489893796625936,0.01,0.49756407687910253,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.24326312451498472,0.6765471675046231,0.01,0.01,0.01,0.3094513213780765,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.01,0.01,0.03570973281487698,0.01,0.01,0.05312269351656579,0.01,0.2307377812665751,0.01,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.11220440578054311,0.01,0.01,0.01,0.01,0.4226135659322442,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.01,0.05163460380456134,0.01,0.01,0.01,0.01,0.400673045641589,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.01,0.07272499301483414,0.01,0.01,0.01,0.01,0.3661368110523704,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.46148739370741304,0.01,0.01,0.01,0.01,0.5047773610804795,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.01,0.01,0.1029348169371739,0.01,0.01,0.25521403964507444,0.01,0.15559583255510237,0.01,0.01,0.3583644772064955
434,Downham Market,0.385472,52.606609999999996,0.01,0.01,0.015194422806701344,0.05680072885063517,0.01,0.01,0.046089926492886735,0.01,0.18322909618116845,0.01,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.01,0.022538815491705715,0.08425599074380392,0.01,0.01,0.06836800334339095,0.01,0.29430708199490224,0.01,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.07310488604143864,0.01,0.01,0.01,0.01,0.2591171556894459,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.22076955017940442,0.01,0.01,0.01,0.01,0.3270849337936383,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.01,0.020215774914126742,0.07557185765810305,0.01,0.01,0.01,0.01,0.29610888037272554,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.14224297778924802,0.01,0.01,0.01,0.01,0.3357943014737213,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.01,0.01,0.02068875636479513,0.22498905741381656,0.01,0.01,0.01,0.01,0.2600264120798051,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.17038395899073244,0.01,0.01,0.01,0.01,0.5132223260800145,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.01,0.01,0.0688461606784241,0.01,0.01,0.01,0.01,0.34412461315144305,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.021245064666788497,0.20937897984196988,0.01,0.01,0.01,0.01,0.274740150122677,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.2509922563164092,0.01,0.01,0.01,0.01,0.37823778140227454,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.027603139738556853,0.1594719894360347,0.01,0.01,0.01,0.01,0.40452300402261177,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.01,0.01,0.017354330679685892,0.04718183627816077,0.01,0.01,0.01,0.01,0.2528883723153356,0.01,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.11065737049250529,0.01,0.01,0.01,0.01,0.31699059832279575,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.12685957941468595,0.01,0.01,0.01,0.01,0.294441627587283,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.01,0.02765793714962323,0.300778504980279,0.01,0.01,0.01,0.01,0.36330740578599946,0.01,0.01,0.01
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.07538390972076202,0.01,0.01,0.01,0.01,0.20109963040955017,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.16221819662842235,0.01,0.01,0.01,0.01,0.3894904153202258,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.028260456576674087,0.22089406370047607,0.01,0.01,0.01,0.01,0.39805365103644047,0.01,0.01,0.01
453,Clacton,1.153035,51.78953,0.01,0.01,0.017836941801305663,0.1576052779043207,0.01,0.01,0.01,0.01,0.22862662888765467,0.01,0.01,0.01
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.10725185598034824,0.01,0.01,0.01,0.01,0.30580177918167406,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.01,0.01,0.013446275999524273,0.04341128884478718,0.01,0.01,0.08157438822194836,0.01,0.16293164324865655,0.01,0.01,0.01
456,Harwich,1.260297,51.93473,0.01,0.01,0.014788032253369497,0.13066544472213013,0.01,0.01,0.01,0.01,0.1815859118701672,0.01,0.01,0.01
457,Norwich,1.297355,52.63089,0.01,0.01,0.033737830446502526,0.09172424001177562,0.01,0.01,0.01,0.01,0.5355985266365828,0.01,0.01,0.01
458,Cromer,1.301866,52.93145,0.01,0.01,0.016867908904851018,0.0458593840922487,0.01,0.01,0.10233237590729947,0.01,0.22394875411083764,0.01,0.01,0.01
459,Cromer,1.301866,52.93145,0.01,0.01,0.016867908904851018,0.0458593840922487,0.01,0.01,0.10233237590729947,0.01,0.22394875411083764,0.01,0.01,0.01
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.13801630466920434,0.01,0.01,0.01,0.01,0.2655424608005738,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.01812981350769934,0.1601930604508281,0.01,0.01,0.01,0.01,0.23314525918687729,0.01,0.01,0.01
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.17181947240197593,0.01,0.01,0.01,0.01,0.2870015907232974,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.1699151087481923,0.01,0.01,0.01,0.01,0.283304398179854,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.01,0.021161216924959033,0.07910616734299572,0.01,0.01,0.01,0.01,0.3121353256621809,0.01,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.01,0.022037918864877996,0.1273199642395374,0.01,0.01,0.01,0.01,0.3135748083969204,0.01,0.01,0.01
466,Swaffham,0.687481,52.64747,0.01,0.01,0.014288266459067202,0.04612965421562044,0.01,0.01,0.01,0.01,0.1934545607350827,0.01,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.01,0.027172660243900717,0.08772690688269179,0.01,0.01,0.01,0.01,0.4098996761381855,0.01,0.01,0.01
468,Ely,0.262363,52.39954,0.01,0.01,0.019662890552254883,0.07350503584407975,0.01,0.01,0.01,0.01,0.27176772198777077,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.01,0.01,0.01,0.033899384414606375,0.01,0.01,0.050429573864163496,0.01,0.21667911099248896,0.01,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.14348444064378849,0.49881171088104237,0.01,0.026681385439540233,0.01,0.22127698281155755,0.01,0.01,0.01
471,Banham,1.0402849,52.45125,0.01,0.01,0.01842756541254603,0.05009967773159786,0.01,0.01,0.01,0.01,0.27140788043437325,0.01,0.01,0.01
