,placename,masel,maself,mesel,meself,meseln,mesels,mesen,mysel,myself,myseln,mysels,mysen,longitude,latitude
321,Otley,0.01,0.20000004800000198,0.01234568,0.41666666,0.01,0.01,0.6846153842106508,0.024786326773044046,0.3039215294117647,0.01,0.01,0.7959183655476885,-1.691786,53.90583
322,Bishop Auckland,0.01,0.3999999759999991,0.2777777777777778,0.85,0.01,0.01,0.01,0.1487179472536489,0.2647058823529412,1.0,0.01,0.01,-1.6787880000000002,54.663819999999994
323,Burton upon Trent,0.01,0.01,0.01,0.4,0.01,0.01,0.2307692299171597,0.01,0.6666667058823529,0.01,0.01,0.01,-1.6371358999999999,52.81403
324,Newcastle,0.01,0.3999999759999991,0.6172839511111111,0.72222222,0.01,0.01,0.01,0.18589743741321504,0.15032682352941173,1.0,0.01,0.01,-1.61778,54.97825
325,Durham,0.01,0.3999999759999991,0.5802469133333333,0.85555556,0.01,0.01,0.01,0.18589743741321504,0.09150329411764704,1.0,0.01,0.01,-1.5848520000000001,54.77525
326,Ashington,0.01,0.3999999759999991,0.5802469133333333,0.71111112,0.01,0.01,0.01,0.2354700864977646,0.16339870588235295,1.0,0.01,0.01,-1.5659829,55.18298000000001
327,Darlington,0.01,0.01,0.12962962888888888,0.87222222,0.01,0.01,0.07692307756213017,0.1487179472536489,0.3366012941176469,1.0,0.01,0.01,-1.559458,54.52361
328,Leeds,0.01,0.20000004800000198,0.01234568,0.45,0.01,0.01,0.6846153842106508,0.024786326773044046,0.2843137647058823,0.01,0.01,0.7959183655476885,-1.5490774,53.80076
329,Harrogate,0.01,0.01,0.01234568,0.51666666,0.01,0.01,0.6846153842106508,0.024786326773044046,0.2843137647058823,0.01,0.01,0.6734693907538525,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,-1.5200789,52.28519
331,Coventry,0.01,0.01,0.01,0.26666666,0.01,0.01,0.01,0.01,0.8431372941176469,0.01,0.01,0.01,-1.519693,52.40682
332,Blyth,0.01,0.3999999759999991,0.5802469133333333,0.71111112,0.01,0.01,0.01,0.2354700864977646,0.16339870588235295,1.0,0.01,0.01,-1.510277,55.12696
333,Wakefield,0.01,0.20000004800000198,0.01234568,0.41666666,0.01,0.01,0.8230769227147927,0.024786326773044046,0.24509800000000004,0.01,0.01,0.7959183655476885,-1.505924,53.6833
334,Andover,0.01,0.01,0.012554928888888893,0.21468926,0.01,0.9152542427796608,0.01,0.02520643415772407,0.8471252941176469,0.01,0.9152542427796608,0.01,-1.4919233,51.2112
335,Witney,0.08571430481632697,0.01,0.01234568,0.14444444,0.01,0.9,0.01,0.024786326773044046,0.8496731764705882,0.01,0.9,0.12244898214077468,-1.4850543999999999,51.785940000000004
336,Barnsley,0.01,0.8000000720000029,0.02469135777777778,0.38888888,0.01,0.01,0.8769230781159763,0.01,0.2287581176470589,0.01,0.01,0.4897959212161599,-1.479726,53.55263000000001
337,Derby,0.01,0.01,0.01,0.52222222,0.01,0.01,0.3076923074792899,0.01,0.5620915294117648,0.01,0.01,0.01,-1.4746186000000001,52.92253
338,Sheffield,0.01,0.600000024000001,0.02469135777777778,0.32222222,0.01,0.01,0.7846153839337278,0.01,0.3464051764705883,0.01,0.01,0.3673469390753853,-1.470085,53.38113000000001
339,Nuneaton,0.01,0.01,0.01,0.36666666,0.01,0.01,0.04615384709112425,0.01,0.7647058823529412,0.01,0.01,0.01,-1.465382,52.52049
340,Northallerton,0.01,0.01,0.07407407333333334,0.72222222,0.01,0.01,0.12307692188402368,0.01,0.4836601176470588,0.01,0.01,0.01,-1.429959,54.337959999999995
341,South Shields,0.01,0.3999999759999991,0.6172839511111111,0.72222222,0.01,0.01,0.01,0.18589743741321504,0.15032682352941173,1.0,0.01,0.01,-1.427406,54.99941999999999
342,Chesterfield,0.01,0.600000024000001,0.02469135777777778,0.34444444,0.01,0.01,0.8153846144047335,0.01,0.3594771764705881,0.01,0.01,0.12244898214077468,-1.421629,53.23505
343,Southampton,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,-1.4043508999999998,50.9097
344,Wetherby,0.01,0.01,0.01234568,0.55,0.01,0.01,0.6230769232686391,0.024786326773044046,0.2385621176470588,0.01,0.01,1.0,-1.384816,53.92706
345,Sunderland,0.01,0.3999999759999991,0.5802469133333333,0.75555556,0.01,0.01,0.01,0.18589743741321504,0.15032682352941173,1.0,0.01,0.01,-1.383801,54.90687
346,Rotherham,0.01,0.600000024000001,0.02469135777777778,0.32222222,0.01,0.01,0.7846153839337278,0.01,0.3464051764705883,0.01,0.01,0.3673469390753853,-1.3635008999999998,53.4326
347,Castleford,0.01,0.20000004800000198,0.04938271555555556,0.46111112,0.01,0.01,0.8538461531857987,0.024786326773044046,0.18627447058823526,0.01,0.01,0.7959183655476885,-1.345968,53.72346999999999
348,Thirsk,0.01,0.01,0.01234568,0.5,0.01,0.01,0.3076923074792899,0.024786326773044046,0.4836601176470588,0.01,0.01,0.4897959212161599,-1.341377,54.23385
349,Banbury,0.08571430481632697,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,-1.339775,52.0629
350,Stockton,0.01,0.3999999759999991,0.2037037044444444,0.77222222,0.01,0.01,0.07692307756213017,0.1487179472536489,0.3169934117647059,1.0,0.01,0.01,-1.3289821000000002,54.57046
351,Newbury,0.01,0.01,0.01277139111111111,0.2183908,0.01,0.9310343375172532,0.01,0.02564102369625246,0.8444895294117647,0.01,0.9310343375172532,0.01,-1.3231138999999998,51.40141
352,Isle of Wight,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,-1.304734,50.69385
353,Isle of Wight,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,-1.304734,50.69385
354,Abingdon,0.08571430481632697,0.01,0.01234568,0.14444444,0.01,0.9,0.01,0.024786326773044046,0.8692810588235295,0.01,0.9,0.01,-1.2879528999999998,51.67078
355,Shetland Islands,0.5320197378747369,0.01,0.3065134088888889,0.01,0.01,0.01,0.01,0.8461538444378697,0.4929005882352942,0.01,0.01,0.01,-1.2659409,60.52965
356,Rugby,0.01,0.01,0.01,0.16666666,0.01,0.01,0.04615384709112425,0.01,0.8823529411764706,0.01,0.01,0.01,-1.265032,52.37088
357,Oxford,0.08571430481632697,0.01,0.01234568,0.07777778,0.01,0.9,0.01,0.024786326773044046,0.908496705882353,0.01,0.9,0.01,-1.2577263,51.75202
358,Middlesbrough,0.01,0.3999999759999991,0.2037037044444444,0.77222222,0.01,0.01,0.07692307756213017,0.1487179472536489,0.3169934117647059,1.0,0.01,0.01,-1.234956,54.57423000000001
359,Hartlepool,0.01,0.3999999759999991,0.2037037044444444,0.78333334,0.01,0.01,0.04615384709112425,0.1487179472536489,0.3235294117647059,1.0,0.01,0.01,-1.212926,54.69174
360,Loughborough,0.01,0.01,0.01,0.24444444,0.01,0.01,0.26153846038816564,0.01,0.7320261176470588,0.01,0.01,0.08163265231153688,-1.206166,52.7721
361,Mansfield,0.01,0.01,0.02469135777777778,0.36666666,0.01,0.01,0.5384615373964496,0.01,0.5098038823529413,0.01,0.01,0.2040816344523116,-1.198674,53.1472
362,Nottingham,0.01,0.01,0.01,0.41111112,0.01,0.01,0.3999999988923077,0.01,0.5751634117647059,0.01,0.01,0.08163265231153688,-1.1581086,52.95478000000001
363,Bicester,0.08571430481632697,0.01,0.01,0.06666666,0.01,0.01,0.01,0.01,0.9411764705882352,0.01,0.01,0.01,-1.1535898999999998,51.8996
364,Leicester,0.01,0.01,0.01,0.22222222,0.01,0.01,0.04615384709112425,0.01,0.8366012941176469,0.01,0.01,0.08163265231153688,-1.1397591999999999,52.63688000000001
365,Doncaster,0.01,0.600000024000001,0.06172839555555555,0.28888888,0.01,0.01,1.0,0.01,0.2418301176470588,0.01,0.01,0.4489795913869221,-1.128462,53.522819999999996
366,Worksop,0.01,0.600000024000001,0.02469135777777778,0.35555556,0.01,0.01,0.8153846144047335,0.01,0.33986929411764705,0.01,0.01,0.2040816344523116,-1.122745,53.3093
367,Basingstoke,0.01,0.01,0.012995451111111113,0.25730994,0.01,0.9473683102105352,0.01,0.02609086723478321,0.8211214117647059,0.01,0.9473683102105352,0.01,-1.0923964,51.26654
368,Portsmouth,0.01,0.01,0.01,0.20338984,0.01,0.01,0.01,0.01,0.8803589411764705,0.01,0.01,0.01,-1.0879769,50.81977
369,York,0.01,0.01,0.04938271555555556,0.48333334,0.01,0.01,0.7461538451526627,0.024786326773044046,0.27777776470588234,0.01,0.01,0.5510204086130779,-1.0872979,53.95997
370,Selby,0.01,0.01,0.04938271555555556,0.41111112,0.01,0.01,0.7384615396118341,0.024786326773044046,0.29411764705882354,0.01,0.01,0.7346938781507705,-1.067189,53.783519999999996
371,Helmsley,0.01,0.01,0.01,0.52222222,0.01,0.01,0.15384615512426034,0.01,0.5359477647058823,0.01,0.01,0.5714285735276967,-1.0562636,54.24651
372,Towcester,0.08571430481632697,0.01,0.01,0.23333334,0.01,0.01,0.04615384709112425,0.01,0.8235294117647058,0.01,0.01,0.01,-0.9896879999999999,52.13511
373,Reading,0.01,0.01,0.013468013333333329,0.25454546,0.01,0.9818180934545524,0.01,0.02703962677339071,0.8217468235294118,0.01,0.9818180934545524,0.01,-0.9781303,51.45426
374,Retford,0.01,0.01,0.02469135777777778,0.41111112,0.01,0.01,0.8461538476449704,0.01,0.3529411764705883,0.01,0.01,0.2040816344523116,-0.9455030000000001,53.32136
375,Petersfield,0.01,0.01,0.01,0.20689656,0.01,0.01,0.01,0.01,0.8782961176470587,0.01,0.01,0.01,-0.93899,51.00759
376,Northampton,0.08571430481632697,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8627450588235295,0.01,0.01,0.01,-0.9026559999999999,52.24048
377,Melton Mowbray,0.01,0.01,0.01,0.22619048,0.01,0.01,0.2307692299171597,0.01,0.7549020000000001,0.01,0.01,0.08746355762241922,-0.887126,52.7664
378,Aylesbury,0.08571430481632697,0.01,0.01,0.23333334,0.01,0.01,0.04615384709112425,0.01,0.8235294117647058,0.01,0.01,0.01,-0.8084,51.81561
379,Newark-on-Trent,0.01,0.01,0.026455026666666662,0.35714286,0.01,0.01,0.4120879127421809,0.01,0.5728291764705883,0.01,0.01,0.17492711524483845,-0.80657,53.07004000000001
380,Malton,0.01,0.01,0.037037037777777775,0.37222222,0.01,0.01,0.3615384628804733,0.01,0.5065359999999999,0.01,0.01,0.6326530609246146,-0.7978970000000001,54.13684
381,Chichester,0.01,0.01,0.01,0.16949152,0.01,0.01,0.01,0.01,0.9002990588235293,0.01,0.01,0.01,-0.774936,50.83761
382,Gainsborough,0.01,0.01,0.06172839555555555,0.35555556,0.01,0.01,0.9076923085869822,0.01,0.3006536470588235,0.01,0.01,0.4489795913869221,-0.774465,53.400569999999995
383,Milton Keynes,0.08571430481632697,0.01,0.01,0.26666666,0.01,0.01,0.04615384709112425,0.01,0.8039215294117648,0.01,0.01,0.01,-0.7594171,52.040620000000004
384,Aldershot,0.01,0.01,0.01371742222222222,0.37037038,0.01,1.0,0.01,0.027540363081160053,0.7530864705882353,0.01,1.0,0.01,-0.7557509,51.24837
385,High Wycombe,0.08866995631245615,0.01,0.01277139111111111,0.06896552,0.01,0.9310343375172532,0.01,0.02564102369625246,0.9121028235294116,0.01,0.9310343375172532,0.01,-0.748229,51.628609999999995
386,Midhurst,0.01,0.01,0.01,0.13793104,0.01,0.01,0.01,0.01,0.9188641176470588,0.01,0.01,0.01,-0.737274,50.9869
387,Kettering,0.01,0.01,0.01,0.10714286,0.01,0.01,0.01,0.01,0.9369748235294116,0.01,0.01,0.01,-0.7302489999999999,52.39632
388,Wellingborough,0.01,0.01,0.01,0.23333334,0.01,0.01,0.04615384709112425,0.01,0.8431372941176469,0.01,0.01,0.01,-0.693964,52.30242
389,Corby,0.01,0.01,0.01,0.10714286,0.01,0.01,0.01,0.01,0.9369748235294116,0.01,0.01,0.01,-0.6842333,52.4923
390,Bognor Regis,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,-0.673061,50.783
391,Scunthorpe,0.01,0.01,0.037037037777777775,0.25,0.01,0.01,0.6384615398887574,0.01,0.4281045882352941,0.01,0.01,0.8367346953769262,-0.654413,53.58865
392,Grantham,0.01,0.01,0.01,0.33333334,0.01,0.01,0.28021977977852913,0.01,0.6708683529411764,0.01,0.01,0.08746355762241922,-0.643582,52.912519999999994
393,Whitby,0.01,0.3999999759999991,0.07407407333333334,0.65555556,0.01,0.01,0.07692307756213017,0.1487179472536489,0.4248365882352941,0.01,0.01,0.24489795693461056,-0.613347,54.48634000000001
394,Slough,0.01,0.01,0.01,0.26900584,0.01,0.01,0.01,0.01,0.841761294117647,0.01,0.01,0.01,-0.5950406,51.51054
395,Guildford,0.01,0.01,0.01,0.35802470000000003,0.01,0.01,0.01,0.01,0.7893972941176469,0.01,0.01,0.01,-0.570409,51.23622
396,Woking,0.01,0.01,0.01,0.38787878,0.01,0.01,0.01,0.01,0.771836,0.01,0.01,0.01,-0.5600349,51.31677
397,Lincoln,0.01,0.01,0.01,0.4404762,0.01,0.01,0.3131868130194421,0.01,0.5378151764705883,0.01,0.01,0.43731778811209615,-0.540579,53.23069
398,Bedford,0.08571430481632697,0.01,0.01,0.26666666,1.0,0.01,0.04615384709112425,0.01,0.7843137647058823,0.01,0.01,0.01,-0.46677820000000003,52.13864
399,Heathrow,0.01,0.01,0.01,0.35802470000000003,0.01,0.01,0.01,0.01,0.7893972941176469,0.01,0.01,0.01,-0.4542955,51.47002
400,Driffield,0.01,0.01,0.037037037777777775,0.45,0.01,0.01,0.4692307681443786,0.01,0.3758169411764707,0.01,0.01,0.8775510178592253,-0.443377,54.006
401,Beverley,0.01,0.01,0.037037037777777775,0.31666666,0.01,0.01,0.5461538457065088,0.01,0.4084967058823529,0.01,0.01,0.9591836775177008,-0.435093,53.84196
402,Luton,0.0803571446938776,0.01,0.01,0.28125,0.9374998125000374,0.01,0.043269230782544375,0.01,0.7794117647058824,0.01,0.01,0.01,-0.4200255,51.87867
403,Scarborough,0.01,0.01,0.01,0.43888888,0.01,0.01,0.3153846157893491,0.01,0.4673202352941177,0.01,0.01,0.8775510178592253,-0.399752,54.28311
404,Worthing,0.01,0.01,0.01,0.06666666,0.01,0.01,0.01,0.01,0.9607843529411764,0.01,0.01,0.01,-0.372882,50.81787
405,Dorking,0.01,0.01,0.01,0.31578948,0.01,0.01,0.01,0.01,0.8142415294117646,0.01,0.01,0.01,-0.332378,51.2322
406,Hull,0.01,0.01,0.037037037777777775,0.25,0.01,0.01,0.5461538457065088,0.01,0.4477124705882352,0.01,0.01,0.9591836775177008,-0.3274198,53.767619999999994
407,Horsham,0.01,0.01,0.01,0.14035088,0.01,0.01,0.01,0.01,0.9174407058823528,0.01,0.01,0.01,-0.325858,51.06288
408,Biggleswade,0.01,0.01,0.01,0.23333334,1.0,0.01,0.04615384709112425,0.01,0.8235294117647058,0.01,0.01,0.01,-0.26421999999999995,52.08694000000001
409,Peterborough,0.01,0.01,0.01,0.0952381,0.01,0.01,0.09890109972273878,0.01,0.8879551764705882,0.01,0.01,0.08746355762241922,-0.2405299,52.5695
410,Welwyn Garden City,0.01,0.01,0.01,0.34375,0.9374998125000374,0.01,0.043269230782544375,0.01,0.7610294117647058,0.01,0.01,0.01,-0.208661,51.80317
411,Bridlington,0.01,0.01,0.037037037777777775,0.38333334,0.01,0.01,0.5153846152355029,0.01,0.3954248235294118,0.01,0.01,0.8775510178592253,-0.198802,54.08535
412,Stevenage,0.01,0.01,0.01,0.34375,0.9374998125000374,0.01,0.043269230782544375,0.01,0.7610294117647058,0.01,0.01,0.01,-0.19661199999999998,51.90376
413,Crawley,0.01,0.01,0.01,0.16949152,0.01,0.01,0.01,0.01,0.9002990588235293,0.01,0.01,0.01,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.01,0.01,0.01,0.24347826,0.01,0.01,0.04816053416866477,0.01,0.8363171764705882,0.01,0.01,0.01,-0.182552,52.33146
415,Hove,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.9411764705882352,0.01,0.01,0.01,-0.168749,50.82793
416,Spalding,0.01,0.01,0.01,0.16666666,0.01,0.01,0.09890109972273878,0.01,0.8459383529411765,0.01,0.01,0.08746355762241922,-0.1537024,52.7901
417,Brighton,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.9411764705882352,0.01,0.01,0.01,-0.137163,50.82253
418,London,0.01,0.01,0.01,0.31034482,0.01,0.01,0.01,0.01,0.8174442352941177,0.01,0.01,0.01,-0.12775830000000002,51.50735
419,Grimsby,0.01,0.01,0.037037037777777775,0.25,0.01,0.01,0.6384615398887574,0.01,0.4477124705882352,0.01,0.01,0.7142857132361515,-0.08078400000000001,53.56746999999999
420,Boston,0.01,0.01,0.01,0.15476189999999998,0.01,0.01,0.26373626315807264,0.01,0.7689075294117648,0.01,0.01,0.17492711524483845,-0.026576999999999996,52.97894
421,Royston,0.01,0.01,0.01,0.3,1.0,0.01,0.04615384709112425,0.01,0.7843137647058823,0.01,0.01,0.01,-0.024066,52.048140000000004
422,Louth_Lincs,0.01,0.01,0.01,0.30357142,0.01,0.01,0.502747252770076,0.01,0.4992997647058824,0.01,0.01,0.6778425679002796,-0.007711,53.36596
423,Lewes,0.01,0.01,0.01,0.13333334,0.01,0.01,0.01,0.01,0.9215685882352942,0.01,0.01,0.01,0.00878,50.873870000000004
424,Chatteris,0.01,0.01,0.026455026666666662,0.0952381,0.01,0.01,0.09890109972273878,0.01,0.8879551764705882,0.01,0.01,0.01,0.054012,52.4561
425,Uckfield,0.01,0.01,0.01,0.13333334,0.01,0.01,0.01,0.01,0.9215685882352942,0.01,0.01,0.01,0.095913,50.966409999999996
426,Cambridge,0.01,0.01,0.02469135777777778,0.22222222,1.0,0.01,0.04615384709112425,0.01,0.8169934117647059,0.01,0.01,0.01,0.12181700000000001,52.20534
427,Bishop's Stortford,0.01,0.01,0.01,0.33333334,1.0,0.01,0.01,0.01,0.7843137647058823,0.01,0.01,0.01,0.15365020000000001,51.87216
428,Wisbech,0.01,0.01,0.01,0.07142858,0.01,0.01,0.09890109972273878,0.01,0.9159663529411766,0.01,0.01,0.01,0.158797,52.66631999999999
429,Sevenoaks,0.01,0.01,0.01,0.13333334,0.01,0.01,0.01,0.01,0.9215685882352942,0.01,0.01,0.01,0.190898,51.27241
430,Tunbridge Wells,0.01,0.01,0.01,0.06666666,0.01,0.01,0.01,0.01,0.9607843529411764,0.01,0.01,0.01,0.26369499999999996,51.13238
431,Eastbourne,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.9411764705882352,0.01,0.01,0.01,0.29047199999999995,50.768029999999996
432,Brentwood,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.7647058823529412,0.01,0.01,0.01,0.30717490000000003,51.62047000000001
433,Skegness,0.01,0.01,0.01,0.19642858,0.01,0.01,0.4532967029087066,0.01,0.5833332941176471,0.01,0.01,0.6778425679002796,0.337881,53.1464
434,Downham Market,0.01,0.01,0.026455026666666662,0.13095238,0.01,0.01,0.09890109972273878,0.01,0.8669468235294118,0.01,0.01,0.01,0.385472,52.606609999999996
435,King's Lynn,0.01,0.01,0.026455026666666662,0.13095238,0.01,0.01,0.09890109972273878,0.01,0.8669468235294118,0.01,0.01,0.01,0.4022963,52.75168000000001
436,Bexhill,0.01,0.01,0.01,0.13333334,0.01,0.01,0.01,0.01,0.9215685882352942,0.01,0.01,0.01,0.4662071,50.849909999999994
437,Chelmsford,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.8235294117647058,0.01,0.01,0.01,0.4685497,51.73559
438,Mildenhall,0.01,0.01,0.02469135777777778,0.12222222,0.01,0.01,0.01,0.01,0.9150327058823532,0.01,0.01,0.01,0.5156095,52.34757000000001
439,Medway,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,0.5417860999999999,51.404740000000004
440,Braintree,0.01,0.01,0.02469135777777778,0.35555556,0.01,0.01,0.01,0.01,0.7777777647058823,0.01,0.01,0.01,0.5509269,51.88009
441,Gillingham,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,0.551438,51.38632
442,Hastings,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.9411764705882352,0.01,0.01,0.01,0.573453,50.85426
443,Maldon,0.01,0.01,0.02469135777777778,0.32222222,0.01,0.01,0.01,0.01,0.7973856470588235,0.01,0.01,0.01,0.6714479999999999,51.7318
444,Southend,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.8235294117647058,0.01,0.01,0.01,0.7077123000000001,51.54593
445,Bury St Edmunds,0.01,0.01,0.02469135777777778,0.18888888,0.01,0.01,0.01,0.01,0.8758169411764705,0.01,0.01,0.01,0.7104931999999999,52.24292
446,Thetford,0.01,0.01,0.02469135777777778,0.08888888,0.01,0.01,0.01,0.01,0.9346404705882352,0.01,0.01,0.01,0.751657,52.412859999999995
447,Ashford,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,0.8750190000000001,51.14647
448,Faversham,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,0.889358,51.31599
449,Colchester,0.01,0.01,0.02469135777777778,0.35555556,0.01,0.01,0.01,0.01,0.7777777647058823,0.01,0.01,0.01,0.891874,51.89593
450,New Romney,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,0.939473,50.98512
451,Canterbury,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.8823529411764706,0.01,0.01,0.01,1.0789089,51.280229999999996
452,Ipswich,0.01,0.01,0.02469135777777778,0.25555556,0.01,0.01,0.01,0.01,0.8366012941176469,0.01,0.01,0.01,1.14822,52.05674000000001
453,Clacton,0.01,0.01,0.02469135777777778,0.28888888,0.01,0.01,0.01,0.01,0.8169934117647059,0.01,0.01,0.01,1.153035,51.78953
454,Folkestone,0.01,0.01,0.01,0.16666666,0.01,0.01,0.01,0.01,0.9019608235294116,0.01,0.01,0.01,1.169456,51.0814
455,Sheringham,0.01,0.01,0.02510985555555556,0.10734464,0.01,0.01,0.18774445851930605,0.01,0.8438018823529411,0.01,0.01,0.01,1.2109589,52.944419999999994
456,Harwich,0.01,0.01,0.02469135777777778,0.28888888,0.01,0.01,0.01,0.01,0.8169934117647059,0.01,0.01,0.01,1.260297,51.93473
457,Norwich,0.01,0.01,0.02469135777777778,0.08888888,0.01,0.01,0.01,0.01,0.9346404705882352,0.01,0.01,0.01,1.297355,52.63089
458,Cromer,0.01,0.01,0.02469135777777778,0.08888888,0.01,0.01,0.18461538559526625,0.01,0.8562091764705883,0.01,0.01,0.01,1.301866,52.93145
459,Dover,0.01,0.01,0.01,0.23333334,0.01,0.01,0.01,0.01,0.8627450588235295,0.01,0.01,0.01,1.3134027,51.12788
460,Felixstowe,0.01,0.01,0.02469135777777778,0.28888888,0.01,0.01,0.01,0.01,0.8169934117647059,0.01,0.01,0.01,1.3512549999999999,51.961729999999996
461,Margate,0.01,0.01,0.01,0.26666666,0.01,0.01,0.01,0.01,0.8431372941176469,0.01,0.01,0.01,1.3868339,51.38965
462,Ramsgate,0.01,0.01,0.01,0.26666666,0.01,0.01,0.01,0.01,0.8431372941176469,0.01,0.01,0.01,1.4198950000000001,51.33555
463,Great Yarmouth,0.01,0.01,0.02469135777777778,0.12222222,0.01,0.01,0.01,0.01,0.9150327058823532,0.01,0.01,0.01,1.728047,52.59823000000001
464,Lowestoft,0.01,0.01,0.02469135777777778,0.18888888,0.01,0.01,0.01,0.01,0.8758169411764705,0.01,0.01,0.01,1.7534490000000005,52.48114
465,Swaffham,0.01,0.01,0.02510985555555556,0.10734464,0.01,0.01,0.01,0.01,0.923562588235294,0.01,0.01,0.01,0.687481,52.64747
466,Dereham,0.01,0.01,0.02510985555555556,0.10734464,0.01,0.01,0.01,0.01,0.923562588235294,0.01,0.01,0.01,0.9378270000000001,52.681619999999995
467,Ely,0.01,0.01,0.02576489555555556,0.12753624,0.01,0.01,0.01,0.01,0.9113384705882352,0.01,0.01,0.01,0.262363,52.39954
468,March,0.01,0.01,0.01,0.07142858,0.01,0.01,0.09890109972273878,0.01,0.9159663529411766,0.01,0.01,0.01,0.088622,52.551719999999996
469,St Neots,0.01,0.01,0.01,0.26666666,1.0,0.01,0.04615384709112425,0.01,0.8039215294117648,0.01,0.01,0.01,-0.26510300000000003,52.23008
470,Banham,0.01,0.01,0.02469135777777778,0.08888888,0.01,0.01,0.01,0.01,0.9346404705882352,0.01,0.01,0.01,1.0402849,52.45125
471,Holt,0.01,0.01,0.02510985555555556,0.10734464,0.01,0.01,0.18774445851930605,0.01,0.8438018823529411,0.01,0.01,0.01,1.086747,52.90936
472,Cromer,0.01,0.01,0.02469135777777778,0.08888888,0.01,0.01,0.18461538559526625,0.01,0.8562091764705883,0.01,0.01,0.01,1.301866,52.93145
473,Hunstanton,0.01,0.01,0.01,0.10714286,0.01,0.01,0.1978021966762468,0.01,0.8529411764705882,0.01,0.01,0.01,0.49103199999999997,52.93891
474,Horncastle,0.01,0.01,0.01,0.25595238,0.01,0.01,0.502747252770076,0.01,0.5133052941176471,0.01,0.01,0.7653061255226987,-0.11245,53.20731
475,Market Weighton,0.01,0.01,0.037037037777777775,0.41666666,0.01,0.01,0.4692307681443786,0.01,0.3954248235294118,0.01,0.01,0.8775510178592253,-0.6677465,53.86484
476,Hawes,0.01,0.01,0.09259259333333336,0.64444444,0.01,0.01,0.2384615382272189,0.07435897585759367,0.4183007058823529,1.0,0.01,0.1428571397084548,-2.1968695,54.30383000000001
477,Reeth,0.01,0.01,0.09259259333333336,0.70555556,0.01,0.01,0.12307692188402368,0.2230769231112426,0.41503270588235297,1.0,0.01,0.01,-1.9428115000000001,54.38946
478,Aysgarth,0.01,0.01,0.12962962888888888,0.62222222,0.01,0.01,0.2846153853183432,0.07435897585759367,0.40522870588235305,1.0,0.01,0.06122448739691794,-1.9967433999999997,54.29159
479,Stanhope,0.01,0.3999999759999991,0.5802469133333333,0.85555556,0.01,0.01,0.01,0.18589743741321504,0.09150329411764704,1.0,0.01,0.01,-2.011302,54.74946
480,Keswick,0.17142855820408134,0.01,0.3148148155555555,0.53888888,0.01,0.01,0.138461538504142,0.2230769231112426,0.3104575294117647,1.0,0.01,0.24489795693461056,-3.134706,54.60128
481,Oxenholme,0.01,0.01,0.3333333333333333,0.38888888,0.01,0.01,0.19999999944615385,0.09914529816909927,0.4444444705882354,0.01,0.01,0.24489795693461056,-2.7243327999999996,54.30134
