,placename,should_have,should_of,longitude,latitude
381,Scunthorpe,0.8100884,0.7317539926518442,-0.654413,53.58865
382,Grantham,0.8100884,0.5393232060799881,-0.643582,52.912519999999994
383,Whitby,0.8100884,0.7284911905285346,-0.613347,54.48634000000001
384,Slough,0.8100884,0.2966401359607497,-0.5950406,51.51054
385,Guildford,0.8100884,0.3921686554315451,-0.570409,51.23622
386,Woking,0.8100884,0.3546712435809686,-0.5600349,51.31677
387,Lincoln,0.8100884,0.7134987437164781,-0.540579,53.23069
388,Bedford,0.8100884,0.4747334332344982,-0.46677820000000003,52.13864
389,Heathrow,0.8100884,0.2464430662677353,-0.4542955,51.47002
390,Driffield,0.8100884,0.676070820521643,-0.443377,54.006
391,Beverley,0.8100884,0.6910470398472327,-0.435093,53.84196
392,Luton,0.8100884,0.4312939333104173,-0.4200255,51.87867
393,Scarborough,0.8100884,0.7491646716172845,-0.399752,54.28311
394,Worthing,0.8100884,0.374629166583902,-0.372882,50.81787
395,Dorking,0.8100884,0.3776099740461218,-0.332378,51.2322
396,Hull,0.8100884,0.6673309387129583,-0.3274198,53.767619999999994
397,Horsham,0.8100884,0.3115066682512594,-0.325858,51.06288
398,Biggleswade,0.8100884,0.3649328730832124,-0.26421999999999995,52.08694000000001
399,Peterborough,0.8100884,0.629796493179574,-0.2405299,52.5695
400,Welwyn Garden City,0.8100884,0.4743097679031765,-0.208661,51.80317
401,Bridlington,0.8100884,0.6805958652229815,-0.198802,54.08535
402,Stevenage,0.8100884,0.4997190490154259,-0.19661199999999998,51.90376
403,Crawley,0.8100884,0.3784006768410538,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.8100884,0.41548021408162017,-0.182552,52.33146
405,Hove,0.8100884,0.3486486240808493,-0.168749,50.82793
406,Spalding,0.8100884,0.6404966688202315,-0.1537024,52.7901
407,Brighton,0.8100884,0.3604893698180198,-0.137163,50.82253
408,London,0.8887952947038481,0.11120481006939104,-0.12775830000000002,51.50735
409,Grimsby,0.8100884,0.781305800922408,-0.08078400000000001,53.56746999999999
410,Boston,0.8100884,0.6226077840087885,-0.026576999999999996,52.97894
411,Royston,0.8100884,0.33162949214364085,-0.024066,52.048140000000004
412,Louth_Lincs,0.8100884,0.7491977325959366,-0.007711,53.36596
413,Lewes,0.8100884,0.3418930069970094,0.00878,50.873870000000004
414,Chatteris,0.8100884,0.44314349979749307,0.054012,52.4561
415,Uckfield,0.8100884,0.3288024081320581,0.095913,50.966409999999996
416,Cambridge,0.8100884,0.3262410239611294,0.12181700000000001,52.20534
417,Bishop's Stortford,0.8100884,0.4923624762605676,0.15365020000000001,51.87216
418,Wisbech,0.8100884,0.4901960058163082,0.158797,52.66631999999999
419,Sevenoaks,0.8100884,0.5805612892300328,0.190898,51.27241
420,Tunbridge Wells,0.8100884,0.4814354524792199,0.26369499999999996,51.13238
421,Eastbourne,0.8100884,0.3916971156484481,0.29047199999999995,50.768029999999996
422,Brentwood,0.8100884,0.7182300996980409,0.30717490000000003,51.62047000000001
423,Skegness,0.8100884,0.6886565492889702,0.337881,53.1464
424,Downham Market,0.8100884,0.4827915586096747,0.385472,52.606609999999996
425,King's Lynn,0.8100884,0.5897534533067544,0.4022963,52.75168000000001
426,Bexhill,0.8100884,0.3834465497906082,0.4662071,50.849909999999994
427,Chelmsford,0.8100884,0.7309682052366301,0.4685497,51.73559
428,Mildenhall,0.8100884,0.41005605889567576,0.5156095,52.34757000000001
429,Medway,0.8100884,0.7510151437462399,0.5417860999999999,51.404740000000004
430,Braintree,0.8100884,0.6944921823578942,0.5509269,51.88009
431,Gillingham,0.8100884,0.7428658481773873,0.551438,51.38632
432,Hastings,0.8100884,0.38429630447612656,0.573453,50.85426
433,Maldon,0.8100884,0.7335602263633362,0.6714479999999999,51.7318
434,Southend,0.8100884,0.7337404120636886,0.7077123000000001,51.54593
435,Bury St Edmunds,0.8100884,0.4112486781500261,0.7104931999999999,52.24292
436,Thetford,0.8100884,0.4502286493243542,0.751657,52.412859999999995
437,Ashford,0.8100884,0.5490949136256682,0.8750190000000001,51.14647
438,Faversham,0.8100884,0.6986611650325274,0.889358,51.31599
439,Colchester,0.8100884,0.678867402245386,0.891874,51.89593
440,New Romney,0.8100884,0.5347636190526851,0.939473,50.98512
441,Canterbury,0.8100884,0.7047767727434788,1.0789089,51.280229999999996
442,Ipswich,0.8100884,0.5487379089234005,1.14822,52.05674000000001
443,Clacton,0.8100884,0.6838859376036313,1.153035,51.78953
444,Folkestone,0.8100884,0.5527922891832356,1.169456,51.0814
445,Sheringham,0.8100884,0.5311601743815122,1.2109589,52.944419999999994
446,Harwich,0.8100884,0.5810860901824044,1.260297,51.93473
447,Norwich,0.8100884,0.5360321236898072,1.297355,52.63089
448,Cromer,0.8100884,0.5436378994629779,1.301866,52.93145
449,Dover,0.8100884,0.6796237647162597,1.3134027,51.12788
450,Felixstowe,0.8100884,0.5680575732366328,1.3512549999999999,51.961729999999996
451,Margate,0.8100884,0.6897252067068672,1.3868339,51.38965
452,Ramsgate,0.8100884,0.6905625046081686,1.4198950000000001,51.33555
453,Great Yarmouth,0.8100884,0.5347599156844044,1.728047,52.59823000000001
454,Lowestoft,0.8100884,0.5176024797754009,1.7534490000000005,52.48114
455,Swaffham,0.8100884,0.5211455932105813,0.687481,52.64747
456,Dereham,0.8100884,0.5191825386858901,0.9378270000000001,52.681619999999995
457,Ely,0.8100884,0.4438562298566224,0.262363,52.39954
458,March,0.8100884,0.471135846618606,0.088622,52.551719999999996
459,St Neots,0.8100884,0.3385097444036213,-0.26510300000000003,52.23008
460,Banham,0.8100884,0.5241234379781764,1.0402849,52.45125
461,Holt,0.8100884,0.5354764164457833,1.086747,52.90936
462,Hunstanton,0.8100884,0.6099665047172496,0.49103199999999997,52.93891
463,Horncastle,0.8100884,0.7984858610449087,-0.11245,53.20731
464,Market Weighton,0.8100884,0.6792266289686221,-0.6677465,53.86484
465,Hawes,0.8100884,0.5982446707688764,-2.1968695,54.30383000000001
466,Reeth,0.8100884,0.7343927435528567,-1.9428115000000001,54.38946
467,Aysgarth,0.8100884,0.6129397034410015,-1.9967433999999997,54.29159
468,Stanhope,0.8100884,0.6950091725698918,-2.011302,54.74946
469,Keswick,0.8100884,0.8212795541413926,-3.134706,54.60128
470,Oxenholme,0.8100884,0.7456330722907589,-2.7243327999999996,54.30134
