,placename,dont_have,dont_have_negc,havent,havent_got,havent_got_negc,havent_negc,longitude,latitude
444,Southend,0.3461579062255656,0.01,0.18322395550529638,0.7127695168213257,0.01,0.01,0.7077123000000001,51.54593
445,Bury St Edmunds,0.4489711143502794,0.01,0.23998833236987877,0.5729041322052512,0.01,0.7004504573207019,0.7104931999999999,52.24292
446,Thetford,0.4107346763252141,0.01,0.212085964058494,0.6319632224034283,0.01,0.01,0.751657,52.412859999999995
447,Ashford,0.4126833670311306,0.01,0.16854055828658437,0.6313126458455617,0.15721505084278495,0.01,0.8750190000000001,51.14647
448,Faversham,0.3673861169644145,0.01,0.17912969980292176,0.6822614158837915,0.13570274886429728,0.01,0.889358,51.31599
449,Colchester,0.40241241556997026,0.01,0.23129000146508974,0.6287062851716158,0.01,0.682425693101009,0.891874,51.89593
450,New Romney,0.4685424086228163,0.01,0.18599637722091708,0.5635821795843178,0.14740865285259136,0.01,0.939473,50.98512
451,Canterbury,0.4390887800193498,0.01,0.3309940993074457,0.5729323697825202,0.01,0.01,1.0789089,51.280229999999996
452,Ipswich,0.4263780727766542,0.01,0.2179481518796298,0.603298959913512,0.01,0.742082430533816,1.14822,52.056740000000005
453,Clacton,0.4568923022980412,0.01,0.1799127588597627,0.5768934883249818,0.01,0.7164397835727173,1.153035,51.78953
454,Folkestone,0.4716781253707514,0.01,0.38188568700569003,0.5240995522783223,0.01,0.01,1.169456,51.0814
455,Sheringham,0.43932512649518723,0.01,0.10543877818638722,0.6226617931550462,0.01,0.01,1.2109589,52.944419999999994
456,Harwich,0.43522627450382084,0.01,0.2274805415950496,0.5907086243337663,0.01,0.7644692548032905,1.260297,51.93473
457,Norwich,0.4347535815521456,0.01,0.12912847943432906,0.6226777597648108,0.01,0.01,1.297355,52.63089
458,Cromer,0.4168339100830891,0.01,0.1440939533617205,0.6400078103631766,0.01,0.01,1.301866,52.93145
459,Dover,0.4569592515632652,0.01,0.33622768400649666,0.5511810034802545,0.01,0.01,1.3134027,51.12788
460,Felixstowe,0.4453122591578033,0.01,0.23507312791735263,0.5771795956199535,0.01,0.782300475949472,1.3512549999999999,51.961729999999996
461,Margate,0.40086106096836077,0.01,0.3158365872719246,0.6203399969351285,0.01,0.01,1.3868339,51.38965
462,Ramsgate,0.40086106096836077,0.01,0.3158365872719246,0.6203399969351285,0.01,0.01,1.4198950000000001,51.33555
463,Great Yarmouth,0.42945462505764675,0.01,0.13346051278917154,0.6278229190313843,0.01,0.01,1.728047,52.59823000000001
464,Lowestoft,0.4293655669653021,0.01,0.1646672799369526,0.6210077600235058,0.01,0.01,1.7534490000000003,52.48114
465,Swaffham,0.46114186798414536,0.01,0.1871418404310769,0.579411225344729,0.01,0.01,0.687481,52.64747
466,Dereham,0.44499619634756005,0.01,0.11759615808544689,0.6134320521905059,0.01,0.01,0.9378270000000001,52.681619999999995
467,Ely,0.5292585415585228,0.01,0.2965956798433888,0.47665999190618463,0.01,0.01,0.262363,52.39954
468,March,0.34384177304074526,0.01,0.27571250265357333,0.6949351725145541,0.01,0.01,0.088622,52.551719999999996
469,St Neots,0.5756596760216071,0.01,0.21906590592492514,0.4403815223197238,0.01,0.01,-0.26510300000000003,52.23008
470,Banham,0.45566136999371326,0.01,0.15364442201239364,0.5931521255881139,0.01,0.01,1.0402849,52.45125
471,Holt,0.4398576066976668,0.01,0.10637320179335266,0.621841037653105,0.01,0.01,1.086747,52.90936
472,Cromer,0.4168339100830891,0.01,0.1440939533617205,0.6400078103631766,0.01,0.01,1.301866,52.93145
473,Hunstanton,0.26857273819692273,0.01,0.16713805696473422,0.8057328237939657,0.01,0.01,0.49103199999999997,52.93891
474,Horncastle,0.33069636266198993,0.2356006301963397,0.20666479219777245,0.7205639851481107,0.01,0.01,-0.11245,53.20731
475,Market Weighton,0.48155298629532983,0.01,0.08673017158382412,0.5658646154201642,0.119863015880137,0.48815639831193036,-0.6677465,53.86484
476,Hawes,0.4211202200170834,0.01,0.37060682682607116,0.5848551216739982,0.01,0.01,-2.1968695,54.303830000000005
477,Reeth,0.2916960802295081,0.01,0.28320431954804537,0.7533591504443221,0.01,0.01,-1.9428115000000001,54.38946
478,Aysgarth,0.45198694520467364,0.01,0.3566698776064176,0.5523783198124853,0.01,0.01,-1.9967433999999997,54.29159
479,Stanhope,0.4759737770626838,0.01,0.16301950718732358,0.5676686270434256,0.01,0.01,-2.011302,54.74946
480,Keswick,0.4369946692815285,0.01,0.31196748471933433,0.5795628901974812,0.01,0.01,-3.134706,54.60128
481,Oxenholme,0.43431887841608663,0.5145115513189324,0.25843556321111155,0.5839769940169705,0.01,0.01,-2.7243327999999996,54.30134
