index,placename,longitude,latitude,oursel,ourself,ourselfs,ourseln,ourselns,oursels,ourselves,oursen,oursens,us,ussel,usself,usselfs,ussels,usselves,ussen,ussens,wesels,weselves
338,Sheffield,-1.470085,53.381130000000006,0.01,0.30162475863418703,0.12412698200092331,0.01,0.01,0.01,0.419291980508208,0.5088165588447452,0.3107602617566803,0.01,0.01,0.01,0.01,0.35642986492329665,0.9356134177276468,0.01,0.7034307093478381,0.01,0.01
339,Nuneaton,-1.465382,52.52049,0.01,0.5266936666908159,0.01,0.01,0.01,0.028083942629271632,0.6523027454864565,0.01,0.01,0.6299968827521748,0.01,0.2499437622249856,0.01,0.01,0.01,0.01,0.051180107970963264,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.17892009513598928,0.6266910532943439,0.01,0.01,0.01,0.04577523741847565,0.48883609280541335,0.09775268351560532,0.01,0.6777271209445483,0.01,0.01,0.4926308482770789,0.01,0.19064172560333179,0.07565182398682141,0.030031446991224533,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.879150764589133,0.4486891572360809,0.01,0.8232849721203044,0.01,0.21473829211739967,0.25423040391976803,0.01,0.01,0.18849702691405815,0.01,0.01,0.01,0.698332990246155,0.27774163900461435,0.01,0.01,0.01,0.9784771637388578
342,Chesterfield,-1.421629,53.23505,0.01,0.2958640950806049,0.12175630863688398,0.01,0.01,0.01,0.4187316142642192,0.9150144477738874,0.30482512127978556,0.01,0.01,0.01,0.5030480269992734,0.3496224909478663,0.7508817358040812,0.01,0.5366635914221438,0.01,0.01
343,Southampton,-1.4043508999999998,50.9097,0.01,0.37886551149070474,0.16508510822662228,0.01,0.01,0.01,0.7925808566450276,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33936472245262006,0.01,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.5083013935153582,0.01,0.13445600326391852,0.9575997311222646,0.01,0.20890970910107207,0.58611415679397,0.522039366006695,0.09235400140746924,0.01,0.3053362739268926,0.984586537853356,0.2851232017220827,0.707612622070416,0.6425998267309913,0.5176874418469944,0.01,0.01
345,Sunderland,-1.383801,54.90687,0.9502411019028664,0.4509382159923138,0.01,0.827411696034981,0.01,0.1782816842637533,0.27282359297716463,0.01,0.01,0.18944187009127336,0.01,0.01,0.01,0.7018333911387336,0.27913382166626305,0.01,0.01,0.01,0.9833817900205286
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.29633379339091565,0.12194960256266717,0.01,0.01,0.01,0.3590574866172612,0.49989112865049007,0.30530904564501277,0.3780856460988042,0.01,0.01,0.01,0.35017753326619866,0.919201309859741,0.01,0.6910914456512429,0.01,0.01
347,Castleford,-1.345968,53.72346999999999,0.01,0.49447564231363167,0.01,0.1365608792062769,0.9725907213905958,0.01,0.15046829127456599,0.5126105089582276,0.3787226944623796,0.46899892640120927,0.01,0.1860697343697959,1.0,0.2895867359142675,0.6081224143191953,0.4607008704518656,0.8813996350214942,0.01,0.01
348,Thirsk,-1.341377,54.23385,0.04857733688492613,0.5277322455531349,0.01,0.13394420822009137,0.9539547113056589,0.0318988236739177,0.3920645226686792,0.13786129621803742,0.2228795450077463,0.4906798225065208,0.01,0.1825044140660415,0.7356291184027158,0.28403790513450633,0.3795718556827296,0.16945248250536032,0.2665783040247565,0.01,0.01
349,Banbury,-1.339775,52.0629,0.09875002477025736,0.7166450515609113,0.01,0.01,0.01,0.01,0.6563293896340678,0.01,0.01,0.18702642379277712,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.3804104472116551,0.6110642308796546,0.01,0.8208944086221894,0.01,0.07447469787555183,0.4493655794317852,0.01,0.01,0.6891488489386329,0.01,0.01,0.5009331507475393,0.01,0.19385460858657355,0.01,0.01,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.4694036645849234,0.01,0.01,0.01,0.029019325617670365,0.6773491294226806,0.01,0.01,0.07811760421156837,0.01,0.9297668528971381,0.01,0.1808785218976068,0.15538859881417844,0.01,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.30603982862313,0.16192787958890076,0.01,0.01,0.01,0.7924127429931843,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33287442158981306,0.01,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.30603982862313,0.16192787958890076,0.01,0.01,0.01,0.7924127429931843,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33287442158981306,0.01,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.09888016275137843,0.3848888990784258,0.01,0.01,0.01,0.01,0.7460863636394305,0.01,0.01,0.07490916107113384,0.01,0.14859659145025655,0.01,0.17344947081311948,0.14900648660189061,0.01,0.01,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.285274194489448,0.20911935834150167,0.01,0.01,0.01,0.5530645730640413,0.2465488830980659,0.01,0.01,0.18009721545869956,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9791189600816926,0.01
356,Rugby,-1.265032,52.37088,0.01,0.4375221062484752,0.01,0.01,0.01,0.01,0.7097275277780019,0.01,0.01,0.5652024698549417,0.01,0.24915261352371634,0.01,0.01,0.01,0.01,0.051018107224909036,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.10110191192973896,0.3268358461147538,0.01,0.01,0.01,0.01,0.7951610606015156,0.01,0.01,0.07659230319418972,0.01,0.15193542449598976,0.01,0.1773467259201429,0.15235452962656215,0.01,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.38378853779744054,0.6164905548430873,0.01,0.8281840498347707,0.01,0.0751360421620105,0.45697080485508,0.01,0.01,0.6952685737145122,0.01,0.01,0.5053814974558163,0.01,0.1955760608576072,0.01,0.01,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.3795769105722316,0.6097252970275148,0.01,0.8190957052172229,0.01,0.07431151258491567,0.4777387489926677,0.01,0.01,0.6876388199165139,0.01,0.01,0.01,0.01,0.08289850311353913,0.01,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.4397452551225057,0.01,0.01,0.01,0.01,0.6619512808931967,0.6676331997988934,0.01,0.3787162572544821,0.01,0.2504186143595745,0.5046870082643307,0.01,0.01,0.01,0.051277341777889104,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.01,0.40391871474640284,0.12129843993145947,0.01,0.01,0.01,0.43079100767225353,0.6629625437248031,0.30367881612957376,0.12535560610976107,0.01,0.01,0.5011562979261177,0.01,0.7480580197096252,0.01,0.45826752716363744,0.01,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.4914116801091187,0.01,0.01,0.01,0.01,0.531562208903614,0.6782496152288652,0.3106812626786034,0.3206153724139452,0.01,0.2544006632484554,0.5127123235773764,0.01,0.3401365674698774,0.01,0.20837092787649564,0.01,0.01
363,Bicester,-1.1535898999999998,51.8996,0.09797361030838082,0.3231865770644008,0.01,0.01,0.01,0.01,0.7826539214121108,0.01,0.01,0.18555594294455863,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.3774725407793737,0.01,0.01,0.01,0.01,0.7727477233014699,0.01,0.01,0.3824540297654118,0.01,0.25289014230443735,0.01,0.01,0.01,0.01,0.051783427890802265,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.01,0.3628231680960822,0.12216422056643259,0.01,0.01,0.01,0.2840403922838638,0.5007708825314088,0.4587695390017725,0.3787510356114628,0.01,0.01,0.5047333547958055,0.35079380754322614,0.3627468779048573,0.01,1.0,0.01,0.01
366,Worksop,-1.122745,53.3093,0.01,0.27042520047591573,0.12019050291411433,0.01,0.01,0.01,0.3179536419123016,0.49268029491061066,0.4513575362625474,0.49684244413858153,0.01,0.01,0.01,0.3451262894510897,0.7412252758455944,0.01,0.7568028725992814,0.01,0.01
367,Basingstoke,-1.0923964,51.26654,0.01,0.4530219079290873,0.17034315535749556,0.01,0.01,0.02942823289199786,0.66068469075006,0.01,0.01,0.0792183438945624,0.01,0.9428680365793702,0.01,0.18342724531102292,0.1575781589269474,0.01,0.01,0.01,0.01
368,Portsmouth,-1.0879769,50.81977,0.01,0.3209309361465672,0.1698068805908288,0.01,0.01,0.02933558432947448,0.7791269755495984,0.01,0.01,0.01,0.01,0.7832497214266556,0.01,0.01,0.01,0.01,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.01,0.4805466359923332,0.01,0.13882991117568524,0.9887508358597751,0.023615968025354987,0.2135664443291311,0.4370749417549498,0.6930276683287288,0.09535831425058233,0.01,0.18916138241921018,0.7624616735819247,0.29439837425114107,0.5058218407608329,0.4033062589141472,0.8185767299392854,0.01,0.01
370,Selby,-1.067189,53.783519999999996,0.01,0.5325204128771226,0.01,0.13515949738697683,0.9626100375922881,0.022991604198137172,0.15972160823755016,0.30277347044533975,0.674705260079319,0.371348857124181,0.01,0.18416029482617705,0.7423035547991841,0.2866150093906874,0.46509054884590284,0.17098994178805085,0.8723547501962354,0.01,0.01
371,Helmsley,-1.0562636,54.24651,0.04755872599784429,0.5062074666256433,0.01,0.01,0.01,0.02676852288498813,0.4588481511022747,0.09527330575533699,0.3394315833995652,0.48039083094528057,0.01,0.11911835189162981,0.7202038218156577,0.222465561537735,0.3450689061843585,0.13517717140342064,0.029269735914854617,0.01,0.01
372,Towcester,-0.9896879999999999,52.13511,0.09815056307356447,0.45327844129447553,0.01,0.01,0.01,0.01,0.6948503559267362,0.01,0.01,0.5576732303754345,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.3548308537971538,0.01,0.01,0.01,0.03088980992203888,0.7220983140897614,0.01,0.01,0.08315278484198597,0.01,0.9896963832000989,0.01,0.19253730806654742,0.1654044038420478,0.01,0.01,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.01,0.3964070173382737,0.11904264651664996,0.01,0.01,0.01,0.28870517885965746,0.7319625763755946,0.4470469324878636,0.49209744545558376,0.01,0.01,0.01,0.3418302268698169,0.7341463456954341,0.01,0.5996601345754322,0.01,0.01
375,Petersfield,-0.93899,51.00759,0.01,0.4051013792083025,0.1648785177895525,0.01,0.01,0.028484167696296574,0.6844059437304993,0.01,0.01,0.07667700372197231,0.01,0.9126206206616204,0.01,0.01,0.06778800904791982,0.01,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.10049149773067877,0.33149235874259597,0.01,0.01,0.01,0.01,0.8132293346359534,0.01,0.01,0.19032466559754813,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.5084114045504615,0.01,0.01,0.01,0.01,0.6121865885097126,0.4385704694215149,0.01,0.530730600444879,0.01,0.2632013130195349,0.530448918818538,0.01,0.01,0.01,0.05389481017059165,0.01,0.01
378,Aylesbury,-0.8084,51.81561,0.09977723316433025,0.3291362067176784,0.01,0.01,0.01,0.056159807752235016,0.7054923364566392,0.1665678502823528,0.01,0.5039250323429839,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.36272496437689183,0.13001059467270343,0.01,0.01,0.01,0.5641126426015851,0.44411204322315156,0.8137257181778967,0.13435916676943868,0.01,0.01,0.5371514262525396,0.01,0.08908740033339757,0.01,0.1637274002663014,0.01,0.01
380,Malton,-0.7978970000000001,54.13684,0.048709313487902056,0.40597960345094486,0.01,0.01,0.01,0.04569355499646032,0.4704971129368212,0.32119505464055087,0.38489096118328353,0.01,0.01,0.1220001802553463,0.9220345933649313,0.2278476672755043,0.3941960582769916,0.18564553011506024,0.19860330189977335,0.01,0.01
381,Chichester,-0.774936,50.83761,0.01,0.5747336576277886,0.16374385080736972,0.01,0.01,0.01,0.7137431700122018,0.01,0.01,0.01,0.01,0.37764173297159864,0.01,0.01,0.01,0.01,0.01,0.01,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.3103877934342858,0.11892402090399477,0.01,0.01,0.018262345175619154,0.3251818744620857,0.6499850406406246,0.44660145166394244,0.49160707194103775,0.01,0.01,0.491346154859134,0.3414895941531138,0.19014456597371293,0.01,0.7488282223555868,0.01,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.10037894911180327,0.1986726640059452,0.01,0.01,0.01,0.01,0.7811977557051715,0.16757235330045236,0.01,0.6970755049288516,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.5536405979254704,0.01,0.01,0.01,0.03121140192561449,0.623742874418775,0.01,0.01,0.22404928522642897,0.01,1.0,0.01,0.19454179220921625,0.1671264204516769,0.01,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.10289926330283193,0.23760444425951657,0.01,0.01,0.01,0.05791705184253314,0.7599511917637288,0.01,0.01,0.19488482429461013,0.01,0.01,0.01,0.18049954992342937,0.08614613480931567,0.01,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.4001644216531959,0.01,0.01,0.01,0.028449664294260234,0.7278633455960428,0.01,0.01,0.01,0.01,0.7595959699624085,0.01,0.01,0.01,0.01,0.01,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.01,0.2800283269994517,0.01,0.01,0.01,0.01,0.8328656193691821,0.01,0.01,0.20097105778958008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.19508466468848346,0.01,0.01,0.01,0.01,0.8124322996289781,0.01,0.01,0.5600343471432937,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.13974819316381143,0.01,0.01,0.01,0.01,0.8790425321995945,0.01,0.01,0.20058926590252635,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.5204676433357983,0.01,0.01,0.01,0.01,0.7678117170442409,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.25576310992396006,0.01,0.01,0.01,0.04642586230036213,0.4603713519399996,0.2272006106796965,0.6938150802533251,0.37492361902352406,0.01,0.12395541492870994,0.9368115715891814,0.01,0.20716222182393554,0.11189367757170385,0.3997651413714254,0.01,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.32506025753118367,0.01,0.01,0.01,0.01,0.6653740502998132,0.4406386988342573,0.3229446723214189,0.13330836063815651,0.01,0.01,0.5329504325600013,0.01,0.01,0.01,0.16244690887747082,0.01,0.01
393,Whitby,-0.613347,54.486340000000006,0.37446730982841486,0.6015175985494409,0.01,0.01,0.01,0.04581948995839368,0.45836740448156793,0.01,0.29880134904431294,0.49336894411340454,0.01,0.01,0.4931070919299286,0.01,0.19082602569762028,0.01,0.01,0.01,0.01
394,Slough,-0.5950406,51.51054,0.01,0.4164996522406931,0.01,0.01,0.01,0.05922203471025564,0.725977992562453,0.01,0.01,0.3985519219783368,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.6336909085117356,0.01,0.01,0.01,0.01,0.6763609316578671,0.01,0.01,0.13993477304289642,0.01,0.8327618412303593,0.01,0.01,0.01,0.01,0.01,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.48249042368589407,0.01,0.01,0.01,0.01,0.7658644591688353,0.01,0.01,0.13850971313573085,0.01,0.41214060390779844,0.01,0.01,0.01,0.01,0.01,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.3304945704106611,0.01,0.01,0.01,0.01,0.6095184377005083,0.26880314176254555,0.8208590336489209,0.5421479662370658,0.01,0.01,0.5418602249221329,0.01,0.11982448927532317,0.01,0.01,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.01,0.32933146184643824,0.01,0.01,0.01,0.01,0.7061523456974127,0.1666666641666667,0.01,0.6933079758716554,0.01,0.01,0.01,0.01,0.33432780963495773,0.01,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.2959213011483212,0.01,0.01,0.01,0.06311552573806198,0.7747766716406231,0.01,0.01,0.42475430323608354,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.27618510365449117,0.01,0.01,0.01,0.04548733208602026,0.44431679351956543,0.31974544585016323,0.6797891390274858,0.3673442844223177,0.01,0.12144957235783387,0.917873291899443,0.22681935137655151,0.31122725660267486,0.18480767975446818,0.1977069708757602,0.01,0.01
401,Beverley,-0.435093,53.84196,0.01,0.32120232483802,0.01,0.01,0.01,0.046445820512422485,0.43805633447287007,0.22729828291976928,0.8455562623429185,0.37508479653804166,0.01,0.1240087026509965,0.9372143015134078,0.01,0.20725127967551202,0.1119417800222462,0.3237585207591867,0.01,0.01
402,Luton,-0.4200255,51.87867,0.01,0.4334152019210751,0.01,0.01,0.01,0.05282336263784186,0.6393954090715145,0.15667208619455916,0.01,0.6517320291109343,0.01,0.01,0.01,0.01,0.3142790071074546,0.01,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.0494246602028796,0.42933250092892256,0.01,0.01,0.01,0.07418337814419226,0.5196220981679398,0.22690086253784322,0.3905434835653818,0.3120241542595996,0.01,0.12379187925340354,0.9355756262851155,0.01,0.2896444826978347,0.11174605507264056,0.019011321856118,0.01,0.01
404,Worthing,-0.372882,50.81787,0.01,0.5271267092042906,0.01,0.01,0.01,0.01,0.7828435746338085,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.01,0.5302919871457974,0.01,0.01,0.01,0.01,0.737942763894096,0.01,0.01,0.13237584734444735,0.01,0.3938890893785883,0.01,0.01,0.01,0.01,0.01,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.26014851721348514,0.01,0.01,0.01,0.04722189701785922,0.4752447672417583,0.23109627497059254,0.8596849038867518,0.3813521957340971,0.01,0.12608079954874402,0.9528744834617344,0.01,0.21071430061266705,0.113812247256834,0.3291682945262138,0.01,0.01
407,Horsham,-0.325858,51.06288,0.01,0.6621184811321994,0.01,0.01,0.01,0.01,0.6792190607201045,0.01,0.01,0.13108688152716477,0.01,0.39005372528313903,0.01,0.01,0.01,0.01,0.01,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.38741732068407225,0.01,0.01,0.01,0.01,0.6842358567055782,0.16338541706584073,0.01,0.4942970773754332,0.01,0.01,0.01,0.01,0.32774573659968537,0.01,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.28296436294889576,0.01,0.01,0.01,0.01,0.7967313913228882,0.01,0.32797653495745543,0.203078195509505,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.37523619539891145,0.01,0.01,0.01,0.05335479033953823,0.6499233108081024,0.15824828056251677,0.01,0.4787554612227001,0.01,0.01,0.01,0.01,0.6348816014345869,0.01,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.04884630678925405,0.278217508641479,0.01,0.01,0.01,0.07331530520635406,0.4804262205253107,0.3220984048986914,0.6847916059164604,0.01,0.01,0.12234330164758002,0.9246277845610498,0.01,0.2862551447718182,0.18616765190718976,0.19916186698801694,0.01,0.01
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.43089192440168045,0.01,0.01,0.01,0.05251583303839056,0.6119255947583744,0.1557599650893023,0.01,0.4712274513270364,0.01,0.01,0.01,0.01,0.6248986448622103,0.01,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.5112437454338113,0.01,0.01,0.01,0.01,0.7662887488025183,0.01,0.01,0.12762087198563565,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.26453084052945375,0.01,0.01,0.01,0.01,0.7489331621734265,0.1673407871657752,0.01,0.6961122416058498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.6529225782688666,0.01,0.01,0.01,0.01,0.7266837330073979,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.3938059292182254,0.01,0.01,0.01,0.01,0.7433499684071432,0.01,0.3222000329212827,0.1330009808724983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
417,Brighton,-0.137163,50.82253,0.01,0.6684313727457021,0.01,0.01,0.01,0.01,0.7536135856304695,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.01,0.14260572501183835,0.01,0.01,0.01,0.01,0.9301030412221089,0.01,0.01,0.4093817518530799,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.25664320410162517,0.01,0.01,0.01,0.046585616109720236,0.48611246470274594,0.22798241981034323,1.0,0.37621375071714414,0.01,0.12438195196527184,0.9400351889825187,0.01,0.20787507781522221,0.11227870954202071,0.17191746601578395,0.01,0.01
420,Boston,-0.026576999999999996,52.97894,0.01,0.3979552577226067,0.01,0.01,0.01,0.01,0.7066934613776187,0.2665528552359878,0.48839233094063583,0.13440234311745097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
421,Royston,-0.024066,52.048140000000004,0.01,0.2569542219784985,0.01,0.01,0.01,0.01,0.723259659334235,0.1625478587980814,0.01,0.4917631755663248,0.01,0.01,0.01,0.01,0.32606562244787396,0.01,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.1784103392230778,0.01,0.01,0.01,0.049099638563135636,0.6142608574713654,0.24028563844179981,0.8405042439527247,0.1321721242001879,0.01,0.01,0.7265608722310734,0.01,0.16066834478399383,0.05071624796339038,0.020132790355083564,0.01,0.01
423,Lewes,0.00878,50.873870000000004,0.01,0.6509732236152913,0.01,0.01,0.01,0.01,0.7232988255854,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.27258284628693086,0.01,0.01,0.01,0.0116275568232424,0.7147003904436771,0.01,0.31594359262185373,0.19562757646902726,0.01,0.01,0.31283798879968033,0.14494996866527432,0.06917956053930287,0.01,0.01,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.6522660986982423,0.01,0.01,0.01,0.01,0.7255438057156038,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,0.33354965283362764,0.01,0.01,0.01,0.01138257360968741,0.7065104312329715,0.16880138830359287,0.01,0.5106822530052232,0.01,0.01,0.30624674551587805,0.1418959901151689,0.4063319987454371,0.01,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.3270961233123488,0.01,0.01,0.01,0.01,0.7516076427941988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6641171267047367,0.01,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.27511512605382743,0.01,0.01,0.01,0.01,0.7872246270510335,0.01,0.3188786913559639,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.32943449966705884,0.01,0.01,0.01,0.01,0.8285354769034269,0.01,0.01,0.18914315618995842,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.5905268525073876,0.01,0.01,0.01,0.01,0.7550590438058592,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.6540782785419464,0.01,0.01,0.01,0.01,0.7286905194199053,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.2677383232656459,0.01,0.01,0.01,0.01,0.8249375122464881,0.01,0.01,0.19215074236674262,0.01,0.01,0.01,0.01,0.33975025728928504,0.01,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.22405774818429516,0.01,0.01,0.01,0.02940807450390257,0.64439098829789,0.0654174251314455,0.8390289674340627,0.01,0.01,0.01,0.7252855923001356,0.01,0.160386335218834,0.0506272293887986,0.02009745271927781,0.01,0.01
434,Downham Market,0.385472,52.606609999999996,0.01,0.3414607313447438,0.01,0.01,0.01,0.01165254298829206,0.7171109284725441,0.01,0.3166225158790466,0.01,0.01,0.01,0.3135102385027587,0.1452614480152418,0.06932821876079981,0.01,0.01,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.41791156406353674,0.01,0.01,0.01,0.011884558640096103,0.7153054750747515,0.01,0.3229268375598441,0.01,0.01,0.01,0.31975259112969556,0.14815377199783672,0.07070862404060543,0.01,0.01,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.01,0.6449052681780344,0.01,0.01,0.01,0.01,0.71276227834488,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.2617860152687822,0.01,0.01,0.01,0.01,0.8657335706004639,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.3243963934080439,0.01,0.01,0.01,0.011070213370978842,0.7961202061895412,0.01,0.01,0.01,0.01,0.01,0.2978427316422802,0.13800208467128572,0.06586357802610805,0.01,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.19600485568168896,0.01,0.01,0.01,0.01,0.8635641773149341,0.01,0.01,0.18755865777436012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.01,0.19486304490268164,0.01,0.01,0.01,0.011083021897178748,0.842627614890421,0.01,0.01,0.01,0.01,0.01,0.29818734346716996,0.1381617566900553,0.06593978390728633,0.01,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.19959322111547048,0.01,0.01,0.01,0.01,0.9099315885171428,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.5218305443651353,0.01,0.01,0.01,0.01,0.7708882648042813,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.26016233776843506,0.01,0.01,0.01,0.011097735631118101,0.8216991755608543,0.01,0.01,0.01,0.01,0.01,0.2985832146723848,0.13834517916701064,0.0660273250531427,0.01,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.26347080605862183,0.01,0.01,0.01,0.01,0.873925004589874,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.3294878630751378,0.01,0.01,0.01,0.01124396269967652,0.8150044843351256,0.01,0.01,0.01,0.01,0.01,0.3025174359994694,0.14016805643415842,0.06689732074489464,0.01,0.01,0.01,0.01
