index,placename,longitude,latitude,dont_have,dont_have_negc,havent,havent_got,havent_got_negc,havent_negc
225,Orkney Islands,-2.9605206,58.980940000000004,0.1814622627352386,0.01,0.2583495383471349,0.05837289702030397,0.01,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.14791315133530172,0.01,0.20722863895395105,0.32423264444682354,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.33805358519619,0.01,0.4307098610857787,0.5127914368654612,0.01,0.01
228,Chester,-2.893075,53.19339,0.33667510113923094,0.36217457251439245,0.3827423771750469,0.7018666487333041,0.16619828974809348,0.01
229,Forfar,-2.889062,56.64356,0.2237213888838389,0.01,0.052737459744242765,0.12359219711318135,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.19943214183879385,0.30580467213874674,0.22816018530103582,0.40550634338815483,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.2267917345342193,0.01,0.10487844947094062,0.14327778211166356,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.22306558392151568,0.01,0.07198973542404201,0.0808789514422423,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.28331378982002703,0.38535873335855303,0.30050211411277233,0.5297542459135441,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.2533265620417312,0.01,0.0564108894069485,0.14968633504953208,0.01,0.01
235,Hawick,-2.780914,55.42706,0.1702520470522674,0.01,0.24664968534382534,0.20763869144676889,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.151436181220437,0.3846590103923714,0.19698730899998684,0.3591465047645956,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.325408002503233,0.01,0.42654748965312067,0.62723238269756,0.01,0.01
238,Penrith,-2.752708,54.6641,0.28679986589596407,0.01,0.4000797306722549,0.4890677762187107,0.01,0.01
239,Kendal,-2.74629,54.32801,0.2483275598873426,0.413311537586964,0.281704099750643,0.4609179380097002,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.11944879498697794,0.01,0.1732634442566034,0.2913914273091845,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.1493901616843138,0.01,0.20298701751203524,0.3357858069847361,0.01,0.01
242,Hereford,-2.715974,52.0564,0.2734936874808182,0.01,0.1724843240709542,0.5881011209985282,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.17985895053952639,0.01,0.17882817817157873,0.42146999655662354,0.01,0.01
244,Preston,-2.70309,53.7632,0.4207202449494738,0.01,0.18312475984452797,0.6131709702458148,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.15248755922191828,0.01,0.17968219338019328,0.3104426567741157,0.01,0.01
246,Wells,-2.6445979,51.20935,0.18713211119173265,0.17877825997918997,0.25821950115094255,0.3028474979807031,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.22569404242322824,0.5127868775168872,0.279231189903097,0.5174329237605737,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.43317532851988344,0.01,0.5849024354938323,0.6591860911977433,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.4309233109331991,0.01,0.5387346416441158,0.7968493142125789,0.2970587400519987,0.01
250,Arbroath,-2.591543,56.55911,0.24617655041409828,0.01,0.055105043162470904,0.13576212028902945,0.01,0.01
251,Bristol,-2.58791,51.45451,0.5316147143039976,0.7634895433606478,0.6470752829880733,0.7070065320570319,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.06566826824124126,0.027357104887134102,0.07291480260931021,0.015067256546232158,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.22022729962277776,0.01,0.16306349673177814,0.4036749900530942,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.13103593991813706,0.01,0.1513704198617227,0.1691098176138834,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.12467190507592679,0.01,0.18726863159612497,0.2628170178001422,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.12467190507592679,0.01,0.18726863159612497,0.2628170178001422,0.01,0.01
257,Nantwich,-2.524102,53.067190000000004,0.1976740640130984,0.01,0.21352794481830276,0.42246923969445627,0.13560563308987592,0.01
258,Banff,-2.524038,57.666509999999995,0.15715628732613096,0.01,0.19752311477976076,0.11911167524591845,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.27633034260825556,0.01,0.0903703107778661,0.10950074554660388,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.2049758798971084,0.01,0.1941325788550206,0.3508769657229008,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.2002587232059208,0.01,0.08646601620521566,0.11704488114428194,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.3393834494309051,0.01,0.1660954771280447,0.48718729834692936,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.11687393137024221,0.01,0.12394391735099523,0.3120223131058992,0.151684535222932,0.01
264,Telford,-2.4672611,52.67759,0.27815422924055294,0.01,0.395067849855216,0.5814347078154285,0.15906251462521764,0.01
265,Montrose,-2.4661150000000003,56.70692,0.21874262183377746,0.01,0.07711271453822754,0.127316462337865,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.16955722408762816,0.01,0.14359985189607183,0.11953078752063777,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.22686067481650726,0.3780659924976289,0.2736474692875102,0.39948962520838494,0.01,0.01
268,Crewe,-2.4438209,53.10041,0.267423911184806,0.01,0.26652635708746875,0.524026874132678,0.1628856155021069,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.10954447797336603,0.228987516581923,0.14605835164077569,0.23470190705835356,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.29220235112427256,0.5054040354850046,0.3826299857466764,0.503612456252729,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.08146590373570091,0.01,0.19229312239364668,0.1923449341672748,0.01,0.01
272,Kelso,-2.432207,55.600030000000004,0.16967564064181478,0.01,0.196973808126552,0.15931944626871736,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.13700547940872387,0.3810340231560778,0.15389688637220725,0.27043063084907654,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.22523320590065518,0.01,0.12515933032390872,0.3212778229089153,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.08141510837483895,0.01,0.0678906733089046,0.01,0.01
276,Bath,-2.3590167,51.38106,0.37516091735029317,0.548399317169343,0.4624512178474085,0.49270321871406736,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.21540859706077853,0.01,0.3100020233625819,0.5607528442477845,0.06432775253836054,0.01
278,Manchester,-2.2426305,53.48076,0.679174178585114,0.38511344946736176,0.5629291755144892,0.8969453233336386,0.08836236275367543,0.3409008770031722
279,Burnley,-2.2405035,53.78929,0.32149448498540184,0.01,0.21064525426002248,0.3788056630705955,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.3706834135839219,0.01,0.3855122502530529,0.5455955399992937,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.2265839497846214,0.01,0.3086101415413488,0.5183534106609852,0.2976572278857226,0.01
282,Worcester,-2.221575,52.19364,0.35059819549514026,0.01,0.5066136387952083,0.6846657620696355,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.3663828882619116,0.01,0.4830145205409328,0.4429674867976074,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.15935698897825507,0.47846957307313814,0.026860009843079444,0.30672112231240517,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.0788730033748885,0.034458438265985374,0.07127017217273741,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3340701622299515,0.01,0.3906864451287851,0.723903427318191,0.4049906620923782,0.01
287,Colne,-2.176991,53.85564,0.2119531683351515,0.01,0.33530994586953156,0.28274691099625815,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.13728108743875223,0.23067352118144846,0.09814571472169197,0.24492560940356622,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.3744539699462911,0.2409357122736717,0.3012723611647058,0.5249666397194225,0.05528149455816877,0.01
290,Jersey,-2.13125,49.21444,0.01,0.07713882365570528,0.03260318665539751,0.0692982623734534,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.30978704194983814,0.01,0.4385078269175197,0.6913368300598766,0.11026753603737172,0.01
292,Stafford,-2.12066,52.80669,0.30781088432911213,0.01,0.44348531044333284,0.6951861743986166,0.3256051799548561,0.01
293,Macclesfield,-2.119287,53.25866,0.32082788723342764,0.01,0.4856101126989541,0.43929670367764034,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.278864726343117,0.01,0.3555202659874869,0.3672463272727992,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.45553084893973844,0.01,0.3581557217961639,0.24477815423462737,0.01,0.01
296,Dudley,-2.081112,52.51226,0.32281153830977727,0.391331518418483,0.3073289150568927,0.5165038844342567,0.10774687395663342,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.34833620031735807,0.01,0.4078351097082363,0.5120968353296335,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.24907948785729694,0.01,0.34941663730936834,0.5976944585147339,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.21883768829417571,0.01,0.22750878991628773,0.2561945917015677,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.17738607026900732,0.01,0.14988493523516414,0.1352922256762843,0.01,0.01
301,Berwick,-2.005395,55.77024,0.18901686492266592,0.01,0.3130105987247128,0.22748338325025533,0.01,0.01
302,Poole,-1.987248,50.71505,0.3064876184343525,0.46696311005765423,0.2498174087622784,0.41313635193323683,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.3252677064648908,0.4090220485657739,0.402242795209443,0.5266029060639257,0.11261767525549338,0.01
304,Cirencester,-1.968243,51.71849,0.31388219177919874,0.01,0.3226074386419804,0.5163590454634732,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.2091253011953794,0.08323135078229593,0.2572743564134512,0.40011797457146514,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.25574609432574663,0.24164340237705106,0.4326379069486615,0.3632699714801091,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.27336399726706656,0.01,0.2906296061545236,0.3330947238407471,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.5871407660267184,0.6291147861758698,0.6993928631140819,0.8523648975492844,0.2309555928180449,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.3768685514929314,0.5894325910566875,0.3284292338831096,0.5156374777212168,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.26482636893315675,0.01,0.31157642894163057,0.3498256282038925,0.01,0.01
311,Salisbury,-1.794472,51.06878,0.27851109452954853,0.14649358082836086,0.263520993091115,0.41846258435755673,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.23629959230644165,0.11350016528139169,0.24149694772030644,0.3425401804405412,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.3668499668342579,0.01,0.45044702086199323,0.5205913110707515,0.01,0.01
314,Peterhead,-1.784066,57.50812,0.22281117408536155,0.01,0.1730206180541074,0.140502582793042,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.33116996563039897,0.01,0.3226273858808022,0.5574050384744674,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.41561042461409914,0.4039946622053257,0.425498455374539,0.4629241272284718,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.29552844964215,0.38303365644269455,0.5237641701209655,0.4986831708789511,0.17577031478156815,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.19465255370785392,0.01,0.15854599036052283,0.401784421540138,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.26226745482981006,0.09804508240913289,0.32243877910098734,0.437743739718748,0.06748786186788924,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.18216864276251507,0.01,0.2112066473255516,0.2697829695038566,0.01,0.01
321,Otley,-1.691786,53.90583,0.21348910893412854,0.21429945618209695,0.14495058279555073,0.2247764471468206,0.049169936159510624,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.2059693297011412,0.01,0.28699040948168775,0.4745488432198338,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.2888875437110309,0.42360976769148634,0.38060381735446286,0.447913556950754,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.5252981974737908,0.01,0.5070457555999636,0.6606208247292251,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.3393333212663557,0.01,0.3886255615563685,0.5506174923387571,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.2141565838601541,0.01,0.19085062924145887,0.3124349796529275,0.01,0.01
327,Darlington,-1.559458,54.52361,0.25557397356174,0.3515243414118725,0.3073416493596693,0.5792975444640655,0.1613110051925483,0.01
328,Leeds,-1.5490774,53.80076,0.5628283503787959,0.7184205314479606,0.4368444062520443,0.5355914316673627,0.10989199933578313,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.38149030067400286,0.3560166082857833,0.2357328615765651,0.3533434768964075,0.0816862307701941,0.01
330,Leamington Spa,-1.5200789,52.28519,0.3381231453937265,0.12283765310908897,0.2391887601374292,0.566447856065544,0.08455345198485878,0.01
331,Coventry,-1.519693,52.40682,0.3796369590327941,0.01,0.3991546641113577,0.683821095695723,0.06962459329143039,0.01
332,Blyth,-1.510277,55.12696,0.2274375451246402,0.01,0.2240576478747824,0.3199944613421564,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.35258393375055946,0.5576844178229764,0.2848485651026404,0.36223459845736494,0.08530526758396012,0.01
334,Andover,-1.4919233,51.2112,0.23918241317754682,0.01,0.2299153945697282,0.3975137715291948,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.2536673699327289,0.01,0.2040137166471403,0.33182844693897856,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.29715656514739974,0.5713397300330353,0.6529909318081869,0.5975999110748227,0.01,0.01
337,Derby,-1.4746186000000001,52.92253,0.39969442319672505,0.5186698685339597,0.44947168773883317,0.46092202702118723,0.23801241621065763,0.01
338,Sheffield,-1.470085,53.381130000000006,0.4780418510072028,0.3012148228631815,0.6697575379931681,0.8135186406559908,0.13822447020254663,0.01
339,Nuneaton,-1.465382,52.52049,0.31574306005363223,0.01,0.31674779614856124,0.5729292163418211,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.16972430191720814,0.01,0.2693067465173905,0.38326209955866347,0.13041013415256308,0.01
341,South Shields,-1.427406,54.99941999999999,0.31513507431030086,0.01,0.25990771129623513,0.427053726963931,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.30650503828448655,0.2146054849971963,0.3021141283671573,0.5431990494915105,0.0984803111092974,0.01
343,Southampton,-1.4043508999999998,50.9097,0.4610282713751225,0.49341219793039204,0.5835106904248842,0.7196652657658648,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.19593111677532252,0.19728124249508855,0.09078187519790352,0.2225936060896637,0.04526519227016184,0.01
345,Sunderland,-1.383801,54.90687,0.35294370580503337,0.01,0.3456526647819625,0.4827450511221605,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.3101279634798871,0.20494555126116085,0.5164846699990717,0.5773401367222191,0.18809492822542964,0.01
347,Castleford,-1.345968,53.72346999999999,0.290776343004723,0.501012641421508,0.22402980105583778,0.30791731466560296,0.07663656375096155,0.01
348,Thirsk,-1.341377,54.23385,0.1606435844472745,0.01,0.10693226115498196,0.3032317088589777,0.01,0.01
349,Banbury,-1.339775,52.0629,0.2366890123657576,0.18391979127596836,0.2157051279249289,0.49900102082978404,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.26434223596644957,0.36066735456712296,0.2780491745841895,0.5637996246521298,0.16550664250357613,0.01
351,Newbury,-1.3231138999999998,51.40141,0.32284051156277616,0.01,0.3793136360636543,0.44070531228709636,0.01,0.7892471437847867
352,Isle of Wight,-1.304734,50.69385,0.2906470712482698,0.37447895339804976,0.377410369384583,0.48164690837548624,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.2906470712482698,0.37447895339804976,0.377410369384583,0.48164690837548624,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.27586764547035664,0.01,0.1390385213323578,0.3368585823091312,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.0984624983487278,0.01,0.1348314998048407,0.059108597610573715,0.01,0.01
356,Rugby,-1.265032,52.37088,0.2892384792666328,0.01,0.2523881168402005,0.5606507706229807,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.46510417608952215,0.01,0.34699773101209724,0.5504669089144001,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.3299220476526626,0.43042563107897575,0.34148336154677195,0.6725085635249811,0.1975180180442591,0.01
359,Hartlepool,-1.212926,54.69174,0.2523869321661473,0.28035652794187305,0.20501910538442644,0.5357624796456942,0.1286528072364916,0.01
360,Loughborough,-1.206166,52.7721,0.32264383605385644,0.01,0.30035252292876696,0.6515260846055994,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.28802821082501306,0.23951394059754447,0.17214977295761458,0.45828451619233374,0.2198210975936685,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.5067933142874999,0.01,0.32940403006356744,0.6632087833577148,0.42445817850820194,0.01
363,Bicester,-1.1535898999999998,51.8996,0.2061184071883912,0.01,0.16708563461185902,0.33767179867689556,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.39411200985107137,0.01,0.37936728847222895,0.8844552633732063,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.3034993664479313,0.01,0.9534956783739257,0.6563856403101285,0.2556884482946291,0.01
366,Worksop,-1.122745,53.3093,0.2094618262304566,0.462612252519772,0.3460065602583756,0.4510302110406062,0.21228813677206426,0.01
367,Basingstoke,-1.0923964,51.26654,0.29177540552806464,0.01,0.255344718680012,0.45958735516488897,0.01,0.673561982976299
368,Portsmouth,-1.0879769,50.81977,0.40092162021587013,0.4848772178377108,0.5725536733017287,0.6466405430092158,0.01,0.01
369,York,-1.0872979,53.95997,0.42398948389204477,0.01,0.22451831119058968,0.5215320281902747,0.01,0.01
370,Selby,-1.067189,53.783519999999996,0.2095928036858324,0.01,0.16993727620199714,0.34281655891087187,0.01,0.01
371,Helmsley,-1.0562636,54.24651,0.07945071012282656,0.01,0.1237493789797664,0.18392544931887517,0.0604011742366163,0.01
372,Towcester,-0.9896879999999999,52.13511,0.2097862950808754,0.01,0.0823649994230726,0.40731946290603727,0.01,0.01
373,Reading,-0.9781303,51.45426,0.42104770711183614,0.01,0.34286191990257703,0.4490075681826859,0.01,1.0
374,Retford,-0.9455030000000001,53.32136,0.16215821851569734,0.38426620156465074,0.2583992421927081,0.3610820254838103,0.17633591741315083,0.01
375,Petersfield,-0.93899,51.00759,0.18905619579066169,0.25092294635366863,0.205098004386,0.3760328339748963,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.38371016306362954,0.01,0.1310659971731378,0.640693942214297,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.19919452979091734,0.24921125158952084,0.19002786389347123,0.4188777315173238,0.01,0.01
378,Aylesbury,-0.8084,51.81561,0.3010916968194795,0.01,0.20260987230547625,0.675051713880837,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.2902092789627943,0.109332154126934,0.1996046575869032,0.46763869863259605,0.10034287159628445,0.01
380,Malton,-0.7978970000000001,54.13684,0.17840806021519323,0.24292817503389838,0.166652428505743,0.2779914233805483,0.01,0.01
381,Chichester,-0.774936,50.83761,0.24177524050583832,0.3063239326658936,0.32694536456421264,0.49293279939105733,0.01,0.01
382,Gainsborough,-0.774465,53.400580000000005,0.15597876600191418,0.45550909011184815,0.22622152468490134,0.36219687195143796,0.2787047554285567,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.37291823264242724,0.01,0.23931018672658802,0.6114693820122776,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.3192961202410384,0.01,0.22024009116937157,0.5809249745961514,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.2944106473942855,0.01,0.10715601840882824,0.5491854536444334,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.18889993813400074,0.01,0.211904752150592,0.33079201154085347,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.27959422036298504,0.01,0.1337690828045293,0.39773579150439003,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.24902746285832617,0.01,0.11002662580120995,0.35184913165001025,0.01,0.01
389,Corby,-0.6842333,52.4923,0.259425534955469,0.01,0.13287761606223158,0.42538915395287086,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.22941761900538357,0.290874904841072,0.3390568621927702,0.45284385412711653,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.25402685693771926,0.01,0.332706459662809,0.4818147428106357,0.13869761997094188,0.5350936621981632
392,Grantham,-0.643582,52.912519999999994,0.22144296917106898,0.4550204480341139,0.29083031668466464,0.46531396441770234,0.2088043336081408,0.01
393,Whitby,-0.613347,54.48633,0.17718997127848438,0.6323793805021501,0.35599630049715925,0.3482819933216645,0.1450962845628727,0.01
394,Slough,-0.5950406,51.51054,0.35901238210649644,0.01,0.38768497356398385,0.3938382733627072,0.01,0.01
395,Guildford,-0.570409,51.23622,0.32481637312866873,0.01,0.2012248866676483,0.5075338605252715,0.01,0.01
396,Woking,-0.5600349,51.31677,0.39450172200756184,0.01,0.25988829743335295,0.5985826006119314,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.33945267019902836,0.9698541928257928,0.2959337895224767,0.6650429974377914,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.32660544463767255,0.01,0.24509579042020507,0.5448943753248909,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.46372441339922393,0.14018901993165828,0.4899937016720082,0.392416211721384,0.01,0.01
400,Driffield,-0.443377,54.006,0.1540069808262472,0.16072760881021717,0.0647114562301636,0.28206078983506927,0.01,0.28455084277649867
401,Beverley,-0.435093,53.84196,0.26219075014468585,0.3109414477625412,0.19402214407093973,0.47085081218371616,0.1426879211070978,0.5504881934717821
402,Luton,-0.4200255,51.87867,0.33482159348192614,0.5780617649149489,0.2515582575972996,0.653949154463614,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.25788914191084106,0.23048505820531323,0.13912081786380495,0.42500033293516004,0.01,0.4080488600882062
404,Worthing,-0.372882,50.81787,0.33254153313961654,0.128941989322945,0.3639111813884716,0.5085191875659386,0.01,0.01
405,Dorking,-0.332378,51.2322,0.3123647630967398,0.01,0.3190289197845715,0.4775312884099116,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.39059169761533236,0.43828244347496137,0.2939250957179637,0.6791638262935416,0.20112343068827498,0.7759316497528556
407,Horsham,-0.325858,51.06288,0.243352187291414,0.01,0.26487612778179837,0.3923576021629332,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.19817137890782627,0.43965168356778345,0.30283840075120183,0.3122106050532773,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.3248802601216331,0.01,0.2402105304526713,0.7095233108133389,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.4307448942213937,1.0,0.3585537492164075,0.7541944927749901,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.18712304151716785,0.1695635386303641,0.13450389997660633,0.33698741614858646,0.01,0.30019390059119927
412,Stevenage,-0.19661199999999998,51.90376,0.2957087428365768,0.5447337461821519,0.19046921704727046,0.5485544180812787,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.2962750091663104,0.01,0.26522306936493506,0.4658374481408812,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.20544794658126986,0.01,0.2089217896766695,0.351820677075725,0.01,0.01
415,Hove,-0.168749,50.82793,0.26746740659359275,0.11260026144629157,0.2632787147196297,0.41128192114198914,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.2003875471651557,0.01,0.15513454350249933,0.5286303899562262,0.01,0.01
417,Brighton,-0.137163,50.82253,0.47474785972772415,0.17769344412730442,0.42532668739581075,0.6470445687634997,0.01,0.01
418,London,-0.12775830000000002,51.50735,1.0,0.3267215440518342,0.7325530994136293,0.8327227261201706,0.08177958532278358,0.07887613245757188
419,Grimsby,-0.08078400000000001,53.56746999999999,0.2808561031899952,0.13791289363460724,0.25499758882652596,0.511395468847413,0.12657369564712662,0.48831971562285176
420,Boston,-0.026576999999999996,52.97894,0.27243920442511266,0.2143038649555006,0.13349130811415869,0.6100452677972878,0.01,0.01
421,Royston,-0.024066,52.048140000000004,0.1727165231823071,0.23388181655020743,0.1877786890540364,0.2909697632070098,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.17799057164316628,0.09423067800662306,0.12817551648070405,0.3965183276514039,0.08648303174779996,0.33365044177128317
423,Lewes,0.00878,50.873870000000004,0.24797224800010118,0.11610882799295867,0.17366587629980962,0.39712427041071885,0.01,0.01
424,Chatteris,0.054012,52.4561,0.1278452951676269,0.01,0.146940644952534,0.2433441039783805,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.2678958244257814,0.12035014947778662,0.14320752431354952,0.37692514766297813,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.4566779335623674,0.01,0.4812179165727633,0.5909014611263211,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.25716488177914565,0.8182433357004129,0.12515272156270624,0.5895046296198506,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.1523268548008975,0.01,0.16294033797108112,0.4007267681144163,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.29426794417691204,0.8861102522036974,0.5820616487780934,0.6934506108985613,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.28999863532591724,0.21468208185188356,0.10319233438899986,0.5570152914609033,0.1970309212799603,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.28300935891797846,0.1203307545322633,0.19037799390822494,0.42006767679926366,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.46471530445532094,0.01,0.4499851341058516,0.8242728601122087,0.01,0.01
433,Skegness,0.337881,53.1464,0.16473444588200006,0.14019067918134584,0.08505920442290903,0.42318793691753176,0.01,0.01
434,Downham Market,0.385472,52.606609999999996,0.12343801080906464,0.01,0.10789994838882726,0.34514388158092657,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.21643520697393606,0.01,0.17028447319322843,0.5309003234405916,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.1951668596743265,0.09013005306953933,0.130067553498079,0.31615665748503624,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.2603690887340789,0.01,0.25028621921867383,0.5857652517215762,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.22619881794744298,0.01,0.26124023885232167,0.35728118551024146,0.01,0.39609828008710524
439,Medway,0.5417860999999999,51.404740000000004,0.2510001169890192,0.01,0.17275516285608455,0.5622548305298719,0.09243434076043346,0.01
440,Braintree,0.5509269,51.88009,0.2251417184994036,0.01,0.16886286461134906,0.42903071235927387,0.01,0.804569642699448
441,Gillingham,0.551438,51.38632,0.3843384828555199,0.01,0.29093237015838247,0.857818692702611,0.2139611802267263,0.01
442,Hastings,0.573453,50.85426,0.2555813396695834,0.01,0.13909353604540495,0.451152312359726,0.18709973815462766,0.01
443,Maldon,0.6714479999999999,51.731809999999996,0.22394507885519085,0.01,0.2257619108060387,0.49824000928764894,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.3044257437274024,0.01,0.2685306551079971,0.6809440095237337,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.32438945495345495,0.01,0.336288813697657,0.565212488686403,0.01,0.7519087937278618
