,placename,might_be_able_to,might_can,might_could,longitude,latitude
367,Basingstoke,0.6278937667826556,0.01,0.6042154555415691,-1.0923964,51.26654
368,Portsmouth,1.0,0.01,0.01,-1.0879769,50.81977
369,York,0.912889079555746,0.01,0.14144737096710525,-1.0872979,53.95997
370,Selby,0.8944500055611154,0.01,0.17139061225721874,-1.067189,53.783519999999996
371,Helmsley,0.9173022228577794,0.01,0.1342817499314365,-1.0562636,54.24651
372,Towcester,0.6228887617776523,0.18855485042255626,0.3061708826876582,-0.9896879999999999,52.13511
373,Reading,0.7947153502709029,0.01,0.3333333354833333,-0.9781303,51.45426
374,Retford,1.0,0.01,0.01,-0.9455030000000001,53.32136
375,Petersfield,0.6162114495447799,0.1918947941692163,0.31159420392681153,-0.93899,51.00759
376,Northampton,0.8225368225368259,0.17746338910031434,0.01,-0.9026559999999999,52.24048
377,Melton Mowbray,0.8320066097843898,0.10079650523253683,0.10911397898177204,-0.887126,52.7664
378,Aylesbury,0.5901417290306171,0.2049297804061813,0.3327601046344798,-0.8084,51.81561
379,Newark-on-Trent,0.8585450529895021,0.10609095708835348,0.057422659985154674,-0.80657,53.07004000000001
380,Malton,0.9054212943101844,0.01,0.15357142949285713,-0.7978970000000001,54.13684
381,Chichester,0.8106956162511764,0.01,0.3073868173352263,-0.774936,50.83761
382,Gainsborough,1.0,0.01,0.01,-0.774465,53.40058000000001
383,Milton Keynes,0.5305305305305287,0.1564893844823995,0.5082074830835849,-0.7594171,52.040620000000004
384,Aldershot,0.6924742202519986,0.01,0.4993548387512903,-0.7557509,51.24837
385,High Wycombe,1.0,0.01,0.01,-0.748229,51.628609999999995
386,Midhurst,0.8172299283410446,0.01,0.2967791409064417,-0.737274,50.9869
387,Kettering,0.8433036210813952,0.01,0.25443787089112424,-0.7302489999999999,52.39632
388,Wellingborough,0.6555881278103483,0.17220616491112714,0.27962427589075145,-0.693964,52.30242
389,Corby,0.861234250123135,0.01,0.2253275116493449,-0.6842333,52.4923
390,Bognor Regis,0.7995495495495512,0.1002242788164424,0.1627418008245164,-0.673061,50.783
391,Scunthorpe,1.0,0.01,0.01,-0.654413,53.58865
392,Grantham,0.7933369877814316,0.10333116434111328,0.1677866876644266,-0.643582,52.912519999999994
393,Whitby,1.0,0.01,0.01,-0.613347,54.48633
394,Slough,0.6972369194591447,0.01,0.4916158514167683,-0.5950406,51.51054
395,Guildford,0.889508556175225,0.01,0.17941585704116828,-0.570409,51.23622
396,Woking,0.8946367001922576,0.01,0.1710875332078249,-0.5600349,51.31677
397,Lincoln,0.935514879959322,0.01,0.1047077904905844,-0.540579,53.23069
398,Bedford,0.5398970398970384,0.23005148015883736,0.3735521233528957,-0.46677820000000003,52.13864
399,Heathrow,0.7319700653033951,0.01,0.4352226694795546,-0.4542955,51.47002
400,Driffield,0.9376757710091024,0.01,0.10120293144759412,-0.443377,54.006
401,Beverley,0.9325992659325972,0.01,0.1094457024811086,-0.435093,53.84196
402,Luton,1.0,0.01,0.01,-0.4200255,51.87867
403,Scarborough,0.9335009612787384,0.01,0.10797990773404018,-0.399752,54.28311
404,Worthing,0.7946279612946313,0.1026856226195366,0.16673847236652306,-0.372882,50.81787
405,Dorking,0.9190976690976688,0.01,0.13136456328727086,-0.332378,51.2322
406,Hull,0.9304741249185656,0.01,0.11289381442421235,-0.3274198,53.767619999999994
407,Horsham,1.0,0.01,0.01,-0.325858,51.06288
408,Biggleswade,0.7262738929405598,0.01,0.4444699635110601,-0.26421999999999995,52.08694000000001
409,Peterborough,0.7890469834914274,0.01,0.3425385045649229,-0.2405299,52.5695
410,Welwyn Garden City,1.0,0.01,0.01,-0.208661,51.80317
411,Bridlington,0.934704545815658,0.01,0.1060273959879452,-0.198802,54.08535
412,Stevenage,1.0,0.01,0.01,-0.19661199999999998,51.90376
413,Crawley,1.0,0.01,0.01,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.8599035543479985,0.01,0.227486481445027,-0.182552,52.33146
415,Hove,0.806703528925749,0.09664774157001893,0.1569343046861314,-0.168749,50.82793
416,Spalding,0.7585283696394779,0.01,0.3920972665158055,-0.1537024,52.7901
417,Brighton,0.806703528925749,0.09664774157001893,0.1569343046861314,-0.137163,50.82253
418,London,0.9022752911641831,0.032575443661869,0.10579045523841908,-0.12775830000000002,51.50735
419,Grimsby,1.0,0.01,0.01,-0.08078400000000001,53.56746999999999
420,Boston,0.93329440551663,0.01,0.1083123407333753,-0.026576999999999996,52.97894
421,Royston,1.0,0.01,0.01,-0.024066,52.048140000000004
422,Louth_Lincs,0.9547841492285921,0.01,0.07342060140315879,-0.007711,53.36596
423,Lewes,0.810393727060394,0.09480243779408644,0.1539379442921241,0.00878,50.873870000000004
424,Chatteris,1.0,0.01,0.01,0.054012,52.4561
425,Uckfield,0.7872038705372032,0.10639880828249007,0.17276785495446428,0.095913,50.966409999999996
426,Cambridge,1.0,0.01,0.01,0.12181700000000001,52.20534
427,Bishop's Stortford,1.0,0.01,0.01,0.15365020000000001,51.87216
428,Wisbech,1.0,0.01,0.01,0.158797,52.66631999999999
429,Sevenoaks,1.0,0.01,0.01,0.190898,51.27241
430,Tunbridge Wells,1.0,0.01,0.01,0.26369499999999996,51.13238
431,Eastbourne,0.7927530705308463,0.10362319020193236,0.16826087231347825,0.29047199999999995,50.768029999999996
432,Brentwood,1.0,0.01,0.01,0.30717490000000003,51.62047000000001
433,Skegness,0.9362934362934344,0.01,0.10344827319310346,0.337881,53.1464
434,Downham Market,1.0,0.01,0.01,0.385472,52.606609999999996
435,King's Lynn,1.0,0.01,0.01,0.4022963,52.75168000000001
436,Bexhill,0.8010589955034364,0.09947134012275087,0.1615191968769616,0.4662071,50.849909999999994
437,Chelmsford,1.0,0.01,0.01,0.4685497,51.73559
438,Mildenhall,1.0,0.01,0.01,0.5156095,52.34757000000001
439,Medway,1.0,0.01,0.01,0.5417860999999999,51.404740000000004
440,Braintree,1.0,0.01,0.01,0.5509269,51.88009
441,Gillingham,1.0,0.01,0.01,0.551438,51.38632
442,Hastings,0.8255239366350444,0.08723767821831788,0.14165446756669106,0.573453,50.85426
443,Maldon,1.0,0.01,0.01,0.6714479999999999,51.731809999999996
444,Southend,1.0,0.01,0.01,0.7077123000000001,51.54593
445,Bury St Edmunds,1.0,0.01,0.01,0.7104931999999999,52.24292
446,Thetford,1.0,0.01,0.01,0.751657,52.412859999999995
447,Ashford,1.0,0.01,0.01,0.8750190000000001,51.14647
448,Faversham,1.0,0.01,0.01,0.889358,51.31599
449,Colchester,1.0,0.01,0.01,0.891874,51.89593
450,New Romney,1.0,0.01,0.01,0.939473,50.98512
451,Canterbury,1.0,0.01,0.01,1.0789089,51.280229999999996
452,Ipswich,1.0,0.01,0.01,1.14822,52.05674000000001
453,Clacton,1.0,0.01,0.01,1.153035,51.78953
454,Folkestone,1.0,0.01,0.01,1.169456,51.0814
455,Sheringham,1.0,0.01,0.01,1.2109589,52.944419999999994
456,Harwich,1.0,0.01,0.01,1.260297,51.93473
457,Norwich,1.0,0.01,0.01,1.297355,52.63089
458,Cromer,1.0,0.01,0.01,1.301866,52.93145
459,Dover,1.0,0.01,0.01,1.3134027,51.12788
460,Felixstowe,1.0,0.01,0.01,1.3512549999999999,51.961729999999996
461,Margate,1.0,0.01,0.01,1.3868339,51.38965
462,Ramsgate,1.0,0.01,0.01,1.4198950000000001,51.33555
463,Great Yarmouth,1.0,0.01,0.01,1.728047,52.59823000000001
464,Lowestoft,1.0,0.01,0.01,1.7534490000000005,52.48114
465,Swaffham,1.0,0.01,0.01,0.687481,52.64747
466,Dereham,1.0,0.01,0.01,0.9378270000000001,52.681619999999995
467,Ely,1.0,0.01,0.01,0.262363,52.39954
468,March,1.0,0.01,0.01,0.088622,52.551719999999996
469,St Neots,0.8551329106884676,0.01,0.2352297580295405,-0.26510300000000003,52.23008
470,Banham,1.0,0.01,0.01,1.0402849,52.45125
471,Holt,1.0,0.01,0.01,1.086747,52.90936
472,Cromer,1.0,0.01,0.01,1.301866,52.93145
473,Hunstanton,0.9142992198547738,0.01,0.13915857557168285,0.49103199999999997,52.93891
474,Horncastle,0.9367462700796012,0.01,0.10270700694458597,-0.11245,53.20731
475,Market Weighton,0.9338346282790772,0.01,0.10744031363511937,-0.6677465,53.86484
476,Hawes,1.0,0.01,0.01,-2.1968695,54.30383000000001
477,Reeth,1.0,0.01,0.01,-1.9428115000000001,54.38946
478,Aysgarth,1.0,0.01,0.01,-1.9967433999999997,54.29159
479,Stanhope,1.0,0.01,0.01,-2.011302,54.74946
480,Keswick,1.0,0.01,0.01,-3.134706,54.60128
481,Oxenholme,1.0,0.01,0.01,-2.7243327999999996,54.30134
