,placename,dont_got_any,dont_got_none,dont_have,dont_have_negc,got_none,have_none,havent,havent_got,havent_got_negc,havent_negc,not_got_any,not_got_none,longitude,latitude
132,Loughborough,0.01,0.01,0.5141260333234665,0.30185522685078003,0.30006557118632515,0.2168266423892789,0.16344882867475374,0.6392852330660305,0.13411206932119124,0.01,0.462137434978713,0.01,-1.206166,52.7721
133,Buxton,0.01,0.01,0.5160228329658838,0.1735028147321032,0.4886767608278746,0.3569956332692631,0.20377756504702413,0.5325503040854896,0.01,0.8388027227268007,0.3514753357075336,0.01,-1.91483,53.25908
134,Banham,0.01,0.01,0.5165576517748528,0.01,0.3112105378616445,0.16439841486074716,0.15242342313805815,0.7379645949294259,0.01,0.6985508091521447,0.2913580648428413,0.01,1.0402849,52.45125
135,Louth_Lincs,0.01,0.01,0.5172027283536774,0.1527403675064425,0.05061159742654221,0.0881988302066866,0.1200328456719811,0.802393662291414,0.20358430200904448,0.7384263665684958,0.36502486637065096,0.01,-0.007711,53.36596
136,Whitby,0.01,0.01,0.5181941332801413,0.37186611304006656,0.30120557220756683,0.23746884238981197,0.1490935044062281,0.6764647697305864,0.1652173939492029,0.01,0.29970482340188875,0.01,-0.613347,54.48634000000001
137,Chichester,0.01,0.01,0.5182160933338882,0.2473530830571584,0.3278488149593754,0.2006122220474582,0.2595906151700973,0.6756653403815472,0.01,0.01,0.2863305360857726,0.01,-0.774936,50.83761
138,Nottingham,0.01,0.01,0.5232906957539778,0.3494395885759001,0.2315785531425509,0.2280103249988669,0.16429897828422,0.6113567543037416,0.3105069063443886,0.01,0.495843150487266,0.01,-1.1581086,52.95478000000001
139,Hartlepool,0.031220960412488383,0.01,0.5288410993385907,0.14967477343392888,0.4243196333351065,0.2498759693848988,0.18409642527191072,0.6316406426756903,0.13299883192464487,0.01,0.2999451723011237,0.01,-1.212926,54.69174
140,Grimsby,0.01,0.01,0.5293910156845115,0.37128896339018,0.09842336479908136,0.10805985726815408,0.1734523221840416,0.7603087082219431,0.19795316827602805,0.7180015156573352,0.32997239553757673,0.01,-0.08078400000000001,53.56746999999999
141,Bodmin,0.01,0.01,0.5297103514660854,0.2167967703137287,0.19555665587127646,0.22976661450405084,0.19376010424658704,0.7115231101847954,0.09632121925554137,0.01,0.17810007866514888,0.01,-4.7188629,50.4715
142,Wadebridge,0.01,0.01,0.5297103514660854,0.2167967703137287,0.19555665587127646,0.22976661450405084,0.19376010424658704,0.7115231101847954,0.09632121925554137,0.01,0.17810007866514888,0.01,-4.836456,50.51665
143,Scilly Isles,0.01,0.01,0.5297103514660854,0.2167967703137287,0.19555665587127646,0.2225906336558174,0.19376010424658704,0.7169485975746729,0.09632121925554137,0.01,0.17810007866514888,0.01,-6.327496599999999,49.92773
144,Newquay,0.01,0.01,0.5297103514660854,0.2167967703137287,0.19555665587127646,0.2225906336558174,0.19376010424658704,0.7169485975746729,0.09632121925554137,0.01,0.17810007866514888,0.01,-5.0737190000000005,50.4155
145,Camelford,0.01,0.01,0.5297103514660854,0.2167967703137287,0.19555665587127646,0.22976661450405084,0.19376010424658704,0.7115231101847954,0.09632121925554137,0.01,0.17810007866514888,0.01,-4.682364,50.62206
146,Luton,0.11909262964763705,0.01,0.5312535027429485,0.3806238314400863,0.2995407170290621,0.15401969827436826,0.2635300965380529,0.7081873759599577,0.01,0.9200666914147324,0.2096411849350654,0.01,-0.4200255,51.87867
147,Bude,0.01,0.01,0.5314415357031588,0.21939527264824105,0.181745430077061,0.2557783204348603,0.1888697585210212,0.6923413912519603,0.09747571483560187,0.01,0.1802347561313995,0.01,-4.543678,50.82664000000001
148,Milton Keynes,0.01,0.01,0.5316350586768065,0.07713819307137725,0.28116321558749235,0.1821519878222064,0.1456914341133133,0.6718253584733918,0.01,0.01,0.42918488737308624,0.01,-0.7594171,52.04062
149,Derby,0.01,0.01,0.5326287511088683,0.1859330363850329,0.2875144401611996,0.268240964626282,0.15499262278651785,0.5872798470336157,0.1652173939492029,0.01,0.4547644612591415,0.01,-1.4746186,52.92253
150,Sidmouth,0.01,0.01,0.5334417305986359,0.2721865454625555,0.2405091690242107,0.2511089443335137,0.19502931858599992,0.7031917109682715,0.01,0.01,0.13212914838143766,0.01,-3.23756,50.67865
151,Falmouth,0.01,0.01,0.5348956691571501,0.21749932074576334,0.19619039502658875,0.2322181019383699,0.19469629604917008,0.7033679734241768,0.0966333572735762,0.01,0.17867723180689468,0.01,-5.0662699999999985,50.15257
152,Penzance,0.01,0.01,0.5359277916832702,0.2158670568078027,0.19471804567796835,0.21937736764513788,0.19252123158575185,0.7133112318286658,0.0959081543453974,0.01,0.17733631547117887,0.01,-5.537592,50.1188
153,Redruth,0.01,0.01,0.5359277916832702,0.2158670568078027,0.19471804567796835,0.21937736764513788,0.19252123158575185,0.7133112318286658,0.0959081543453974,0.01,0.17733631547117887,0.01,-5.226666000000002,50.23302
154,Nuneaton,0.01,0.01,0.5361240596636364,0.2617697433041157,0.2385329596846178,0.26421320202927684,0.17894152893297535,0.655289138453504,0.13084016654851607,0.01,0.24253731404442802,0.01,-1.465382,52.52049
155,Newark-on-Trent,0.01,0.01,0.536423722897062,0.5191523921930804,0.2150310135431943,0.18482181179337204,0.0901709918404956,0.6507283348095776,0.34598339774989384,0.01,0.5016072639980084,0.01,-0.80657,53.07004000000001
156,Norwich,0.01,0.01,0.5365797307788909,0.01,0.3072962823067749,0.16278988240751358,0.12486580438243006,0.7332806393580459,0.01,0.01,0.2876935076490986,0.01,1.297355,52.63089
157,Launceston,0.01,0.01,0.5375738807120732,0.22023518405262868,0.1824412176687615,0.25391399566526,0.19834191235734847,0.6835525561936097,0.09784888132890424,0.01,0.1809247447619424,0.01,-4.360451599999998,50.63683
158,Truro,0.01,0.01,0.5377413261218962,0.2163309269457488,0.19513646119130504,0.22098050166751526,0.19313933404753064,0.7097121620993795,0.09611424845463412,0.01,0.17771737603085053,0.01,-5.0510410000000014,50.2632
159,Rugby,0.01,0.01,0.5380153692926168,0.01,0.20620848203459805,0.19734090624325198,0.1275851639096113,0.7085842940174667,0.01,0.01,0.3102273744495717,0.01,-1.265032,52.37088
160,Midhurst,0.08894902803557961,0.01,0.5382024872505881,0.21321294160233767,0.4160477538999777,0.16197858489132494,0.1971020584598135,0.7168597608937807,0.01,0.01,0.20169470612598656,0.01,-0.737274,50.9869
161,Cavan,0.4621733173848693,0.01,0.5384957454683376,0.01,0.6118179542465949,0.7108989653673998,0.6640797178772774,0.1737301821892684,0.01,0.01,0.01,0.01,-7.3633319,53.98972
162,Helston,0.01,0.01,0.5398375962525166,0.21749932074576334,0.19619039502658875,0.2250187945370546,0.19469629604917008,0.7033679734241768,0.0966333572735762,0.01,0.17867723180689468,0.01,-5.274996,50.10159
163,St Austell,0.01,0.01,0.5398375962525166,0.21749932074576334,0.19619039502658875,0.2322181019383699,0.19469629604917008,0.6979248497108096,0.0966333572735762,0.01,0.17867723180689468,0.01,-4.7834252,50.34038
164,Worcester,0.01,0.01,0.54038293758724,0.0707421894018137,0.24378568229883985,0.15141672153960584,0.2280702566703628,0.7255799654590084,0.13200702527029742,0.01,0.2303476031237414,0.01,-2.221575,52.19364
165,Liskeard,0.01,0.01,0.5407544284964635,0.21773453781979266,0.19640256064778744,0.2258316915883117,0.19500970918382668,0.701545990039206,0.09673786249903428,0.01,0.1788704492546407,0.01,-4.4647190000000005,50.45552
166,Penrith,0.01,0.01,0.5417375984027719,0.01,0.36525886251827866,0.13496796931025384,0.2309276639357521,0.6661085190194648,0.01,0.01,0.4103503365163531,0.01,-2.752708,54.6641
167,Saltash,0.01,0.01,0.5418638687118186,0.22124346432990047,0.1832764919246295,0.2477236616556788,0.19968551670406767,0.6826689763867768,0.09829685288086784,0.01,0.181753078179788,0.01,-4.21643,50.40921
168,Northallerton,0.01,0.01,0.5444546975528722,0.20457200620431845,0.4067182933379639,0.2074247085513811,0.13463292716982175,0.6716806398417849,0.1817796919634677,0.01,0.2788224235341221,0.01,-1.429959,54.33796
169,Cork,0.01,0.01,0.5470043512931497,0.01,0.7280300052894624,0.9394829902774928,0.4187188746735971,0.07495175457735659,0.01,0.01,0.035161294366647805,0.01,-8.4756035,51.89851
170,Evesham,0.01,0.01,0.5477125630264984,0.07169308492810254,0.16629207795810025,0.15139532775806494,0.2269554184611161,0.7277221740890559,0.09555812177719644,0.01,0.23023125491852664,0.01,-1.94677,52.09215
171,Swaffham,0.01,0.01,0.5479070010023851,0.01,0.3102541468371132,0.1804798738500009,0.18681198250688014,0.7160399237989891,0.01,0.01,0.2002432354619212,0.01,0.687481,52.64747
172,Tiverton,0.01,0.01,0.5482624793724182,0.2826956867325771,0.2497952623995016,0.2156393874847045,0.2385212401102457,0.6894236378938279,0.01,0.01,0.15834306832714476,0.01,-3.491207,50.90205
173,Axminster,0.01,0.01,0.5488087357093806,0.2979652253241443,0.32910962139511923,0.2310796995006785,0.17713300237241572,0.6852817221275291,0.01,0.01,0.16689582003542974,0.01,-2.994937,50.78273
174,Charleville,0.01,0.01,0.549425904719902,0.01,0.6660773770244469,0.9495707914232928,0.4023249238384006,0.07627014534245355,0.01,0.01,0.037530732866462135,0.01,-8.681017599999999,52.36206
175,Dartmouth,0.01,0.01,0.5502855493238823,0.2493756035718041,0.1652647426640067,0.25608543116800725,0.20868957463910348,0.6857879350011786,0.11079575656898806,0.01,0.1210558827964844,0.01,-3.578807,50.35252
176,Aylesbury,0.01,0.2886695425472496,0.5508812157817757,0.07259779076360015,0.3127253203345047,0.12000265256232195,0.13704448500972366,0.7099468763702792,0.01,0.01,0.3659703103855023,0.01,-0.8084,51.81561
177,Totnes,0.01,0.01,0.5537785703730513,0.2463247885895436,0.21765724141280773,0.2505857630715339,0.20497274201106985,0.669628174903552,0.10944030178804663,0.01,0.15636721045416524,0.01,-3.685797,50.43374
178,Lyme Regis,0.01,0.01,0.5538627505790823,0.2962118292241086,0.3271729540339845,0.22662046231895264,0.1642533201140308,0.6878897816451827,0.01,0.01,0.16591371956162615,0.01,-2.936639,50.72516
179,Newbury,0.01,0.01,0.5543829293522199,0.01,0.34553448745500703,0.2741837705840169,0.2286854154220421,0.5968809607624052,0.01,0.9452566601193944,0.2482355310402502,0.01,-1.3231138999999998,51.40141
180,Plymouth,0.01,0.01,0.5561273811217656,0.2182853106192274,0.1808259567602016,0.23014370489644345,0.19574364357165625,0.6827120090160916,0.09698256682510692,0.01,0.17932291750460527,0.01,-4.1426565,50.37546
181,Corby,0.01,0.01,0.5564371093798252,0.2053020610468243,0.2721131731454723,0.1273655124243887,0.11070102401555362,0.7045168035362944,0.01,0.01,0.4063102780577144,0.01,-0.6842333,52.4923
182,Mallow,0.01,0.01,0.5577020999758902,0.01,0.7280300052894624,0.9394829902774928,0.4187188746735971,0.0631693299698681,0.01,0.01,0.035161294366647805,0.01,-8.6539164,52.13898
183,Macclesfield,0.01,0.01,0.5582707738677194,0.1856188095696502,0.4612957866309504,0.3557298012044499,0.18224890988435613,0.5022571470697047,0.01,0.8973777902875861,0.3344320687237945,0.01,-2.119287,53.25866
184,Torquay,0.01,0.01,0.5582899889147482,0.2504612827904017,0.16598423765111572,0.2636386357032223,0.19094088855337413,0.6768089803756093,0.11127811590443573,0.01,0.12158292258748787,0.01,-3.525315,50.46192
185,Whitehaven,0.01,0.01,0.5607572924534732,0.2390052729941603,0.23758826668071026,0.11673280299859505,0.2051547460870657,0.6543039230338749,0.01,0.01,0.4837215194994099,0.01,-3.589233,54.5497
186,Okehampton,0.01,0.01,0.5612216560900036,0.2484524540759905,0.21953728679579027,0.2737472974522072,0.18864643518086813,0.6516748007070251,0.11038560800052358,0.01,0.14844031774583116,0.01,-4.004263,50.73831
187,Doon,0.6908841662763537,0.01,0.5622487461038063,0.01,0.3658327771954961,0.9807383987054428,0.5353765574027917,0.01,0.01,0.01,0.01,0.01,-7.60964,54.185930000000006
188,Welwyn Garden City,0.01,0.01,0.562506776735336,0.7644589940851825,0.2110907376762909,0.19866892023385205,0.2444271198246703,0.6733332641317592,0.01,0.8212871182942729,0.16810327119205162,0.01,-0.208661,51.80317
189,Tavistock,0.01,0.01,0.5626778821541164,0.22444960070482164,0.18593243187704392,0.2638990933302054,0.17832169397514847,0.6588891151937128,0.09972131582044508,0.01,0.16762448764358165,0.01,-4.141654,50.55112
190,Towcester,0.01,0.01,0.5629510103225981,0.01,0.20953970468324687,0.1895451722032796,0.0974768203527626,0.6382760322464553,0.01,0.01,0.484074866290427,0.01,-0.989688,52.13511
191,Bishop Auckland,0.031929046812771616,0.01,0.5640490130099597,0.15306937341207835,0.3663155985410122,0.22020012849598386,0.17683114943262904,0.6333006238320344,0.13601520591286664,0.01,0.2724530656764122,0.01,-1.6787880000000002,54.66382
192,Paignton,0.01,0.01,0.5643290036952369,0.2534564043617082,0.1679691649072191,0.2521162515428849,0.21366133234710874,0.6642716707332669,0.11260882651026867,0.01,0.14196561448514447,0.01,-3.564235,50.43508
193,Workington,0.01,0.01,0.5644808940669878,0.2379226945656157,0.2890703213833234,0.11775590561676745,0.18567791819104604,0.6447915452069864,0.01,0.01,0.4992991010466967,0.01,-3.542752,54.64357
194,Leamington Spa,0.01,0.01,0.564536709203596,0.2929488316082135,0.1802741037492556,0.2566468679770414,0.21716255354217712,0.6232271589706958,0.0557807241695055,0.01,0.24925450751778225,0.01,-1.5200789,52.28519
195,Stratford-upon-Avon,0.01,0.01,0.5649635577483076,0.3364087801326824,0.18578573958800548,0.24533528920926986,0.2136835788229128,0.640375560973658,0.14946396029681702,0.01,0.2142504854048535,0.01,-1.708298,52.19173
196,Exeter,0.01,0.01,0.565039960435303,0.22965498153398986,0.20292747636421607,0.213186433809906,0.21963773844933399,0.6863134470516754,0.10203402844724917,0.01,0.14578518833559145,0.01,-3.533899,50.71841
197,Grantham,0.01,0.01,0.565938492634461,0.3277981277751819,0.17378917480294395,0.15305884422927735,0.0920715093416647,0.6690027908726079,0.1747659796827242,0.01,0.4553423361919321,0.01,-0.643582,52.91252
198,Petersfield,0.07239067922895627,0.01,0.5669687851561022,0.2892036410040584,0.3577641230692261,0.18263184834274845,0.22858508396948396,0.6513003563645914,0.01,0.01,0.2451422864957165,0.01,-0.93899,51.00759
199,Ambleside,0.01,0.01,0.5682571083092726,0.2031752009603912,0.1346470640459068,0.10938093994012407,0.1988150217649033,0.6763675180039148,0.01,0.01,0.4521739697406879,0.01,-2.961333,54.42874000000001
200,Helmsley,0.01,0.01,0.5708127095641065,0.21895785990074806,0.3385817711212433,0.21556467586754785,0.14245398160861922,0.6400131597206931,0.19456275110283336,0.01,0.2820773793472999,0.01,-1.0562636,54.24651
201,Kingsbridge,0.01,0.01,0.5721980229546613,0.2584447701571589,0.12845623134432588,0.2610285277079463,0.20005942921399847,0.6567520966817206,0.11482512094498346,0.01,0.14475967513791066,0.01,-3.777493,50.28395
202,Bedford,0.12090680284836272,0.01,0.5728467595424444,0.0966054765348518,0.22407638567279808,0.1619911145826946,0.15129705539758842,0.6508633282685171,0.01,0.01,0.3932031105699356,0.01,-0.4667782,52.13864
203,Enniskillen,0.01,0.01,0.5760231898167572,0.01,0.2607474118907755,0.7951704038026279,0.4441425029207891,0.2084638127332845,0.01,0.01,0.01,0.01,-7.631533599999999,54.34382
204,Fermanagh,0.01,0.01,0.5760231898167572,0.01,0.2607474118907755,0.7951704038026279,0.4441425029207891,0.2084638127332845,0.01,0.01,0.01,0.01,-7.6318728,54.34383
205,Wincanton,0.01,0.01,0.576784929181114,0.3226763071974452,0.2851228398915491,0.17821773137941244,0.2488529726274518,0.6385988777453079,0.01,0.01,0.2771299754111204,0.01,-2.416007,51.05569000000001
206,Aysgarth,0.01,0.01,0.5768379993110032,0.01,0.4028909945523697,0.13433415353937125,0.22428274433629414,0.6720701506434285,0.01,0.01,0.27241509796372865,0.01,-1.9967434,54.29159
207,Scarborough,0.01,0.01,0.5769519170898174,0.3731871301426955,0.24731639400641456,0.1938613842909661,0.1689053326443008,0.6408093641420084,0.16580431218510888,0.6013935034815102,0.2961244059917216,0.01,-0.399752,54.28311
208,Wisbech,0.01,0.01,0.5769807396603608,0.01,0.10709271006042227,0.07905735399577189,0.1263567782160056,0.7766599987926677,0.01,0.01,0.2805919243548789,0.01,0.158797,52.66631999999999
209,Stanhope,0.03656944201462778,0.01,0.5780764548421234,0.01,0.3420977602249151,0.2252647230538324,0.14738445071611425,0.6318044589261614,0.01,0.01,0.27277088681444706,0.01,-2.011302,54.74946
210,Coventry,0.01,0.01,0.5787718565441192,0.3383559957460382,0.21177589474734854,0.2438931084031575,0.1854128616275032,0.6335516139100404,0.1503290939506092,0.01,0.21127906114389228,0.01,-1.519693,52.40682
211,Ross-on-Wye,0.01,0.01,0.5788921793386089,0.28419195887820825,0.36621285166785306,0.06043656643802201,0.19700753776833724,0.760147260277769,0.2525288171235846,0.01,0.1768679542846484,0.01,-2.582446,51.91445
212,Manchester,0.035133319214053334,0.01,0.5796964663071016,0.16843080814521974,0.2790537021877878,0.2459099221826189,0.15549527661783166,0.5721574050941562,0.07483257604468277,0.2714273464821001,0.3936124518049781,0.01,-2.2426305,53.48076
213,Durham,0.03236578801294632,0.01,0.5799426019095184,0.15516313155794442,0.4056024445037895,0.2235686827028944,0.1470755451375475,0.6288732011831857,0.01,0.01,0.2530038601219661,0.01,-1.584852,54.77525
214,Portsmouth,0.01,0.01,0.5802276251071126,0.3242380180941973,0.32231569568351043,0.1515789410544668,0.2431110820964871,0.6525578766189011,0.01,0.01,0.2772605143290206,0.01,-1.0879769,50.81977
215,Bantry,0.01,0.01,0.5808690416769797,0.01,0.7383893364580243,0.9129287087219984,0.4260305599424162,0.05398554204434014,0.01,0.01,0.035661612851683226,0.01,-9.4539805,51.68035
216,Swindon,0.01,0.01,0.5809884494692305,0.01,0.3283100194302788,0.13843502821846448,0.2019341585881501,0.6598969051074087,0.01,0.01,0.3329806446754007,0.01,-1.7797176,51.55577
217,Hull,0.01,0.01,0.5810058345117798,0.21128018291922954,0.18669115748845008,0.15165618526881522,0.19579365597970105,0.6654033684168517,0.18774046176459566,0.6809587644627527,0.3011144437189425,0.01,-0.3274198,53.76762
218,Sedbergh,0.01,0.01,0.5823550053138753,0.33087753445793217,0.18273099943440294,0.12494548251308292,0.2953878318124727,0.6533350338108477,0.01,0.01,0.3237107890529928,0.01,-2.5281740000000004,54.32363
219,Hawes,0.01,0.01,0.5837371161965915,0.01,0.22446949254075488,0.09553016589844557,0.2917392871260182,0.6625282949615644,0.01,0.01,0.3599241600314984,0.01,-2.1968695,54.30383000000001
220,Dorchester,0.01,0.01,0.586428595283987,0.3014221632633617,0.3995134690920503,0.2589941856900261,0.14586399378607334,0.6262361677055133,0.01,0.01,0.16320437462153994,0.01,-2.4411810000000003,50.71116
221,Cardiff,0.08758481763503392,0.01,0.5865013379620245,0.01,0.3942076828329457,0.08192465390059961,0.3111838875291777,0.7069659345845583,0.01,0.01,0.15679051233099775,0.01,-3.17909,51.48158
222,Preston,0.08432888523373157,0.01,0.5869419115403286,0.2021383289826296,0.2009399248373264,0.1585463158708536,0.13574753540171694,0.6140712868257772,0.01,0.01,0.4901229218720426,0.01,-2.70309,53.7632
223,Rochdale,0.07072067522828827,0.01,0.5875984256471467,0.16951914518386293,0.2902187289669144,0.2319647755719005,0.16518227529595253,0.5609704835466707,0.07531611623013564,0.2731812217432172,0.41271948930721225,0.01,-2.1561,53.60971
224,Blackpool,0.01,0.01,0.5894961402918035,0.2204924288170353,0.09741564481713637,0.1483916008413555,0.14971554714662968,0.6656511335671338,0.01,0.01,0.3864236340480787,0.01,-3.0356748,53.81751
225,Keswick,0.01,0.01,0.5910086389936441,0.2499327793013485,0.30366228997605066,0.07996862245374013,0.1998528175613896,0.6354902993670172,0.01,0.01,0.5058375910872291,0.01,-3.134706,54.60128
226,Cockermouth,0.01,0.01,0.5911907244392982,0.2386747770984989,0.34270845917230675,0.10004258762119812,0.18656555410881065,0.6278322045918335,0.01,0.01,0.4830525635591638,0.01,-3.367985,54.66326
227,Market Weighton,0.01,0.01,0.5939956638043875,0.2274713004765834,0.2009979256696205,0.2055237277697949,0.12715377239362302,0.6282545693446634,0.2021276519609929,0.7331429554092813,0.30720175270354017,0.01,-0.6677465,53.86484
228,Reading,0.1129664928451866,0.01,0.594219839353057,0.01,0.3489343859357589,0.21124719748126547,0.19353348456439548,0.5949824861229849,0.01,0.872738367947756,0.27974829498181075,0.01,-0.9781303,51.45426
229,Dorking,0.07781113203112447,0.01,0.5957488080952077,0.01,0.4120207436596284,0.17349403773303232,0.20785047927433384,0.6274326662805487,0.16573462414313678,0.3005703777410904,0.233317609366046,0.01,-0.332378,51.2322
230,Blackburn,0.08740440243496178,0.01,0.5987504729417826,0.01,0.3008319916934268,0.17833663015283555,0.10694363871453456,0.5966862557510791,0.01,0.01,0.460014582855745,0.01,-2.487529,53.74858
231,Alston,0.035398230014159295,0.01,0.5991846415044103,0.01,0.3373893736426071,0.21896895302432093,0.23222432223911346,0.5818850468466102,0.01,0.01,0.2851576496978048,0.01,-2.438685,54.81217
232,Andover,0.01,0.01,0.6013596018276252,0.1599691145202709,0.4152206638106297,0.2205530925677604,0.18807497212597848,0.5600615074340126,0.01,0.01,0.3569132267332269,0.01,-1.4919233,51.2112
233,Driffield,0.01,0.01,0.602359699275364,0.21168739316620505,0.1870509939403364,0.1950051185122192,0.13187853442609168,0.624557643214757,0.1881023386161819,0.6822712863093736,0.3175041650012403,0.01,-0.443377,54.006
234,Beverley,0.01,0.01,0.6031333336688344,0.19711210938653045,0.17417196250441894,0.16488653964580965,0.16127568068926482,0.6366462847875219,0.17515091889274484,0.6352948644782517,0.3250846837207956,0.01,-0.435093,53.84196
235,Bournemouth,0.01,0.01,0.6032408464319722,0.36338569386479697,0.3853133619506356,0.2160325398750764,0.2341434065784623,0.5803164218459426,0.01,0.01,0.25781611620367856,0.01,-1.880769,50.71916
236,Kendal,0.01,0.01,0.6041929062621383,0.24127738697308165,0.15989793098932872,0.09156985036349437,0.18045125358661185,0.6668035413334452,0.01,0.01,0.4108375063745239,0.01,-2.74629,54.32801
237,Morecambe,0.01,0.01,0.6058303027696663,0.2261893855446241,0.0999325873762078,0.1321431903793298,0.13738322631669472,0.6640701631400234,0.01,0.01,0.3851462202869848,0.01,-2.864968,54.07417
238,Newport,0.08804381883521754,0.01,0.6059739581212623,0.01,0.3185729073130687,0.06765040294954268,0.3427747570848893,0.6836307103014168,0.375059682127345,0.01,0.1576122037675005,0.01,-2.997664,51.58415
239,Wellingborough,0.01,0.01,0.6065467495231696,0.01,0.2302383069165637,0.15105136107104872,0.0867419222065119,0.6306063478872641,0.01,0.01,0.4540545406696449,0.01,-0.693964,52.30242
240,Cheltenham,0.01,0.01,0.6067251749598663,0.08018719590360666,0.18599412448010527,0.11096914496852914,0.18268655678430587,0.7231332027170418,0.01,0.01,0.18564584464963216,0.01,-2.0782533,51.89939
241,Oxenholme,0.01,0.01,0.606836805233081,0.24705017211196945,0.16372362852495165,0.096822323644594,0.1870447962457394,0.6663190967219315,0.01,0.01,0.3837665317423167,0.01,-2.7243328,54.30134
242,Peterborough,0.01,0.01,0.6075651470156972,0.01,0.0924722748015384,0.046008560178508164,0.11205657185272852,0.7688212072859583,0.01,0.01,0.29699475667075786,0.01,-0.2405299,52.5695
243,Aldershot,0.09932013003972806,0.01,0.6078556602267288,0.01,0.4908529484972179,0.1706973839603955,0.149598841306643,0.6348544343209708,0.01,0.7673115036252793,0.207431656233746,0.01,-0.7557509,51.24837
244,Coleraine,0.01,0.01,0.6081864335362961,0.01,0.42665865923069896,0.464213468618455,0.6402090193621612,0.3037766020004831,0.01,0.01,0.1081821109542096,0.01,-6.6646103000000005,55.13258
245,Tralee,0.01,0.01,0.6104474040700214,0.01,0.8036890664339043,0.8882793401384665,0.3550418716697556,0.056546285825545724,0.01,0.01,0.033963441527189435,0.01,-9.6999325,52.27131
246,Bicester,0.01,0.32795699412567203,0.6110718930984582,0.01,0.27329747541592025,0.1373786019530323,0.11212021425180688,0.6510479049912106,0.01,0.01,0.34186211807022715,0.01,-1.1535898999999998,51.8996
247,Isle of Man,0.01,0.01,0.6126594219839356,0.2447429426924466,0.3041148654887753,0.06804615458440079,0.2682714322716547,0.6108922135430236,0.01,0.01,0.4679168880528871,0.01,-4.5126331,54.27697
248,Marlborough,0.01,0.01,0.6127710522571505,0.01,0.36466084013316,0.20092433132769408,0.131125067295206,0.5927076523402947,0.01,0.01,0.3451920243647424,0.01,-1.727062,51.42007
249,Weymouth,0.01,0.01,0.6132139133410529,0.32345384037076425,0.35726239807821536,0.2040057023425192,0.16347883305321584,0.6289864263799894,0.01,0.01,0.18721153273159905,0.01,-2.457621,50.61443
250,Barrow-in-Furness,0.01,0.01,0.614327928567605,0.21404653061661708,0.14185166589599096,0.0938212626196652,0.17922956789984718,0.6669062351256507,0.01,0.01,0.3804554055485464,0.01,-3.218894,54.10896999999999
251,Isle of Wight,0.01,0.01,0.6143988412411641,0.2888003369471497,0.3636449804638608,0.1649137983892682,0.23253181728992425,0.6153165120431398,0.01,0.01,0.2437220242719471,0.01,-1.304734,50.69385
252,Fortuneswell,0.01,0.01,0.6146957594678716,0.3239742495896789,0.2862697796626664,0.21590504360066007,0.1638949387412396,0.6261557460704003,0.01,0.01,0.18751275869053072,0.01,-2.442219,50.55919
253,Killarney,0.01,0.01,0.6152456758137919,0.01,0.6728344739867157,0.8847336374227224,0.3687174748781175,0.06476385517131772,0.01,0.01,0.03249554560566266,0.01,-9.5044265,52.05994000000001
254,Bury St Edmunds,0.01,0.01,0.6152685508697787,0.01,0.15462052243804894,0.14517326963629246,0.16374180448877154,0.6532539571122908,0.01,0.6445492817617267,0.3061727448342178,0.01,0.7104931999999999,52.24292
255,Northampton,0.01,0.01,0.6162878633645453,0.01,0.21356404617364413,0.15263416766859772,0.07357042935269016,0.6238204952823843,0.01,0.01,0.4572715092216317,0.01,-0.902656,52.24048
256,Abbeyfeale,0.01,0.01,0.6184321711127391,0.01,0.6861799584351089,0.8833529054221574,0.3441286184214864,0.06865155593188668,0.01,0.01,0.033140083956358424,0.01,-9.2970823,52.38618
257,Lancaster,0.01,0.01,0.6185094888019735,0.2279391170745971,0.10070563527902404,0.1485570860736479,0.11314720111277148,0.6388484569174346,0.01,0.01,0.40514865010631296,0.01,-2.8007399,54.04657
258,Bridlington,0.01,0.01,0.6201697603654884,0.21191020708002184,0.18724785872847585,0.1747218141926747,0.13211745023067809,0.6200498493202911,0.1883002920170496,0.6829893406044356,0.31783832117285593,0.01,-0.198802,54.08535
259,Poole,0.01,0.01,0.6203683158514531,0.3747634590496981,0.32286937234025703,0.22068085543135468,0.2102094029643836,0.5812849079530042,0.01,0.01,0.23230253958254346,0.01,-1.987248,50.71505
260,Banbridge,0.01,0.01,0.6209530022824737,0.01,0.01,0.5638864969915413,0.8340711875573545,0.2352283949242459,0.01,0.01,0.01,0.01,-6.2704803,54.34873
261,Minehead,0.07588736403035495,0.01,0.6220404824440809,0.18190382146601247,0.3013755715795209,0.08794390430514863,0.19458840600765853,0.7129988673449159,0.01,0.01,0.14943526459649947,0.01,-3.481152,51.20428
262,Blandford Forum,0.01,0.01,0.6220633575000672,0.34685614722164576,0.2298665055690585,0.25687373536758656,0.1293667524563958,0.6044199347697901,0.01,0.01,0.18780451715692573,0.01,-2.165353,50.85691
263,South Shields,0.03422053321368822,0.01,0.6230561349298901,0.1640548685202599,0.39260536536165386,0.2339822558243071,0.1609553529022391,0.5605543167018101,0.01,0.01,0.2817964763174712,0.01,-1.427406,54.99941999999999
264,Downham Market,0.01,0.01,0.6237680066721963,0.01,0.1862026872888685,0.05687966697679881,0.13753479672317234,0.7178131301521371,0.01,0.01,0.31475276671041114,0.01,0.385472,52.60661
