,placename,dont_got_any,dont_got_none,dont_have,dont_have_negc,got_none,have_none,havent,havent_got,havent_got_negc,havent_negc,not_got_any,not_got_none,longitude,latitude
401,Stranraer,0.01,0.01,0.8469256153504436,0.01,0.3033758886270153,0.2317194468807734,0.06998453049679064,0.184711212257386,0.01,0.01,0.8043172313324974,0.01,-5.0240550000000015,54.90337
402,Waterford,0.01,0.01,0.8472669111857648,0.01,0.7271798305130279,0.3661623688048008,0.3922574199662721,0.17082170049834206,0.01,0.01,0.08194721245253397,0.01,-7.110070200000001,52.25932
403,Halifax,0.01,0.01,0.8488347675230938,0.2815591867731089,0.17104383172713136,0.09771233161561042,0.17822162316358878,0.4207156054151777,0.1250946871733317,0.01,0.313660677311243,0.01,-1.85754,53.72702
404,Berwick,0.01,0.01,0.8505773892881607,0.01,0.2336090715436708,0.3525906469852763,0.07558124399165005,0.14999481492089406,0.01,0.01,0.6412971901139282,0.01,-2.005395,55.77024
405,Achnasheen,0.17524339567009736,0.7423504951572062,0.8549291399390699,0.01,0.5103659585642766,0.33071787133873104,0.3206841599296847,0.10704069244035624,0.01,0.01,0.3764556906981135,0.01,-5.078765799999998,57.57859000000001
406,Jedburgh,0.01,0.01,0.8566703892007774,0.01,0.2336745003966652,0.2865445777094125,0.1271790545704672,0.2100779394485555,0.01,0.01,0.5403573680994496,0.01,-2.5549369,55.47772
407,Kilkenny,0.01,0.01,0.8578205470157888,0.01,0.70742214055452,0.4758746790932769,0.3214401721432605,0.08915075861889649,0.01,0.01,0.1195810215913761,0.01,-7.2447879,52.65415
408,Shetland Islands,0.12487611364995045,0.26449454613360485,0.857944072318117,0.01,0.4298036476118513,0.3600535444364172,0.17838098213637127,0.1428052920660832,0.01,0.01,0.4098375806693783,0.01,-1.2659409,60.52965
409,John o' Groats,0.1258112856503245,0.2664752923833573,0.8632487978014325,0.01,0.4330223379708497,0.3517210997336775,0.18042923708815928,0.14108398689349058,0.01,0.01,0.4129067594974961,0.01,-3.0688997,58.63734
410,Inverness,0.17653240087061298,0.7478108644065237,0.8642836653342705,0.01,0.5141199556845174,0.31368062349876963,0.2915216978878298,0.1176181530375342,0.01,0.01,0.3792247172314786,0.01,-4.224721,57.47776999999999
411,Balivanich,0.16432996446573198,0.6961199879963182,0.8660464171486058,0.01,0.1957837220130416,0.397925136427012,0.2048076182726757,0.06344974751335397,0.01,0.01,0.5442262117073554,0.01,-7.3743509,57.47227
412,Peterhead,0.09966383283986552,0.2110935347236133,0.8699919068051919,0.01,0.3430269744791,0.3391688815784212,0.15954114550860216,0.14427243262244166,0.01,0.01,0.4698231201572153,0.01,-1.784066,57.50812
413,Wick,0.1258112856503245,0.2664752923833573,0.8701012495728087,0.01,0.4330223379708497,0.3517210997336775,0.18042923708815928,0.13353690017730047,0.01,0.01,0.4129067594974961,0.01,-3.093716,58.43894
414,Kyle of Lochalsh,0.1615384596646154,0.6842948634977964,0.8732319297351477,0.01,0.36353164754922457,0.4014434471047083,0.1997125160451365,0.04722216315453559,0.01,0.01,0.5108830849226546,0.01,-5.7143293,57.28261
415,Elgin,0.11954459164781785,0.2532020863433497,0.8732776798471213,0.01,0.4114533674197938,0.33642114691996194,0.18852304466586395,0.12751943699211796,0.01,0.01,0.4565408251097486,0.01,-3.318485,57.64945
416,Hawick,0.01,0.01,0.8742370596952039,0.01,0.2557287386473601,0.29867791761861223,0.0943391626868064,0.1787819306896518,0.01,0.01,0.5733894961752194,0.01,-2.780914,55.42706
417,Portree,0.16890080766756035,0.7154825698688979,0.8749361214061573,0.01,0.3353824291993981,0.3700400416945475,0.25939248201584786,0.055355833989992435,0.01,0.01,0.4988921011213554,0.01,-6.1960231,57.41246999999999
418,Kelso,0.01,0.01,0.8754672802061677,0.01,0.2480250805562173,0.3156765766750465,0.086115847196547,0.15910775521548914,0.01,0.01,0.6003745220350453,0.01,-2.432207,55.60003
419,Western Isles,0.1677204648670882,0.7104825244111898,0.8758044585314125,0.01,0.22202580716787093,0.387061027594646,0.24160864005898225,0.07165880103435524,0.01,0.01,0.465381081228459,0.01,-7.0194034,57.75989000000001
420,Braemar,0.11559633124623855,0.01,0.8783371847302596,0.01,0.3978640926632683,0.3537724368117002,0.09475931597621697,0.1536449292093092,0.01,0.01,0.441462413196751,0.01,-3.3979439,57.00646999999999
421,Fraserburgh,0.09936908523974763,0.21046924293202465,0.8813914622056036,0.01,0.3420124936639428,0.34055021340463715,0.14065095917267276,0.13749670830619434,0.01,0.01,0.4684336603662794,0.01,-2.007631,57.69335
422,Dunbar,0.01,0.01,0.8831455214986639,0.01,0.17775867348182375,0.35690799207696955,0.030333169415698382,0.09539059064853596,0.01,0.01,0.7507209891799806,0.01,-2.516737,56.00209
423,Broadford,0.16454456766581785,0.6970290532045379,0.8840097411138417,0.01,0.2831680695099054,0.3795496775603892,0.2352322573469869,0.06370401290857945,0.01,0.01,0.4663874549336039,0.01,-5.9096592,57.24139
424,Perth,0.01,0.01,0.8845427299183316,0.01,0.2930172246459413,0.3624340525020727,0.030756419733442775,0.06151655451140683,0.01,0.01,0.7953667787734973,0.01,-3.4308381000000003,56.39499
425,Arbroath,0.01,0.01,0.8852710717009477,0.01,0.2934204727637165,0.34465228773503176,0.022243363443910244,0.11881908588818994,0.01,0.01,0.6703026564735957,0.01,-2.591543,56.55911
426,Forfar,0.05928714122371485,0.01,0.8877736028258929,0.01,0.3492511665550832,0.33255140505826314,0.02119756443559099,0.11119324039024446,0.01,0.01,0.6836750551031449,0.01,-2.889062,56.64356
427,Fort William,0.1907645712763058,0.40404995978282704,0.8877891578639638,0.01,0.2777843557521969,0.4331466320456188,0.04414445926145934,0.06043776579829105,0.01,0.01,0.5520890995947989,0.01,-5.1052179,56.81981999999999
428,Dunfermline,0.01,0.13739623477449214,0.8930312056938763,0.01,0.2619115650990845,0.3594087985092333,0.04398985315394163,0.05781317852605284,0.01,0.01,0.7712683441709081,0.01,-3.452151,56.07174000000001
429,Dundee,0.01,0.01,0.8930380682106718,0.01,0.2046203089380528,0.3551394394695941,0.017145118192566908,0.09993854497106283,0.01,0.01,0.7124770771382013,0.01,-2.970721,56.46202
430,Meath,0.19565217007826088,0.01,0.8931163009021468,0.3908191083247313,0.18130094977252464,0.4363944213548596,0.2351943724112792,0.1885839977272322,0.01,0.01,0.01,0.01,-6.656416900000001,53.60555
431,Dunvegan,0.1669427004667771,0.7071878102032682,0.8938043825862266,0.01,0.3314942829148941,0.3728894134771493,0.2248117535720926,0.0565307154713791,0.01,0.01,0.4632229711166877,0.01,-6.5813982000000015,57.4366
432,Kirkcaldy,0.01,0.14383884635702016,0.8963293312660382,0.01,0.22025322344962966,0.37671256887997895,0.03398637497647716,0.08093636381135261,0.01,0.01,0.6757318634507822,0.01,-3.158137,56.11682
433,Invergarry,0.16816816806726728,0.7123790449109527,0.896519651731848,0.01,0.3784513831152461,0.36615023899719823,0.2271603436131473,0.044458450484711684,0.01,0.01,0.4866931602976844,0.01,-4.800261,57.07095
434,Kildare,0.01,0.8710730255577825,0.8988373524044201,0.01,0.6533047397532901,0.411414215601332,0.28018979386884674,0.10312910705883263,0.01,0.01,0.0736220970987087,0.01,-6.8194708,53.21204
435,Grantown-on-Spey,0.10204494724081796,0.21613686730631626,0.8990601554497305,0.01,0.4052566189891522,0.3193737020439393,0.16562561030239664,0.12636914558462548,0.01,0.01,0.44451260591293,0.01,-3.609628,57.33041
436,Cupar,0.01,0.01,0.9004299138022144,0.01,0.20355014020722664,0.353017123022908,0.016557909355009514,0.0949645978520167,0.01,0.01,0.708750779742971,0.01,-3.010137,56.32023
437,Aviemore,0.13238770445295509,0.5608090433048989,0.9016349717515932,0.01,0.3855562181962845,0.303103164680133,0.2189969602206949,0.09112436399638282,0.01,0.01,0.4976888604124945,0.01,-3.823812,57.19449
438,St Andrews,0.01,0.01,0.9039499274174472,0.01,0.17057235256891198,0.3518401984489841,0.016725056894097017,0.09153261969042104,0.01,0.01,0.7210634176934988,0.01,-2.7967214,56.33978000000001
439,Banff,0.1009817676403927,0.2138849938482644,0.9048178070415824,0.01,0.3475630932519946,0.3105585976342877,0.14447750632920675,0.12974282309971386,0.01,0.01,0.4760359696567284,0.01,-2.524038,57.66651
440,Turriff,0.10208628364083452,0.21622442009797194,0.9069625722908956,0.01,0.3513646830797161,0.3075668005832972,0.1470982822317015,0.1264735022301887,0.01,0.01,0.4812427627384101,0.01,-2.4623,57.53893000000001
441,Ballachulish,0.01,0.3867753545349864,0.9137477713976704,0.01,0.3626018995450493,0.3051782281950047,0.05485499514027194,0.08875696471011979,0.01,0.01,0.6674169915148664,0.01,-5.1337199999999985,56.67393000000001
442,Edinburgh,0.01,0.14712977093994212,0.9213592175266848,0.01,0.2252924460676769,0.3367560495749236,0.028487938469835595,0.07537331309825558,0.01,0.01,0.7036273054075515,0.01,-3.188267,55.95325
443,Dalkeith,0.01,0.14716019468993832,0.9263436922261864,0.01,0.2299378056719477,0.33417826551748964,0.01,0.0795839097471727,0.01,0.01,0.7037728019411222,0.01,-3.066606,55.89312
444,Campbeltown,0.052835731221134295,0.11190901398601136,0.936678185019858,0.01,0.21682370184440866,0.3019315052424762,0.03827382740911167,0.10303694467122516,0.01,0.01,0.6360788303307549,0.01,-5.6053739999999985,55.42412
445,Selkirk,0.01,0.15486726002230827,0.9408734702878184,0.01,0.24198009503952325,0.31545017581556306,0.06835285651955282,0.09720441093520583,0.01,0.01,0.5770157262644875,0.01,-2.838524,55.55066
446,Drogheda,0.15997460646398984,0.01,0.9409393504490604,0.3195524424339333,0.19059473804351093,0.3845250980381703,0.23335670005436976,0.1782456856765742,0.01,0.01,0.01,0.01,-6.3560985,53.71786
447,Dalwhinnie,0.12929707565171886,0.5477167785148687,0.9461658432409016,0.01,0.325206841465044,0.3033934802950609,0.17626427059294636,0.04262764893799602,0.01,0.01,0.5593664570531839,0.01,-4.242783,56.9366
448,Islay,0.048238898419295566,0.10217266673722844,0.9468434023992276,0.01,0.197959553849058,0.3102129647649083,0.038406892304703316,0.08988861200420893,0.01,0.01,0.6311123605848754,0.01,-6.177067,55.73625
449,Livingston,0.06862277522744911,0.14534685023183164,0.9566078487977102,0.01,0.2588990801530581,0.31268098072826833,0.05830281559431653,0.0461122841225823,0.01,0.01,0.6766739857230963,0.01,-3.518068,55.90071
450,London,0.03746967001498787,0.01,0.957770816644074,0.1337255577707188,0.261897376245172,0.08386595629537014,0.13876450095359344,0.3545272392008508,0.06384712844652991,0.057895424835498525,0.1949692105518868,0.01,-0.12775830000000002,51.50735
451,Cumnock,0.04661055841864424,0.0987237521543262,0.9580110047319338,0.01,0.2406391371468821,0.29428952651096085,0.016884385203232682,0.07962820211387965,0.01,0.01,0.6682168788468934,0.01,-4.265828900000002,55.45355
452,Galashiels,0.01,0.1562042681888078,0.9600226371554044,0.01,0.2440691925020936,0.3256464121095468,0.04284271079271754,0.07705657420160615,0.01,0.01,0.5753961760295397,0.01,-2.814449,55.62373
453,Stirling,0.09918331083967333,0.21007576243207385,0.9664999380085986,0.01,0.2822892946298168,0.29499138916954804,0.037625889218928565,0.061630686719132875,0.01,0.01,0.6391930925282719,0.01,-3.9369029,56.11652
454,Dublin,0.1810507440724203,0.01,0.9729671738371578,0.3616524730351069,0.2876066454720476,0.35015375530845705,0.21054239483756665,0.16471560219025,0.01,0.01,0.01,0.01,-6.2603097000000005,53.34981
455,Lochgilphead,0.04898911081959565,0.10376165827869648,0.9731391942581776,0.01,0.20428075498580314,0.2756143547608829,0.02260051827082669,0.0940623235422848,0.01,0.01,0.6233878475593613,0.01,-5.4323449,56.03829
456,Irvine,0.047105007618842,0.09977102302919527,0.9761431466103516,0.01,0.1901885098216225,0.2787054562807078,0.02667030480615564,0.08845840694818739,0.01,0.01,0.6247101101077652,0.01,-4.6696364,55.61156999999999
457,Airdrie,0.0925237488370095,0.19597044014217035,0.9761513816305064,0.01,0.23883897634580165,0.2948770224121522,0.024490211504650743,0.06810649275706426,0.01,0.01,0.6183593940075166,0.01,-3.962566,55.86626999999999
458,Motherwell,0.09465233403786094,0.20047890184994016,0.9771240290110604,0.01,0.22553877168826364,0.2827997995249381,0.03731989668681444,0.07150969851662395,0.01,0.01,0.6234070968242852,0.01,-3.9810968,55.78321
459,Rothesay,0.04750459561900183,0.10061737261242283,0.9779804711072032,0.01,0.19180185812605,0.2779995281371548,0.01903292561210849,0.08889724906610627,0.01,0.01,0.6257574695143995,0.01,-5.055793,55.83596
460,Girvan,0.04766858881906744,0.10096471932071274,0.984583127267204,0.01,0.2208603195845859,0.2467384147007937,0.03247786153689205,0.09251672654114508,0.01,0.01,0.6407178385169586,0.01,-4.8542179,55.24016
461,Mull,0.05224422002089769,0.2213123208056693,0.985344866631561,0.01,0.2282283378900756,0.2681291971133724,0.030423197882908263,0.08552765310016837,0.01,0.01,0.5993414540910963,0.01,-6.0008870000000005,56.4392
462,Ayr,0.0478087680191235,0.10126162665400897,0.9855626371645542,0.01,0.19619439815151696,0.2490128202735738,0.02849003892964616,0.09317471257579714,0.01,0.01,0.6426019447183036,0.01,-4.629179,55.45856
463,Kilmarnock,0.047384005218953605,0.10036195544578808,0.986974485620054,0.01,0.1913149891764397,0.25715911908272004,0.02739174375788573,0.0854960084968783,0.01,0.01,0.6453752253076386,0.01,-4.498792,55.61472
464,Glasgow,0.09792587283917037,0.10370621944537006,0.9880107256562513,0.01,0.21389408158439768,0.2729195380542723,0.0180692131864598,0.07289223510972764,0.01,0.01,0.636202458099402,0.01,-4.251806,55.86424
465,Peebles,0.01,0.15450861560568646,0.990956117865098,0.01,0.2414197020287304,0.29903021521744355,0.028030298872126696,0.0726074336801172,0.01,0.01,0.5626205707768096,0.01,-3.193642,55.65306999999999
466,Oban,0.052882846821153136,0.22401763268033115,0.9952726409297886,0.01,0.2590203748383849,0.2526702238549329,0.022305687306173192,0.08341895348475105,0.01,0.01,0.6050899423294518,0.01,-5.471047,56.41516
467,Dumbarton,0.0944837628377935,0.10006092044582574,0.9964918814138796,0.01,0.1813604184172925,0.2663650432274353,0.027024239950150724,0.08272045429556843,0.01,0.01,0.5969257382591961,0.01,-4.564554,55.94529
468,Greenock,0.04874038681949615,0.1032348470287623,0.9980478427220948,0.01,0.18711317581422227,0.265095612208718,0.02200279180239293,0.09096921473916933,0.01,0.01,0.5809590166037308,0.01,-4.7719830000000005,55.956480000000006
469,Dunoon,0.048782848819513135,0.10332478390375108,0.9985213563810194,0.01,0.187276147477969,0.2599795659395002,0.022104825087352318,0.0882363908302002,0.01,0.01,0.5989308888187406,0.01,-4.926214,55.95097
470,Helensburgh,0.04827354841930944,0.10224605736221926,1.0,0.01,0.1853209767838325,0.2741088590249768,0.02088087029071929,0.08449713752391863,0.01,0.01,0.5753945414735697,0.01,-4.734014,56.00232
