,placename,inside,inside_of,longitude,latitude
386,Woking,0.9421525,0.5418256766838848,-0.5600349,51.31677
387,Lincoln,0.9421525,0.4567227048440824,-0.540579,53.23069
388,Bedford,0.9421525,0.39707664755694255,-0.46677820000000003,52.13864
389,Heathrow,0.9421525,0.615890043278346,-0.4542955,51.47002
390,Driffield,0.9421525,0.44236594295904985,-0.443377,54.006
391,Beverley,0.9421525,0.4029927058798805,-0.435093,53.84196
392,Luton,0.9421525,0.38850924637433143,-0.4200255,51.87867
393,Scarborough,0.9421525,0.3672600738869298,-0.399752,54.28311
394,Worthing,0.9421525,0.694480397146001,-0.372882,50.81787
395,Dorking,0.9421525,0.5413897407952828,-0.332378,51.2322
396,Hull,0.9421525,0.328339585650744,-0.3274198,53.767619999999994
397,Horsham,0.9421525,0.6443807954028579,-0.325858,51.06288
398,Biggleswade,0.9421525,0.30777313920375654,-0.26421999999999995,52.086940000000006
399,Peterborough,0.9421525,0.6539143409997402,-0.2405299,52.5695
400,Welwyn Garden City,0.9421525,0.6081966154922368,-0.208661,51.80317
401,Bridlington,0.9421525,0.34352858877765324,-0.198802,54.08535
402,Stevenage,0.9421525,0.3895807719848142,-0.19661199999999998,51.90376
403,Crawley,0.9421525,0.6324928357299299,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.9421525,0.4977919486964707,-0.182552,52.33146
405,Hove,0.9421525,0.6434740967915779,-0.168749,50.82793
406,Spalding,0.9421525,0.4711260025849917,-0.1537024,52.7901
407,Brighton,0.9421525,0.6302005695388297,-0.137163,50.82253
408,London,0.9421525,0.43593678929615276,-0.12775830000000002,51.50735
409,Grimsby,0.9421525,0.3043688161728611,-0.08078400000000001,53.56746999999999
410,Boston,0.9421525,0.5217474063766132,-0.026576999999999996,52.97894
411,Royston,0.9421525,0.27035711015337316,-0.024066,52.048140000000004
412,Louth_Lincs,0.9421525,0.516756360775978,-0.007711,53.36596
413,Lewes,0.9421525,0.6228824309130185,0.00878,50.873870000000004
414,Chatteris,0.9421525,0.4702670407549017,0.054012,52.4561
415,Uckfield,0.9421525,0.6095737765948662,0.095913,50.966409999999996
416,Cambridge,0.9421525,0.4219054781709306,0.12181700000000001,52.20534
417,Bishop's Stortford,0.9421525,0.37812064195462597,0.15365020000000001,51.87216
418,Wisbech,0.9421525,0.5731434069950897,0.158797,52.66631999999999
419,Sevenoaks,0.9421525,0.6960629164771456,0.190898,51.27241
420,Tunbridge Wells,0.9421525,0.597040619797554,0.26369499999999996,51.13238
421,Eastbourne,0.9421525,0.6527128152241303,0.29047199999999995,50.768029999999996
422,Brentwood,0.9421525,0.7687164960602143,0.30717490000000003,51.620470000000005
423,Skegness,0.9421525,0.6295523701011629,0.337881,53.1464
424,Downham Market,0.9421525,0.42341023758806157,0.385472,52.606609999999996
425,King's Lynn,0.9421525,0.4318284238005382,0.4022963,52.75168000000001
426,Bexhill,0.9421525,0.5949597164615337,0.4662071,50.849909999999994
427,Chelmsford,0.9421525,0.6018944596811844,0.4685497,51.73559
428,Mildenhall,0.9421525,0.47991557495049925,0.5156095,52.347570000000005
429,Medway,0.9421525,0.6012324496024186,0.5417860999999999,51.404740000000004
430,Braintree,0.9421525,0.3436156558628424,0.5509269,51.88009
431,Gillingham,0.9421525,0.596033343691314,0.551438,51.38632
432,Hastings,0.9421525,0.5507230320962301,0.573453,50.85426
433,Maldon,0.9421525,0.6318443360609349,0.6714479999999999,51.7318
434,Southend,0.9421525,0.6432648355557958,0.7077123000000001,51.54593
435,Bury St Edmunds,0.9421525,0.3954460912132799,0.7104931999999999,52.24292
436,Thetford,0.9421525,0.4491562749098181,0.751657,52.412859999999995
437,Ashford,0.9421525,0.5083042484234103,0.8750190000000001,51.14647
438,Faversham,0.9421525,0.4969540030593571,0.889358,51.31599
439,Colchester,0.9421525,0.3219299470241821,0.891874,51.89593
440,New Romney,0.9421525,0.6135782620509102,0.939473,50.98512
441,Canterbury,0.9421525,0.43180290413763806,1.0789089,51.280229999999996
442,Ipswich,0.9421525,0.3888452052306302,1.14822,52.056740000000005
443,Clacton,0.9421525,0.37818158891425835,1.153035,51.78953
444,Folkestone,0.9421525,0.4844550726334641,1.169456,51.0814
445,Sheringham,0.9421525,0.46445486247153434,1.2109589,52.944419999999994
446,Harwich,0.9421525,0.4020607878370284,1.260297,51.93473
447,Norwich,0.9421525,0.4139808722620779,1.297355,52.63089
448,Cromer,0.9421525,0.4517229525349282,1.301866,52.93145
449,Dover,0.9421525,0.43527117644144814,1.3134027,51.12788
450,Felixstowe,0.9421525,0.41534272156696733,1.3512549999999999,51.961729999999996
451,Margate,0.9421525,0.4192103015373346,1.3868339,51.38965
452,Ramsgate,0.9421525,0.43039211712624564,1.4198950000000001,51.33555
453,Great Yarmouth,0.9421525,0.4147158385536055,1.728047,52.59823000000001
454,Lowestoft,0.9421525,0.3866009760520482,1.7534490000000003,52.48114
455,Swaffham,0.9421525,0.4534141556068952,0.687481,52.64747
456,Dereham,0.9421525,0.45205620930927287,0.9378270000000001,52.681619999999995
457,Ely,0.9421525,0.4725530020881088,0.262363,52.39954
458,March,0.9421525,0.5219041271299536,0.088622,52.551719999999996
459,St Neots,0.9421525,0.4515722364081525,-0.26510300000000003,52.23008
460,Banham,0.9421525,0.42377321726390177,1.0402849,52.45125
461,Holt,0.9421525,0.46521114518736695,1.086747,52.90936
462,Hunstanton,0.9421525,0.37617514294764115,0.49103199999999997,52.93891
463,Horncastle,0.9421525,0.4046286663874515,-0.11245,53.20731
464,Market Weighton,0.9421525,0.45316406291047256,-0.6677465,53.86484
465,Hawes,0.9421525,0.5263859803978966,-2.1968695,54.303830000000005
466,Reeth,0.9421525,0.49288526809907024,-1.9428115000000001,54.38946
467,Aysgarth,0.9421525,0.49258533700216023,-1.9967433999999997,54.29159
468,Stanhope,0.9421525,0.7778966693837602,-2.011302,54.74946
469,Keswick,0.9421525,0.34849771749132713,-3.134706,54.60128
470,Oxenholme,0.9421525,0.42293887440272726,-2.7243327999999996,54.30134
