index,placename,longitude,latitude,a_load_of,a_lot_of,bare,loads_of,lots_of
432,Brentwood,0.30717490000000003,51.620470000000005,0.4717517285825147,0.5980379557197973,0.5415222622957018,0.29898191499273696,0.42779277998671494
433,Skegness,0.337881,53.1464,0.5564568589297647,0.29352417106397055,0.08743414457767641,0.34571928676819985,0.6755359456653045
434,Downham Market,0.385472,52.606609999999996,0.2875219133305859,0.22294398421228404,0.06167063415891419,0.24783481822608847,0.8158598775800091
435,King's Lynn,0.4022963,52.75168000000001,0.319852996774818,0.23895128441036917,0.049679726453707405,0.3066027721272423,0.8355294945503259
436,Bexhill,0.4662071,50.849909999999994,0.3527206040234273,0.29168641708872406,0.18814232600049627,0.263528170285334,0.7409596770557444
437,Chelmsford,0.4685497,51.73559,0.5028943972899873,0.5369403802146577,0.40839802541599624,0.3293073814883101,0.41422805066303864
438,Mildenhall,0.5156095,52.347570000000005,0.32292894259471183,0.40091584027210925,0.10267531898911197,0.1511189567131611,0.7140096958698967
439,Medway,0.5417860999999999,51.404740000000004,0.34585227481814834,0.4893173543667445,0.25176896042893376,0.34093463647723177,0.501478203048789
440,Braintree,0.5509269,51.88009,0.6332751056745215,0.3712099309981527,0.30562044507179054,0.2954764317259093,0.6030653182321386
441,Gillingham,0.551438,51.38632,0.3638765118443139,0.5036172149641397,0.2648900079940287,0.34642484438949317,0.5467682757207823
442,Hastings,0.573453,50.85426,0.44485757074649024,0.2963892597455215,0.20037694594203356,0.3304532328453086,0.7276154806886093
443,Maldon,0.6714479999999999,51.731809999999996,0.5344714518683962,0.46917022270806147,0.4174295093215839,0.3263958510792439,0.4678416389761992
444,Southend,0.7077123000000001,51.54593,0.4472383996051873,0.4969844654360604,0.4772279967589946,0.3401486816922061,0.4759833998481809
445,Bury St Edmunds,0.7104931999999999,52.24292,0.38104347756049745,0.4179960034463401,0.11291657938067635,0.21108717763380008,0.7105160212793977
446,Thetford,0.751657,52.412859999999995,0.391289777052098,0.2961217779623166,0.12337390377630322,0.15963397083267453,0.7939942912928328
447,Ashford,0.8750190000000001,51.14647,0.4504943409704649,0.379801970180344,0.40886041941765416,0.39310658079591115,0.5521276318657709
448,Faversham,0.889358,51.31599,0.49892040532171245,0.4076857752569832,0.40979891197372276,0.3369150669779315,0.5360774680225202
449,Colchester,0.891874,51.89593,0.6108694184044455,0.4618630457763067,0.32645338387766615,0.2752886620301347,0.5610736123617942
450,New Romney,0.939473,50.98512,0.43363186469333637,0.37479553362360585,0.43892259836917313,0.2667813833761731,0.554651102174841
451,Canterbury,1.0789089,51.280229999999996,0.4781682083382112,0.3467987459549959,0.5808027932266121,0.3228485742657542,0.6387777126532515
452,Ipswich,1.14822,52.056740000000005,0.6694063420717128,0.3473955594500986,0.20372994546083936,0.3288351631936002,0.6839197357418298
453,Clacton,1.153035,51.78953,0.688225578620393,0.4028060208130695,0.30563090233610035,0.2885270524137611,0.5348232238643809
454,Folkestone,1.169456,51.0814,0.4273479312873409,0.33318211536950515,0.474975538937196,0.2756117831403867,0.6604756994770439
455,Sheringham,1.2109589,52.944419999999994,0.4135770892539273,0.20526500045674353,0.09314364720738141,0.3305093338304449,0.7572275584928014
456,Harwich,1.260297,51.93473,0.5945301382607892,0.29987429481647915,0.19690726150297272,0.3184075062906538,0.6340251534424683
457,Norwich,1.297355,52.63089,0.38791617357483316,0.25968165123449144,0.11325018987121657,0.3524770445445158,0.857192993503977
458,Cromer,1.301866,52.93145,0.4192014835553246,0.22372761171675604,0.09441034381598232,0.34149717281044817,0.7734543139470498
459,Cromer,1.301866,52.93145,0.4192014835553246,0.22372761171675604,0.09441034381598232,0.34149717281044817,0.7734543139470498
460,Dover,1.3134027,51.12788,0.4255508689234179,0.3345663525088689,0.47297819531548524,0.268952827858279,0.6471972873745196
461,Felixstowe,1.3512549999999999,51.961729999999996,0.5986076813632747,0.32143816406199516,0.1982577358188536,0.3238659184986768,0.6426219772251391
462,Margate,1.3868339,51.38965,0.4535817029417792,0.3781210335341611,0.498888089185129,0.33150967712753515,0.5686202406822216
463,Ramsgate,1.4198950000000001,51.33555,0.45434351529129924,0.41112498406192516,0.4255092616423824,0.3120121515445934,0.5497278991774825
464,Great Yarmouth,1.728047,52.59823000000001,0.3922750350185084,0.230255029746403,0.15590490118379915,0.4136007669768478,0.7610689099087969
465,Lowestoft,1.7534490000000003,52.48114,0.3940247208782385,0.22553611109407662,0.12180022799367816,0.4224571547927106,0.7745854445970956
466,Swaffham,0.687481,52.64747,0.25364332551063595,0.21523003265857618,0.1632120284975626,0.2743124553538432,0.7962932008462064
467,Dereham,0.9378270000000001,52.681619999999995,0.3632549094001526,0.2723920890530782,0.10226293927883667,0.3920793390121863,0.7793846998344262
468,Ely,0.262363,52.39954,0.3246974821624817,0.3769296675336665,0.10900867445286593,0.16950142328807108,0.7177448731861858
469,March,0.088622,52.551719999999996,0.33828890836680725,0.3458543297996904,0.2821764482564947,0.363078845516384,0.5798946247600828
470,St Neots,-0.26510300000000003,52.23008,0.1458521130899232,0.4770607840244522,0.2919825967435843,0.29056864265078675,0.5092791370460373
471,Banham,1.0402849,52.45125,0.3460468947367903,0.2375061149973943,0.05469112480755934,0.29873969587146415,0.812800092600314
472,Holt,1.086747,52.90936,0.3393100342917387,0.2382135978866899,0.12736268936044143,0.34369552956583127,0.7591362782650789
473,Hunstanton,0.49103199999999997,52.93891,0.2735905324284098,0.12744017031473104,0.10715933005732559,0.29799848173038446,0.8647737235213464
474,Horncastle,-0.11245,53.20731,0.47523964097971916,0.3314534208229032,0.021843052962395786,0.4214027210324231,0.5780052506115918
475,Market Weighton,-0.6677465,53.86484,0.5116072112722684,0.3535906619292018,0.1331806868012049,0.4874798487736487,0.4880534981624165
476,Hawes,-2.1968695,54.303830000000005,0.08364724793474906,0.40953351797506166,0.1883859111522344,0.0804706213858727,0.5050858476850317
477,Reeth,-1.9428115000000001,54.38946,0.4728366456453317,0.41386613221237933,0.14688244373750894,0.537372447472551,0.4152242591139964
478,Aysgarth,-1.9967433999999997,54.29159,0.564924240628239,0.3666946084287223,0.159036567933167,0.31643431056966237,0.4955867755802387
479,Stanhope,-2.011302,54.74946,0.3797349142600089,0.39214955166004944,0.16552624016794124,0.6797299477168365,0.4199160784020006
480,Keswick,-3.134706,54.60128,0.32104512402387025,0.5393956727625687,0.01,0.21057216339463633,0.4692095664116844
481,Oxenholme,-2.7243327999999996,54.30134,0.3166125691787082,0.3552922945198372,0.08149235403220396,0.18447489160161581,0.6547379132920971
