index,placename,longitude,latitude,merger,no merger
396,Woking,-0.5600349,51.31677,0.03160744097437358,0.9304226924490175
397,Lincoln,-0.540579,53.23069,0.01,0.9566237095975973
398,Bedford,-0.46677820000000003,52.13864,0.01,0.9530546888696501
399,Heathrow,-0.4542955,51.47002,0.01,0.9640400081810622
400,Driffield,-0.443377,54.006,0.01,0.9241310453809075
401,Beverley,-0.435093,53.84196,0.01,0.9448156381602605
402,Luton,-0.4200255,51.87867,0.01,0.9557845390183718
403,Scarborough,-0.399752,54.28311,0.01,0.9430631272794238
404,Worthing,-0.372882,50.81787,0.15696146535775543,0.8047641579345303
405,Dorking,-0.332378,51.2322,0.01,0.9506581909412326
406,Hull,-0.3274198,53.767619999999994,0.01,0.9615637031742928
407,Horsham,-0.325858,51.06288,0.062002697609529374,0.882115258666067
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.9331593091453881
409,Peterborough,-0.2405299,52.5695,0.01,0.9554899320060608
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.965978706683396
411,Bridlington,-0.198802,54.08535,0.01,0.9313547598055973
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.9498853201994109
413,Crawley,-0.18722750000000002,51.109140000000004,0.062481320836443734,0.8893685585015222
414,Huntingdon,-0.182552,52.33146,0.01,0.9345944428424094
415,Hove,-0.168749,50.82793,0.06221422317385567,0.885320824661712
416,Spalding,-0.1537024,52.7901,0.01,0.9376485086661862
417,Brighton,-0.137163,50.82253,0.06369199042046784,0.9077156611927251
418,London,-0.12775830000000002,51.50735,0.01,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.94783248731858
420,Boston,-0.026576999999999996,52.97894,0.01,0.9481339259061101
421,Royston,-0.024066,52.048140000000004,0.01,0.9280808925354131
422,Louth_Lincs,-0.007711,53.36596,0.01,0.931446751716781
423,Lewes,0.00878,50.873870000000004,0.01,0.9412566335491866
424,Chatteris,0.054012,52.4561,0.01,0.9183247381068113
425,Uckfield,0.095913,50.966409999999996,0.01,0.9432402393082604
426,Cambridge,0.12181700000000001,52.20534,0.01,0.9659982880578982
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.946195510107197
428,Wisbech,0.158797,52.66631999999999,0.01,0.92739014459878
429,Sevenoaks,0.190898,51.27241,0.01,0.9533708623799045
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.9491852822562166
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.9460205932820132
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.9694449134295499
433,Skegness,0.337881,53.1464,0.01,0.9297109157082949
434,Downham Market,0.385472,52.606609999999996,0.01,0.920421674483015
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.9398933324645258
436,Bexhill,0.4662071,50.849909999999994,0.01,0.9319468158337181
437,Chelmsford,0.4685497,51.73559,0.01,0.9466139527593228
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.9379113376019751
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.9449025070532948
440,Braintree,0.5509269,51.88009,0.01,0.9390630605046004
441,Gillingham,0.551438,51.38632,0.01,0.9632541188378387
442,Hastings,0.573453,50.85426,0.01,0.9432741634885516
443,Maldon,0.6714479999999999,51.7318,0.01,0.9403860967459764
444,Southend,0.7077123000000001,51.54593,0.01,0.9530762178639943
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.9535346090114796
446,Thetford,0.751657,52.412859999999995,0.01,0.9303441663710039
447,Ashford,0.8750190000000001,51.14647,0.01,0.941461325985773
448,Faversham,0.889358,51.31599,0.01,0.9391823165416328
449,Colchester,0.891874,51.89593,0.01,0.9536348696832182
450,New Romney,0.939473,50.98512,0.01,0.9224717297042209
451,Canterbury,1.0789089,51.280229999999996,0.01,0.9515102905831079
452,Ipswich,1.14822,52.056740000000005,0.01,0.9547250001665408
453,Clacton,1.153035,51.78953,0.01,0.9316999117672279
454,Folkestone,1.169456,51.0814,0.01,0.9399012201868452
455,Sheringham,1.2109589,52.944419999999994,0.01,0.9170029406925347
456,Harwich,1.260297,51.93473,0.01,0.9224717297042209
457,Norwich,1.297355,52.63089,0.01,0.9637309723119881
458,Cromer,1.301866,52.93145,0.01,0.9289409782216428
459,Cromer,1.301866,52.93145,0.01,0.9289409782216428
460,Dover,1.3134027,51.12788,0.01,0.9357069762597944
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.932505751961774
462,Margate,1.3868339,51.38965,0.01,0.939964100635859
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.9394083960670224
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.9401888081300079
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.9422159059755378
466,Swaffham,0.687481,52.64747,0.01,0.9199668485679354
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.9518917256067926
468,Ely,0.262363,52.39954,0.01,0.9344190996634416
469,March,0.088622,52.551719999999996,0.01,0.9248314450016923
470,St Neots,-0.26510300000000003,52.23008,0.01,0.9310163915535618
471,Banham,1.0402849,52.45125,0.01,0.9333124406377354
472,Holt,1.086747,52.90936,0.01,0.9289174074971231
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.9122439119598157
474,Horncastle,-0.11245,53.20731,0.01,0.9219144051211919
475,Market Weighton,-0.6677465,53.86484,0.01,0.9208031614390396
476,Hawes,-2.1968695,54.303830000000005,0.01,0.8711430730972106
477,Reeth,-1.9428115000000001,54.38946,0.01,0.9273349697925177
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.9041876655838494
479,Stanhope,-2.011302,54.74946,0.01,0.9408055595448208
480,Keswick,-3.134706,54.60128,0.01,0.9214247157360603
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.911853434832554
