index,placename,longitude,latitude,a load of,a lot of,bare,loads of,lots of
431,Eastbourne,0.29047199999999995,50.768029999999996,0.2639720235925151,0.2528192332595206,0.18441114570486133,0.37037918789306107,0.38467288970150637
432,Brentwood,0.30717490000000003,51.620470000000005,0.4281137376129709,0.5205869542575102,0.7797934984788841,0.4999589381540662,0.4949153551646424
433,Skegness,0.337881,53.1464,0.17552536259856436,0.15869439642071023,0.08338240599930373,0.23083481725758712,0.2806770674940326
434,Downham Market,0.385472,52.606609999999996,0.08772525124094055,0.1303759918341622,0.07874953987445148,0.12868729540697002,0.22227614746021312
435,King's Lynn,0.4022963,52.75168000000001,0.2001444575399054,0.21891005888302256,0.16071121195392665,0.26763555523843024,0.3497817526767723
436,Bexhill,0.4662071,50.849909999999994,0.18357221576327862,0.18174749895868209,0.1330898810708628,0.2552953441690052,0.2627337558910329
437,Chelmsford,0.4685497,51.73559,0.29930797580777735,0.29804982354735815,0.36106747994657207,0.311906672195133,0.31417383605010424
438,Mildenhall,0.5156095,52.347570000000005,0.14285471186665427,0.20587432938192288,0.07336889833657692,0.20895884111824028,0.36439725355804226
439,Medway,0.5417860999999999,51.404740000000004,0.21494387319160604,0.27980096585767283,0.34282465194107475,0.33545098637700127,0.3047920078667827
440,Braintree,0.5509269,51.88009,0.3022465219282658,0.2369868070150969,0.28217450590212817,0.2544864385279661,0.28296849635320803
441,Gillingham,0.551438,51.38632,0.32635783279885205,0.4292941446486711,0.4729840553287834,0.5131386401691601,0.4700661397881779
442,Hastings,0.573453,50.85426,0.22950989904889801,0.24619896192430474,0.16480434738563082,0.3406001395316644,0.3433690239344056
443,Maldon,0.6714479999999999,51.731809999999996,0.2799032577052231,0.25250585102384526,0.28361626294825226,0.2740243638777314,0.2748657326468467
444,Southend,0.7077123000000001,51.54593,0.32068288758040636,0.3473607052568495,0.3125095096040865,0.39118054737745867,0.3644016895663283
445,Bury St Edmunds,0.7104931999999999,52.24292,0.2739794019699213,0.3113375880414266,0.16401556061334893,0.3162131116640194,0.4967684187816458
446,Thetford,0.751657,52.412859999999995,0.1648146314226204,0.1731302296963104,0.07383777866982308,0.19840684221019106,0.2768445100105885
447,Ashford,0.8750190000000001,51.14647,0.24023557695812323,0.23345253324438864,0.2665925484139391,0.2944071235149469,0.33614032986148257
448,Faversham,0.889358,51.31599,0.21932138321957506,0.23583943981529246,0.2950903400712134,0.282399599919587,0.28132759809981334
449,Colchester,0.891874,51.89593,0.39676185712003154,0.3316094113378112,0.1716264975504783,0.3727693451705136,0.4267035207979321
450,New Romney,0.939473,50.98512,0.15160412630666173,0.13634892139635468,0.18551611756529218,0.18436482849711677,0.21002807916518346
451,Canterbury,1.0789089,51.280229999999996,0.2904662486612317,0.30936815789984967,0.3255558404392876,0.3826212654288245,0.4020744474592272
452,Ipswich,1.14822,52.056740000000005,0.382725243312006,0.330271772710985,0.19970806136113078,0.3430186451727629,0.473716706924381
453,Clacton,1.153035,51.78953,0.25170639275628803,0.1852615733476296,0.12279390664354616,0.23953832754139923,0.2531216471303612
454,Folkestone,1.169456,51.0814,0.23645459093754817,0.22888495294245323,0.24862816718317288,0.27952562635571704,0.3159669070285897
455,Sheringham,1.2109589,52.944419999999994,0.11536136799332618,0.10393118877310016,0.04828203528543178,0.1555866018792802,0.21419642547306553
456,Harwich,1.260297,51.93473,0.218096046143372,0.1450052250735074,0.09809217033520487,0.1552271339173105,0.205335730218179
457,Norwich,1.297355,52.63089,0.3326192856951443,0.3786192979694887,0.15290480983675536,0.5032074587676092,0.6196126140880535
458,Cromer,1.301866,52.93145,0.1502762836973686,0.1491901797283571,0.06221310713125801,0.21683393856460484,0.29446306820248563
459,Cromer,1.301866,52.93145,0.1502762836973686,0.1491901797283571,0.06221310713125801,0.21683393856460484,0.29446306820248563
460,Dover,1.3134027,51.12788,0.19220708298341047,0.20938632628818687,0.2397229046731438,0.24717822923933708,0.27854257636262636
461,Felixstowe,1.3512549999999999,51.961729999999996,0.23481508190068864,0.17983259695153217,0.13545489006216016,0.22068082614173576,0.2884401829666794
462,Margate,1.3868339,51.38965,0.2506243888492045,0.23403293063156871,0.25285073363220967,0.29115019990242436,0.300858433837436
463,Ramsgate,1.4198950000000001,51.33555,0.2314101987243688,0.22935548949221937,0.24875178585460042,0.2856677851544227,0.3013464927306248
464,Great Yarmouth,1.728047,52.59823000000001,0.23439118834128225,0.21247009010031395,0.08469852943633673,0.29051694352039226,0.3643263425361889
465,Lowestoft,1.7534490000000003,52.48114,0.2449403786571633,0.22387043535489434,0.08820756038330169,0.30705335435853665,0.38168263762012444
466,Swaffham,0.687481,52.64747,0.1422075415586223,0.12098980788647641,0.05617501408283778,0.1528355336155768,0.22329160817176769
467,Dereham,0.9378270000000001,52.681619999999995,0.294254663642043,0.28553275109541826,0.11055247486752871,0.35367744573986604,0.48943247227696723
468,Ely,0.262363,52.39954,0.09461329330928206,0.19845394462221258,0.13799255197645682,0.19667018192981944,0.30707708081528107
469,March,0.088622,52.551719999999996,0.10887414740550201,0.15132309697630852,0.10648436831413814,0.15018788263352442,0.2407803170206204
470,St Neots,-0.26510300000000003,52.23008,0.0721502460000297,0.1770545255306253,0.10154287954937677,0.19032853980083805,0.28885651055120715
471,Banham,1.0402849,52.45125,0.1869859101342908,0.18191445501114017,0.09110311608088158,0.22384969092853194,0.3054128669430235
472,Holt,1.086747,52.90936,0.14781367650401728,0.15205862940774373,0.06711463634419224,0.2127668128971628,0.28941856768540014
473,Hunstanton,0.49103199999999997,52.93891,0.09905045595481962,0.09310581720068148,0.061780798326529544,0.14315819525517406,0.173365333502744
474,Horncastle,-0.11245,53.20731,0.17614846106878496,0.1335798160380361,0.0682808373826514,0.20072641139306874,0.20666349780990106
475,Market Weighton,-0.6677465,53.86484,0.16733482758749504,0.13931319719687704,0.07125000118210134,0.21386674017707383,0.17151860598879187
476,Hawes,-2.1968695,54.303830000000005,0.03731814169401569,0.01,0.030926727238132033,0.012199034766761145,0.0274455287282044
477,Reeth,-1.9428115000000001,54.38946,0.13062378470801536,0.17484443432070834,0.0742125955236837,0.25765714741444057,0.19476406093462398
478,Aysgarth,-1.9967433999999997,54.29159,0.07174787480478124,0.0787487015946856,0.06309827747583578,0.1014197101566018,0.11922677639265562
479,Stanhope,-2.011302,54.74946,0.2774320119749735,0.24490763432586674,0.07802340698178101,0.4748709485819704,0.23561875409380734
480,Keswick,-3.134706,54.60128,0.12736273097932602,0.1505477025223792,0.033749240867609547,0.16978194114782227,0.18064329763095158
481,Oxenholme,-2.7243327999999996,54.30134,0.09378068098490124,0.10180409500266756,0.11064753101609608,0.12431025159664992,0.15416691078768255
