,Unnamed:_0,Unnamed:_0,placename,past_participle,past_participle_was,present_participle,present_participle_was,present_participle_were,longitude,latitude
459,459,58,Wicklow,0.050299996381894134,0.01,0.9516040815870488,0.01,0.01,-6.044589,52.980819999999994
460,460,20,Tipperary,0.0493426114290564,0.01,0.9525251188618656,0.01,0.01,-8.161851400000002,52.47379
461,461,44,Coleraine,0.042745346543607794,0.01,0.9588727645293224,0.01,0.01,-6.6646103000000005,55.132580000000004
462,462,16,Sligo,0.041150371866011684,0.01,0.9604072433214365,0.01,0.01,-8.476088800000001,54.27661
463,463,35,Derry,0.040526885198955684,0.01,0.961007223317616,0.01,0.01,-7.308574799999999,54.99661
464,464,30,Strabane,0.040526885198955684,0.01,0.961007223317616,0.01,0.01,-7.4633103,54.82739
465,465,21,Donegal,0.02743358124400777,0.01,0.9736049186244315,0.01,0.01,-8.1096143,54.653830000000006
466,466,22,Leitrim,0.024627870255562803,0.01,0.976304357454001,0.01,0.01,-8.0020132,54.12469
467,467,54,Ballymena,0.02286132236704937,0.01,0.9780040091102188,0.01,0.01,-6.2802213,54.86529
468,468,28,Doon,0.016516135646902647,0.01,0.9841090781671492,0.01,0.01,-7.60964,54.185930000000006
469,469,27,Enniskillen,0.01,0.01,1.0,0.01,0.01,-7.631533599999999,54.343819999999994
470,470,26,Fermanagh,0.01,0.01,1.0,0.01,0.01,-7.6318728,54.343830000000004
