variant,longitude,latitude,need_to_be_xed,need_xed,need_xing
needs to be Xed,-849538.4343237581,7235543.298687504,0.7031960366697874,0.23054145384194305,0.06626250948826953
needs to be Xed,-216713.44509162122,6816804.355574689,0.711545506498453,0.09939233532246992,0.18906215817907707
needs to be Xed,-393391.83719485876,6571634.40722599,0.7141735774302388,0.1434978028061391,0.1423286197636221
needs to be Xed,-421223.2794979973,7558789.4223075,0.46445470559729485,0.41389773379642325,0.12164756060628196
needs to be Xed,-438254.0261305621,7581647.086001243,0.5247164178985286,0.37902878629950376,0.0962547958019676
needs to be Xed,-563974.5966212383,6472740.496640867,0.7141177262411668,0.06336588209886117,0.222516391659972
needs to be Xed,130183.24642513857,6635704.558994562,0.6624798512128446,0.16269742006516963,0.1748227287219857
needs to be Xed,146207.3197705107,6643944.718683718,0.6568456898593448,0.16842826846485565,0.17472604167579955
needs to be Xed,-568310.2570167056,7723379.654955692,0.539145303593525,0.37849665338740673,0.08235804301906835
needs to be Xed,-223488.46062079063,7903174.362922962,0.6912078215247475,0.18881713220466145,0.11997504627059109
needs to be Xed,-355514.6012160119,7489659.636790694,0.6621443097491837,0.22343621619094606,0.11441947405987025
needs to be Xed,-313303.02954363805,7483872.309299967,0.6717086713704947,0.21963152270922512,0.10865980592028009
needs Xed,-540369.0648275939,7408617.258729385,0.40582607932047776,0.5159387042451304,0.07823521643439187
needs to be Xed,-473308.8788717854,7531436.41809017,0.702,0.16999999999999998,0.128
needs to be Xed,-249150.38623591006,6775616.313486872,0.7596145885900605,0.08964054705951396,0.1507448643504256
needs to be Xed,-428863.6816166446,7969871.774816619,0.7014028678956121,0.22203042289157376,0.07656670921281404
needs to be Xed,-442615.86887026404,7961733.039632204,0.686614534298886,0.23407361494529216,0.0793118507558219
needs to be Xed,-71643.2205237166,6966833.591114978,0.5448799823740514,0.05865321524757831,0.3964668023783703
needs to be Xed,192365.31210684407,6909024.939138601,0.6687673438620444,0.15243874098208177,0.17879391515587378
needs Xed,-531214.7176341581,7549756.133186505,0.4599989611243283,0.4919735379026814,0.04802750097299032
needs to be Xed,-8992.833744243813,7088662.3541106675,0.5570755173885702,0.05788496242155706,0.3850395201898727
needs to be Xed,-84129.80535455822,6665344.940044256,0.7709696050212547,0.0874105279213618,0.14161986705738364
needs to be Xed,-63497.63942390041,6663185.155266548,0.7238722619263502,0.09685549842843189,0.17927223964521788
needs to be Xed,-206780.40692813744,7118625.730250776,0.47824362837980267,0.0596086250845286,0.46214774653566876
needs to be Xed,-171633.72673895874,7168664.057554648,0.6374020107021673,0.07692105429724634,0.28567693500058644
needs Xing,-135022.30468992217,7302268.484021072,0.3849811068435226,0.06290865831597679,0.5521102348405006
needs to be Xed,63836.495953875114,6595554.204347913,0.7274771919964469,0.11953050060646321,0.15299230739709
needs to be Xed,-553404.699650926,6764128.865791112,0.6867896237441418,0.16191751940694218,0.15129285684891605
needs to be Xed,-561350.4733967175,6748632.247116624,0.6823291309224424,0.1655403394747899,0.15213052960276777
needs to be Xed,-270752.0447438356,7479201.311204906,0.6884619847305243,0.24925543591724036,0.06228257935223526
needs to be Xed,-309569.93041988567,7445194.826567962,0.6416192403807618,0.27755240828607813,0.08082835133316003
needs to be Xed,-302340.8426877705,6810329.367001604,0.6336203474845744,0.09295151943539104,0.27342813308003455
needs to be Xed,-235122.783430119,7356562.753238509,0.5427367988163229,0.1403261731460007,0.3169370280376765
needs to be Xed,-83292.47127676032,6733250.127288361,0.7183591236836182,0.11457883423128679,0.16706204208509504
needs to be Xed,-89990.67635728238,6766853.0779722445,0.7318647816544105,0.09573865465463235,0.1723965636909572
needs to be Xed,-198709.19838012022,7103356.908346299,0.4996511661159302,0.04601598503820901,0.4543328488458608
needs to be Xed,-36448.205411635485,7126269.245641505,0.5191863765712321,0.058649435433486725,0.42216418799528116
needs to be Xed,-20321.595683293683,6860280.99787033,0.6787994223272797,0.14919535524939595,0.1720052224233244
needs to be Xed,-470293.7904636496,7858404.849876296,0.6441199950140541,0.26244629194743657,0.09343371303850927
needs to be Xed,127819.2657186526,6810390.559092446,0.7267111826366525,0.102442025370843,0.17084679199250463
needs to be Xed,-145242.32450067103,6567316.593412411,0.6052042755938416,0.1529009880752985,0.2418947363308598
needs to be Xed,-305715.6043706594,7232523.0785782365,0.5459356743404539,0.12836277184820208,0.32570155381134397
needs to be Xed,-81290.94683229725,6872105.2395477295,0.735147645644804,0.08824005376480575,0.1766123005903903
needs to be Xed,-77251.71910886333,6854992.488078196,0.7760640124992918,0.06487633859034565,0.15905964891036256
needs Xed,-500803.2346248529,7482096.331226675,0.3966344178278924,0.546516941357597,0.056848640814510534
needs Xed,-519821.5462377352,7481475.042255444,0.45108094022407397,0.4923184360315475,0.05660062374437857
