placename,past participle,present participle,longitude,latitude
Derry,0.1452442,0.85475578, -7.3085748,54.99661
Kilkenny,0.1477273,0.85227273, -7.2447879,52.65415
Tyrone,0.1377152,0.86228482, -7.1312320,54.49121
Waterford,0.1612903,0.83870968, -7.1100702,52.25932
Western Isles,0.2867647,0.71323529, -7.0194034,57.75989
Monaghan,0.1517241,0.84827586, -6.9683132,54.24920
Carlow,0.1429451,0.85705491, -6.9341359,52.83651
Kildare,0.1356528,0.86434718, -6.8194708,53.21204
Dungannon,0.1353383,0.86466165, -6.7669352,54.50827
Cookstown,0.1420522,0.85794775, -6.7443895,54.64182
Coleraine,0.1446631,0.85533685, -6.6646103,55.13258
Meath,0.1372590,0.86274097, -6.6564169,53.60555
Armagh,0.1432561,0.85674388, -6.6527920,54.35028
Armagh,0.1432561,0.85674388, -6.6527920,54.35028
Magherafelt,0.1347311,0.86526895, -6.6079805,54.75537
Dunvegan,0.2772512,0.72274882, -6.5813982,57.43660
Louth,0.1366601,0.86333987, -6.4889423,53.92523
Wexford,0.1389890,0.86101097, -6.4633381,52.33692
Craigavon,0.1353383,0.86466165, -6.4175653,54.44293
Stornoway,0.2973451,0.70265487, -6.3848692,58.20943
Drogheda,0.1360046,0.86399538, -6.3560985,53.71786
Rosslare,0.1481036,0.85189637, -6.3414908,52.25131
Newry,0.1579559,0.84204413, -6.3402300,54.17510
Scilly Isles,0.6977273,0.30227273, -6.3274966,49.92773
Ballymena,0.1389779,0.86102209, -6.2802213,54.86529
Banbridge,0.1522612,0.84773878, -6.2704803,54.34873
Dublin,0.1393732,0.86062681, -6.2603097,53.34981
Antrim,0.1434993,0.85650075, -6.2072498,54.71953
Antrim,0.1434993,0.85650075, -6.2072498,54.71953
Portree,0.2703349,0.72966507, -6.1960231,57.41247
Islay,0.2114826,0.78851744, -6.1770670,55.73625
Wicklow,0.1338286,0.86617139, -6.0445890,52.98082
Kilkeel,0.1478082,0.85219180, -6.0070040,54.06312
Mull,0.1942715,0.80572852, -6.0008870,56.43920
Belfast,0.1589681,0.84103190, -5.9301200,54.59728
Broadford,0.2660473,0.73395270, -5.9096592,57.24139
Down,0.1557534,0.84424655, -5.7156922,54.32875
Kyle of Lochalsh,0.2703349,0.72966507, -5.7143293,57.28261
Campbeltown,0.1876063,0.81239373, -5.6053740,55.42412
Penzance,0.6977273,0.30227273, -5.5375920,50.11880
Oban,0.1746575,0.82534247, -5.4710470,56.41516
Lochgilphead,0.1748705,0.82512953, -5.4323449,56.03829
Helston,0.7041284,0.29587156, -5.2749960,50.10159
Redruth,0.6977273,0.30227273, -5.2266660,50.23302
Ullapool,0.3012766,0.69872340, -5.1613130,57.89542
Ballachulish,0.1786517,0.82134831, -5.1337200,56.67393
Fort William,0.2376579,0.76234214, -5.1052179,56.81982
Achnasheen,0.2943800,0.70561998, -5.0787658,57.57859
Newquay,0.7006803,0.29931973, -5.0737190,50.41550
Falmouth,0.7041284,0.29587156, -5.0662700,50.15257
Rothesay,0.1639151,0.83608491, -5.0557930,55.83596
Truro,0.6977273,0.30227273, -5.0510410,50.26320
Milford Haven,0.5645161,0.43548387, -5.0426971,51.71431
Stranraer,0.1641482,0.83585176, -5.0240550,54.90337
Fishguard,0.5519481,0.44805195, -4.9759890,51.99393
Inchnadamph,0.3148464,0.68515358, -4.9742950,58.15221
Haverfordwest,0.5519481,0.44805195, -4.9713190,51.80047
Dunoon,0.1760563,0.82394366, -4.9262140,55.95097
Pembroke,0.5599022,0.44009780, -4.9086370,51.67404
Girvan,0.1596386,0.84036145, -4.8542179,55.24016
Wadebridge,0.7093822,0.29061785, -4.8364560,50.51665
Invergarry,0.2907376,0.70926244, -4.8002610,57.07095
St Austell,0.7070938,0.29290618, -4.7834252,50.34038
Greenock,0.1681034,0.83189655, -4.7719830,55.95648
Helensburgh,0.1598240,0.84017595, -4.7340140,56.00232
Bodmin,0.7052154,0.29478458, -4.7188629,50.47150
Tenby,0.5599022,0.44009780, -4.7035790,51.67274
Camelford,0.6968577,0.30314233, -4.6823640,50.62206
Irvine,0.1259446,0.87405542, -4.6696364,55.61157
Cardigan,0.5369565,0.46304348, -4.6608640,52.08370
Holyhead,0.6469780,0.35302198, -4.6330380,53.30944
Ayr,0.1213873,0.87861272, -4.6291790,55.45856
Dumbarton,0.1836209,0.81637909, -4.5645540,55.94529
Bude,0.7303371,0.26966292, -4.5436780,50.82664
Isle of Man,0.3257650,0.67423505, -4.5126331,54.27697
Kilmarnock,0.1304348,0.86956522, -4.4987920,55.61472
Newton Stewart,0.1984733,0.80152672, -4.4831640,54.96030
Liskeard,0.7037862,0.29621381, -4.4647190,50.45552
Altnaharra,0.3186528,0.68134715, -4.4426550,58.28023
Pwllheli,0.6125828,0.38741722, -4.4176339,52.88882
Lairg,0.3204134,0.67958656, -4.4024140,58.02206
Launceston,0.7296467,0.27035330, -4.3604516,50.63683
Carmarthen,0.5786925,0.42130751, -4.3121310,51.85762
Llangefni,0.6621622,0.33783784, -4.3114020,53.25579
Caernarfon,0.6622222,0.33777778, -4.2739110,53.13955
Cumnock,0.1369193,0.86308068, -4.2658289,55.45355
Aberaeron,0.5505703,0.44942966, -4.2581619,52.24279
Alness,0.3111495,0.68885048, -4.2568250,57.69595
Glasgow,0.1825513,0.81744868, -4.2518060,55.86424
Dalwhinnie,0.2716150,0.72838499, -4.2427830,56.93660
Inverness,0.3135889,0.68641115, -4.2247210,57.47777
Saltash,0.7396166,0.26038339, -4.2164300,50.40921
Bideford,0.7077131,0.29228687, -4.2066660,51.01668
Invergordon,0.3237598,0.67624021, -4.1728820,57.68811
Llanelli,0.5767635,0.42323651, -4.1602480,51.68089
Plymouth,0.7349206,0.26507937, -4.1426565,50.37546
Tavistock,0.7194929,0.28050713, -4.1416540,50.55112
Porthmadog,0.6105611,0.38943894, -4.1333840,52.92784
Bangor,0.6563877,0.34361233, -4.1292630,53.22739
Tywyn,0.5629252,0.43707483, -4.0872490,52.58701
Aberystwyth,0.5031133,0.49688667, -4.0829200,52.41530
Lampeter,0.5389518,0.46104816, -4.0785090,52.11290
Barnstaple,0.6722054,0.32779456, -4.0583380,51.07816
Tain,0.3185379,0.68146214, -4.0552300,57.81150
Okehampton,0.7283763,0.27162367, -4.0042630,50.73831
Llandeilo,0.5804455,0.41955446, -3.9914300,51.88469
Motherwell,0.1932084,0.80679157, -3.9810968,55.78321
Golspie,0.3104326,0.68956743, -3.9760860,57.97341
Airdrie,0.1980440,0.80195599, -3.9625660,55.86627
Swansea,0.5894608,0.41053922, -3.9436460,51.62144
Stirling,0.2009756,0.79902439, -3.9369029,56.11652
Tregaron,0.5455556,0.45444444, -3.9343850,52.22000
Tregaron,0.5455556,0.45444444, -3.9343850,52.22000
Castle Douglas,0.4360807,0.56391926, -3.9314140,54.94042
Dolgellau,0.5709343,0.42906574, -3.8844000,52.74215
Aberfeldy,0.1815812,0.81841877, -3.8669690,56.62175
Machynlleth,0.5539033,0.44609665, -3.8534850,52.59027
Brora,0.3146853,0.68531469, -3.8525480,58.01216
Llandudno,0.6371191,0.36288089, -3.8276090,53.32406
Llandudno,0.6371191,0.36288089, -3.8276090,53.32406
Aviemore,0.2980132,0.70198675, -3.8238120,57.19449
Dalbeattie,0.4992498,0.50075019, -3.8225270,54.93422
Falkirk,0.2281938,0.77180617, -3.7839131,56.00188
Kingsbridge,0.7537037,0.24629630, -3.7774930,50.28395
Pitlochry,0.1858921,0.81410788, -3.7297110,56.70436
Colwyn Bay,0.6613333,0.33866667, -3.7276400,53.29318
Totnes,0.7330247,0.26697531, -3.6857970,50.43374
Grantown-on-Spey,0.3112745,0.68872549, -3.6096280,57.33041
Dumfries,0.4665025,0.53349754, -3.6051200,55.07086
Whitehaven,0.6892103,0.31078968, -3.5892330,54.54970
Dartmouth,0.7317460,0.26825397, -3.5788070,50.35252
Bridgend,0.6801347,0.31986532, -3.5769450,51.50429
Paignton,0.7349206,0.26507937, -3.5642350,50.43508
Workington,0.6813230,0.31867704, -3.5427520,54.64357
Llanidloes,0.6050895,0.39491046, -3.5401950,52.44779
Exeter,0.7374774,0.26252263, -3.5338990,50.71841
Torquay,0.7380952,0.26190476, -3.5253150,50.46192
Thurso,0.2906699,0.70933014, -3.5220800,58.59357
Livingston,0.2465622,0.75343780, -3.5180680,55.90071
Rhyl,0.6262048,0.37379518, -3.4916340,53.31914
Tiverton,0.7478858,0.25211416, -3.4912070,50.90205
Tiverton,0.7478858,0.25211416, -3.4912070,50.90205
Minehead,0.7340296,0.26597041, -3.4811520,51.20428
Dunfermline,0.2415609,0.75843915, -3.4521510,56.07174
Perth,0.1973865,0.80261348, -3.4308381,56.39499
Prestatyn,0.6245154,0.37548464, -3.4076130,53.33651
Builth Wells,0.6736111,0.32638889, -3.4045920,52.15002
Braemar,0.2879544,0.71204562, -3.3979439,57.00647
Brecon,0.7874396,0.21256039, -3.3914630,51.94895
Merthyr Tydfil,0.8212560,0.17874396, -3.3816460,51.74873
Llandrindod Wells,0.6491803,0.35081967, -3.3777420,52.24170
Corwen,0.6887052,0.31129477, -3.3692420,52.98005
Cockermouth,0.6859922,0.31400778, -3.3679850,54.66326
Lockerbie,0.5205656,0.47943445, -3.3490080,55.12224
Blairgowrie,0.1894576,0.81054240, -3.3378318,56.58941
Elgin,0.2891566,0.71084337, -3.3184850,57.64945
Newtown,0.6238938,0.37610619, -3.3131060,52.51211
Ruthin,0.6893788,0.31062124, -3.3103108,53.11487
Ruthin,0.6893788,0.31062124, -3.3103108,53.11487
Sidmouth,0.7492023,0.25079770, -3.2375600,50.67865
Barrow-in-Furness,0.8351336,0.16486640, -3.2188940,54.10897
Peebles,0.2446043,0.75539568, -3.1936420,55.65307
Edinburgh,0.2403658,0.75963423, -3.1882670,55.95325
Cardiff,0.7629369,0.23706307, -3.1790900,51.48158
Llangollen,0.6910995,0.30890052, -3.1716600,52.96921
Kirkcaldy,0.2198671,0.78013287, -3.1581370,56.11682
Welshpool,0.6857977,0.31420233, -3.1464070,52.66035
Mold,0.6384347,0.36156526, -3.1419030,53.16720
Mold,0.6384347,0.36156526, -3.1419030,53.16720
Taunton,0.7899263,0.21007371, -3.1068490,51.01534
Wick,0.2917167,0.70828331, -3.0937160,58.43894
John o' Groats,0.2917167,0.70828331, -3.0688997,58.63734
Dalkeith,0.2427316,0.75726842, -3.0666060,55.89312
Oswestry,0.6994342,0.30056577, -3.0564120,52.85715
Blackpool,0.8537549,0.14624506, -3.0356748,53.81751
Birkenhead,0.6209656,0.37903441, -3.0230090,53.38999
Cupar,0.1924577,0.80754226, -3.0101370,56.32023
Southport,0.8253369,0.17466307, -3.0101130,53.64571
Bridgwater,0.7762588,0.22374117, -3.0036320,51.12789
Langholm,0.5415980,0.45840198, -2.9989130,55.15306
Newport,0.7680570,0.23194303, -2.9976640,51.58415
Axminster,0.7363057,0.26369427, -2.9949370,50.78273
Wrexham,0.6975666,0.30243337, -2.9924940,53.04304
Liverpool,0.6189474,0.38105263, -2.9915726,53.40837
Weston-super-Mare,0.7657339,0.23426615, -2.9772550,51.34741
Dundee,0.2098516,0.79014845, -2.9707210,56.46202
Kirkwall,0.2906699,0.70933014, -2.9622491,58.98467
Ambleside,0.7735849,0.22641509, -2.9613330,54.42874
Orkney Islands,0.2906699,0.70933014, -2.9605206,58.98094
Lyme Regis,0.7330037,0.26699629, -2.9366390,50.72516
Carlisle,0.6214751,0.37852495, -2.9329310,54.89247
Chester,0.6516854,0.34831461, -2.8930750,53.19339
Forfar,0.2199434,0.78005658, -2.8890620,56.64356
Morecambe,0.8504274,0.14957265, -2.8649680,54.07417
Selkirk,0.2425000,0.75750000, -2.8385240,55.55066
Galashiels,0.2361898,0.76381020, -2.8144490,55.62373
Lancaster,0.8443198,0.15568022, -2.8007399,54.04657
St Andrews,0.2196862,0.78031384, -2.7967214,56.33978
Hawick,0.3810021,0.61899791, -2.7809140,55.42706
Bridport,0.7014354,0.29856459, -2.7583010,50.73358
Shrewsbury,0.6790323,0.32096774, -2.7553268,52.70730
Penrith,0.7138799,0.28612013, -2.7527080,54.66410
Kendal,0.8122029,0.18779715, -2.7462900,54.32801
Street,0.7591880,0.24081204, -2.7429190,51.12468
Glastonbury,0.7494533,0.25054670, -2.7184540,51.14743
Hereford,0.8000000,0.20000000, -2.7159740,52.05640
Ludlow,0.7677497,0.23225030, -2.7139129,52.36775
Preston,0.8565737,0.14342629, -2.7030900,53.76320
Whitchurch,0.6970893,0.30291071, -2.6820450,52.96872
Wells,0.7505554,0.24944462, -2.6445979,51.20935
Yeovil,0.7137512,0.28624883, -2.6333080,50.94206
Wigan,0.8644118,0.13558824, -2.6325074,53.54506
Warrington,0.8713043,0.12869565, -2.5969501,53.39004
Arbroath,0.2303852,0.76961484, -2.5915430,56.55911
Bristol,0.7494670,0.25053305, -2.5879100,51.45451
Guernsey,0.7394958,0.26050420, -2.5852780,49.46569
Ross-on-Wye,0.7548426,0.24515738, -2.5824460,51.91445
Jedburgh,0.3107221,0.68927790, -2.5549369,55.47772
Sedbergh,0.8142031,0.18579686, -2.5281740,54.32363
Sedbergh,0.8142031,0.18579686, -2.5281740,54.32363
Nantwich,0.7032777,0.29672225, -2.5241020,53.06719
Banff,0.2992874,0.70071259, -2.5240380,57.66651
Dunbar,0.2345679,0.76543210, -2.5167370,56.00209
Cinderford,0.7605042,0.23949580, -2.5009579,51.82530
Banchory,0.2686203,0.73137973, -2.4909599,57.05386
Blackburn,0.8480749,0.15192508, -2.4875290,53.74858
Market Drayton,0.6560393,0.34396069, -2.4834850,52.90355
Telford,0.6242274,0.37577256, -2.4672611,52.67759
Montrose,0.2336866,0.76631344, -2.4661150,56.70692
Turriff,0.2942542,0.70574579, -2.4623000,57.53893
Weymouth,0.7317073,0.26829268, -2.4576210,50.61443
Crewe,0.7130774,0.28692258, -2.4438209,53.10041
Fortuneswell,0.7259615,0.27403846, -2.4422190,50.55919
Dorchester,0.7317073,0.26829268, -2.4411810,50.71116
Alston,0.6685442,0.33145581, -2.4386850,54.81217
Kelso,0.2445820,0.75541796, -2.4322070,55.60003
Wincanton,0.6806527,0.31934732, -2.4160070,51.05569
Clitheroe,0.8521585,0.14784151, -2.3930830,53.87110
Sark,0.7167382,0.28326180, -2.3666256,49.43007
Bath,0.7282242,0.27177583, -2.3590167,51.38106
Kidderminster,0.7001647,0.29983526, -2.2496839,52.38860
Manchester,0.8444780,0.15552198, -2.2426305,53.48076
Burnley,0.8146853,0.18531469, -2.2405035,53.78929
Gloucester,0.7480643,0.25193568, -2.2381560,51.86424
Newcastle-under-Lyme,0.6763984,0.32360160, -2.2273002,53.01321
Worcester,0.7738165,0.22618352, -2.2215750,52.19364
Trowbridge,0.7263800,0.27362005, -2.2088530,51.31966
Shaftesbury,0.7006369,0.29936306, -2.1980830,51.00460
Alderney,0.7305263,0.26947368, -2.1973557,49.71500
Stoke-on-Trent,0.6614923,0.33850770, -2.1794040,53.00267
Colne,0.7988506,0.20114943, -2.1769910,53.85564
Blandford Forum,0.7352298,0.26477024, -2.1653530,50.85691
Rochdale,0.8484774,0.15152259, -2.1561000,53.60971
Jersey,0.7196356,0.28036437, -2.1312500,49.21444
Wolverhampton,0.6114865,0.38851351, -2.1288200,52.58697
Stafford,0.6000460,0.39995403, -2.1206600,52.80669
Macclesfield,0.7934313,0.20656871, -2.1192870,53.25866
Hexham,0.5943974,0.40560257, -2.1121439,54.97266
Aberdeen,0.2649573,0.73504274, -2.0942780,57.14972
Dudley,0.5866468,0.41335319, -2.0811120,52.51226
Cheltenham,0.7522068,0.24779319, -2.0782533,51.89939
Bromsgrove,0.7697621,0.23023791, -2.0619060,52.33559
Skipton,0.8000000,0.20000000, -2.0162787,53.96285
Fraserburgh,0.2924312,0.70756881, -2.0076310,57.69335
Berwick,0.3078886,0.69211142, -2.0053950,55.77024
Poole,0.7217195,0.27828054, -1.9872480,50.71505
Walsall,0.5715389,0.42846110, -1.9829190,52.58621
Cirencester,0.7444183,0.25558167, -1.9682430,51.71849
Evesham,0.7721721,0.22782793, -1.9467700,52.09215
Buxton,0.7967687,0.20323129, -1.9148300,53.25908
Keighley,0.8106299,0.18937008, -1.9123580,53.86780
Birmingham,0.5845989,0.41540111, -1.8904010,52.48624
Bournemouth,0.7574207,0.24257932, -1.8807690,50.71916
Halifax,0.8274238,0.17257618, -1.8575400,53.72702
Salisbury,0.7049689,0.29503106, -1.7944720,51.06878
Ringwood,0.7687718,0.23122824, -1.7888170,50.84495
Huddersfield,0.8529987,0.14700130, -1.7850351,53.64579
Peterhead,0.2674772,0.73252280, -1.7840660,57.50812
Swindon,0.7311072,0.26889279, -1.7797176,51.55577
Bradford,0.8254797,0.17452030, -1.7593980,53.79598
Ashbourne,0.7314988,0.26850120, -1.7321790,53.01663
Marlborough,0.7334410,0.26655897, -1.7270620,51.42007
Stratford-upon-Avon,0.6724437,0.32755633, -1.7082980,52.19173
Alnwick,0.5470421,0.45295787, -1.7062990,55.41274
Otley,0.8199359,0.18006414, -1.6917860,53.90583
Bishop Auckland,0.7390953,0.26090468, -1.6787880,54.66382
Burton upon Trent,0.7155099,0.28449015, -1.6371359,52.81403
Newcastle,0.5646802,0.43531977, -1.6177800,54.97825
Durham,0.5751979,0.42480211, -1.5848520,54.77525
Ashington,0.5557703,0.44422967, -1.5659829,55.18298
Darlington,0.8142398,0.18576017, -1.5594580,54.52361
Leeds,0.8387264,0.16127365, -1.5490774,53.80076
Harrogate,0.8191880,0.18081200, -1.5418120,53.99212
Leamington Spa,0.6248340,0.37516600, -1.5200789,52.28519
Coventry,0.5926146,0.40738545, -1.5196930,52.40682
Blyth,0.5583151,0.44168489, -1.5102770,55.12696
Wakefield,0.8499794,0.15002055, -1.5059240,53.68330
Andover,0.7341961,0.26580388, -1.4919233,51.21120
Witney,0.6817360,0.31826401, -1.4850544,51.78594
Barnsley,0.8974359,0.10256410, -1.4797260,53.55263
Derby,0.7643538,0.23564616, -1.4746186,52.92253
Sheffield,0.8789625,0.12103746, -1.4700850,53.38113
Nuneaton,0.5616381,0.43836195, -1.4653820,52.52049
Northallerton,0.8520998,0.14790018, -1.4299590,54.33796
South Shields,0.5570732,0.44292683, -1.4274060,54.99942
Chesterfield,0.8479963,0.15200368, -1.4216290,53.23505
Southampton,0.7430385,0.25696151, -1.4043509,50.90970
Wetherby,0.8242779,0.17572213, -1.3848160,53.92706
Sunderland,0.5644531,0.43554688, -1.3838010,54.90687
Rotherham,0.8850059,0.11499407, -1.3635009,53.43260
Castleford,0.8550470,0.14495297, -1.3459680,53.72347
Thirsk,0.8298236,0.17017644, -1.3413770,54.23385
Banbury,0.6680851,0.33191489, -1.3397750,52.06290
Stockton,0.8179391,0.18206086, -1.3289821,54.57046
Newbury,0.6777434,0.32225657, -1.3231139,51.40141
Isle of Wight,0.7777021,0.22229791, -1.3047340,50.69385
Isle of Wight,0.7777021,0.22229791, -1.3047340,50.69385
Abingdon,0.6275093,0.37249071, -1.2879529,51.67078
Shetland Islands,0.3007075,0.69929245, -1.2659409,60.52965
Rugby,0.6139334,0.38606657, -1.2650320,52.37088
Oxford,0.6345492,0.36545079, -1.2577263,51.75202
Middlesbrough,0.8147357,0.18526428, -1.2349560,54.57423
Hartlepool,0.7502283,0.24977169, -1.2129260,54.69174
Loughborough,0.6978223,0.30217768, -1.2061660,52.77210
Mansfield,0.8494957,0.15050427, -1.1986740,53.14720
Nottingham,0.7871859,0.21281413, -1.1581086,52.95478
Bicester,0.6289725,0.37102754, -1.1535899,51.89960
Leicester,0.6059113,0.39408867, -1.1397592,52.63688
Doncaster,0.9247573,0.07524272, -1.1284620,53.52282
Worksop,0.8910150,0.10898502, -1.1227450,53.30930
Basingstoke,0.6682119,0.33178808, -1.0923964,51.26654
Portsmouth,0.7884615,0.21153846, -1.0879769,50.81977
York,0.8188632,0.18113679, -1.0872979,53.95997
Selby,0.8506164,0.14938361, -1.0671890,53.78352
Helmsley,0.8638090,0.13619099, -1.0562636,54.24651
Towcester,0.6055584,0.39444161, -0.9896880,52.13511
Reading,0.6842105,0.31578947, -0.9781303,51.45426
Retford,0.9081886,0.09181141, -0.9455030,53.32136
Petersfield,0.7233713,0.27662875, -0.9389900,51.00759
Northampton,0.6117107,0.38828926, -0.9026560,52.24048
Melton Mowbray,0.6425206,0.35747939, -0.8871260,52.76640
Aylesbury,0.5947568,0.40524321, -0.8084000,51.81561
Newark-on-Trent,0.7789788,0.22102124, -0.8065700,53.07004
Malton,0.8582136,0.14178638, -0.7978970,54.13684
Chichester,0.7007481,0.29925187, -0.7749360,50.83761
Gainsborough,0.8894843,0.11051574, -0.7744650,53.40058
Milton Keynes,0.5844186,0.41558140, -0.7594171,52.04062
Aldershot,0.5936139,0.40638607, -0.7557509,51.24837
High Wycombe,0.6213786,0.37862138, -0.7482290,51.62861
Midhurst,0.6759465,0.32405345, -0.7372740,50.98690
Kettering,0.6135387,0.38646132, -0.7302490,52.39632
Wellingborough,0.5924392,0.40756085, -0.6939640,52.30242
Corby,0.5926738,0.40732624, -0.6842333,52.49230
Bognor Regis,0.6242545,0.37574553, -0.6730610,50.78300
Scunthorpe,0.8884240,0.11157601, -0.6544130,53.58865
Grantham,0.7408875,0.25911252, -0.6435820,52.91252
Whitby,0.8763898,0.12361020, -0.6133470,54.48633
Slough,0.4491236,0.55087639, -0.5950406,51.51054
Guildford,0.5155096,0.48449040, -0.5704090,51.23622
Woking,0.5098182,0.49018182, -0.5600349,51.31677
Lincoln,0.8044383,0.19556172, -0.5405790,53.23069
Bedford,0.5410959,0.45890411, -0.4667782,52.13864
Heathrow,0.3880496,0.61195043, -0.4542955,51.47002
Driffield,0.8497854,0.15021459, -0.4433770,54.00600
Beverley,0.8676259,0.13237410, -0.4350930,53.84196
Luton,0.4921640,0.50783605, -0.4200255,51.87867
Scarborough,0.8505647,0.14943527, -0.3997520,54.28311
Worthing,0.4881271,0.51187286, -0.3728820,50.81787
Dorking,0.4630802,0.53691983, -0.3323780,51.23220
Hull,0.8669591,0.13304094, -0.3274198,53.76762
Horsham,0.4898449,0.51015513, -0.3258580,51.06288
Biggleswade,0.4685714,0.53142857, -0.2642200,52.08694
Peterborough,0.5674528,0.43254717, -0.2405299,52.56950
Welwyn Garden City,0.4354661,0.56453392, -0.2086610,51.80317
Bridlington,0.8500728,0.14992722, -0.1988020,54.08535
Stevenage,0.4400130,0.55998703, -0.1966120,51.90376
Crawley,0.4189159,0.58108410, -0.1872275,51.10914
Huntingdon,0.4967808,0.50321925, -0.1825520,52.33146
Hove,0.4788433,0.52115675, -0.1687490,50.82793
Spalding,0.6326979,0.36730205, -0.1537024,52.79010
Brighton,0.4789771,0.52102293, -0.1371630,50.82253
London,0.4468739,0.55312612, -0.1277583,51.50735
Grimsby,0.8479263,0.15207373, -0.0807840,53.56747
Boston,0.6947439,0.30525606, -0.0265770,52.97894
Royston,0.4424348,0.55756522, -0.0240660,52.04814
Louth_Lincs,0.8326395,0.16736053, -0.0077110,53.36596
Lewes,0.4856563,0.51434367,  0.0087800,50.87387
Chatteris,0.4863934,0.51360661,  0.0540120,52.45610
Uckfield,0.4839417,0.51605832,  0.0959130,50.96641
Cambridge,0.4594690,0.54053097,  0.1218170,52.20534
Bishop's Stortford,0.3890977,0.61090226,  0.1536502,51.87216
Wisbech,0.5793722,0.42062780,  0.1587970,52.66632
Sevenoaks,0.4314410,0.56855895,  0.1908980,51.27241
Tunbridge Wells,0.4541717,0.54582826,  0.2636950,51.13238
Eastbourne,0.4633583,0.53664166,  0.2904720,50.76803
Brentwood,0.3231276,0.67687235,  0.3071749,51.62047
Skegness,0.7605730,0.23942701,  0.3378810,53.14640
Downham Market,0.4750327,0.52496732,  0.3854720,52.60661
King's Lynn,0.5783488,0.42165122,  0.4022963,52.75168
Bexhill,0.4615385,0.53846154,  0.4662071,50.84991
Chelmsford,0.3667233,0.63327674,  0.4685497,51.73559
Mildenhall,0.4515313,0.54846867,  0.5156095,52.34757
Medway,0.3669372,0.63306279,  0.5417861,51.40474
Braintree,0.4691244,0.53087558,  0.5509269,51.88009
Gillingham,0.3656846,0.63431542,  0.5514380,51.38632
Hastings,0.4199869,0.58001306,  0.5734530,50.85426
Maldon,0.3754531,0.62454687,  0.6714480,51.73181
Southend,0.3574779,0.64252215,  0.7077123,51.54593
Bury St Edmunds,0.4551760,0.54482404,  0.7104932,52.24292
Thetford,0.4298246,0.57017544,  0.7516570,52.41286
Ashford,0.4440559,0.55594406,  0.8750190,51.14647
Faversham,0.4255713,0.57442866,  0.8893580,51.31599
Colchester,0.4539363,0.54606365,  0.8918740,51.89593
New Romney,0.4302013,0.56979866,  0.9394730,50.98512
Canterbury,0.4468208,0.55317919,  1.0789089,51.28023
Ipswich,0.4462565,0.55374351,  1.1482200,52.05674
Clacton,0.4434470,0.55655296,  1.1530350,51.78953
Folkestone,0.4359775,0.56402249,  1.1694560,51.08140
Sheringham,0.4938424,0.50615764,  1.2109589,52.94442
Harwich,0.4525939,0.54740608,  1.2602970,51.93473
Norwich,0.4589872,0.54101284,  1.2973550,52.63089
Cromer,0.4938424,0.50615764,  1.3018660,52.93145
Dover,0.4434562,0.55654384,  1.3134027,51.12788
Felixstowe,0.4484305,0.55156951,  1.3512550,51.96173
Margate,0.4500000,0.55000000,  1.3868339,51.38965
Ramsgate,0.4444444,0.55555556,  1.4198950,51.33555
Great Yarmouth,0.4793080,0.52069199,  1.7280470,52.59823
Lowestoft,0.4844279,0.51557211,  1.7534490,52.48114
Swaffham,0.4381373,0.56186268,  0.6874810,52.64747
