placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Kettering,0.4476555,0.061049211,0.4912953, -0.7302490,52.39632
Wellingborough,0.4362166,0.035558716,0.5282247, -0.6939640,52.30242
Corby,0.4454083,0.067304816,0.4872869, -0.6842333,52.49230
Bognor Regis,0.5081988,0.033113004,0.4586882, -0.6730610,50.78300
Scunthorpe,0.3538111,0.017064846,0.6291240, -0.6544130,53.58865
Grantham,0.4359456,0.018507808,0.5455466, -0.6435820,52.91252
Whitby,0.3574048,0.021015515,0.6215797, -0.6133470,54.48633
Slough,0.5295502,0.037455298,0.4329945, -0.5950406,51.51054
Guildford,0.5235604,0.032622127,0.4438174, -0.5704090,51.23622
Woking,0.5264611,0.031104880,0.4424341, -0.5600349,51.31677
Lincoln,0.3907150,0.023272553,0.5860125, -0.5405790,53.23069
Bedford,0.4760251,0.026785714,0.4971892, -0.4667782,52.13864
Heathrow,0.5636566,0.045891932,0.3904515, -0.4542955,51.47002
Driffield,0.3500376,0.020195685,0.6297667, -0.4433770,54.00600
Beverley,0.3521485,0.018877298,0.6289742, -0.4350930,53.84196
Luton,0.5362173,0.024350283,0.4394324, -0.4200255,51.87867
Scarborough,0.3409449,0.021732283,0.6373228, -0.3997520,54.28311
Worthing,0.5099325,0.034537911,0.4555295, -0.3728820,50.81787
Dorking,0.5310062,0.014002801,0.4549910, -0.3323780,51.23220
Hull,0.3531045,0.019487877,0.6274077, -0.3274198,53.76762
Horsham,0.5085966,0.030537785,0.4608657, -0.3258580,51.06288
Biggleswade,0.4657738,0.027777778,0.5064484, -0.2642200,52.08694
Peterborough,0.3730038,0.027122940,0.5998733, -0.2405299,52.56950
Welwyn Garden City,0.5085958,0.032278774,0.4591254, -0.2086610,51.80317
Bridlington,0.3430960,0.020546197,0.6363578, -0.1988020,54.08535
Stevenage,0.5045526,0.029432520,0.4660149, -0.1966120,51.90376
Crawley,0.5353893,0.025935814,0.4386749, -0.1872275,51.10914
Huntingdon,0.4460000,0.038400000,0.5156000, -0.1825520,52.33146
Hove,0.5134754,0.033934199,0.4525904, -0.1687490,50.82793
Spalding,0.3706695,0.024523161,0.6048073, -0.1537024,52.79010
Brighton,0.5118693,0.034569878,0.4535608, -0.1371630,50.82253
London,0.6097362,0.034350032,0.3559137, -0.1277583,51.50735
Grimsby,0.3535692,0.021110433,0.6253203, -0.0807840,53.56747
Boston,0.3746140,0.021927116,0.6034589, -0.0265770,52.97894
Royston,0.4724983,0.037773360,0.4897283, -0.0240660,52.04814
Louth,0.3666458,0.023600668,0.6097536, -0.0077110,53.36596
Lewes,0.5242826,0.034834282,0.4408832,  0.0087800,50.87387
Chatteris,0.4134719,0.029157667,0.5573704,  0.0540120,52.45610
Uckfield,0.5325138,0.032622927,0.4348633,  0.0959130,50.96641
Cambridge,0.5490876,0.031624143,0.4192883,  0.1218170,52.20534
Bishop's Stortford,0.4864865,0.033829748,0.4796838,  0.1536502,51.87216
Wisbech,0.4011091,0.024029575,0.5748614,  0.1587970,52.66632
Sevenoaks,0.5057742,0.021385800,0.4728400,  0.1908980,51.27241
Tunbridge Wells,0.5141817,0.036220774,0.4495975,  0.2636950,51.13238
Eastbourne,0.5091091,0.032959444,0.4579315,  0.2904720,50.76803
Brentwood,0.5230168,0.023138882,0.4538443,  0.3071749,51.62047
Skegness,0.3928258,0.024597365,0.5825769,  0.3378810,53.14640
Downham Market,0.4452208,0.018585802,0.5361934,  0.3854720,52.60661
King's Lynn,0.4279752,0.019520732,0.5525040,  0.4022963,52.75168
Bexhill,0.4925037,0.034982509,0.4725137,  0.4662071,50.84991
Chelmsford,0.5077624,0.023737615,0.4685000,  0.4685497,51.73559
Mildenhall,0.4773818,0.033127713,0.4894905,  0.5156095,52.34757
Medway,0.5250947,0.026515152,0.4483902,  0.5417861,51.40474
Braintree,0.5094063,0.023210359,0.4673833,  0.5509269,51.88009
Gillingham,0.5254458,0.025651578,0.4489026,  0.5514380,51.38632
Hastings,0.4889959,0.034846401,0.4761577,  0.5734530,50.85426
Maldon,0.4993687,0.022727273,0.4779040,  0.6714480,51.73181
Southend,0.5200816,0.020395356,0.4595231,  0.7077123,51.54593
Bury St Edmunds,0.4565649,0.031966769,0.5114683,  0.7104932,52.24292
Thetford,0.4646472,0.033119976,0.5022328,  0.7516570,52.41286
Ashford,0.5267387,0.024236038,0.4490253,  0.8750190,51.14647
Faversham,0.5254343,0.026350952,0.4482148,  0.8893580,51.31599
Colchester,0.4966881,0.028930450,0.4743815,  0.8918740,51.89593
New Romney,0.5062340,0.024490705,0.4692753,  0.9394730,50.98512
Canterbury,0.5182786,0.028689183,0.4530322,  1.0789089,51.28023
Ipswich,0.4932913,0.028855480,0.4778532,  1.1482200,52.05674
Clacton,0.5054604,0.029090567,0.4654491,  1.1530350,51.78953
Folkestone,0.5193487,0.027747520,0.4529037,  1.1694560,51.08140
Sheringham,0.5018764,0.023744226,0.4743793,  1.2109589,52.94442
Harwich,0.4932231,0.029504132,0.4772727,  1.2602970,51.93473
Norwich,0.5023071,0.023936554,0.4737563,  1.2973550,52.63089
Cromer,0.5010052,0.024913843,0.4740810,  1.3018660,52.93145
Dover,0.5262581,0.027953064,0.4457888,  1.3134027,51.12788
Felixstowe,0.4952114,0.029474901,0.4753137,  1.3512550,51.96173
Margate,0.5279250,0.027721158,0.4443539,  1.3868339,51.38965
Ramsgate,0.5225760,0.026420352,0.4510037,  1.4198950,51.33555
Great Yarmouth,0.4882523,0.026149403,0.4855983,  1.7280470,52.59823
Lowestoft,0.4878358,0.026547270,0.4856169,  1.7534490,52.48114
Swaffham,0.4477372,0.020000000,0.5322628,  0.6874810,52.64747
Dereham,0.5042029,0.024710145,0.4710870,  0.9378270,52.68162
Ely,0.5306406,0.031699657,0.4376598,  0.2623630,52.39954
March,0.4043953,0.025195969,0.5704087,  0.0886220,52.55172
St Neots,0.4560660,0.031222123,0.5127119, -0.2651030,52.23008
Banham,0.4997090,0.025025462,0.4752655,  1.0402849,52.45125
Holt,0.5003576,0.023530253,0.4761121,  1.0867470,52.90936
Cromer,0.5010052,0.024913843,0.4740810,  1.3018660,52.93145
Hunstanton,0.4125760,0.023258532,0.5641655,  0.4910320,52.93891
Horncastle,0.3768493,0.026463847,0.5966868, -0.1124500,53.20731
Market Weighton,0.3582019,0.020353147,0.6214449, -0.6677465,53.86484
Hawes,0.4043887,0.026332288,0.5692790, -2.1968695,54.30383
Reeth,0.3826339,0.030706244,0.5866598, -1.9428115,54.38946
Aysgarth,0.4002890,0.028179191,0.5715318, -1.9967434,54.29159
Stanhope,0.4213205,0.062245492,0.5164340, -2.0113020,54.74946
Keswick,0.3304837,0.304211843,0.3653044, -3.1347060,54.60128
Oxenholme,0.4334301,0.064374491,0.5021954, -2.7243328,54.30134
